$version=1
!Code,Name,SystemCode,DemandCode,BusCode,ReactivePowerInputType
1296,JOINSC-SC138,2,2,6137,0
1297,JOINVU-SC069,2,2,6142,0
1298,JOINVU-SC138,2,2,6143,0
1299,JOINV3-SC069,2,2,6146,0
1300,JOIN4B-SC013,2,2,6156,0
1301,JOIN4C-SC013,2,2,6157,0
1302,JOINV4-SC138,2,2,6160,0
1303,JOINV5-SC069,2,2,6161,0
1304,JOINPE-SC138,2,2,6162,0
1305,JOINGM-SC138,2,2,6163,0
1306,MAFRA--SC138,2,2,6165,0
1307,MALWEE-SC138,2,2,6167,0
1308,PAPAND-SC138,2,2,6169,0
1309,PETROB-SC069,2,2,6170,0
1310,PIRABE-SC138,2,2,6171,0
1311,POITAP-SC138,2,2,6173,0
1312,TUPER--SC138,2,2,6175,0
1313,RNEGRI-SC138,2,2,6176,0
1314,SAOBEN-SC138,2,2,6180,0
1315,SBENBR-SC138,2,2,6181,0
1316,SFRANC-SC069,2,2,6183,0
1317,TUPY---SC069,2,2,6186,0
1318,TIGRE--SC138,2,2,6188,0
1319,UBATUB-SC069,2,2,6189,0
1320,DOCOL--SC138,2,2,6191,0
1321,WETZEL-SC138,2,2,6192,0
1322,WEG----SC138,2,2,6195,0
1323,WEGFUN-SC138,2,2,6196,0
1324,ALTONA-SC069,2,2,6197,0
1325,COTEMI-SC069,2,2,6198,0
1326,CREMER-SC069,2,2,6199,0
1327,BGARCI-SC069,2,2,6200,0
1328,BGARCI-SC138,2,2,6201,0
1329,BSALTO-SC069,2,2,6206,0
1330,BFORTA-SC138,2,2,6208,0
1331,BLUME2-SC069,2,2,6211,0
1332,BLUME2-SC138,2,2,6212,0
1333,BVELHA-SC138,2,2,6217,0
1334,BRUSQU-SC138,2,2,6223,0
1335,BRUSQR-SC138,2,2,6224,0
1336,BRUSPD-SC138,2,2,6225,0
1337,BOTUVE-SC138,2,2,6226,0
1338,CAMBOR-SC138,2,2,6228,0
1339,CAMBMB-SC138,2,2,6229,0
1340,CCCP---SC069,2,2,6231,0
1341,AGUASN-SC069,2,2,6233,0
1342,CEBRAC-SC138,2,2,6235,0
1343,KARSFI-SC069,2,2,6239,0
1344,GASPAR-SC138,2,2,6244,0
1345,IBIRAM-SC069,2,2,6249,0
1346,INDAIA-SC138,2,2,6252,0
1347,MPRAIA-SC138,2,2,6256,0
1348,CODESA-SC138,2,2,6257,0
1349,RSLPNA-SC138,2,2,6258,0
1350,PNARSL-SC138,2,2,6259,0
1351,METRSL-SC138,2,2,6260,0
1352,ITUPOR-SC069,2,2,6262,0
1353,PNAPGI-SC138,2,2,6263,0
1354,ITAJSA-SC069,2,2,6265,0
1355,ITAJSA-SC138,2,2,6266,0
1356,ITAJIT-SC138,2,2,6268,0
1357,ITAJFA-SC138,2,2,6269,0
1358,NAVEGA-SC138,2,2,6270,0
1359,CVGOLS-SC069,2,2,6271,0
1360,VOLTAG-SC069,2,2,6273,0
1361,POMERO-SC138,2,2,6274,0
1362,PORTON-SC138,2,2,6275,0
1363,PICARR-SC138,2,2,6276,0
1364,PGETUL-SC138,2,2,6277,0
1365,RIOSU2-SC138,2,2,6281,0
1366,RSULCG-SC138,2,2,6283,0
1367,TAIO---SC069,2,2,6289,0
1368,TROMCE-SC138,2,2,6290,0
1369,TIMBO--SC069,2,2,6293,0
1370,TIMBO--SC138,2,2,6295,0
1371,VIDALR-SC138,2,2,6297,0
1372,BARVEL-SC138,2,2,6298,0
1373,VOTORA-SC138,2,2,6299,0
1374,AMBEV--SC138,2,2,6300,0
1375,BRETIR-SC069,2,2,6301,0
1376,BERNEC-SC138,2,2,6302,0
1377,KLABOT-SC069,2,2,6304,0
1378,LAGESI-SC138,2,2,6310,0
1379,KLABCP-SC138,2,2,6312,0
1380,KIMBER-SC138,2,2,6313,0
1381,OTACIL-SC138,2,2,6320,0
1382,PTEALT-SC069,2,2,6323,0
1383,SCECIL-SC069,2,2,6325,0
1384,SCRIST-SC069,2,2,6326,0
1385,CURITI-SC138,2,2,6327,0
1386,SJOAQU-SC138,2,2,6328,0
1387,SUDATI-SC138,2,2,6330,0
3431,URUBIC-SC138,2,2,6335,0
1388,ABBWOO-SC069,2,2,6336,0
1389,CHLORM-SC138,2,2,6337,0
1390,VRAMJR-SC138,2,2,6339,0
1391,BNKSEA-SC138,2,2,6341,0
1392,CACADO-SC138,2,2,6345,0
1393,CDCAST-SC138,2,2,6346,0
1394,ADAMI--SC138,2,2,6347,0
1395,PCNLEB-SC138,2,2,6349,0
1396,CNOVSA-SC138,2,2,6350,0
1397,CAPINZ-SC069,2,2,6356,0
1398,FRAPRT-SC138,2,2,6357,0
1399,IRANI--SC138,2,2,6360,0
1400,TIROLT-SC138,2,2,6364,0
1401,CATAND-SC138,2,2,6365,0
1402,BATPIO-SC138,2,2,6366,0
1403,FRAIBU-SC069,2,2,6367,0
1404,VIDPLA-SC069,2,2,6377,0
1405,GUARAR-SC138,2,2,6378,0
1406,PERDCA-SC138,2,2,6384,0
1407,PERDVI-SC138,2,2,6385,0
1408,HERVAL-SC138,2,2,6386,0
1409,VIDEIR-SC138,2,2,6391,0
1410,TROMBI-SC069,2,2,6395,0
1411,TANGAR-SC138,2,2,6398,0
1412,ARABUT-SC069,2,2,6400,0
1413,CHAPSA-SC138,2,2,6413,0
1414,CTOMAZ-SC138,2,2,6424,0
1415,AUROGB-SC138,2,2,6425,0
1416,CONCOR-SC069,2,2,6426,0
1417,CONCSC-SC138,2,2,6427,0
1418,CHAPE2-SC138,2,2,6430,0
1419,CHAPEC-SC069,2,2,6431,0
1420,IPUMIR-SC069,2,2,6435,0
1421,ITAPIR-SC069,2,2,6436,0
1422,FAXINA-SC069,2,2,6437,0
1423,MARAVI-SC138,2,2,6438,0
1424,PALMIT-SC138,2,2,6441,0
1425,PINHAL-SC138,2,2,6442,0
1426,MONDAI-SC138,2,2,6443,0
1427,ABLLUZ-SC138,2,2,6445,0
1428,VARLSP-SC138,2,2,6452,0
1429,AVEBRA-SC138,2,2,6453,0
1430,NESPUR-SC138,2,2,6454,0
1431,QUILOM-SC138,2,2,6456,0
1432,SMIGUE-SC138,2,2,6465,0
1433,BRFCON-SC138,2,2,6468,0
1434,BRFCHA-SC138,2,2,6469,0
1435,SJCEDR-SC069,2,2,6470,0
1436,SLOEST-SC138,2,2,6471,0
1437,PARATI-SC138,2,2,6472,0
1438,AUROCH-SC138,2,2,6474,0
1439,SEARA--SC069,2,2,6478,0
1440,JBSSRA-SC069,2,2,6479,0
1441,XANXER-SC138,2,2,6490,0
1442,IMBITU-SC138,2,2,6518,0
1443,IMBARA-SC138,2,2,6519,0
1444,GAROPA-SC138,2,2,6520,0
1445,CEJATE-SC069,2,2,6521,0
1446,JAGUAR-SC069,2,2,6522,0
1447,LAGUNA-SC138,2,2,6525,0
1448,ORLEAN-SC138,2,2,6530,0
1449,TUBAR2-SC069,2,2,6531,0
1450,TUBARA-SC069,2,2,6532,0
1451,CAPIVB-SC138,2,2,6533,0
1452,SANGAO-SC069,2,2,6535,0
1453,VOTIMB-SC138,2,2,6539,0
1454,ARARAN-SC069,2,2,6552,0
1455,ARARLS-SC069,2,2,6553,0
1456,TURVO--SC069,2,2,6555,0
1457,CRIFLO-SC069,2,2,6556,0
1458,CRICI3-SC069,2,2,6557,0
1459,CARAVA-SC069,2,2,6558,0
1460,CRICIU-SC069,2,2,6561,0
1461,CERELD-SC069,2,2,6563,0
1462,CERPOR-SC069,2,2,6564,0
1463,CERBET-SC069,2,2,6565,0
1464,ELIANE-SC069,2,2,6571,0
1465,FSANTA-SC069,2,2,6572,0
1466,FORQUI-SC069,2,2,6574,0
1467,ICARA--SC069,2,2,6576,0
1468,RINCAO-SC069,2,2,6577,0
1469,LAUROM-SC069,2,2,6578,0
1470,MARACA-SC069,2,2,6579,0
1471,MINAES-SC069,2,2,6581,0
1472,IMBRAL-SC069,2,2,6584,0
1473,CERMOF-SC069,2,2,6585,0
1474,CERMMV-SC069,2,2,6588,0
1475,EFLUL--SC069,2,2,6589,0
1476,ERMO---SC069,2,2,6590,0
1477,SOMBRI-SC069,2,2,6593,0
1478,SIDEOA-SC069,2,2,6594,0
1479,CEPRAG-SC069,2,2,6595,0
1480,URUSSA-SC069,2,2,6596,0
1481,CCPRB--PR230,2,2,6623,0
1482,CSN----PR230,2,2,6629,0
1483,PISA---PR138,2,2,6720,0
1484,STEPRC-PR138,2,2,6771,0
1485,JTAVOR-PR138,2,2,6775,0
1486,AVERDE-PR069,2,2,6779,0
1487,SMT-T1-PR013,2,2,6780,0
1488,PGS-T4-PR013,2,2,6781,0
1489,PGN-T3-PR013,2,2,6782,0
1490,USACIG-PR138,2,2,6787,0
1491,CROWN--PR138,2,2,6788,0
1492,TAFISA-PR138,2,2,6789,0
1493,MASISA-PR138,2,2,6790,0
1494,AALEG2UTE006,2,2,6791,0
1495,CARGIL-PR138,2,2,6796,0
1496,MARGEM-PR138,2,2,6802,0
1497,SUMITO-PR138,2,2,6803,0
1498,PACCAR-PR138,2,2,6804,0
1499,CAFELA-PR138,2,2,6805,0
1500,ATLANT-PR138,2,2,6806,0
1501,SMIGUA-PR138,2,2,6807,0
1502,JCANAD-PR138,2,2,6808,0
1503,DITBOR-PR138,2,2,6809,0
1504,CHOPIN-PR138,2,2,6810,0
1505,AALEGR-PR138,2,2,6811,0
1506,ACHATE-PR138,2,2,6812,0
1507,ALTONI-PR138,2,2,6814,0
1508,ANDIRA-PR138,2,2,6816,0
1509,APUCAR-PR138,2,2,6818,0
1510,CRISTO-PR138,2,2,6819,0
1511,ALPARA-PR138,2,2,6820,0
1512,TANGAR-PR138,2,2,6821,0
1513,ARAPON-PR138,2,2,6822,0
1514,ARAPOT-PR138,2,2,6823,0
1515,ARAUCA-PR069,2,2,6824,0
1516,TOMAZC-PR069,2,2,6825,0
1517,AREIA--PR138,2,2,6826,0
1518,ASSAI--PR138,2,2,6827,0
1519,ASTORG-PR138,2,2,6828,0
1520,ALMTAM-PR138,2,2,6829,0
1521,BAIRRA-PR069,2,2,6839,0
1522,BDRANT-PR138,2,2,6840,0
1523,BATAVI-PR138,2,2,6841,0
1524,BARFER-PR138,2,2,6844,0
1525,HUHTAM-PR069,2,2,6845,0
1526,BVPARA-PR138,2,2,6846,0
1527,SPIVAI-PR138,2,2,6847,0
1528,CASSOB-PR013,2,2,6850,0
1529,CCOMPR-PR013,2,2,6851,0
1530,I.CELU-PR138,2,2,6855,0
1531,ITAMBE-PR138,2,2,6856,0
1532,CASTRO-PR138,2,2,6859,0
1533,CAPANE-PR069,2,2,6860,0
1534,ATUBA--PR069,2,2,6864,0
1535,CENTRO-PR069,2,2,6865,0
1536,PILARZ-PR069,2,2,6868,0
1537,TARUMA-PR069,2,2,6871,0
1538,BACACH-PR069,2,2,6872,0
1539,PAROLI-PR069,2,2,6873,0
1540,BATEL--PR069,2,2,6874,0
1541,NOVOMU-PR069,2,2,6875,0
1542,BOQUEI-PR069,2,2,6876,0
1543,ALTGLO-PR069,2,2,6877,0
1544,MERCES-PR069,2,2,6878,0
1545,TATU+F-PR069,2,2,6879,0
1546,STAFEL-PR069,2,2,6880,0
1547,CSIQUE-PR069,2,2,6883,0
1548,HAUER--PR069,2,2,6885,0
1549,JAMERI-PR069,2,2,6886,0
1550,B.RETI-PR069,2,2,6889,0
1551,XAXIM--PR069,2,2,6890,0
1552,CGAUCH-PR138,2,2,6891,0
1553,PINHEI-PR138,2,2,6893,0
1554,CASCAV-PR138,2,2,6894,0
1555,OLIMPI-PR138,2,2,6895,0
1556,SCRIST-PR138,2,2,6896,0
1557,CEUAZU-PR138,2,2,6897,0
1558,CIANOR-PR138,2,2,6900,0
1559,CLEVEL-PR138,2,2,6901,0
1560,CLARGO-PR138,2,2,6902,0
1561,DICLAR-PR138,2,2,6904,0
1562,MOURAO-PR069,2,2,6906,0
1563,SDUMON-PR138,2,2,6908,0
1564,BDEIRA-PR138,2,2,6911,0
1565,COCAMA-PR138,2,2,6912,0
1566,COCELP-PR069,2,2,6913,0
1567,COLORA-PR138,2,2,6915,0
1568,COPACO-PR138,2,2,6916,0
1569,CPROCO-PR138,2,2,6917,0
1570,CIC----PR013,2,2,6918,0
1571,CSEGRE-PR138,2,2,6919,0
1572,COOENT-PR069,2,2,6920,0
1573,CLMARQ-PR138,2,2,6921,0
1574,COLOMB-PR138,2,2,6922,0
1575,COAMO--PR138,2,2,6923,0
1576,DISJOS-PR013,2,2,6926,0
1577,DIXIET-PR138,2,2,6930,0
1578,2VIZIN-PR138,2,2,6931,0
1579,SADIAF-PR138,2,2,6932,0
1580,COOPAV-PR138,2,2,6933,0
1581,AUDIVW-PR138,2,2,6934,0
1582,CONCOR-PR138,2,2,6935,0
1583,PETROP-PR138,2,2,6936,0
1584,RENAUL-PR069,2,2,6945,0
1585,FAFEN--PR069,2,2,6951,0
1586,FAXINA-PR138,2,2,6952,0
1587,FAZIGU-PR138,2,2,6953,0
1588,FBELTR-PR138,2,2,6954,0
1589,FIGUEI-PR138,2,2,6957,0
1590,FLORES-PR138,2,2,6958,0
1591,NEWHOL-PR069,2,2,6959,0
1592,FIGUAC-PR138,2,2,6961,0
1593,VYOLAN-PR138,2,2,6962,0
1594,PORTAL-PR138,2,2,6963,0
1595,FRGRAN-PR138,2,2,6966,0
1596,SADIA--PR138,2,2,6967,0
1597,GOIOER-PR138,2,2,6980,0
1598,GPS----PR138,2,2,6981,0
1599,GUAIRA-PR138,2,2,6984,0
1600,GUARAI-PR069,2,2,6985,0
1601,GUARAT-PR138,2,2,6986,0
1602,GUARAP-PR138,2,2,6990,0
1603,VILACA-PR138,2,2,6991,0
1604,BERNEC-PR230,2,2,7001,0
1605,IBAITI-PR138,2,2,7009,0
1606,IBEMA--PR138,2,2,7010,0
1607,IBIPOR-PR138,2,2,7011,0
1608,IMBITU-PR138,2,2,7012,0
1609,INPACE-PR138,2,2,7013,0
1610,IRATI--PR138,2,2,7014,0
1611,IVAIPO-PR138,2,2,7017,0
1612,CAMBE--PR138,2,2,7018,0
1613,JAGUAR-PR034,2,2,7026,0
1614,JAGUAR-PR138,2,2,7028,0
1615,KLABIN-PR230,2,2,7041,0
1616,LACTA--PR069,2,2,7050,0
1617,LAPA---PR138,2,2,7051,0
1618,LARANJ-PR138,2,2,7053,0
1619,V.CRUZ-PR138,2,2,7054,0
1620,LONDRC-PR138,2,2,7055,0
1621,JBANDE-PR138,2,2,7056,0
1622,RDAVID-PR138,2,2,7057,0
1623,PALERM-PR138,2,2,7058,0
1624,IGAPO--PR138,2,2,7059,0
1625,SEMIRA-PR138,2,2,7060,0
1626,LOANDA-PR138,2,2,7061,0
1627,CACIQE-PR138,2,2,7062,0
1628,C-VALE-PR138,2,2,7063,0
1629,MAMBOR-PR069,2,2,7070,0
1630,MAMBOR-PR138,2,2,7071,0
1631,MANDAC-PR138,2,2,7072,0
1632,MANDAG-PR138,2,2,7073,0
1633,ROLAND-PR138,2,2,7074,0
1634,MARIAL-PR138,2,2,7075,0
1635,MATINH-PR138,2,2,7076,0
1636,VGAUCH-PR138,2,2,7077,0
1637,MCROND-PR138,2,2,7078,0
1638,MEDIAN-PR138,2,2,7079,0
1639,JALVOR-PR138,2,2,7080,0
1640,MARING-PR138,2,2,7081,0
1641,HORIZO-PR138,2,2,7082,0
1642,MORRET-PR138,2,2,7086,0
1643,PAICND-PR138,2,2,7088,0
1644,PGRO.N-PR034,2,2,7090,0
1645,PGRO.S-PR034,2,2,7091,0
1646,NESPER-PR138,2,2,7096,0
1647,PALMAS-PR138,2,2,7116,0
1648,PALMEI-PR138,2,2,7117,0
1649,PALOTI-PR138,2,2,7118,0
1650,PRANAV-PR138,2,2,7119,0
1651,PATOBR-PR138,2,2,7122,0
1652,PIRIZA-PR069,2,2,7124,0
1653,PRANAG-PR138,2,2,7125,0
1654,P.FISC-PR138,2,2,7126,0
1655,PORTO--PR138,2,2,7127,0
1656,SABARA-PR138,2,2,7130,0
1657,BELEM--PR138,2,2,7131,0
1658,UVARAN-PR138,2,2,7132,0
1659,VENDRA-PR138,2,2,7133,0
1660,PINHAI-PR069,2,2,7134,0
1661,BVISTA-PR138,2,2,7135,0
1662,PIRAQU-PR069,2,2,7136,0
1663,PITANG-PR138,2,2,7137,0
1664,PLESTE-PR138,2,2,7139,0
1665,PLPARA-PR138,2,2,7140,0
1666,PROVID-PR069,2,2,7141,0
1667,PRUDEN-PR138,2,2,7142,0
1668,PiraiS-PR138,2,2,7144,0
1669,4BARRA-PR069,2,2,7152,0
1670,QIGUAC-PR138,2,2,7153,0
1671,REALEZ-PR138,2,2,7169,0
1672,C-PROD-PR069,2,2,7170,0
1673,REFRIP-PR069,2,2,7171,0
1674,RBRANC-PR138,2,2,7172,0
1675,RIOAZU-PR138,2,2,7173,0
1676,MSMARI-PR069,2,2,7175,0
1677,BRCAPA-PR138,2,2,7177,0
1678,AMBEV--PR138,2,2,7178,0
1679,SEPAC--PR138,2,2,7179,0
1680,SALTOM-PR069,2,2,7181,0
1681,SAPLAT-PR138,2,2,7187,0
1682,SANTSU-PR138,2,2,7189,0
1683,JTROPI-PR138,2,2,7194,0
1684,SENGES-PR138,2,2,7196,0
1685,STAHEL-PR138,2,2,7197,0
1686,SICAMP-PR138,2,2,7200,0
1687,GUATUP-PR069,2,2,7203,0
1688,SAOMAT-PR034,2,2,7206,0
1689,SOCORR-PR138,2,2,7211,0
1690,STEREZ-PR138,2,2,7212,0
1691,TAF-PI-PR138,2,2,7221,0
1692,TELBOR-PR138,2,2,7223,0
1693,TOLEDO-PR138,2,2,7224,0
1694,TUNAS--PR138,2,2,7229,0
1695,TIBAGI-PR138,2,2,7231,0
1696,UBIRAT-PR138,2,2,7233,0
1697,UBIRAT-PR069,2,2,7234,0
1698,UMUARA-PR138,2,2,7235,0
1699,TAMOIO-PR138,2,2,7237,0
1700,BITURU-PR138,2,2,7238,0
1701,UVITOR-PR138,2,2,7239,0
1702,PIGUAC-PR138,2,2,7240,0
1703,AALFLOUTE013,2,2,7244,0
1704,COOPC-UTE013,2,2,7246,0
1705,VOLVO--PR069,2,2,7251,0
1706,XISTO--PR230,2,2,7265,0
1707,ALEGR4-RS069,2,2,7364,0
1708,QUARA2-RS069,2,2,7366,0
1709,CBOM-A-RS023,2,2,7367,0
1710,PLANSU-RS138,2,2,7368,0
1711,CBOM-B-RS023,2,2,7369,0
1712,VAI1-B-RS013,2,2,7372,0
1713,VAI1-A-RS013,2,2,7373,0
1714,MSPRIN-RS138,2,2,7375,0
1715,QUARA1-RS069,2,2,7378,0
1716,LIV2-A-RS013,2,2,7380,0
1717,TSLUIS-RS138,2,2,7382,0
1718,CIND-A-RS023,2,2,7383,0
1719,URUGU1-RS069,2,2,7384,0
1720,URUGU3-RS069,2,2,7385,0
1721,LIVRA1-RS069,2,2,7387,0
1722,URUGU2-RS069,2,2,7388,0
1723,SCHA-A-RS023,2,2,7389,0
1724,SMARI2-RS069,2,2,7390,0
1725,SAPUCA-RS138,2,2,7393,0
1726,AGUDO--RS069,2,2,7395,0
1727,CACAPA-RS069,2,2,7403,0
1728,CACEQU-RS069,2,2,7404,0
1729,CACHOE-RS069,2,2,7405,0
1730,CANDE1-RS069,2,2,7414,0
1731,VSOL---RS069,2,2,7416,0
1732,NHAMB3-RS069,2,2,7418,0
1733,CPG2---RS069,2,2,7420,0
1734,CIMBAG-RS069,2,2,7424,0
1735,ESTEIO-RS069,2,2,7431,0
1736,ESTREL-RS069,2,2,7432,0
1737,FAXINA-RS069,2,2,7434,0
1738,JAGUAR-RS069,2,2,7438,0
1739,MACAMB-RS023,2,2,7439,0
1740,LAJEA1-RS069,2,2,7440,0
1741,SSCAI--RS138,2,2,7442,0
1742,NHAMB1-RS069,2,2,7444,0
1743,MONTE1-RS138,2,2,7445,0
1744,MONTE2-RS069,2,2,7447,0
1745,PETROB-RS069,2,2,7448,0
1746,ROSARI-RS069,2,2,7449,0
1747,RPARDO-RS069,2,2,7450,0
1748,SOLEIL-RS069,2,2,7451,0
1749,SANTIA-RS069,2,2,7454,0
1750,SAPIRA-RS069,2,2,7456,0
1751,SBORJ1-RS069,2,2,7460,0
1752,SBORJ2-RS023,2,2,7469,0
1753,ALEGR1-RS013,2,2,7470,0
1754,SGABRI-RS069,2,2,7472,0
1755,SITEL--RS069,2,2,7473,0
1756,SCRUZ2-RS069,2,2,7474,0
1757,SSEPE--RS069,2,2,7476,0
1758,SATIPE-RS069,2,2,7478,0
1759,Y-TABA-RS069,2,2,7480,0
1760,TAQUAR-RS069,2,2,7481,0
1761,SOUZAC-RS069,2,2,7483,0
1762,CNA1-A-RS023,2,2,7484,0
1763,TFATIM-RS069,2,2,7485,0
1764,BIANCH-RS069,2,2,7486,0
1765,TREMSU-RS069,2,2,7489,0
1766,INCOBR-RS069,2,2,7490,0
1767,CNA1-B-RS023,2,2,7491,0
1768,SVICEN-RS023,2,2,7492,0
1769,SPEDRO-RS069,2,2,7494,0
1770,SFRANC-RS069,2,2,7496,0
1771,ALEGR3-RS069,2,2,7498,0
1772,SCHA-B-RS023,2,2,7514,0
1773,SMARI4-RS069,2,2,7517,0
1774,SMA1-A-RS013,2,2,7519,0
1775,FORMIG-RS069,2,2,7520,0
1776,SMARI5-RS069,2,2,7523,0
1777,SUBRAS-RS069,2,2,7525,0
1778,SCHA-C-RS023,2,2,7531,0
1779,SMA1-B-RS013,2,2,7532,0
1780,TRIUNF-RS069,2,2,7533,0
1781,SCHA-D-RS023,2,2,7536,0
1782,URUGU4-RS069,2,2,7537,0
1783,VAIRE2-RS069,2,2,7541,0
1784,NHAMB2-RS138,2,2,7544,0
1785,CANOA3-RS138,2,2,7545,0
1786,PORTAO-RS138,2,2,7547,0
1787,SBORJ3-RS069,2,2,7548,0
1788,SOBRAD-RS069,2,2,7551,0
1789,SINIMB-RS069,2,2,7562,0
1790,GRANOL-RS069,2,2,7564,0
1791,URUGU7-RS069,2,2,7573,0
1792,DIRMAO-RS138,2,2,7574,0
1793,EVELHA-RS138,2,2,7575,0
1794,CIND-B-RS023,2,2,7576,0
1795,MACAMB-RS069,2,2,7578,0
1796,PEPSI--RS138,2,2,7581,0
1797,SIDERU-RS230,2,2,7584,0
1798,SLEOP2-RS138,2,2,7590,0
1799,SLEOP1-RS138,2,2,7592,0
1800,SCR1-C-RS013,2,2,7599,0
1801,SCR1-D-RS013,2,2,7602,0
1802,PFILMS-RS069,2,2,7604,0
1803,MAXFOR-RS069,2,2,7608,0
1804,PERDIG-RS069,2,2,7620,0
1805,MASISA-RS230,2,2,7624,0
1806,BPRINC-RS138,2,2,7632,0
1807,LIBERD-RS069,2,2,7637,0
1808,HEXION-RS069,2,2,7638,0
1809,PSJOAO-RS069,2,2,7729,0
1810,ILHOT1SIN013,2,2,7798,0
1811,ILHOT2SIN013,2,2,7799,0
1812,VEGASU-SC230,2,2,7890,0
1813,BGONC3-RS069,2,2,8013,0
1814,FAR2---RS069,2,2,8014,0
1815,TRAMO2-RS069,2,2,8015,0
1816,BGONC1-RS069,2,2,8018,0
1817,BGONC2-RS069,2,2,8021,0
1818,TODESC-RS069,2,2,8022,0
1819,CBARBO-RS069,2,2,8025,0
1820,TRAMO3-RS069,2,2,8026,0
1821,CAXI5A-RS013,2,2,8030,0
1822,CAXI5B-RS013,2,2,8037,0
1823,CAXIA4-RS069,2,2,8039,0
1824,CAXIA3-RS069,2,2,8045,0
1825,CAXI2--RS013,2,2,8053,0
1826,FCUNHA-RS069,2,2,8054,0
1827,MPLTOM-RS069,2,2,8055,0
1828,SMARCO-RS069,2,2,8057,0
1829,GARIBA-RS069,2,2,8058,0
1830,FARROU-RS069,2,2,8061,0
1831,RANDON-RS069,2,2,8063,0
1832,CAXIA6-RS069,2,2,8066,0
1833,MISSOE-RS069,2,2,8090,0
1834,GRAV2A-RS023,2,2,8101,0
1835,CACHEB-RS069,2,2,8102,0
1836,MUNDIA-RS069,2,2,8103,0
1837,GRAVT1-RS069,2,2,8104,0
1838,PIRELL-RS069,2,2,8105,0
1839,GLORIN-RS069,2,2,8106,0
1840,FITESA-RS069,2,2,8107,0
1841,CACHOE-RS023,2,2,8109,0
1842,ALBARU-RS069,2,2,8110,0
1843,ICOTRO-RS069,2,2,8111,0
1844,CAC1-4-RS023,2,2,8112,0
1845,CANAS2-RS138,2,2,8120,0
1846,LGRAND-RS138,2,2,8130,0
1847,SCHIN--RS138,2,2,8133,0
1848,TCOROA-RS138,2,2,8134,0
1849,PAROBE-RS138,2,2,8136,0
1850,ROLANT-RS138,2,2,8137,0
1851,IGREJI-RS138,2,2,8140,0
1852,NPRATA-RS069,2,2,8180,0
1853,GUARIT-RS069,2,2,8200,0
1854,GRAV2B-RS023,2,2,8201,0
1855,BBURI2-RS069,2,2,8202,0
1856,CLARGO-RS069,2,2,8224,0
1857,JACUIR-RS023,2,2,8248,0
1858,SANGL2-RS069,2,2,8260,0
1859,SANGL2-RS023,2,2,8261,0
1860,SANG2B-RS023,2,2,8262,0
1861,TAPERA-RS069,2,2,8280,0
1862,SROSA--RS069,2,2,8285,0
1863,SMARTA-RS044,2,2,8289,0
1864,SMARTA-RS138,2,2,8290,0
1865,PFUND1-RS138,2,2,8291,0
1866,SMARTA-RS069,2,2,8292,0
1867,PFUND3-RS069,2,2,8293,0
1868,PFUNDO-RS138,2,2,8300,0
1869,ERECH1-RS138,2,2,8301,0
1870,SERAFI-RS138,2,2,8317,0
1871,LVERM1-RS138,2,2,8318,0
1872,VACARI-RS138,2,2,8319,0
1873,ERECH2-RS138,2,2,8320,0
1874,TAPEJA-RS138,2,2,8322,0
1875,SANAND-RS138,2,2,8324,0
1876,GUAPOR-RS069,2,2,8325,0
1877,GUAPOR-RS138,2,2,8326,0
1878,CASCA--RS138,2,2,8327,0
1879,VMARIA-RS138,2,2,8328,0
1880,PERDIG-RS138,2,2,8329,0
1881,MARAU--RS138,2,2,8330,0
1882,CALTA1-RS138,2,2,8331,0
1883,CALTA1-RS069,2,2,8332,0
1884,GMOTOR-RS230,2,2,8333,0
1885,IJUI1--RS069,2,2,8334,0
1886,SANGL1-RS069,2,2,8335,0
1887,PANAMB-RS069,2,2,8336,0
1888,JULIO2-RS138,2,2,8340,0
1889,PANAM2-RS069,2,2,8341,0
1890,AFELIZ-RS069,2,2,8344,0
1891,PINHAL-RS138,2,2,8345,0
1892,PALMEI-RS069,2,2,8348,0
1893,SARAND-RS069,2,2,8349,0
1894,CONSTA-RS138,2,2,8350,0
1895,PLANAL-RS138,2,2,8352,0
1896,FELIZ--RS069,2,2,8353,0
1897,NPETR1-RS069,2,2,8355,0
1898,CANELA-RS069,2,2,8356,0
1899,GRAMAD-RS069,2,2,8357,0
1900,ACLARA-MS138,1,1,8366,0
1901,AGUAST-MS138,1,1,8371,0
1902,PREDON-MS138,1,1,8374,0
1903,BANDMS-MS138,1,1,8375,0
1904,AMAMBA-MS138,1,1,8378,0
1905,VICENT-MS069,1,1,8379,0
1906,CAMRUR-MS138,1,1,8380,0
1907,ATABOA-MS138,1,1,8397,0
1908,AQUIDA-MS138,1,1,8403,0
1909,AMIRAN-MS069,1,1,8418,0
1910,BONIT1-MS069,1,1,8419,0
1911,CAMAPU-MS138,1,1,8440,0
1912,CAARAP-MS069,1,1,8443,0
1913,CASSIL-MS138,1,1,8450,0
1914,CGPARQ-MS138,1,1,8454,0
1915,CGALMO-MS138,1,1,8456,0
1916,CGSCAF-MS138,1,1,8461,0
1917,CGCENT-MS138,1,1,8465,0
1918,CGCUIA-MS138,1,1,8469,0
1919,CGINDU-MS138,1,1,8477,0
1920,CGJABR-MS138,1,1,8482,0
1921,CGMCOU-MS138,1,1,8486,0
1922,CGPROG-MS138,1,1,8489,0
1923,CGTama-MS138,1,1,8490,0
