$version=1
!Code,Name,SystemCode,DemandCode,BusCode,ReactivePowerInputType
658,N.APA2-SP138,1,1,2243,0
659,AMERCA-SP138,1,1,2244,0
660,NAZARE-SP138,1,1,2245,0
661,NOTRED-SP138,1,1,2246,0
662,OJIPAP-SP138,1,1,2247,0
663,PAULIN-SP138,1,1,2248,0
664,PINHAL-SP138,1,1,2249,0
665,PIRE-C-SP138,1,1,2250,0
666,PIRMIR-SP138,1,1,2251,0
667,QUILOM-SP138,1,1,2253,0
668,RHODIA-SP138,1,1,2255,0
669,RIOPED-SP138,1,1,2256,0
670,SACI---SP138,1,1,2257,0
671,SALTIN-SP138,1,1,2258,0
672,SAOPED-SP138,1,1,2259,0
673,SUMAEA-SP138,1,1,2260,0
674,TAQURA-SP138,1,1,2262,0
675,SANTIS-SP138,1,1,2263,0
676,TOYOBO-SP138,1,1,2264,0
677,TREVO--SP138,1,1,2265,0
678,UNILES-SP138,1,1,2266,0
679,VALINH-SP138,1,1,2267,0
680,VIRACO-SP138,1,1,2268,0
681,WM-AME-SP138,1,1,2269,0
682,EATON--SP138,1,1,2270,0
683,MORUMB-SP138,1,1,2271,0
684,CORDBR-SP138,1,1,2272,0
685,UNILEV-SP138,1,1,2273,0
686,CILLOS-SP138,1,1,2274,0
687,HORTOL-SP138,1,1,2275,0
688,NVENEZ-SP138,1,1,2276,0
689,JDMARA-SP138,1,1,2278,0
690,PRADOS-SP138,1,1,2279,0
691,AIRLQ1-SP138,1,1,2280,0
692,STATER-SP138,1,1,2281,0
693,CJBRAS-SP138,1,1,2282,0
694,ORION--SP138,1,1,2283,0
695,ARCMIT-SP138,1,1,2284,0
696,STACEC-SP138,1,1,2285,0
697,BARREI-SP138,1,1,2288,0
698,ANDOR1-SP138,1,1,2289,0
699,ORQUID-SP138,1,1,2290,0
700,LINDOI-SP138,1,1,2292,0
701,SNEGRA-SP138,1,1,2293,0
702,3PONTE-SP138,1,1,2294,0
703,PLASTI-SP138,1,1,2295,0
704,SOCORR-SP138,1,1,2296,0
705,EFAUST-SP138,1,1,2297,0
706,LEF-PI-SP138,1,1,2298,0
707,MEXICH-SP138,1,1,2299,0
708,LYCRA--SP138,1,1,2300,0
709,CANAT2-SP138,1,1,2301,0
710,MAG-MA-SP138,1,1,2302,0
711,ROMI---SP138,1,1,2306,0
712,KSPIST-SP138,1,1,2308,0
713,WM-PAU-SP138,1,1,2309,0
714,INTPAP-SP138,1,1,2310,0
715,CANAT1-SP138,1,1,2311,0
716,DEDINI-SP138,1,1,2312,0
717,OBER---SP138,1,1,2313,0
718,VALIN2-SP138,1,1,2314,0
719,COSMOP-SP138,1,1,2315,0
720,STABAR-SP069,1,1,2316,0
721,SOUZAS-SP069,1,1,2318,0
722,TANQUI-SP069,1,1,2319,0
723,PIRAC2-SP138,1,1,2322,0
724,CHARQU-SP138,1,1,2323,0
725,ITATIB-SP069,1,1,2324,0
726,SUMAR7-SP138,1,1,2325,0
727,CVERDE-SP138,1,1,2327,0
728,AVCPFL-SP138,1,1,2328,0
729,CONGON-SP138,1,1,2330,0
730,VALPAR-SP138,1,1,2331,0
731,GUARAN-SP138,1,1,2332,0
732,IPORA--SP138,1,1,2333,0
733,JDPAUL-SP138,1,1,2334,0
734,MIRASS-SP138,1,1,2335,0
735,AJINV1-SP138,1,1,2336,0
736,SJRPR--SP138,1,1,2337,0
737,PENA.P-SP138,1,1,2338,0
738,PRIMAV-SP138,1,1,2340,0
739,AUSTA--SP138,1,1,2341,0
740,VILAVE-SP138,1,1,2343,0
741,AMERCB-SP138,1,1,2344,0
742,TECSTA-SP138,1,1,2345,0
743,BIRIG3-SP138,1,1,2347,0
744,SJRNOR-SP138,1,1,2349,0
745,DURATA-SP138,1,1,2352,0
746,FAZ-VE-SP138,1,1,2354,0
747,PROMCP-SP138,1,1,2355,0
748,NESTLE-SP138,1,1,2356,0
749,AGUDOS-SP138,1,1,2357,0
750,AUXILI-SP138,1,1,2358,0
751,BAU.CP-SP138,1,1,2359,0
752,BOTUC--SP138,1,1,2360,0
753,DUARTI-SP138,1,1,2361,0
754,DURATB-SP138,1,1,2362,0
755,ESTORI-SP138,1,1,2363,0
756,HIPODR-SP138,1,1,2364,0
757,LENCOI-SP138,1,1,2366,0
758,LINS---SP138,1,1,2367,0
759,MARILI-SP138,1,1,2368,0
760,POMPEI-SP138,1,1,2369,0
761,SAOMAN-SP138,1,1,2370,0
762,TBRANC-SP138,1,1,2371,0
763,VITORI-SP138,1,1,2372,0
764,OMI----SP138,1,1,2373,0
765,GAIVOT-SP138,1,1,2374,0
766,TARUMA-SP138,1,1,2375,0
767,TROPIC-SP138,1,1,2376,0
768,EUCAT--SP138,1,1,2378,0
769,PEDERN-SP138,1,1,2380,0
770,AJINP1-SP138,1,1,2381,0
771,B.BONI-SP138,1,1,2383,0
772,DCORRE-SP138,1,1,2384,0
773,JAU----SP138,1,1,2385,0
774,IGARAT-SP138,1,1,2386,0
775,ANTONI-SP138,1,1,2390,0
776,ITAPUI-SP069,1,1,2394,0
777,COROAD-SP069,1,1,2396,0
778,GLICER-SP069,1,1,2397,0
779,BAGUAC-SP069,1,1,2398,0
780,CAFELA-SP069,1,1,2399,0
781,GUARAN-SP069,1,1,2402,0
782,PALVES-SP069,1,1,2405,0
783,PIRAJU-SP069,1,1,2406,0
784,SANTAN-SP138,1,1,2408,0
785,PIACAT-SP069,1,1,2410,0
786,BIRIGU-SP069,1,1,2411,0
787,BRAUNA-SP069,1,1,2412,0
788,BARBOS-SP069,1,1,2413,0
789,JBONIF-SP069,1,1,2415,0
790,MTEAPR-SP069,1,1,2416,0
791,NOVGRA-SP069,1,1,2417,0
792,PALEST-SP069,1,1,2418,0
793,ICEM---SP069,1,1,2419,0
794,ALTAIR-SP069,1,1,2420,0
795,GUARAR-SP069,1,1,2422,0
796,TANABI-SP069,1,1,2423,0
797,BARIIA-SP138,1,1,2424,0
798,BOCAIN-SP069,1,1,2426,0
799,MACATU-SP069,1,1,2429,0
800,IGTIET-SP069,1,1,2430,0
801,PEDERN-SP069,1,1,2431,0
802,CANAVI-SP069,1,1,2432,0
803,BEBED--SP138,1,1,2433,0
804,BARRET-SP138,1,1,2437,0
805,COLOBA-SP138,1,1,2438,0
806,CUTR-C-SP138,1,1,2439,0
807,GAVEA--SP138,1,1,2440,0
808,MINERV-SP138,1,1,2441,0
809,VIRADO-SP138,1,1,2442,0
810,COLINA-SP138,1,1,2443,0
811,SJBAR2-SP138,1,1,2444,0
812,LOUSDR-SP138,1,1,2445,0
813,MTAZUL-SP138,1,1,2447,0
814,HBAHUT-SP138,1,1,2448,0
815,CUTR-A-SP138,1,1,2451,0
816,AMBRAS-SP138,1,1,2453,0
817,ARARCP-SP138,1,1,2454,0
818,BVISTA-SP138,1,1,2455,0
819,KLABIN-SP138,1,1,2456,0
820,CITROM-SP138,1,1,2457,0
821,DESCAL-SP138,1,1,2458,0
822,DOBRAD-SP138,1,1,2459,0
823,IBI-CP-SP138,1,1,2461,0
824,ITACOL-SP138,1,1,2462,0
825,JABOTI-SP138,1,1,2463,0
826,PAIOL--SP138,1,1,2465,0
827,PROGRE-SP138,1,1,2466,0
828,RINCAO-SP138,1,1,2467,0
829,SCARLO-SP138,1,1,2468,0
830,TAIUVA-SP138,1,1,2469,0
831,UIRAPU-SP138,1,1,2470,0
832,PIRANG-SP138,1,1,2471,0
833,IBATE--SP138,1,1,2474,0
834,PARAIS-SP138,1,1,2475,0
835,RPRETS-SP138,1,1,2476,0
836,BETHAN-SP138,1,1,2477,0
837,VOLKSV-SP138,1,1,2478,0
838,CITBES-SP138,1,1,2479,0
839,ESPERA-SP138,1,1,2480,0
840,LNLS---SP138,1,1,2481,0
841,ITAPOL-SP138,1,1,2482,0
842,ATHENA-SP138,1,1,2484,0
843,JARDIN-SP138,1,1,2485,0
844,BARRIN-SP138,1,1,2487,0
845,BATATA-SP138,1,1,2488,0
846,BRODOS-SP138,1,1,2489,0
847,CAJURU-SP138,1,1,2490,0
848,CRAVIN-SP138,1,1,2491,0
849,FRANCA-SP138,1,1,2492,0
850,DIAMAN-SP138,1,1,2493,0
851,HUMAIT-SP138,1,1,2494,0
852,IPANEM-SP138,1,1,2496,0
853,IPIRAN-SP138,1,1,2497,0
854,IPUA---SP138,1,1,2498,0
855,ITAIPA-SP138,1,1,2499,0
856,LEAOXI-SP138,1,1,2500,0
857,PATROC-SP138,1,1,2501,0
858,PITANG-SP138,1,1,2503,0
859,PRADOP-SP138,1,1,2504,0
860,RESEND-SP138,1,1,2505,0
861,M.CIPO-SP138,1,1,2506,0
862,PET+LO-SP138,1,1,2507,0
863,SAOSIM-SP138,1,1,2508,0
864,VLALBE-SP138,1,1,2509,0
865,RIBNOR-SP138,1,1,2511,0
866,ISIDOR-SP138,1,1,2512,0
867,TLYLE--SP138,1,1,2513,0
868,NODESS-SP138,1,1,2514,0
869,SERTAO-SP138,1,1,2515,0
870,ANHANG-SP138,1,1,2516,0
871,MAGUDO-SP138,1,1,2517,0
872,PONTAL-SP138,1,1,2518,0
873,INTERP-SP138,1,1,2519,0
874,BGERAL-SP138,1,1,2520,0
875,LUPO---SP138,1,1,2521,0
876,EMBRAE-SP138,1,1,2523,0
877,IESA---SP138,1,1,2524,0
878,TECU1--SP138,1,1,2525,0
879,CHAOPR-SP069,1,1,2528,0
880,TECU2--SP138,1,1,2529,0
881,BONFPA-SP069,1,1,2532,0
882,CAJOBI-SP069,1,1,2533,0
883,BESUL--SP069,1,1,2537,0
884,TAQUAR-SP069,1,1,2539,0
885,MTEALT-SP069,1,1,2540,0
886,JAU4---SP138,1,1,2541,0
887,FSALES-SP138,1,1,2543,0
888,STADEL-SP069,1,1,2544,0
889,RPRETO-SP138,1,1,2546,0
890,ALTINO-SP069,1,1,2547,0
891,NUPORA-SP069,1,1,2548,0
892,GUARA--SP069,1,1,2551,0
893,IGARAP-SP069,1,1,2552,0
894,ITUVER-SP069,1,1,2553,0
895,MIGUEL-SP138,1,1,2554,0
896,PEDREG-SP069,1,1,2555,0
897,SJBARR-SP069,1,1,2557,0
898,US.DOU-SP069,1,1,2558,0
899,MDESTE-SP138,1,1,2559,0
900,SERRAN-SP069,1,1,2560,0
901,EMBRAP-SP138,1,1,2561,0
902,TULTRA-SP138,1,1,2562,0
903,HOPYHA-SP138,1,1,2567,0
904,GLOBAP-SP138,1,1,2568,0
905,VOTOR2-SP088,1,1,2571,0
906,ASCENT-SP088,1,1,2572,0
907,SABESP-SP138,1,1,2574,0
908,VALEF3-SP138,1,1,2581,0
909,VCA-PI-SP138,1,1,2582,0
910,COPEBR-SP088,1,1,2590,0
911,CODESP-SP088,1,1,2591,0
912,SANTO8-SP088,1,1,2592,0
913,INDAI2-SP088,1,1,2598,0
914,BOITUV-SP138,1,1,2604,0
915,ZANCHE-SP138,1,1,2606,0
916,PROCTE-SP138,1,1,2609,0
917,DECASA-SP088,1,1,2791,0
918,LARNJF-SP138,1,1,2852,0
919,BANDEI-SP345,1,1,2934,0
920,AGUAI--SP138,1,1,3031,0
921,ARARSB-SP138,1,1,3032,0
922,ARARA2-SP138,1,1,3033,0
923,ARTURN-SP138,1,1,3034,0
924,CONCHA-SP138,1,1,3035,0
925,CORDEI-SP138,1,1,3036,0
926,IRACEM-SP138,1,1,3037,0
927,LEME---SP138,1,1,3038,0
928,LIMER1-SP138,1,1,3039,0
929,LIMER2-SP138,1,1,3040,0
930,LIMER3-SP138,1,1,3041,0
931,LIME4R-SP138,1,1,3042,0
932,LIMER5-SP138,1,1,3043,0
933,MOG1-E-SP138,1,1,3044,0
934,MGUACM-SP138,1,1,3045,0
935,MGUAC2-SP138,1,1,3046,0
936,MMIRIM-SP138,1,1,3047,0
937,MOM2-E-SP138,1,1,3048,0
938,PIRAS1-SP138,1,1,3049,0
939,PIRAS2-SP138,1,1,3050,0
940,PFERRE-SP138,1,1,3051,0
941,RIC1-E-SP138,1,1,3053,0
942,RCLAR2-SP138,1,1,3054,0
943,RCLAR3-SP138,1,1,3055,0
944,SJBVIS-SP138,1,1,3056,0
945,SCPALM-SP138,1,1,3057,0
946,SRP4-T-SP138,1,1,3058,0
947,SAPOSS-SP138,1,1,3059,0
948,VGSUL--SP138,1,1,3060,0
949,E.COEL-SP138,1,1,3061,0
950,FORMIG-SP138,1,1,3062,0
951,LIMERR-SP138,1,1,3063,0
952,CORNPRUTE013,1,1,3065,0
953,ARUJA--SP138,1,1,3082,0
954,ATIBA1-SP138,1,1,3083,0
955,BERTI1-SP138,1,1,3084,0
956,BER2-P-SP138,1,1,3085,0
957,CABR2A-SP138,1,1,3086,0
958,CAIEIR-SP138,1,1,3087,0
959,CJORDA-SP138,1,1,3088,0
960,FMORAT-SP138,1,1,3089,0
961,FROCHA-SP138,1,1,3090,0
962,GUA1-3-SP138,1,1,3091,0
963,GUAR-D-SP138,1,1,3092,0
964,GUAR-2-SP138,1,1,3093,0
965,ILHABE-SP138,1,1,3094,0
966,JARINU-SP138,1,1,3095,0
967,SISA-K-SP088,1,1,3096,0
968,MAIRIP-SP138,1,1,3097,0
969,PRAIBN-SP138,1,1,3098,0
970,STAINE-SP138,1,1,3099,0
971,SISABE-SP088,1,1,3100,0
972,UBATB1-SP138,1,1,3101,0
973,UBATB2-SP138,1,1,3102,0
974,CABR2B-SP138,1,1,3103,0
975,QUEL-C-SP088,1,1,3104,0
976,IGARAT-SP088,1,1,3105,0
977,BERTI3-SP138,1,1,3106,0
978,ATIBA3-SP138,1,1,3107,0
979,CRUZAC-SP138,1,1,3108,0
980,AVERME-SP138,1,1,3131,0
981,ANDRAD-SP138,1,1,3132,0
982,NAVANH-SP138,1,1,3133,0
983,CAPIVA-SP138,1,1,3134,0
984,CAR--E-SP138,1,1,3135,0
985,DRACEN-SP138,1,1,3136,0
986,FERNAN-SP138,1,1,3137,0
987,FLORID-SP138,1,1,3138,0
988,ISOLTE-SP138,1,1,3139,0
989,JAL-EL-SP138,1,1,3140,0
990,JAL-SF-SP138,1,1,3141,0
991,JUPI-B-SP138,1,1,3142,0
992,MIRAND-SP138,1,1,3143,0
993,PDOEST-SP138,1,1,3144,0
994,PBARRE-SP138,1,1,3145,0
995,PIRAPO-SP138,1,1,3146,0
996,PPRIMA-SP138,1,1,3147,0
997,ROSANA-SP138,1,1,3148,0
998,TIRMAO-SP138,1,1,3149,0
999,UBARAN-SP069,1,1,3150,0
1000,VOTUPO-SP138,1,1,3151,0
1001,TAQ-EL-SP138,1,1,3152,0
1002,CASTIL-SP138,1,1,3153,0
1003,TLAGOE-MS138,1,1,3154,0
1004,VOTUP1-SP138,1,1,3156,0
1005,VPARANUTE013,1,1,3169,0
1006,ANGATU-SP138,1,1,3181,0
1007,APIAI--SP138,1,1,3182,0
1008,BURI---SP138,1,1,3183,0
1009,CAJATI-SP138,1,1,3184,0
1010,CANANE-SP138,1,1,3185,0
1011,CRG-EL-SP138,1,1,3186,0
1012,CBONIT-SP138,1,1,3187,0
1013,CER-EL-SP088,1,1,3188,0
1014,CESARI-SP138,1,1,3189,0
1015,CONCHA-SP088,1,1,3190,0
1016,GUAPIA-SP138,1,1,3191,0
1017,ITANHA-SP138,1,1,3192,0
1018,ITAP-E-SP138,1,1,3193,0
1019,ITAR-E-SP138,1,1,3194,0
1020,JUQUIA-SP138,1,1,3195,0
1021,LPAULI-SP138,1,1,3196,0
1022,MONGAG-SP138,1,1,3197,0
1023,PERUIB-SP138,1,1,3198,0
1024,REGI-E-SP138,1,1,3199,0
1025,TATUI1-SP088,1,1,3200,0
1026,TATUI2-SP138,1,1,3201,0
1027,TAT3-A-SP138,1,1,3202,0
1028,TIET-B-SP138,1,1,3203,0
1029,CERQU2-SP138,1,1,3204,0
1030,PIE-PI-SP088,1,1,3205,0
1031,PTAQUE-SP088,1,1,3206,0
1032,SERRAN-SP138,1,1,3207,0
1033,MIRACA-SP138,1,1,3208,0
1034,ITANH2-SP138,1,1,3209,0
1035,SGERTR-SP138,1,1,3212,0
1036,BERTI4-SP138,1,1,3213,0
1037,ITIRA2-SP138,1,1,3214,0
1038,CEDASA-SP138,1,1,3215,0
1039,C.MAGA-MT138,1,1,3245,0
1040,ANH----SP088,1,1,3331,0
1041,BAN----SP088,1,1,3332,0
1042,BAN----SP034,1,1,3333,0
1043,CTR----SP088,1,1,3335,0
1044,CTR----SP020,1,1,3336,0
1045,EMB-EN-SP138,1,1,3337,0
1046,ESO----SP088,1,1,3338,0
3429,SMIGUE-SP088,1,1,3339,0
1047,SCAETA-SP088,1,1,3340,0
1048,JAD----SP088,1,1,3341,0
1049,LES----SP088,1,1,3342,0
1050,MFO----SP088,1,1,3343,0
1051,MRE----SP088,1,1,3344,0
1052,MRE----SP020,1,1,3345,0
1053,NOD-EN-SP088,1,1,3346,0
1054,NOR1EN-SP088,1,1,3347,0
1055,PRE----SP138,1,1,3348,0
1056,PI1----SP088,1,1,3350,0
1057,PI2----SP088,1,1,3351,0
1058,PRI----SP088,1,1,3352,0
1059,RRF----SP088,1,1,3353,0
1060,ICON-2-SP138,1,1,3363,0
1061,REC-8--SP138,1,1,3364,0
1062,NOR2EN-SP088,1,1,3378,0
1063,SUL1---SP088,1,1,3379,0
1064,SUL2---SP088,1,1,3380,0
1065,S.ROQU-ES069,1,1,3542,0
1066,S.SILV-ES138,1,1,3545,0
1067,S.GABR-ES138,1,1,3572,0
1068,ANGRA1UNE013,1,1,3581,0
1069,ANGRA2UNE013,1,1,3582,0
1070,ITAI50UHE013,5,5,3637,0
1071,FOZ-LI-PR500,5,5,3639,0
1072,MDIREI-PR500,5,5,3640,0
1073,CAMPO1-RJ000,1,1,3787,0
1074,BRAGAN-SP138,1,1,3981,0
1075,CAMBU2-MG138,1,1,3987,0
1076,MARTIN-SP088,1,1,3988,0
1077,PRP-P1-SP088,1,1,3989,0
1078,PRP-P5-SP138,1,1,3992,0
1079,PRP-P4-SP138,1,1,3993,0
1080,ENEIDA-SP138,1,1,3994,0
1081,UFA----SP138,1,1,3995,0
1082,P.VENC-SP138,1,1,3999,0
1083,OSV.CR-SP138,1,1,4002,0
1084,ADAMAN-SP069,1,1,4003,0
1085,HALOT1-SP088,1,1,4004,0
1086,ASSIS1-SP088,1,1,4006,0
1087,ASSIS3-SP088,1,1,4008,0
1088,PARAGU-SP088,1,1,4010,0
1089,SANTAL-SP088,1,1,4012,0
1090,RANCHA-SP088,1,1,4014,0
1091,CAND.M-SP088,1,1,4015,0
1092,PLMITL-SP088,1,1,4016,0
1093,IBIRAR-SP088,1,1,4017,0
1094,BASTOS-SP138,1,1,4019,0
1095,TUPA---SP138,1,1,4020,0
1096,CATAND-SP138,1,1,4021,0
1097,CERRDA-SP138,1,1,4024,0
1098,BORBOR-SP138,1,1,4027,0
1099,URUPES-SP138,1,1,4028,0
1100,UBRAN--SP069,1,1,4030,0
1101,PAPELP-RJ138,1,1,4078,0
1102,S.CECI-RJ138,1,1,4079,0
1103,SCECIL-RJ013,1,1,4080,0
1104,CENTEN-RJ138,1,1,4081,0
1105,VIGARI-RJ138,1,1,4082,0
1106,VIGARI-RJ013,1,1,4083,0
1107,V.REDO-RJ138,1,1,4089,0
1108,RETIRO-RJ138,1,1,4090,0
1109,BARBAR-RJ138,1,1,4091,0
1110,FONTIN-RJ138,1,1,4092,0
1111,S.BAR1-RJ138,1,1,4094,0
1112,SAUDAD-RJ138,1,1,4095,0
1113,DUPONT-RJ138,1,1,4097,0
1114,MACKEN-RJ138,1,1,4100,0
1115,BAYER--RJ138,1,1,4101,0
1116,ILLINO-RJ138,1,1,4102,0
1117,PACIEN-RJ138,1,1,4103,0
1118,SEROPE-RJ138,1,1,4104,0
1119,BERNAR-RJ138,1,1,4107,0
1120,GUANDU-RJ138,1,1,4109,0
1121,MADURE-RJ138,1,1,4110,0
1122,N.IGAA-RJ138,1,1,4111,0
1123,PAV.NO-RJ138,1,1,4112,0
1124,PANAME-RJ138,1,1,4113,0
1125,C.ROCH-RJ138,1,1,4114,0
1126,SANTIS-RJ138,1,1,4115,0
1127,LAMEIR-RJ138,1,1,4116,0
1128,C.SOAR-RJ138,1,1,4118,0
3452,CAIOAB-RJ138,1,1,4119,0
1129,M.BARR-RJ138,1,1,4120,0
1130,QUEIM1-RJ138,1,1,4129,0
1131,R.FREI-RJ138,1,1,4130,0
1132,ABRAN1-RJ138,1,1,4131,0
1133,TURIAC-RJ138,1,1,4132,0
1134,GUADAL-RJ138,1,1,4133,0
1135,S.CLAR-RJ138,1,1,4134,0
1136,CASCA2-RJ138,1,1,4135,0
1137,PMETR1-RJ138,1,1,4141,0
1138,PMETR2-RJ138,1,1,4142,0
1139,FICAP--RJ138,1,1,4144,0
1140,MERITI-RJ138,1,1,4145,0
1141,CAXIAS-RJ138,1,1,4146,0
1142,COLEGI-RJ138,1,1,4147,0
1143,ROSALI-RJ138,1,1,4149,0
1144,AGRAN1-RJ138,1,1,4151,0
1145,V.GERA-RJ138,1,1,4153,0
1146,W.LUIZ-RJ138,1,1,4155,0
1147,S.JOAO-RJ138,1,1,4157,0
1148,B.PINA-RJ138,1,1,4163,0
1149,P.ERNE-RJ138,1,1,4164,0
1150,FUNDAO-RJ138,1,1,4165,0
1151,GUANAB-RJ138,1,1,4166,0
1152,GOVERN-RJ138,1,1,4167,0
1153,AEROP1-RJ138,1,1,4168,0
1154,CENPES-RJ138,1,1,4169,0
1155,RAMOS1-RJ138,1,1,4179,0
1156,CACH1A-RJ138,1,1,4180,0
1157,T.NOVA-RJ138,1,1,4181,0
1158,DEMOCR-RJ138,1,1,4182,0
1159,MATURA-RJ138,1,1,4183,0
1160,TRIAGE-RJ138,1,1,4185,0
1161,TROVAO-RJ138,1,1,4186,0
1162,C.MART-RJ138,1,1,4187,0
1163,CPR-PL-RJ138,1,1,4192,0
1164,V.TELE-RJ138,1,1,4193,0
1165,SARAPU-RJ138,1,1,4194,0
1166,ELDORA-RJ138,1,1,4195,0
1167,CIFERA-RJ138,1,1,4196,0
1168,INMETR-RJ138,1,1,4197,0
1169,T.RIOS-RJ138,1,1,4198,0
1170,SAPUCA-RJ138,1,1,4199,0
1171,MARAPI-RJ138,1,1,4203,0
1172,CARMAR-RJ138,1,1,4204,0
1173,B.MATO-RJ138,1,1,4205,0
1174,PIEDAD-RJ138,1,1,4206,0
1175,INFLUE-RJ138,1,1,4207,0
1176,ACAMP1-RJ138,1,1,4209,0
1177,MANGUE-RJ138,1,1,4210,0
1178,LEOPOL-RJ138,1,1,4211,0
1179,URUGUA-RJ138,1,1,4212,0
1180,R.COMP-RJ138,1,1,4213,0
1181,F.CANE-RJ138,1,1,4215,0
1182,GARDEN-RJ138,1,1,4217,0
1183,CAMERI-RJ138,1,1,4221,0
1184,S.ANTO-RJ138,1,1,4222,0
1185,S.LUZI-RJ138,1,1,4223,0
1186,BAEPEN-RJ138,1,1,4224,0
1187,SAMARI-RJ138,1,1,4225,0
1188,BOTAFO-RJ138,1,1,4226,0
1189,M.BOT1-RJ138,1,1,4227,0
1190,M.BOT2-RJ138,1,1,4228,0
1191,HUMAIT-RJ138,1,1,4229,0
1192,P.SEIS-RJ138,1,1,4230,0
1193,COPACA-RJ138,1,1,4231,0
1194,LEME-1-RJ138,1,1,4232,0
1195,JBOTA2-RJ138,1,1,4233,0
1196,LEBLON-RJ138,1,1,4234,0
1197,S.CONR-RJ138,1,1,4242,0
1198,BARRA1-RJ138,1,1,4244,0
1199,PROJAC-RJ138,1,1,4246,0
1200,PDAGUA-RJ138,1,1,4247,0
1201,CURICI-RJ138,1,1,4248,0
1202,V.VALQ-RJ138,1,1,4249,0
1203,TAQUAR-RJ138,1,1,4250,0
1204,RECREI-RJ138,1,1,4251,0
1205,ITAPEB-RJ138,1,1,4252,0
1206,ALVORA-RJ138,1,1,4253,0
1207,P.MIGU-RJ138,1,1,4260,0
1208,AFRAN1-RJ138,1,1,4261,0
1209,CAMARA-RJ138,1,1,4262,0
3430,REALEN-RJ138,1,1,4263,0
1210,JABOAT-RJ138,1,1,4264,0
1211,COSMOS-RJ138,1,1,4265,0
1212,ESPERA-RJ138,1,1,4266,0
1213,ZIN----RJ138,1,1,4267,0
1214,CACH1B-RJ138,1,1,4268,0
1215,M.ALTO-RJ138,1,1,4269,0
1216,BRISAM-RJ138,1,1,4272,0
1217,BRAHMA-RJ138,1,1,4274,0
1218,ITAGUA-RJ138,1,1,4275,0
1219,CEPEL--RJ138,1,1,4277,0
1220,MARA-A-SP088,1,1,4404,0
1221,COMPRJ-RJ138,1,1,4435,0
1222,SETOYO-SP230,1,1,4438,0
1223,WMARTB-MG230,1,1,4442,0
1224,VALEJM-MG230,1,1,4443,0
1225,WMARJM-MG230,1,1,4444,0
1226,WMARTA-MG230,1,1,4445,0
1227,WMARTI-MG034,1,1,4446,0
1228,WMARBC-MG230,1,1,4447,0
1229,ACESIT-MG069,1,1,4449,0
1230,RIMACE-MG138,1,1,4450,0
1231,ANGGOL-MG230,1,1,4460,0
1232,VLCNCE-MG230,1,1,4464,0
1233,VSB----MG034,1,1,4467,0
1234,ARCEJM-MG230,1,1,4470,0
1235,VALEIT-MG230,1,1,4471,0
1236,SAMAR--MG345,1,1,4472,0
1237,VALEVG-MG138,1,1,4473,0
1238,ANGFER-MG230,1,1,4474,0
1239,ACESIT-MG230,1,1,4475,0
1240,SILICO-MG230,1,1,4476,0
1241,VALEBR-MG230,1,1,4477,0
1242,CARBOC-SP138,1,1,4531,0
1243,CBA-2--SP230,1,1,4532,0
1244,CBA-TP-SP230,1,1,4535,0
1245,ALCOA1-MG138,1,1,4536,0
1246,SUAPE3-PE069,3,3,5876,0
1247,BIGUQB-SC138,2,2,6051,0
1248,BOMBIN-SC138,2,2,6053,0
1249,CERPBE-SC138,2,2,6055,0
1250,GOVCRA-SC138,2,2,6056,0
1251,COQUEI-SC069,2,2,6065,0
1252,CAPOE--SC138,2,2,6067,0
1253,FLAGRO-SC138,2,2,6069,0
1254,FLMVER-SC138,2,2,6072,0
1255,ILHACE-SC138,2,2,6073,0
1256,ILHANO-SC138,2,2,6074,0
1257,ILHASU-SC138,2,2,6075,0
1258,PALHPI-SC138,2,2,6076,0
1259,PALHOC-SC138,2,2,6077,0
1260,INGLES-SC138,2,2,6078,0
1261,PTOBEL-SC138,2,2,6079,0
1262,ROCADO-SC138,2,2,6082,0
1263,REPARQ-SC138,2,2,6083,0
1264,STOAMA-SC138,2,2,6084,0
1265,SLIMOE-SC138,2,2,6085,0
1266,SAOJOS-SC138,2,2,6086,0
1267,SJOBAT-SC138,2,2,6087,0
1268,PACNOV-SC138,2,2,6088,0
1269,TIJUCA-SC138,2,2,6091,0
1270,TRINDA-SC138,2,2,6096,0
1271,GARCIA-SC069,2,2,6097,0
1272,CIACAN-SC138,2,2,6098,0
1273,MILI---SC138,2,2,6099,0
1274,CANOIN-SC138,2,2,6100,0
1275,WROCK--SC138,2,2,6101,0
1276,ARAQUA-SC069,2,2,6102,0
1277,ARQCOR-SC138,2,2,6104,0
1278,JCOMPA-SC138,2,2,6105,0
1279,TUPY---SC138,2,2,6106,0
1280,DOHLER-SC138,2,2,6107,0
1281,GARUVA-SC138,2,2,6108,0
1282,PUNIAO-SC138,2,2,6109,0
1283,GUARAM-SC138,2,2,6110,0
1284,GUALOT-SC138,2,2,6111,0
1285,ITAPOA-SC138,2,2,6115,0
1286,JARAGU-SC138,2,2,6120,0
1287,JARRLU-SC138,2,2,6121,0
1288,JARTRR-SC138,2,2,6124,0
1289,SCHROE-SC138,2,2,6125,0
1290,JIRIRI-SC138,2,2,6126,0
1291,JVVNOV-SC138,2,2,6130,0
1292,CISER--SC138,2,2,6131,0
1293,JPARAN-SC138,2,2,6132,0
1294,ITAIBJ-SC138,2,2,6133,0
1295,BMW-AR-SC138,2,2,6135,0
