$version=1
!Code,Latitude,Longitude
2263,-22.69,-47.3
2264,-22.72,-47.34
2265,-22.94,-47.07
2266,-22.74,-47.59
2267,-22.97,-46.99
2268,-22.98,-47.1
2269,-22.7,-47.31
2270,-23,-47.04
2271,-22.8,-47.14
2272,-22.81,-47.19
2273,-22.96,-47
2274,-22.76,-47.34
2275,-22.88,-47.24
2276,-22.81,-47.22
2278,-22.97,-47.16
2279,-22.44,-46.8
2280,-22.76,-47.11
2281,-22.68,-47.67
2282,-22.7,-47.75
2283,-22.75,-47.14
2284,-22.69,-47.66
2285,-22.73,-47.62
2287,-22.7,-47.31
2288,-22.5,-46.62
2289,-22.92,-47.03
2290,-22.83,-47.28
2292,-22.52,-46.65
2293,-22.61,-46.71
2294,-22.69,-46.72
2295,-22.73,-47.17
2296,-22.57,-46.53
2297,-23.04,-47.36
2298,-22.66,-47.61
2299,-22.82,-47.24
2300,-22.75,-47.14
2301,-22.77,-47.37
2302,-22.88,-47.2
2305,-22.69,-47.66
2306,-22.76,-47.46
2308,-22.76,-47.25
2309,-22.73,-47.13
2310,-22.76,-47.16
2311,-22.76,-47.39
2312,-22.67,-47.62
2313,-22.78,-47.32
2314,-22.96,-47.01
2315,-22.65,-47.19
2316,-22.74,-47.41
2318,-22.88,-46.97
2319,-22.78,-47.01
2322,-22.72,-47.65
2323,-22.54,-47.8
2324,-23,-46.84
2325,-22.82,-47.19
2327,-22.72,-47.32
2328,-21.12,-50.2
2330,-20.81,-49.41
2331,-21.21,-50.87
2332,-21.28,-50.34
2333,-21.24,-50.45
2334,-20.73,-48.9
2335,-20.81,-49.52
2336,-22.35,-48.73
2337,-20.8,-49.35
2338,-21.42,-50.06
2340,-20.83,-49.39
2341,-20.83,-49.36
2343,-20.99,-49.26
2344,-20.79,-49.38
2345,-22.78,-47.32
2347,-21.32,-50.34
2349,-20.77,-49.4
2352,-22.46,-48.97
2354,-22.8,-47.32
2355,-21.54,-49.84
2356,-21.24,-50.45
2357,-22.46,-48.97
2358,-22.89,-48.43
2359,-22.29,-49.07
2360,-22.89,-48.46
2361,-22.41,-49.4
2362,-22.96,-48.54
2363,-22.35,-49.07
2364,-22.33,-49.03
2366,-22.61,-48.8
2367,-21.69,-49.76
2368,-22.21,-49.96
2369,-22.1,-50.19
2370,-22.74,-48.57
2371,-22.36,-49.11
2372,-22.22,-49.67
2373,-22.63,-48.79
2374,-22.58,-48.82
2375,-22.16,-49.97
2376,-21.65,-49.76
2378,-22.99,-48.57
2380,-22.37,-48.76
2381,-22.35,-48.73
2383,-22.49,-48.55
2384,-22.38,-48.39
2385,-22.31,-48.58
2386,-23.04,-47.36
2390,-22.31,-48.55
2392,-20.87,-49.5
2394,-22.25,-48.72
2396,-21.35,-50.29
2397,-21.38,-50.21
2398,-21.22,-50.43
2399,-21.81,-49.6
2402,-21.87,-49.57
2405,-22.1,-49.44
2406,-21.99,-49.45
2408,-22.8,-47.06
2410,-21.59,-50.59
2411,-21.31,-50.34
2412,-21.49,-50.31
2413,-21.25,-49.95
2415,-21.06,-49.68
2416,-20.78,-49.71
2417,-20.53,-49.32
2418,-20.39,-49.43
2419,-20.33,-49.19
2420,-20.52,-49.06
2422,-21.26,-50.63
2423,-20.63,-49.65
2424,-22.08,-48.73
2426,-22.14,-48.53
2429,-22.5,-48.71
2430,-22.52,-48.56
2431,-22.37,-48.76
2432,-22.28,-48.55
2433,-20.93,-48.49
2437,-20.52,-48.6
2438,-20.33,-48.66
2439,-20.68,-48.54
2440,-20.32,-48.3
2441,-20.55,-48.56
2442,-20.88,-48.3
2443,-20.71,-48.52
2444,-20.59,-47.88
2445,-20.94,-48.53
2447,-20.91,-48.64
2448,-21.28,-48.5
2449,-22.63,-47.57
2451,-21.8,-48.17
2452,-22.77,-47
2453,-21.75,-48.12
2454,-21.81,-48.16
2455,-22.03,-47.91
2456,-22.69,-47.67
2457,-21.59,-48.38
2458,-21.92,-47.62
2459,-21.52,-48.39
2461,-21.75,-48.84
2462,-21.27,-48.5
2463,-21.27,-48.34
2465,-21.79,-48.21
2466,-21.62,-48.36
2467,-21.59,-48.08
2468,-22.03,-47.87
2469,-21.13,-48.46
2470,-21.76,-48.16
2471,-21.1,-48.67
2474,-21.95,-48.01
2475,-21.99,-47.9
2476,-21.22,-47.8
2477,-22.01,-47.93
2478,-22.07,-47.87
2479,-21.96,-48.61
2480,-21.41,-48.52
2481,-22.81,-47.06
2482,-21.6,-48.81
2484,-21.24,-48.31
2485,-21.02,-47.76
2487,-21.19,-48.15
2488,-20.9,-47.57
2489,-21,-47.66
2490,-21.29,-47.31
2491,-21.33,-47.73
2492,-20.52,-47.38
2493,-20.55,-47.37
2494,-21.14,-48.01
2496,-21.11,-47.79
2497,-21.16,-47.84
2498,-20.45,-48.01
2499,-21.42,-47.33
2500,-21.19,-47.78
2501,-20.63,-47.29
2503,-21,-48.21
2504,-21.34,-48.06
2505,-20.55,-47.43
2506,-21.18,-47.79
2507,-21.14,-47.88
2508,-21.48,-47.55
2509,-21.15,-47.81
2511,-21.12,-47.82
2512,-21.44,-47.34
2513,-21.44,-47.35
2514,-22.77,-47.28
2515,-21.14,-47.97
2516,-20.7,-47.89
2517,-20.72,-48.05
2518,-21.03,-48.03
2519,-21.57,-47.92
2520,-22.83,-47.07
2521,-21.79,-48.22
2523,-21.76,-48.4
2524,-21.75,-48.13
2525,-22.04,-47.89
2528,-20.57,-48.57
2529,-21.98,-47.89
2532,-21.27,-47.82
2533,-20.88,-48.82
2535,-21.85,-48.49
2537,-21.99,-48.39
2539,-21.4,-48.48
2540,-21.27,-48.51
2541,-22.31,-48.58
2543,-22.1,-48.24
2544,-21.23,-48.81
2546,-21.2,-47.81
2547,-21.02,-47.37
2548,-20.72,-47.75
2551,-20.43,-47.83
2552,-20.04,-47.76
2553,-20.33,-47.8
2554,-20.19,-48.02
2555,-20.26,-47.48
2557,-20.57,-47.87
2558,-20.64,-47.67
2559,-22.81,-47.05
2560,-21.21,-47.6
2561,-23.92,-46.31
2562,-23.86,-46.36
2567,-23.1,-47
2568,-23.06,-47.03
2571,-23.55,-47.43
2572,-23.19,-46.97
2574,-23.92,-47.16
2575,-22.96,-46.91
2581,-23.85,-46.38
2582,-23.93,-46.28
2590,-23.84,-46.39
2591,-23.95,-46.31
2592,-23.95,-46.31
2598,-23.12,-47.25
2604,-23.27,-47.68
2606,-23.3,-47.76
2609,-23.1,-46.96
2611,-20.38,-51.37
2613,-20.78,-51.63
2614,-20.78,-51.63
2615,-20.67,-51.3
2616,-20.67,-51.3
2617,-19.86,-50.35
2618,-19.86,-50.35
2619,-19.86,-50.35
2620,-22.54,-52
2621,-22.54,-52
2622,-22.66,-51.36
2623,-22.66,-51.36
2624,-22.67,-50.35
2625,-22.67,-50.35
2628,-22.28,-49.1
2629,-22.28,-49.1
2630,-21.78,-48.26
2631,-21.78,-48.26
2632,-21.2,-47.69
2633,-21.2,-47.69
2634,-22.73,-47.42
2635,-22.73,-47.42
2636,-22.87,-47.29
2637,-22.87,-47.29
2638,-23.15,-46.99
2639,-23.15,-46.99
2641,-23.45,-47.41
2642,-23.45,-47.41
2643,-23.84,-46.8
2645,-23.84,-46.8
2646,-23.84,-46.8
2647,-23.28,-47.12
2648,-23.28,-47.12
2649,-23.28,-47.12
2650,-23.28,-47.12
2651,-23.59,-46.25
2653,-23.59,-46.25
2654,-23.59,-46.25
2655,-23.06,-45.59
2656,-23.06,-45.59
2657,-23.06,-45.59
2658,-23.06,-45.59
2659,-22.42,-47.07
2660,-22.42,-47.07
2666,-23.56,-46.91
2667,-23.56,-46.91
2669,-22.63,-47.57
2670,-20.87,-49.5
2672,-23.54,-47.3
2673,-22.4,-47.46
2674,-22.4,-47.46
2675,-21.86,-49.84
2676,-21.86,-49.84
2677,-23.05,-46.56
2678,-23.05,-46.56
2680,-23.77,-46.37
2681,-23.18,-47.24
2683,-20.8,-51.64
2684,-20.8,-51.64
2720,-22.92,-45.41
2733,-21.15,-50.28
2746,-22.6,-52.88
2754,-22.6,-52.88
2756,-23.15,-49.38
2757,-21.64,-51.16
2758,-21.64,-51.16
2761,-22.44,-50.59
2762,-22.44,-50.59
2770,-23.08,-50.19
2771,-22.91,-50
2772,-22.91,-50
2773,-23.13,-49.73
2774,-23.13,-49.73
2775,-23.21,-49.23
2776,-23.21,-49.23
2777,-22.95,-48.44
2778,-22.95,-48.44
2786,-23.06,-48.93
2800,-24.1,-49.31
2802,-23.99,-48.34
2803,-23.99,-48.34
2817,-24,-46.52
2818,-24,-46.52
2819,-24,-46.52
2820,-22.74,-47.11
2840,-23.38,-46.4
2900,-23.49,-46.77
2901,-23.49,-46.77
2902,-23.48,-46.56
2903,-23.49,-46.77
2904,-23.48,-46.56
2905,-23.48,-46.56
2906,-23.56,-46.63
2907,-23.56,-46.63
2908,-23.56,-46.63
2911,-23.45,-46.38
2912,-23.45,-46.38
2913,-23.55,-46.18
2914,-23.55,-46.18
2915,-23.6,-46.47
2916,-23.6,-46.47
2917,-23.58,-46.52
2918,-23.58,-46.52
2919,-23.86,-46.42
2920,-23.86,-46.42
2921,-23.86,-46.42
2922,-23.86,-46.42
2923,-23.94,-46.26
2924,-23.94,-46.26
2926,-23.7,-46.52
2927,-23.7,-46.52
2929,-23.71,-46.68
2930,-23.71,-46.68
2933,-23.66,-46.72
2934,-23.6,-46.69
2935,-23.6,-46.69
2936,-23.6,-46.69
2937,-23.53,-46.75
2938,-23.53,-46.75
2939,-23.45,-46.91
2940,-23.45,-46.91
2944,-23.54,-46.65
2945,-23.54,-46.65
2946,-23.5,-46.71
2947,-23.5,-46.71
2948,-23.7,-46.68
2949,-23.7,-46.68
2950,-23.71,-46.68
2952,-23.55,-46.18
2953,-23.55,-46.18
2954,-23.2,-45.89
2955,-23.2,-45.89
2956,-22.77,-45.09
2957,-22.87,-45.26
2958,-22.87,-45.26
2959,-22.66,-44.93
2960,-22.66,-44.93
2963,-22.57,-44.86
2964,-22.54,-44.8
2966,-23.87,-46.41
2967,-23.55,-46.18
2970,-23.87,-46.43
2971,-23.71,-46.68
3011,-23.21,-49.23
3012,-23.13,-49.73
3013,-22.9,-50
3016,-22.65,-51.36
3017,-22.54,-52
3019,-22.6,-52.87
3020,-22.94,-50.25
3021,-22.94,-50.52
3031,-22.06,-46.96
3032,-22.35,-47.4
3033,-22.39,-47.37
3034,-22.57,-47.18
3035,-22.34,-47.16
3036,-22.49,-47.46
3037,-22.58,-47.53
3038,-22.19,-47.4
3039,-22.55,-47.41
3040,-22.66,-47.32
3041,-22.59,-47.37
3042,-22.54,-47.37
3043,-22.56,-47.39
3044,-22.36,-46.97
3046,-22.34,-46.94
3047,-22.44,-46.99
3048,-22.39,-46.98
3049,-22,-47.45
3050,-21.93,-47.36
3051,-21.85,-47.5
3053,-22.44,-47.55
3054,-22.36,-47.55
3055,-22.4,-47.59
3056,-21.98,-46.81
3057,-21.82,-47.26
3058,-21.72,-47.47
3059,-22.6,-46.93
3060,-21.84,-46.91
3065,-22.36,-46.96
3082,-23.4,-46.3
3083,-23.1,-46.56
3084,-23.83,-46.14
3085,-23.79,-46.06
3086,-23.28,-47.12
3087,-23.19,-47.85
3088,-22.74,-45.63
3089,-23.29,-46.74
3090,-23.34,-46.74
3091,-23.99,-46.26
3093,-23.97,-46.21
3094,-23.81,-45.41
3095,-23.07,-46.7
3097,-23.31,-46.58
3098,-23.41,-45.6
3100,-23.36,-46.26
3101,-23.44,-45.09
3102,-23.52,-45.2
3103,-23.25,-47.08
3105,-23.22,-46.17
3106,-23.74,-45.87
3107,-23.21,-46.59
3131,-19.86,-50.35
3132,-20.87,-51.34
3133,-21.12,-50.2
3134,-22.65,-51.36
3135,-20.08,-49.91
3136,-21.46,-51.53
3137,-20.27,-50.27
3138,-21.62,-51.15
3139,-20.4,-51.35
3140,-20.26,-50.56
3141,-20.21,-50.96
3142,-20.78,-51.63
3143,-21.12,-51.09
3144,-20.44,-50.76
3145,-20.61,-51.1
3146,-22.27,-51.48
3147,-22.49,-52.95
3148,-22.6,-52.88
3149,-20.68,-51.3
3150,-20.8,-50
3152,-22.54,-52
3153,-20.79,-51.6
3154,-20.78,-51.74
3156,-20.44,-49.99
3169,-20.41,-51.03
3175,-20.6,-51.61
3181,-23.49,-48.45
3182,-24.51,-48.88
3183,-23.8,-48.58
3184,-24.73,-48.14
3185,-25.01,-47.96
3187,-23.99,-48.34
3188,-23.16,-47.75
3189,-23.23,-47.95
3190,-23.01,-48.01
3191,-24.19,-48.57
3192,-24.18,-46.82
3193,-24,-48.88
3194,-24.11,-49.37
3195,-24.33,-47.63
3196,-23.07,-47.86
3197,-24.1,-46.63
3198,-24.3,-47.03
3199,-24.52,-47.86
3200,-23.34,-47.86
3201,-23.32,-47.82
3202,-23.36,-47.88
3203,-23.08,-47.74
3204,-23.14,-47.74
3205,-23.71,-47.44
3206,-24.02,-46.5
3208,-24.28,-47.45
3209,-24.15,-46.74
3212,-22.47,-47.51
3213,-23.78,-46
3214,-22.23,-47.79
3230,-22.35,-47.4
3236,-16.5,-52.62
3245,-17.12,-53.13
3260,-16.47,-54.6
3276,-15.63,-56
3280,-14.84,-57.91
3286,-15.38,-58.83
3288,-15.38,-58.83
3290,-11.29,-58.74
3297,-14.73,-56.3
3300,-12.88,-58.07
3301,-12.88,-58.07
3302,-14.84,-57.91
3303,-15.71,-56.19
3304,-13.83,-56.08
3307,-13.01,-55.93
3310,-12.58,-55.76
3322,-11.98,-55.52
3331,-23.49,-46.77
3332,-23.6,-46.69
3333,-23.6,-46.69
3335,-23.54,-46.65
3336,-23.54,-46.65
3337,-23.84,-46.8
3338,-23.45,-46.91
3339,-23.51,-46.52
3340,-23.61,-46.58
3341,-23.56,-46.91
3342,-23.6,-46.47
3343,-23.53,-46.75
3344,-23.56,-46.63
3345,-23.56,-46.63
3346,-23.45,-46.38
3347,-23.48,-46.56
3348,-23.88,-46.74
3350,-23.7,-46.68
3351,-23.71,-46.68
3352,-23.5,-46.71
3353,-23.58,-46.52
3363,-23.32,-46.86
3364,-23.36,-46.85
3378,-23.48,-46.56
3379,-23.7,-46.52
3380,-23.7,-46.52
3382,-23.86,-46.46
3383,-23.86,-46.46
3384,-23.88,-46.45
3385,-23.86,-46.46
3386,-23.7,-46.67
3387,-23.7,-46.67
3388,-23.86,-46.46
3389,-23.86,-46.46
3394,-23.7,-46.68
3395,-23.7,-46.68
3444,-20.37,-40.44
3542,-19.78,-40.66
3545,-19.54,-40.68
3562,-19.5,-40.92
3563,-19.5,-40.92
3572,-19.04,-40.54
3579,-18.74,-40.45
3580,-18.74,-40.45
3581,-23.01,-44.46
3582,-23.01,-44.46
3583,-18.88,-44.78
3584,-25.41,-54.59
3585,-17.35,-47.49
3586,-20.15,-47.28
3587,-20.67,-46.32
3588,-20.3,-49.2
3589,-20.29,-47.06
3590,-20.29,-47.06
3591,-20.12,-48.57
3592,-18.42,-49.12
3593,-17.99,-48.53
3594,-13.83,-48.3
3595,-14.87,-55.79
3596,-22.53,-44.57
3598,-22.91,-43.77
3599,-12.24,-48.39
3600,-21.92,-42.79
3601,-22.91,-43.77
3602,-23.01,-44.47
3605,-20.43,-43.32
3616,-22.41,-41.99
3633,-25.47,-54.54
3639,-25.47,-54.54
3640,-25.42,-54.61
3642,-25.47,-54.54
3654,-24.43,-51.68
3664,-23.95,-49.13
3668,-23.71,-46.27
3669,-23.71,-46.27
3670,-23.71,-46.27
3690,-23.67,-47.1
3691,-23.67,-47.1
3700,-22.77,-47
3701,-22.77,-47
3702,-22.77,-45.09
3717,-22.96,-46.91
3720,-22.63,-45.04
3721,-22.63,-45.04
3728,-22.67,-43.48
3729,-22.67,-43.48
3730,-22.67,-43.48
3745,-23.01,-44.46
3747,-23.01,-44.46
3748,-22.75,-43.33
3749,-22.75,-43.33
3750,-22.75,-43.33
3759,-22.93,-43.26
3760,-22.93,-43.26
3769,-22.92,-43.42
3770,-22.92,-43.42
3779,-22.87,-43.71
3781,-22.87,-43.71
3782,-22.5,-44.52
3783,-22.73,-42.79
3784,-22.31,-41.87
3785,-21.72,-41.34
3786,-21.72,-41.34
3795,-20.37,-40.44
3796,-20.19,-40.29
3807,-21.3,-44.63
3808,-20.67,-46.32
3809,-20.15,-47.28
3810,-20.29,-47.07
3811,-20.29,-47.07
3816,-21.8,-46.61
3817,-21.8,-46.61
3818,-21.8,-46.61
3831,-23.44,-46.59
3834,-23.5,-46.17
3835,-23.5,-46.17
3842,-20.12,-48.57
3848,-20.38,-40.51
3849,-20.38,-40.51
3851,-20.12,-48.57
3852,-21.77,-48.25
3853,-20.3,-49.2
3854,-20.3,-49.2
3860,-18.41,-49.11
3861,-18.41,-49.11
3862,-18.41,-49.11
3875,-15.93,-48.17
3876,-15.93,-48.17
3877,-15.93,-48.17
3895,-13.83,-48.3
3896,-13.83,-48.3
3897,-13.83,-48.3
3908,-17.99,-48.54
3909,-16.79,-49.23
3910,-16.79,-49.23
3919,-15.86,-48.07
3920,-15.86,-48.07
3921,-15.86,-48.07
3936,-15.81,-47.95
3946,-20.26,-47.18
3947,-15.12,-48.93
3948,-15.12,-48.93
3953,-14.47,-48.49
3954,-17.76,-50.88
3955,-17.76,-50.88
3961,-14.47,-48.49
3962,-14.87,-55.79
3978,-16.39,-48.87
3989,-22.25,-51.17
4015,-22.88,-50.33
4049,-22.3,-41.87
4051,-22.3,-41.87
4057,-22.68,-43.87
4058,-22.69,-43.86
4059,-22.69,-43.86
4060,-22.69,-43.86
4062,-22.69,-43.82
4064,-23.37,-45.87
4066,-21.84,-42.58
4078,-22.52,-43.81
4079,-22.48,-43.84
4080,-22.48,-43.84
4081,-22.4,-43.66
4082,-22.63,-43.9
4083,-22.63,-43.9
4089,-22.51,-44.09
4090,-22.5,-44.12
4091,-22.55,-44.15
4092,-22.55,-44.16
4094,-22.53,-44.19
4095,-22.53,-44.2
4097,-22.51,-44.24
4098,-22.49,-44.24
4100,-22.9,-43.19
4101,-22.77,-43.39
4102,-22.89,-43.26
4103,-22.93,-43.64
4104,-22.7,-43.72
4107,-22.76,-43.46
4109,-22.84,-43.61
4110,-22.88,-43.33
4111,-22.76,-43.45
4112,-22.82,-43.39
4113,-22.85,-43.36
4114,-22.77,-43.39
4115,-22.87,-43.55
4116,-22.89,-43.52
4118,-22.76,-43.48
4120,-22.8,-43.42
4129,-22.74,-43.56
4130,-22.69,-43.47
4131,-22.75,-43.4
4132,-22.86,-43.35
4133,-22.84,-43.37
4134,-22.72,-43.55
4135,-22.88,-43.33
4141,-22.84,-43.34
4142,-22.84,-43.34
4144,-22.81,-43.33
4145,-22.8,-43.33
4146,-22.77,-43.31
4147,-22.84,-43.34
4149,-22.79,-43.37
4151,-22.83,-43.31
4153,-22.81,-43.32
4155,-22.79,-43.31
4157,-22.77,-43.33
4163,-22.83,-43.28
4164,-22.85,-43.26
4165,-22.84,-43.24
4166,-22.8,-43.19
4167,-22.8,-43.2
4168,-22.82,-43.24
4169,-22.85,-43.23
4179,-22.86,-43.25
4180,-22.92,-43.57
4181,-22.87,-43.27
4182,-22.88,-43.26
4183,-22.84,-43.3
4185,-22.89,-43.25
4186,-22.89,-43.23
4187,-22.9,-43.22
4192,-22.59,-43.29
4193,-22.74,-43.35
4194,-22.72,-43.32
4195,-22.65,-43.3
4196,-22.6,-43.29
4197,-22.59,-43.28
4198,-22.12,-43.23
4199,-21.99,-42.9
4203,-22.82,-43.6
4204,-22.89,-43.48
4205,-22.91,-43.29
4206,-22.89,-43.31
4207,-21.88,-42.65
4209,-22.92,-43.24
4210,-22.91,-43.24
4211,-22.93,-43.26
4212,-22.94,-43.24
4213,-22.93,-43.22
4215,-22.92,-43.2
4217,-22.97,-43.38
4221,-22.9,-43.19
4222,-22.91,-43.18
4223,-22.91,-43.17
4224,-22.93,-43.18
4225,-22.95,-43.19
4226,-22.96,-43.18
4227,-22.95,-43.18
4228,-22.95,-43.18
4229,-22.96,-43.2
4230,-22.99,-43.19
4231,-22.97,-43.19
4232,-22.96,-43.18
4233,-22.96,-43.22
4234,-22.98,-43.22
4242,-22.99,-43.25
4244,-23,-43.33
4246,-22.96,-43.4
4247,-22.94,-43.33
4248,-22.96,-43.4
4249,-22.89,-43.37
4250,-22.91,-43.37
4251,-23.01,-43.47
4252,-23,-43.43
4253,-22.99,-43.38
4260,-22.89,-43.43
4261,-22.86,-43.47
4262,-22.89,-43.48
4263,-22.87,-43.45
4264,-22.9,-43.56
4265,-22.9,-43.62
4266,-22.91,-43.68
4267,-22.89,-43.74
4268,-22.92,-43.57
4269,-22.94,-43.57
4272,-22.89,-43.84
4274,-22.87,-43.61
4275,-22.89,-43.76
4277,-22.85,-43.23
4278,-22.67,-43.76
4280,-22.7,-43.88
4282,-22.67,-50.35
4283,-15.69,-55.85
4284,-15.69,-55.85
4285,-17.72,-50.86
4286,-16.47,-52.64
4287,-16.47,-52.64
4288,-22.72,-43.64
4289,-24.1,-49.31
4290,-22.49,-52.96
4291,-22.65,-43.77
4292,-19.01,-50.67
4293,-19.01,-50.67
4297,-18.73,-50.99
4298,-13.77,-48.05
4300,-16.35,-47.83
4302,-20.26,-47.18
4303,-16.62,-49.58
4304,-16.62,-49.58
4306,-16.35,-47.83
4307,-21.2,-47.69
4314,-13.07,-58.96
4315,-13.19,-59
4317,-19.4,-40.11
4319,-18.81,-51.17
4320,-22.65,-42.86
4321,-23.06,-46.51
4322,-23.06,-46.51
4323,-18.79,-51.01
4325,-22.75,-43.54
4326,-22.75,-43.54
4327,-19.12,-50.65
4328,-22.75,-43.54
4329,-19.14,-50.75
4331,-19.14,-50.75
4336,-18.05,-47.67
4338,-21.61,-45.46
4341,-19.12,-50.65
4342,-18.72,-51
4343,-18.53,-51.15
4344,-18.81,-51.17
4360,-10.16,-59.46
4361,-10.16,-59.44
4364,-10.16,-59.46
4371,-16.32,-48.19
4373,-16.79,-47.93
4374,-23.88,-46.43
4380,-22.72,-43.64
4381,-22.77,-47.2
4383,-22.72,-43.65
4384,-23.88,-46.43
4385,-22.52,-44.12
4386,-21.69,-43.45
4387,-21.69,-43.45
4388,-22.71,-43.25
4389,-22.71,-43.25
4391,-22.71,-43.25
4392,-20.74,-51.65
4393,-20.74,-51.65
4394,-22.31,-41.87
4395,-15.6,-56.1
4396,-22.31,-41.87
4397,-19.99,-44.1
4398,-22.72,-43.64
4399,-22.71,-43.25
4400,-22.71,-43.25
4402,-22.71,-43.25
4405,-20.37,-40.43
4406,-19.53,-39.8
4407,-22.49,-48.78
4408,-19.53,-39.8
4409,-20.37,-40.43
4410,-20.37,-40.43
4411,-20.37,-40.43
4412,-20.37,-40.43
4413,-20.37,-40.43
4414,-20.37,-40.43
4420,-20.37,-40.43
4421,-12.43,-55.65
4422,-13,-55.95
4423,-19.99,-44.1
4425,-18.76,-48.61
4436,-22.65,-42.86
4437,-23.38,-47.46
4448,-19.97,-43.48
4449,-19.53,-42.64
4473,-20.19,-43.86
4475,-19.53,-42.64
4476,-19.59,-43.03
4481,-13.4,-48.14
4482,-13.4,-48.14
4483,-23.07,-49.84
4485,-12.8,-48.24
4486,-12.81,-48.24
4487,-22.03,-43.15
4489,-22.01,-43.27
4491,-22.02,-43.3
4494,-23.15,-49.38
4509,-18.99,-53.17
4531,-23.87,-46.41
4532,-23.54,-47.3
4533,-23.44,-47.08
4535,-23.54,-47.26
4537,-22.91,-43.74
4538,-22.91,-43.74
4539,-22.91,-43.74
4540,-22.91,-43.74
4541,-22.91,-43.74
4581,-11.27,-55.45
4582,-11.29,-55.33
4583,-10.98,-55.77
4585,-9.19,-57.05
4586,-9.35,-56.84
4589,-9.35,-56.78
4594,-14.16,-54.43
4598,-20.25,-49.22
4741,-19.34,-46.01
4941,-3.13,-51.78
4947,-22.65,-43.77
4986,-6.08,-49.68
5002,-11.74,-49.01
5004,-12.16,-48.55
5005,-12.23,-48.39
5007,-12.23,-48.39
5190,-9.27,-64.65
5191,-9.27,-64.65
5192,-8.8,-63.95
5193,-8.8,-63.95
5194,-8.8,-63.95
5198,-8.91,-63.96
5199,-8.91,-63.96
5201,-8.91,-63.96
5202,-21.83,-48.35
5203,-21.83,-48.35
5876,-8.4,-35.02
6051,-27.51,-48.66
6055,-27.22,-48.63
6056,-27.37,-48.63
6065,-27.6,-48.58
6067,-27.6,-48.59
6069,-27.57,-48.54
6072,-27.56,-48.5
6073,-27.59,-48.56
6074,-27.45,-48.45
6075,-27.67,-48.5
6076,-27.87,-48.61
6077,-27.67,-48.68
6078,-27.43,-48.41
6079,-27.16,-48.58
6082,-27.59,-48.62
6083,-27.56,-48.64
6084,-27.68,-48.76
6086,-27.59,-48.69
6088,-27.64,-48.69
6091,-27.26,-48.72
6095,-27.55,-49.01
6096,-27.6,-48.5
6097,-27.53,-49.01
6098,-26.19,-50.36
6099,-26.15,-50.35
6100,-26.2,-50.4
6101,-26.12,-50.32
6102,-26.38,-48.68
6104,-26.48,-48.74
6105,-26.25,-48.87
6106,-26.29,-48.81
6107,-26.26,-48.86
6108,-26.07,-48.86
6109,-26.26,-51.04
6110,-26.47,-49.03
6111,-26.47,-49
6115,-26.08,-48.61
6119,-26.33,-49.1
6120,-26.47,-49.08
6121,-26.53,-49.14
6126,-26.26,-48.81
6132,-26.35,-48.8
6135,-26.48,-48.74
6137,-26.38,-48.84
6142,-26.29,-48.89
6143,-26.29,-48.89
6146,-26.32,-48.84
6156,-26.27,-48.85
6157,-26.27,-48.85
6160,-26.27,-48.85
6161,-26.29,-48.87
6162,-26.25,-48.88
6163,-26.36,-48.86
6165,-26.14,-49.81
6167,-26.52,-49.13
6169,-26.39,-50.14
6170,-26.23,-48.53
6171,-26.23,-48.91
6173,-26.18,-48.61
6176,-26.24,-49.5
6180,-26.23,-49.4
6181,-26.22,-49.34
6183,-26.26,-48.63
6186,-26.29,-48.81
6188,-26.25,-48.91
6189,-26.22,-48.54
6192,-26.26,-48.88
6195,-26.48,-49.05
6196,-26.45,-48.94
6197,-26.9,-49.09
6198,-26.96,-49.07
6199,-26.9,-49.08
6200,-26.95,-49.08
6201,-26.95,-49.08
6205,-26.88,-49.11
6206,-26.88,-49.11
6208,-26.86,-49.06
6211,-26.78,-49.09
6212,-26.78,-49.09
6217,-26.92,-49.12
6223,-27.06,-48.9
6224,-27.12,-48.94
6225,-27.07,-48.94
6228,-27,-48.63
6229,-27.03,-48.6
6231,-26.88,-48.71
6235,-26.63,-48.71
6238,-26.65,-49.34
6239,-26.85,-49.15
6240,-26.65,-49.36
6244,-26.93,-48.94
6249,-27.06,-49.51
6252,-26.9,-49.27
6256,-27.14,-48.63
6257,-26.79,-49.42
6262,-27.41,-49.6
6265,-26.89,-48.72
6266,-26.89,-48.72
6268,-26.95,-48.74
6269,-26.95,-48.64
6270,-26.86,-48.68
6271,-26.47,-49.59
6273,-26.54,-49.57
6274,-26.76,-49.17
6275,-26.89,-48.66
6276,-26.76,-48.69
6277,-27.02,-49.64
6279,-27.2,-49.65
6281,-27.19,-49.63
6283,-27.2,-49.65
6289,-27.14,-49.99
6290,-27.3,-49.79
6293,-26.85,-49.26
6295,-26.85,-49.26
6297,-27.38,-49.36
6298,-26.63,-48.71
6299,-27.36,-49.34
6300,-27.83,-50.26
6301,-27.79,-49.49
6302,-27.32,-50.51
6304,-27.51,-50.12
6305,-27.46,-50.64
6310,-27.8,-50.36
6312,-27.55,-50.36
6313,-27.55,-50.36
6320,-27.49,-50.13
6323,-27.48,-50.37
6325,-26.98,-50.41
6326,-27.26,-50.48
6327,-27.31,-50.54
6328,-28.27,-49.92
6330,-27.48,-50.12
6339,-27.78,-50.3
6341,-27.87,-50.39
6345,-26.79,-51.02
6346,-26.81,-50.93
6347,-26.81,-50.93
6348,-26.87,-51.79
6350,-27.38,-51.21
