$version=1
!code,Date,block,UB
11,2028/01/01,2,938.528
11,2028/01/01,3,818.4268
11,2028/01/01,4,664.228
11,2028/02/01,1,907.698
11,2028/02/01,2,907.698
11,2028/02/01,3,797.674
11,2028/02/01,4,661.762
11,2028/03/01,1,958.113
11,2028/03/01,2,958.113
11,2028/03/01,3,854.0696
11,2028/03/01,4,708.133
11,2028/04/01,1,971.7161
11,2028/04/01,2,971.7161
11,2028/04/01,3,862.7049
11,2028/04/01,4,726.7699
11,2028/05/01,1,1017.768
11,2028/05/01,2,1017.768
11,2028/05/01,3,894.7488
11,2028/05/01,4,752.952
11,2028/06/01,1,1004.165
11,2028/06/01,2,1004.165
11,2028/06/01,3,899.1079
11,2028/06/01,4,752.952
11,2028/07/01,1,1085.527
11,2028/07/01,2,1085.527
11,2028/07/01,3,977.566
11,2028/07/01,4,807.622
11,2028/08/01,1,1154.514
11,2028/08/01,2,1154.514
11,2028/08/01,3,1038.526
11,2028/08/01,4,854.4928
11,2028/09/01,1,1189.575
11,2028/09/01,2,1189.575
11,2028/09/01,3,1064.613
11,2028/09/01,4,871.7688
11,2028/10/01,1,1170.515
11,2028/10/01,2,1170.515
11,2028/10/01,3,1044.471
11,2028/10/01,4,882.5193
11,2028/11/01,1,1159.066
11,2028/11/01,2,1159.066
11,2028/11/01,3,1009.05
11,2028/11/01,4,826.1632
11,2028/12/01,1,1048.047
11,2028/12/01,2,1048.047
11,2028/12/01,3,918.0364
11,2028/12/01,4,753.0232
11,2029/01/01,1,977.5854
11,2029/01/01,2,977.5854
11,2029/01/01,3,844.4529
11,2029/01/01,4,674.3052
11,2029/02/01,1,981.0142
11,2029/02/01,2,981.0142
11,2029/02/01,3,857.0078
11,2029/02/01,4,701.9782
11,2029/03/01,1,997.5637
11,2029/03/01,2,997.5637
11,2029/03/01,3,883.6047
11,2029/03/01,4,720.5517
11,2029/04/01,1,1012.692
11,2029/04/01,2,1012.692
11,2029/04/01,3,894.7432
11,2029/04/01,4,742.9256
11,2029/05/01,1,1061.077
11,2029/05/01,2,1061.077
11,2029/05/01,3,925.0852
11,2029/05/01,4,770.2084
11,2029/06/01,1,1046.919
11,2029/06/01,2,1046.919
11,2029/06/01,3,933
11,2029/06/01,4,765.993
11,2029/07/01,1,1133.661
11,2029/07/01,2,1133.661
11,2029/07/01,3,1016.664
11,2029/07/01,4,824.7188
11,2029/08/01,1,1206.532
11,2029/08/01,2,1206.532
11,2029/08/01,3,1082.519
11,2029/08/01,4,874.404
11,2029/09/01,1,1242.497
11,2029/09/01,2,1242.497
11,2029/09/01,3,1105.576
11,2029/09/01,4,892.4544
11,2029/10/01,1,1220.856
11,2029/10/01,2,1220.856
11,2029/10/01,3,1083.919
11,2029/10/01,4,905.9232
11,2029/11/01,1,1210.255
11,2029/11/01,2,1210.255
11,2029/11/01,3,1045.22
11,2029/11/01,4,848.007
11,2029/12/01,1,1094.688
11,2029/12/01,2,1094.688
11,2029/12/01,3,950.688
11,2029/12/01,4,771.84
11,2030/01/01,1,1009.573
11,2030/01/01,2,1009.573
11,2030/01/01,3,865.6947
11,2030/01/01,4,681.72
11,2030/02/01,1,1015.495
11,2030/02/01,2,1015.495
11,2030/02/01,3,881.5734
11,2030/02/01,4,711.7134
11,2030/03/01,1,1033.367
11,2030/03/01,2,1033.367
11,2030/03/01,3,910.3059
11,2030/03/01,4,730.2988
11,2030/04/01,1,1049.07
11,2030/04/01,2,1049.07
11,2030/04/01,3,923.032
11,2030/04/01,4,755.9475
11,2030/05/01,1,1096.487
11,2030/05/01,2,1096.487
11,2030/05/01,3,951.5003
11,2030/05/01,4,780.623
11,2030/06/01,1,1083.264
11,2030/06/01,2,1083.264
11,2030/06/01,3,961.152
11,2030/06/01,4,776.16
11,2030/07/01,1,1172.965
11,2030/07/01,2,1172.965
11,2030/07/01,3,1047.938
11,2030/07/01,4,837.108
11,2030/08/01,1,1247.29
11,2030/08/01,2,1247.29
11,2030/08/01,3,1116.17
11,2030/08/01,4,888.25
11,2030/09/01,1,1286.399
11,2030/09/01,2,1286.399
11,2030/09/01,3,1141.405
11,2030/09/01,4,909.2109
11,2030/10/01,1,1264.162
11,2030/10/01,2,1264.162
11,2030/10/01,3,1118.137
11,2030/10/01,4,924.075
11,2030/11/01,1,1251.376
11,2030/11/01,2,1251.376
11,2030/11/01,3,1075.512
11,2030/11/01,4,865.656
11,2030/12/01,1,1134.243
11,2030/12/01,2,1134.243
11,2030/12/01,3,980.199
11,2030/12/01,4,787.149
11,2031/01/01,1,1046.083
11,2031/01/01,2,1046.083
11,2031/01/01,3,891.0525
11,2031/01/01,4,691.9
11,2031/02/01,1,1052.519
11,2031/02/01,2,1052.519
11,2031/02/01,3,908.5665
11,2031/02/01,4,723.7218
11,2031/03/01,1,1070.496
11,2031/03/01,2,1070.496
11,2031/03/01,3,939.519
11,2031/03/01,4,742.6755
11,2031/04/01,1,1086.428
11,2031/04/01,2,1086.428
11,2031/04/01,3,954.5528
11,2031/04/01,4,773.5136
11,2031/05/01,1,1135.512
11,2031/05/01,2,1135.512
11,2031/05/01,3,980.5824
11,2031/05/01,4,795.5136
11,2031/06/01,1,1122.858
11,2031/06/01,2,1122.858
11,2031/06/01,3,991.881
11,2031/06/01,4,791.01
11,2031/07/01,1,1215.491
11,2031/07/01,2,1215.491
11,2031/07/01,3,1082.525
11,2031/07/01,4,855.5748
11,2031/08/01,1,1294.018
11,2031/08/01,2,1294.018
11,2031/08/01,3,1156.107
11,2031/08/01,4,908.0048
11,2031/09/01,1,1333.272
11,2031/09/01,2,1333.272
11,2031/09/01,3,1181.198
11,2031/09/01,4,932.064
11,2031/10/01,1,1309.806
11,2031/10/01,2,1309.806
11,2031/10/01,3,1155.841
11,2031/10/01,4,948.8892
11,2031/11/01,1,1297.692
11,2031/11/01,2,1297.692
11,2031/11/01,3,1111.694
11,2031/11/01,4,889.875
11,2031/12/01,1,1175.529
11,2031/12/01,2,1175.529
11,2031/12/01,3,1012.565
11,2031/12/01,4,808.5792
11,2032/01/01,1,1085.334
11,2032/01/01,2,1085.334
11,2032/01/01,3,920.2512
11,2032/01/01,4,710.4768
11,2032/02/01,1,1092.615
11,2032/02/01,2,1092.615
11,2032/02/01,3,939.7533
11,2032/02/01,4,742.7682
11,2032/03/01,1,1111.008
11,2032/03/01,2,1111.008
11,2032/03/01,3,973.0122
11,2032/03/01,4,763.0356
11,2032/04/01,1,1128.039
11,2032/04/01,2,1128.039
11,2032/04/01,3,989.018
11,2032/04/01,4,796.1046
11,2032/05/01,1,1178.467
11,2032/05/01,2,1178.467
11,2032/05/01,3,1014.559
11,2032/05/01,4,816.5125
11,2032/06/01,1,1165.015
11,2032/06/01,2,1165.015
11,2032/06/01,3,1026.948
11,2032/06/01,4,812.1075
11,2032/07/01,1,1261.725
11,2032/07/01,2,1261.725
11,2032/07/01,3,1121.816
11,2032/07/01,4,879.823
11,2032/08/01,1,1340.44
11,2032/08/01,2,1340.44
11,2032/08/01,3,1196.503
11,2032/08/01,4,933.655
11,2032/09/01,1,1383.338
11,2032/09/01,2,1383.338
11,2032/09/01,3,1223.266
11,2032/09/01,4,960.4296
11,2032/10/01,1,1359.51
11,2032/10/01,2,1359.51
11,2032/10/01,3,1196.624
11,2032/10/01,4,977.678
11,2032/11/01,1,1346.884
11,2032/11/01,2,1346.884
11,2032/11/01,3,1151.913
11,2032/11/01,4,919.1179
11,2032/12/01,1,1220.06
11,2032/12/01,2,1220.06
11,2032/12/01,3,1048.976
11,2032/12/01,4,834.0081
11,2033/01/01,1,1125.38
11,2033/01/01,2,1125.38
11,2033/01/01,3,952.351
11,2033/01/01,4,730.4661
11,2033/02/01,1,1133.767
11,2033/02/01,2,1133.767
11,2033/02/01,3,973.8729
11,2033/02/01,4,765.912
11,2033/03/01,1,1152.895
11,2033/03/01,2,1152.895
11,2033/03/01,3,1007.935
11,2033/03/01,4,786.8984
11,2033/04/01,1,1170.488
11,2033/04/01,2,1170.488
11,2033/04/01,3,1026.348
11,2033/04/01,4,822.3402
11,2033/05/01,1,1222.119
11,2033/05/01,2,1222.119
11,2033/05/01,3,1050.081
11,2033/05/01,4,844.3928
11,2033/06/01,1,1208.237
11,2033/06/01,2,1208.237
11,2033/06/01,3,1063.168
11,2033/06/01,4,837.1746
11,2033/07/01,1,1309.878
11,2033/07/01,2,1309.878
11,2033/07/01,3,1161.929
11,2033/07/01,4,907.8612
11,2033/08/01,1,1391.2
11,2033/08/01,2,1391.2
11,2033/08/01,3,1240.168
11,2033/08/01,4,965.265
11,2033/09/01,1,1434.667
11,2033/09/01,2,1434.667
11,2033/09/01,3,1266.648
11,2033/09/01,4,991.8344
11,2033/10/01,1,1410.232
11,2033/10/01,2,1410.232
11,2033/10/01,3,1241.139
11,2033/10/01,4,1011.192
11,2033/11/01,1,1393.98
11,2033/11/01,2,1393.98
11,2033/11/01,3,1192.015
11,2033/11/01,4,956.0866
11,2033/12/01,1,1265.445
11,2033/12/01,2,1265.445
11,2033/12/01,3,1085.483
11,2033/12/01,4,861.7104
11,2034/01/01,1,1167.186
11,2034/01/01,2,1167.186
11,2034/01/01,3,986.1254
11,2034/01/01,4,754.2288
11,2034/02/01,1,1176.143
11,2034/02/01,2,1176.143
11,2034/02/01,3,1008.167
11,2034/02/01,4,789.9606
11,2034/03/01,1,1196.58
11,2034/03/01,2,1196.58
11,2034/03/01,3,1044.435
11,2034/03/01,4,813.33
11,2034/04/01,1,1213.657
11,2034/04/01,2,1213.657
11,2034/04/01,3,1063.717
11,2034/04/01,4,849.6243
11,2034/05/01,1,1267.411
11,2034/05/01,2,1267.411
11,2034/05/01,3,1088.34
11,2034/05/01,4,870.3354
11,2034/06/01,1,1254.479
11,2034/06/01,2,1254.479
11,2034/06/01,3,1100.449
11,2034/06/01,4,864.1749
11,2034/07/01,1,1357.646
11,2034/07/01,2,1357.646
11,2034/07/01,3,1202.731
11,2034/07/01,4,938.7576
11,2034/08/01,1,1442.214
11,2034/08/01,2,1442.214
11,2034/08/01,3,1285.221
11,2034/08/01,4,997.2324
11,2034/09/01,1,1488.547
11,2034/09/01,2,1488.547
11,2034/09/01,3,1313.576
11,2034/09/01,4,1025.68
11,2034/10/01,1,1464.161
11,2034/10/01,2,1464.161
11,2034/10/01,3,1288.177
11,2034/10/01,4,1048.14
11,2034/11/01,1,1447.346
11,2034/11/01,2,1447.346
11,2034/11/01,3,1237.345
11,2034/11/01,4,990.2035
11,2034/12/01,1,1313.039
11,2034/12/01,2,1313.039
11,2034/12/01,3,1126.129
11,2034/12/01,4,892.0648
11,2035/01/01,1,1209.342
11,2035/01/01,2,1209.342
11,2035/01/01,3,1021.334
11,2035/01/01,4,779.38
11,2035/02/01,1,1219.53
11,2035/02/01,2,1219.53
11,2035/02/01,3,1043.676
11,2035/02/01,4,815.776
11,2035/03/01,1,1239.885
11,2035/03/01,2,1239.885
11,2035/03/01,3,1082.886
11,2035/03/01,4,840.8065
11,2035/04/01,1,1258.518
11,2035/04/01,2,1258.518
11,2035/04/01,3,1102.563
11,2035/04/01,4,878.676
11,2035/05/01,1,1314.888
11,2035/05/01,2,1314.888
11,2035/05/01,3,1126.947
11,2035/05/01,4,898.0686
11,2035/06/01,1,1300.284
11,2035/06/01,2,1300.284
11,2035/06/01,3,1138.262
11,2035/06/01,4,892.1479
11,2035/07/01,1,1408.053
11,2035/07/01,2,1408.053
11,2035/07/01,3,1246.045
11,2035/07/01,4,972.1712
11,2035/08/01,1,1495.567
11,2035/08/01,2,1495.567
11,2035/08/01,3,1330.628
11,2035/08/01,4,1031.62
11,2035/09/01,1,1543.324
11,2035/09/01,2,1543.324
11,2035/09/01,3,1362.287
11,2035/09/01,4,1062.129
11,2035/10/01,1,1518.012
11,2035/10/01,2,1518.012
11,2035/10/01,3,1334.966
11,2035/10/01,4,1084.869
11,2035/11/01,1,1499.967
11,2035/11/01,2,1499.967
11,2035/11/01,3,1281.901
11,2035/11/01,4,1025.991
11,2035/12/01,1,1361.457
11,2035/12/01,2,1361.457
11,2035/12/01,3,1166.592
11,2035/12/01,4,924.723
11,2036/01/01,1,1252.423
11,2036/01/01,2,1252.423
11,2036/01/01,3,1057.479
11,2036/01/01,4,805.8926
11,2036/02/01,1,1264.729
11,2036/02/01,2,1264.729
11,2036/02/01,3,1080.757
11,2036/02/01,4,843.8122
11,2036/03/01,1,1285.807
11,2036/03/01,2,1285.807
11,2036/03/01,3,1121.796
11,2036/03/01,4,869.9136
11,2036/04/01,1,1304.543
11,2036/04/01,2,1304.543
11,2036/04/01,3,1142.598
11,2036/04/01,4,909.6353
11,2036/05/01,1,1362.418
11,2036/05/01,2,1362.418
11,2036/05/01,3,1168.373
11,2036/05/01,4,927.2934
11,2036/06/01,1,1347.2
11,2036/06/01,2,1347.2
11,2036/06/01,3,1177.203
11,2036/06/01,4,921.0838
11,2036/07/01,1,1459.987
11,2036/07/01,2,1459.987
11,2036/07/01,3,1291.036
11,2036/07/01,4,1007.064
11,2036/08/01,1,1550.78
11,2036/08/01,2,1550.78
11,2036/08/01,3,1377.898
11,2036/08/01,4,1069.859
11,2036/09/01,1,1600.374
11,2036/09/01,2,1600.374
11,2036/09/01,3,1411.216
11,2036/09/01,4,1101.304
11,2036/10/01,1,1573.499
11,2036/10/01,2,1573.499
11,2036/10/01,3,1384.462
11,2036/10/01,4,1125.319
11,2036/11/01,1,1557.438
11,2036/11/01,2,1557.438
11,2036/11/01,3,1328.375
11,2036/11/01,4,1056.152
11,2036/12/01,1,1412.057
11,2036/12/01,2,1412.057
11,2036/12/01,3,1209.075
11,2036/12/01,4,957.95
11,2037/01/01,1,1298.562
11,2037/01/01,2,1298.562
11,2037/01/01,3,1096.594
11,2037/01/01,4,834.9615
11,2037/02/01,1,1310.875
11,2037/02/01,2,1310.875
11,2037/02/01,3,1119.865
11,2037/02/01,4,873.9547
11,2037/03/01,1,1332.543
11,2037/03/01,2,1332.543
11,2037/03/01,3,1161.635
11,2037/03/01,4,900.7145
11,2037/04/01,1,1352.802
11,2037/04/01,2,1352.802
11,2037/04/01,3,1183.851
11,2037/04/01,4,943.0212
11,2037/05/01,1,1412.75
11,2037/05/01,2,1412.75
11,2037/05/01,3,1209.75
11,2037/05/01,4,957.625
11,2037/06/01,1,1397.185
11,2037/06/01,2,1397.185
11,2037/06/01,3,1217.184
11,2037/06/01,4,952.2747
11,2037/07/01,1,1514.343
11,2037/07/01,2,1514.343
11,2037/07/01,3,1335.335
11,2037/07/01,4,1042.245
11,2037/08/01,1,1606.794
11,2037/08/01,2,1606.794
11,2037/08/01,3,1426.698
11,2037/08/01,4,1108.857
11,2037/09/01,1,1658.262
11,2037/09/01,2,1658.262
11,2037/09/01,3,1461.181
11,2037/09/01,4,1141.104
11,2037/10/01,1,1630.902
11,2037/10/01,2,1630.902
11,2037/10/01,3,1434.934
11,2037/10/01,4,1165.857
11,2037/11/01,1,1614.152
11,2037/11/01,2,1614.152
11,2037/11/01,3,1376.062
11,2037/11/01,4,1095.182
11,2037/12/01,1,1463.557
11,2037/12/01,2,1463.557
11,2037/12/01,3,1254.477
11,2037/12/01,4,993.2865
11,2038/01/01,1,1345.686
11,2038/01/01,2,1345.686
11,2038/01/01,3,1136.771
11,2038/01/01,4,864.576
11,2038/02/01,1,1359.891
11,2038/02/01,2,1359.891
11,2038/02/01,3,1159.897
11,2038/02/01,4,905.0574
11,2038/03/01,1,1381.85
11,2038/03/01,2,1381.85
11,2038/03/01,3,1204.873
11,2038/03/01,4,934.8591
11,2038/04/01,1,1402.035
11,2038/04/01,2,1402.035
11,2038/04/01,3,1225.991
11,2038/04/01,4,976.163
11,2038/05/01,1,1463.702
11,2038/05/01,2,1463.702
11,2038/05/01,3,1253.75
11,2038/05/01,4,989.8848
11,2038/06/01,1,1447.536
11,2038/06/01,2,1447.536
11,2038/06/01,3,1257.499
11,2038/06/01,4,983.3832
11,2038/07/01,1,1570.207
11,2038/07/01,2,1570.207
11,2038/07/01,3,1382.107
11,2038/07/01,4,1079.277
11,2038/08/01,1,1664.573
11,2038/08/01,2,1664.573
11,2038/08/01,3,1476.508
11,2038/08/01,4,1149.692
11,2038/09/01,1,1719.095
11,2038/09/01,2,1719.095
11,2038/09/01,3,1514.059
11,2038/09/01,4,1183.839
11,2038/10/01,1,1689.5
11,2038/10/01,2,1689.5
11,2038/10/01,3,1487.525
11,2038/10/01,4,1209.604
11,2038/11/01,1,1673.104
11,2038/11/01,2,1673.104
11,2038/11/01,3,1426.045
11,2038/11/01,4,1135.046
11,2038/12/01,1,1516.394
11,2038/12/01,2,1516.394
11,2038/12/01,3,1298.562
11,2038/12/01,4,1029.631
11,2039/01/01,1,1396.759
11,2039/01/01,2,1396.759
11,2039/01/01,3,1178.734
11,2039/01/01,4,891.7624
11,2039/02/01,1,1408.627
11,2039/02/01,2,1408.627
11,2039/02/01,3,1200.745
11,2039/02/01,4,937.615
11,2039/03/01,1,1433.114
11,2039/03/01,2,1433.114
11,2039/03/01,3,1248.062
11,2039/03/01,4,968.9116
11,2039/04/01,1,1454.62
11,2039/04/01,2,1454.62
11,2039/04/01,3,1269.452
11,2039/04/01,4,1011.424
11,2039/05/01,1,1518.505
11,2039/05/01,2,1518.505
11,2039/05/01,3,1300.48
11,2039/05/01,4,1025.428
11,2039/06/01,1,1499.835
11,2039/06/01,2,1499.835
11,2039/06/01,3,1300.48
11,2039/06/01,4,1015.894
11,2039/07/01,1,1627.492
11,2039/07/01,2,1627.492
11,2039/07/01,3,1428.42
11,2039/07/01,4,1115.205
11,2039/08/01,1,1725.576
11,2039/08/01,2,1725.576
11,2039/08/01,3,1525.709
11,2039/08/01,4,1190.58
11,2039/09/01,1,1781.831
11,2039/09/01,2,1781.831
11,2039/09/01,3,1568.833
11,2039/09/01,4,1227.694
11,2039/10/01,1,1752.32
11,2039/10/01,2,1752.32
11,2039/10/01,3,1542.314
11,2039/10/01,4,1255.069
11,2039/11/01,1,1733.841
11,2039/11/01,2,1733.841
11,2039/11/01,3,1477.764
11,2039/11/01,4,1176.869
11,2039/12/01,1,1572.187
11,2039/12/01,2,1572.187
11,2039/12/01,3,1347.178
11,2039/12/01,4,1069.131
12,2028/10/01,1,6500
12,2028/10/01,2,6500
12,2028/10/01,3,6500
12,2028/10/01,4,6500
12,2029/10/01,1,7500
12,2029/10/01,2,7500
12,2029/10/01,3,7500
12,2029/10/01,4,7500
13,2025/01/01,1,8500.086
13,2025/01/01,2,8500.086
13,2025/01/01,3,8200.034
13,2025/01/01,4,8497.579
13,2025/04/01,1,9099.926
13,2025/04/01,2,9099.926
13,2025/04/01,3,8499.834
13,2025/04/01,4,9098.166
13,2025/05/01,1,9099.926
13,2025/05/01,2,9099.926
13,2025/05/01,3,8499.834
13,2025/05/01,4,9101.686
13,2025/08/01,1,9099.926
13,2025/08/01,2,9099.926
13,2025/08/01,3,8499.834
13,2025/08/01,4,9101.001
13,2026/02/01,1,9099.926
13,2026/02/01,2,9099.926
13,2026/02/01,3,8499.834
13,2026/02/01,4,9099.606
13,2026/07/01,1,9299.851
13,2026/07/01,2,9299.851
13,2026/07/01,3,8499.834
13,2026/07/01,4,9299.851
13,2027/10/01,1,9700.553
13,2027/10/01,2,9700.553
13,2027/10/01,3,8499.834
13,2027/10/01,4,9700.553
13,2028/04/01,1,9700.553
13,2028/04/01,2,9700.553
13,2028/04/01,3,8499.834
13,2028/04/01,4,9697.271
13,2028/05/01,1,9700.553
13,2028/05/01,2,9700.553
13,2028/05/01,3,8499.834
13,2028/05/01,4,9700.531
13,2028/10/01,1,9999.947
13,2028/10/01,2,9999.947
13,2028/10/01,3,8499.834
13,2028/10/01,4,9999.947
13,2029/10/01,1,13199.8
13,2029/10/01,2,13199.8
13,2029/10/01,3,11999.93
13,2029/10/01,4,13201.07
13,2030/04/01,1,14000.04
13,2030/04/01,2,14000.04
13,2030/04/01,3,13000.71
13,2030/04/01,4,13998.69
13,2030/05/01,1,14000.04
13,2030/05/01,2,14000.04
13,2030/05/01,3,13000.71
13,2030/05/01,4,14001.89
13,2030/07/01,1,14000.04
13,2030/07/01,2,14000.04
13,2030/07/01,3,13000.71
13,2030/07/01,4,13998.83
13,2031/02/01,1,14000.04
13,2031/02/01,2,14000.04
13,2031/02/01,3,13000.71
13,2031/02/01,4,13998.16
13,2031/05/01,1,14000.04
13,2031/05/01,2,14000.04
13,2031/05/01,3,13000.71
13,2031/05/01,4,14002.51
13,2031/06/01,1,14000.04
13,2031/06/01,2,14000.04
13,2031/06/01,3,13000.71
13,2031/06/01,4,14000.21
13,2032/08/01,1,14000.04
13,2032/08/01,2,14000.04
13,2032/08/01,3,13000.71
13,2032/08/01,4,14000.11
13,2032/10/01,1,14000.04
13,2032/10/01,2,14000.04
13,2032/10/01,3,13000.71
13,2032/10/01,4,13997.7
13,2032/11/01,1,14000.04
13,2032/11/01,2,14000.04
13,2032/11/01,3,13000.71
13,2032/11/01,4,14000.46
13,2033/08/01,1,14000.04
13,2033/08/01,2,14000.04
13,2033/08/01,3,13000.71
13,2033/08/01,4,13998.11
13,2033/09/01,1,14000.04
13,2033/09/01,2,14000.04
13,2033/09/01,3,13000.71
13,2033/09/01,4,14000.93
13,2034/05/01,1,14000.04
13,2034/05/01,2,14000.04
13,2034/05/01,3,13000.71
13,2034/05/01,4,13998.98
13,2034/08/01,1,14000.04
13,2034/08/01,2,14000.04
13,2034/08/01,3,13000.71
13,2034/08/01,4,13999.14
13,2034/12/01,1,14000.04
13,2034/12/01,2,14000.04
13,2034/12/01,3,13000.71
13,2034/12/01,4,13999.01
13,2035/01/01,1,14000.04
13,2035/01/01,2,14000.04
13,2035/01/01,3,13000.71
13,2035/01/01,4,14002.03
13,2035/02/01,1,14000.04
13,2035/02/01,2,14000.04
13,2035/02/01,3,13000.71
13,2035/02/01,4,13999.9
13,2035/05/01,1,14000.04
13,2035/05/01,2,14000.04
13,2035/05/01,3,13000.71
13,2035/05/01,4,14003.64
13,2035/06/01,1,14000.04
13,2035/06/01,2,14000.04
13,2035/06/01,3,13000.71
13,2035/06/01,4,14001
13,2035/12/01,1,14000.04
13,2035/12/01,2,14000.04
13,2035/12/01,3,13000.71
13,2035/12/01,4,14002.06
13,2036/01/01,1,14000.04
13,2036/01/01,2,14000.04
13,2036/01/01,3,13000.71
13,2036/01/01,4,13999.64
13,2036/02/01,1,14000.04
13,2036/02/01,2,14000.04
13,2036/02/01,3,13000.71
13,2036/02/01,4,13997.51
13,2036/03/01,1,14000.04
13,2036/03/01,2,14000.04
13,2036/03/01,3,13000.71
13,2036/03/01,4,14000.44
13,2036/08/01,1,14000.04
13,2036/08/01,2,14000.04
13,2036/08/01,3,13000.71
13,2036/08/01,4,13998.76
13,2037/01/01,1,14000.04
13,2037/01/01,2,14000.04
13,2037/01/01,3,13000.71
13,2037/01/01,4,13998.29
13,2037/02/01,1,14000.04
13,2037/02/01,2,14000.04
13,2037/02/01,3,13000.71
13,2037/02/01,4,14001.25
13,2037/10/01,1,14000.04
13,2037/10/01,2,14000.04
13,2037/10/01,3,13000.71
13,2037/10/01,4,14001.82
13,2037/11/01,1,14000.04
13,2037/11/01,2,14000.04
13,2037/11/01,3,13000.71
13,2037/11/01,4,13999.43
13,2038/05/01,1,14000.04
13,2038/05/01,2,14000.04
13,2038/05/01,3,13000.71
13,2038/05/01,4,13998.02
13,2038/07/01,1,14000.04
13,2038/07/01,2,14000.04
13,2038/07/01,3,13000.71
13,2038/07/01,4,14000.36
13,2038/11/01,1,14000.04
13,2038/11/01,2,14000.04
13,2038/11/01,3,13000.71
13,2038/11/01,4,13998.4
13,2039/02/01,1,14000.04
13,2039/02/01,2,14000.04
13,2039/02/01,3,13000.71
13,2039/02/01,4,13998.49
13,2039/06/01,1,14000.04
13,2039/06/01,2,14000.04
13,2039/06/01,3,13000.71
13,2039/06/01,4,13997.95
13,2039/07/01,1,14000.04
13,2039/07/01,2,14000.04
13,2039/07/01,3,13000.71
13,2039/07/01,4,14001.24
13,2039/08/01,1,14000.04
13,2039/08/01,2,14000.04
13,2039/08/01,3,13000.71
13,2039/08/01,4,13998.25
17,2031/01/01,1,950
17,2031/01/01,2,950
17,2031/01/01,3,950
17,2031/01/01,4,950
