!NUM ...Nombre... .PV. .VAA .TAA #Uni Tipo ....Pot .FPMed. .QMin.. .QMax.. .VMin.. .VMax.. .VInic. Min.V+T ..VNC.. ..ICP.. ...IH.. ..FP1.. ..Vol1. ..FP2.. ..Vol2. ..FP3.. ..Vol3. ..FP4.. ..Vol4. ..FP5.. ..Vol5. .Area1. ..Vol1. .Area2. ..Vol2. .Area3. ..Vol3. .Area4. ..Vol4. .Area5. ..Vol5. .Filt1. ..Vol1. .Filt2. ..Vol2. .Filt3. ..Vol3. .Filt4. ..Vol4. .Filt5. ..Vol5. .Cota1. .Vol1.. .Cota2. .Vol2.. .Cota3. .Vol3.. .Cota4. .Vol4.. .Cota5. .Vol5.. .Ev1 .Ev2 .Ev3 .Ev4 .Ev5 .Ev6 .Ev7 .Ev8 .Ev9 Ev10 Ev11 Ev12 tini tfil .faa tare .varea. tfil .vfiltr F.Reg.. pVar .ICV C.Vert. sfal Cos.O&M Irxh RendT&G .EA. Niv.Jus I JuAr I .TurIn1 .TotIn1 .TurIn2 .TotIn2 .TurIn3 .TotIn3 .TurIn4 .TotIn4 .TurIn5 .TotIn5 H V .CFuga1 ..Def1. .CFuga2 ..Def2. .CFuga3 ..Def3. .CFuga4 ..Def4. .CFuga5 ..Def5. E PHidTur PHidVer sv st OpMd IrrR IfTp ForFill ForDraw ForPenT ForPen. .MinGen
 267 ESTREITO TOC  271  275  275    8    0    10870.198551       0    6280    5400    5402       0     549       0   0.611 3.77256       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0       0   12    5    4   -2    2   29   52   72   75   69   41   29    0    0         1     590    0                    0    0            0           -1 .930989        133.6 0      0       0       0       0       0       0       0       0       0       0       0   1 127.867     549 139.384 11020.8 143.686 21492.7 145.582 27131.3 145.917   32770 0       0       0          1                         0       0       0       0
 272 CURUA-UNA     277              4    0    42.80.157272       0     250     133     602  0.2147      45       0   2.316 5.43114 .121593     133  0.1366  208.04 .153384  315.91 .168442  442.54 .183314     602 41.4375     133 46.4252  170.52  73.234  372.19  100.04  573.86 101.878     602       0       0       0       0       0       0       0       0       0       0  25.107     133 26.8098  208.04 28.7142  315.91 30.4229  442.54 32.1105     602   22   10   10    3   -8   -6  -11   -9    5   32   49   47    0    0         1 72.4365    0                    1    0            0            0 .898369        11.31 0      0       0       0       0       0       0       0       0       0       0       0   1 9.70034      45 12.9043 433.538 15.6917 822.075 17.0481 1031.29 18.5577  1240.5 0       0       0          3                         0       0       0       0
 275 TUCURUI       275             25    0    8535 0.50332       0   14731   11293   50275  0.2783    1086       0   4.136 7.47016 .378546   11293 .433264 16750.5 .491023 25716.3 .544886 38580.4 .582969   50275 761.375   11293 1751.27 24936.7 1883.56 26885.8 1989.81 28834.9  3023.8   50275       0       0       0       0       0       0       0       0       0       0   50.69   11293 56.6858 16750.5 63.0148 25716.3 68.9169 38580.4   73.09   50275   12    5    4    1   -9  -17   -8   -4   22   31   41   21    0    0         1 2090.16    0                    0    0            0            2 .930275         9.21 0      0       0       0       0       0       0       0       0       0       0       0   1 3.45346    1086  11.816 21670.8 15.9277 42255.5   17.64 53339.6 17.8153 64423.8 0       0       0          3                         0       0       0       0
 314 B.MONTE COMP 9000              6    0   233.10.113401       0    2466 2169.66 2276.29       0     380       0   0.437 3.58717 .112081 2169.66 .112666 2193.12 .113379 2221.91 .114087  2250.7 .114712 2276.29 355.594 2169.66 356.186 2176.06  357.04 2185.65 359.905 2218.71 364.844 2276.29       0       0       0       0       0       0       0       0       0       0   96.55 2169.66 96.6167 2193.12  96.698 2221.91 96.7787  2250.7   96.85 2276.29    0    0    0    0    0    0    0    0    0    0    0    0    0    0         1 360.219    0                    1    0            0            0 .893986        83.77 0      0       0       0       0       0       0       0       0       0       0       0   1 82.1695     380 82.8793 1458.68 83.4981 2537.35 83.7979 3118.18 84.0766    3699 0       0       0          3                         0       0       0       0
