$version=2
!Code,Name,FuelUnit,Cost,EmissionFactor,CostType
212,GAS,MWh,110.89,0,0,,
36,GAS (36),MWh,191.97,0,0,,
21,GAS (21),MWh,191.97,0,0,,
46,GAS (46),MWh,299.09,0,0,,
116,GAS (116),MWh,517.49,0,0,,
239,GAS (239),MWh,239.3,0,0,,
176,CARVAO,MWh,521.75,0,0,,
240,GAS (240),MWh,602.1,0,0,,
259,GAS (259),MWh,1137.74,0,0,,
73,OLEO,MWh,1271.43,0,0,,
70,OLEO (70),MWh,1271.43,0,0,,
539,GAS (539),MWh,355,0,0,,
777,GAS (777),MWh,732,0,0,,
