!NUM ...Nombre... .TP ...PrdEsp... ...PrdHid... U .....A0..... .....A1..... .....A2..... .....A3..... .....A4.....
 276 RONDON 2             0.009215          3.8 2        261.1       0.0131        7e-06       -9e-09            0
 279 SAMUEL               0.009025          0.4 2     70.98963   0.01384873 -5.62476e-06  1.22645e-09 -1.04808e-13
 285 JIRAU                0.009182         0.15 2     66.35479   0.02068722 -8.28285e-06 1.922544e-09 -1.84484e-13
 287 STO ANTONIO          0.008907         0.14 2     54.71656   0.02040813 -1.38415e-05 5.245723e-09 -7.46688e-13
