$version=3
!d/mm/yyyy .Num Name........ .Bus. Tipo #Uni .PotIns ..FatOpe ProbFal SFal Stat. ....O&M CurtCos
01/02/2024 4506 UFVPA073397           0    1   0.405        1       0    0             0       0
01/04/2024 4498 UFVMA057143           0    1    0.42        1       0    0             0       0
01/04/2024 4505 UFVPA072279           0    1       1        1       0    0             0       0
01/08/2024 3392 PCTPA067993           0    1   1.141        1       0    0             0       0
01/09/2024 4499 UFVMA074608           0    1     1.5        1       0    0             0       0
01/01/2025 5223 MMGDMA115             0    1 2.08809        1       0    0             0      10
01/01/2025 5224 MMGDMA131             0    1 52.9593        1       0    0             0      10
01/01/2025 5225 MMGDMA13102           0    1 13.9467        1       0    0             0      10
01/01/2025 5226 MMGDMA14483           0    1       0        1       0    0             0      10
01/01/2025 5227 MMGDMA19002           0    1 36.2719        1       0    0             0      10
01/01/2025 5228 MMGDMA19069           0    1 7.17782        1       0    0             0      10
01/01/2025 5229 MMGDMA19090           0    1 52.4981        1       0    0             0      10
01/01/2025 5230 MMGDMA19110           0    1 18.4013        1       0    0             0      10
01/01/2025 5231 MMGDMA19300           0    1       0        1       0    0             0      10
01/01/2025 5232 MMGDMA19302           0    1       0        1       0    0             0      10
01/01/2025 5233 MMGDMA19310           0    1       0        1       0    0             0      10
01/01/2025 5234 MMGDMA19317           0    1       0        1       0    0             0      10
01/01/2025 5235 MMGDMA19318           0    1       0        1       0    0             0      10
01/01/2025 5236 MMGDMA19322           0    1       0        1       0    0             0      10
01/01/2025 5237 MMGDMA607             0    1 47.8521        1       0    0             0      10
01/01/2025 5238 MMGDMA615             0    1 33.2877        1       0    0             0      10
01/01/2025 5239 MMGDMA630             0    1 77.8859        1       0    0             0      10
01/01/2025 5240 MMGDMA631             0    1 26.9538        1       0    0             0      10
01/01/2025 5241 MMGDMA632             0    1 65.2007        1       0    0             0      10
01/01/2025 5242 MMGDMA636             0    1 3.04514        1       0    0             0      10
01/01/2025 5243 MMGDMA638             0    1 41.6836        1       0    0             0      10
01/01/2025 5244 MMGDMA639             0    1 153.101        1       0    0             0      10
01/01/2025 5245 MMGDMA669             0    1 12.2327        1       0    0             0      10
01/01/2025 5246 MMGDMA814             0    1 117.507        1       0    0             0      10
