**** Planta:   57 MAUA         Penal:    599.53776
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2039      18     188       0       0       0       0       4      10      65      36       0       2
**** Planta:  112 JACUI        Penal:    511.79987
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      26     226      22      16      25      31      30      34     148      61      15      27
2026      26     226      22      16      25      31      30      34     148      61      15      27
2027      26     226      22      16      25      31      30      34     148      61      15      27
2028      26     226      22      16      25      31      30      34     148      61      15      27
2029      26     226      22      16      25      31      30      34     148      61      15      27
2030      26     226      22      16      25      31      30      34     148      61      15      27
2031      26     226      22      16      25      31      30      34     148      61      15      27
2032      26     226      22      16      25      31      30      34     148      61      15      27
2033      26     226      22      16      25      31      30      34     148      61      15      27
2034      26     226      22      16      25      31      30      34     148      61      15      27
2035      26     226      22      16      25      31      30      34     148      61      15      27
2036      26     226      22      16      25      31      30      34     148      61      15      27
2037      26     226      22      16      25      31      30      34     148      61      15      27
2038      26     226      22      16      25      31      30      34     148      61      15      27
2039      26     226      22      16      25      31      30      34     148      61      15      27
**** Planta:  113 ITAUBA       Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      33      11      22      12      21      24      32      27      29      22       7      21
2026      33      11      22      12      21      24      32      27      29      22       7      21
2027      33      11      22      12      21      24      32      27      29      22       7      21
2028      33      11      22      12      21      24      32      27      29      22       7      21
2029      33      11      22      12      21      24      32      27      29      22       7      21
2030      33      11      22      12      21      24      32      27      29      22       7      21
2031      33      11      22      12      21      24      32      27      29      22       7      21
2032      33      11      22      12      21      24      32      27      29      22       7      21
2033      33      11      22      12      21      24      32      27      29      22       7      21
2034      33      11      22      12      21      24      32      27      29      22       7      21
2035      33      11      22      12      21      24      32      27      29      22       7      21
2036      33      11      22      12      21      24      32      27      29      22       7      21
2037      33      11      22      12      21      24      32      27      29      22       7      21
2038      33      11      22      12      21      24      32      27      29      22       7      21
2039      33      11      22      12      21      24      32      27      29      22       7      21
**** Planta:  114 D. FRANCISCA Penal:    343.75406
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     104     115     106     104      63      17     110     166     122     132     115     105
2026     104     115     106     104      63      17     110     166     122     132     115     105
2027     104     115     106     104      63      17     110     166     122     132     115     105
2028     104     115     106     104      63      17     110     166     122     132     115     105
2029     104     115     106     104      63      17     110     166     122     132     115     105
2030     104     115     106     104      63      17     110     166     122     132     115     105
2031     104     115     106     104      63      17     110     166     122     132     115     105
2032     104     115     106     104      63      17     110     166     122     132     115     105
2033     104     115     106     104      63      17     110     166     122     132     115     105
2034     104     115     106     104      63      17     110     166     122     132     115     105
2035     104     115     106     104      63      17     110     166     122     132     115     105
2036     104     115     106     104      63      17     110     166     122     132     115     105
2037     104     115     106     104      63      17     110     166     122     132     115     105
2038     104     115     106     104      63      17     110     166     122     132     115     105
2039     104     115     106     104      63      17     110     166     122     132     115     105
**** Planta:  115 G. P. SOUZA  Penal:    583.63795
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025       3       5       3       3       3       3       3       3       3       3       3       3
2026       3       5       3       3       3       3       3       3       3       3       3       3
2027       3       5       3       3       3       3       3       3       3       3       3       3
2028       3       5       3       3       3       3       3       3       3       3       3       3
2029       3       5       3       3       3       3       3       3       3       3       3       3
2030       3       5       3       3       3       3       3       3       3       3       3       3
2031       3       5       3       3       3       3       3       3       3       3       3       3
2032       3       5       3       3       3       3       3       3       3       3       3       3
2033       3       5       3       3       3       3       3       3       3       3       3       3
2034       3       5       3       3       3       3       3       3       3       3       3       3
2035       3       5       3       3       3       3       3       3       3       3       3       3
2036       3       5       3       3       3       3       3       3       3       3       3       3
2037       3       5       3       3       3       3       3       3       3       3       3       3
2038       3       5       3       3       3       3       3       3       3       3       3       3
2039       3       5       3       3       3       3       3       3       3       3       3       3
**** Planta:  215 SALTO PILAO  Penal:    932.21892
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      57      24       0       0       0       0      26      10      14      13       8      58
2026      57      24       0       0       0       0      26      10      14      13       8      58
2027      57      24       0       0       0       0      26      10      14      13       8      58
2028      57      24       0       0       0       0      26      10      14      13       8      58
2029      57      24       0       0       0       0      26      10      14      13       8      58
2030      57      24       0       0       0       0      26      10      14      13       8      58
2031      57      24       0       0       0       0      26      10      14      13       8      58
2032      57      24       0       0       0       0      26      10      14      13       8      58
2033      57      24       0       0       0       0      26      10      14      13       8      58
2034      57      24       0       0       0       0      26      10      14      13       8      58
2035      57      24       0       0       0       0      26      10      14      13       8      58
2036      57      24       0       0       0       0      26      10      14      13       8      58
2037      57      24       0       0       0       0      26      10      14      13       8      58
2038      57      24       0       0       0       0      26      10      14      13       8      58
2039      57      24       0       0       0       0      26      10      14      13       8      58
**** Planta: 1073 Jordao Fic01 Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      10      10      10      10      10      10      10      10      10      10      10      10
2026      10      10      10      10      10      10      10      10      10      10      10      10
2027      10      10      10      10      10      10      10      10      10      10      10      10
2028      10      10      10      10      10      10      10      10      10      10      10      10
2029      10      10      10      10      10      10      10      10      10      10      10      10
2030      10      10      10      10      10      10      10      10      10      10      10      10
2031      10      10      10      10      10      10      10      10      10      10      10      10
2032      10      10      10      10      10      10      10      10      10      10      10      10
2033      10      10      10      10      10      10      10      10      10      10      10      10
2034      10      10      10      10      10      10      10      10      10      10      10      10
2035      10      10      10      10      10      10      10      10      10      10      10      10
2036      10      10      10      10      10      10      10      10      10      10      10      10
2037      10      10      10      10      10      10      10      10      10      10      10      10
2038      10      10      10      10      10      10      10      10      10      10      10      10
2039      10      10      10      10      10      10      10      10      10      10      10      10
