$version=2
**** Load  :    1              Sgmnt:    1
YEAR BLK     1     2     3     4     5     6     7     8     9    10    11    12
2041   3 20430 16388 19155 17262 18672 17217 16289 15556 15684 15629 15248 16724
2041   43631.95914.46428.95507.12828.33963.75434.15890.96302.56871.76018.16408.6
2042   1818.61738.19824.58750.35780.87749.89 769.6780.93755.61760.01757.48805.26
2042   2 20216 17139 18960 17067 17064 15189 15117 15715 15789 17799 17610 17956
2042   3 20430 16388 19155 17262 18672 17217 16289 15556 15684 15629 15248 16724
2042   43631.95914.46428.95507.12828.33963.75434.15890.96302.56871.76018.16408.6
2043   1818.61738.19824.58750.35780.87749.89 769.6780.93755.61760.01757.48805.26
2043   2 20216 17139 18960 17067 17064 15189 15117 15715 15789 17799 17610 17956
2043   3 20430 16388 19155 17262 18672 17217 16289 15556 15684 15629 15248 16724
2043   43631.95914.46428.95507.12828.33963.75434.15890.96302.56871.76018.16408.6
2044   1818.61764.56824.58750.35780.87749.89 769.6780.93755.61760.01757.48805.26
2044   2 20216 17751 18960 17067 17064 15189 15117 15715 15789 17799 17610 17956
2044   3 20430 16973 19155 17262 18672 17217 16289 15556 15684 15629 15248 16724
2044   43631.96125.66428.95507.12828.33963.75434.15890.96302.56871.76018.16408.6
