**** Planta:  288 BELO MONTE   Penal:     1341.032
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2026     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2027     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2028     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2029     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2030     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2031     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2032     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2033     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2034     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2035     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2036     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2037     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2038     558     300    4707    4229    4286    1173     300     300     300     300     300     300
2039     558     300    4707    4229    4286    1173     300     300     300     300     300     300
