NUM: 117 GUARAPIRANGA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2030 -3.35 -3.22 -3.33 -3.25 -3.15 -3.11 -3.09 -3.09 -3.18  -3.3 -3.38 -3.38
2031 -3.35 -3.21 -3.33 -3.25 -3.14  -3.1 -3.08 -3.08 -3.17 -3.29 -3.38 -3.38
2032 -3.34 -3.21 -3.33 -3.24 -3.13 -3.09 -3.07 -3.07 -3.17 -3.29 -3.38 -3.38
2033 -3.34  -3.2 -3.32 -3.24 -3.12 -3.08 -3.06 -3.07 -3.16 -3.29 -3.38 -3.38
2034 -3.34 -3.19 -3.32 -3.23 -3.12 -3.07 -3.05 -3.06 -3.15 -3.28 -3.37 -3.38
2035 -3.34 -3.19 -3.32 -3.23 -3.11 -3.06 -3.04 -3.05 -3.15 -3.28 -3.37 -3.37
2036 -3.34 -3.19 -3.32 -3.23  -3.1 -3.05 -3.03 -3.04 -3.14 -3.28 -3.37 -3.37
2037 -3.33 -3.18 -3.31 -3.22 -3.09 -3.05 -3.02 -3.03 -3.13 -3.27 -3.37 -3.37
2038 -3.33 -3.17 -3.31 -3.22 -3.09 -3.04 -3.01 -3.02 -3.13 -3.27 -3.37 -3.37
2039 -3.33 -3.16 -3.31 -3.21 -3.08 -3.03    -3 -3.01 -3.12 -3.26 -3.37 -3.37
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 139 CANDONGA              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.16  1.32  1.27  1.77  1.78  1.81  2.04  2.07  1.71  1.45   1.2  1.18
2026  1.19  1.35   1.3  1.82  1.83  1.86  2.09  2.12  1.75  1.48  1.23  1.21
2027  1.21  1.38  1.32  1.86  1.87   1.9  2.13  2.17  1.79  1.51  1.25  1.23
2028  1.24  1.41  1.35   1.9  1.91  1.94  2.19  2.22  1.83  1.54  1.28  1.26
2029  1.26  1.44  1.38  1.95  1.95  1.99  2.24  2.27  1.87  1.58   1.3  1.28
2030  1.29  1.47  1.41  1.99     2  2.03  2.29  2.32  1.91  1.61  1.33  1.31
2031  1.31   1.5  1.43  2.03  2.04  2.08  2.34  2.37  1.95  1.64  1.35  1.33
2032  1.34  1.52  1.46  2.08  2.09  2.12  2.39  2.43  1.99  1.67  1.38  1.36
2033  1.36  1.56  1.49  2.12  2.13  2.17  2.44  2.48  2.03  1.71   1.4  1.38
2034  1.39  1.59  1.52  2.16  2.17  2.21  2.49  2.53  2.07  1.74  1.43   1.4
2035  1.41  1.62  1.54   2.2  2.21  2.25  2.54  2.58  2.11  1.77  1.45  1.43
2036  1.43  1.64  1.57  2.25  2.26   2.3  2.59  2.63  2.15   1.8  1.48  1.45
2037  1.46  1.67   1.6  2.29   2.3  2.34  2.64  2.68  2.19  1.83   1.5  1.47
2038  1.48   1.7  1.62  2.33  2.34  2.38  2.69  2.73  2.23  1.86  1.52   1.5
2039   1.5  1.73  1.65  2.37  2.38  2.42  2.74  2.78  2.27  1.89  1.55  1.52
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 141 BAGUARI               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.39   3.7  2.62  3.59  3.86     4  4.29  4.44  3.94  3.17  2.13  2.09
2026  2.42  3.77  2.66  3.66  3.94  4.08  4.38  4.54  4.02  3.22  2.15  2.12
2027  2.46  3.84  2.71  3.73  4.02  4.16  4.46  4.62   4.1  3.27  2.18  2.15
2028  2.48  3.85  2.75   3.8   4.1  4.25  4.56  4.73  4.18  3.33  2.21  2.17
2029  2.52  3.99  2.79  3.87  4.18  4.33  4.65  4.82  4.26  3.39  2.23   2.2
2030  2.56  4.06  2.83  3.94  4.25  4.41  4.74  4.91  4.34  3.45  2.26  2.22
2031  2.59  4.14  2.87  4.01  4.33  4.49  4.82     5  4.42   3.5  2.28  2.25
2032  2.62  4.14  2.91  4.09  4.41  4.58  4.92  5.11   4.5  3.56  2.31  2.27
2033  2.66  4.29  2.96  4.16  4.49  4.66  5.01  5.21  4.58  3.62  2.34   2.3
2034   2.7  4.36     3  4.23  4.57  4.75   5.1   5.3  4.66  3.68  2.36  2.32
2035  2.73  4.44  3.04   4.3  4.65  4.82  5.19  5.39  4.74  3.73  2.39  2.35
2036  2.76  4.44  3.08  4.37  4.73  4.91  5.29  5.49  4.83  3.79  2.42  2.37
2037   2.8  4.59  3.12  4.44  4.81     5  5.38  5.59  4.91  3.85  2.44   2.4
2038  2.84  4.66  3.16  4.51  4.89  5.08  5.47  5.68  4.99   3.9  2.47  2.42
2039  2.87  4.73   3.2  4.58  4.96  5.15  5.55  5.77  5.06  3.95  2.49  2.45
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 143 AIMORES               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  18.8 21.53 19.46 20.58 20.79 20.88 21.36 21.74 21.23 19.79 17.53 17.33
2026 18.86 21.66 19.53 20.69 20.91    21 21.48 21.88 21.35 19.87 17.55 17.34
2027 18.91  21.8 19.61  20.8 21.01  21.1  21.6 22.01 21.46 19.94 17.57 17.35
2028 18.94 21.76 19.68 20.91 21.13 21.23 21.74 22.16  21.6 20.03 17.58 17.36
2029 19.02 22.07 19.76 21.01 21.24 21.34 21.87  22.3 21.72 20.12  17.6 17.37
2030 19.07 22.21 19.83 21.12 21.36 21.46    22 22.44 21.84  20.2 17.62 17.38
2031 19.13 22.34  19.9 21.23 21.47 21.56 22.12 22.58 21.97 20.28 17.63 17.39
2032 19.17 22.29 19.98 21.34 21.59  21.7 22.27 22.74 22.11 20.37 17.65  17.4
2033 19.25 22.63 20.06 21.45 21.71 21.82  22.4 22.88 22.24 20.46 17.67 17.42
2034  19.3 22.77 20.14 21.57 21.83 21.94 22.54 23.03 22.37 20.54 17.69 17.43
2035 19.36 22.91 20.22 21.67 21.94 22.04 22.66 23.15 22.48 20.62 17.71 17.44
2036 19.39 22.84 20.29 21.79 22.06 22.18  22.8 23.32 22.62 20.71 17.73 17.45
2037 19.47 23.19 20.37  21.9 22.18 22.29 22.94 23.46 22.75  20.8 17.74 17.46
2038 19.53 23.33 20.45 22.01  22.3 22.41 23.07 23.61 22.88 20.89 17.76 17.48
2039 19.59 23.47 20.52 22.12  22.4 22.51 23.19 23.73 22.99 20.96 17.78 17.49
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 144 MASCARENHAS           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 -13.3 -10.4-13.01-11.53-11.29-11.11-10.57-10.08-10.65-12.54-15.14-15.33
2026-13.24-10.25-12.93-11.41-11.17-10.98-10.42 -9.92-10.51-12.45-15.12-15.32
2027-13.17-10.09-12.86-11.29-11.06-10.88 -10.3 -9.77-10.38-12.37-15.11-15.31
2028-13.13-10.14-12.78-11.17-10.91-10.72-10.13 -9.59-10.22-12.28 -15.1 -15.3
2029-13.04 -9.79-12.71-11.05-10.79-10.59 -9.98 -9.43-10.08-12.19-15.09 -15.3
2030-12.97 -9.63-12.63-10.93-10.66-10.46 -9.84 -9.28 -9.94 -12.1-15.07-15.29
2031 -12.9 -9.48-12.55-10.81-10.55-10.35 -9.71 -9.13  -9.8-12.02-15.06-15.28
2032-12.86 -9.54-12.47-10.68 -10.4-10.19 -9.53 -8.94 -9.64-11.92-15.05-15.28
2033-12.76 -9.16 -12.4-10.56-10.27-10.05 -9.38 -8.78 -9.49-11.83-15.03-15.27
2034-12.69    -9-12.32-10.44-10.14 -9.92 -9.23 -8.61 -9.35-11.74-15.02-15.26
2035-12.62 -8.84-12.24-10.31-10.03 -9.82  -9.1 -8.47 -9.21-11.66-15.01-15.25
2036-12.59 -8.93-12.16-10.19 -9.88 -9.65 -8.93 -8.28 -9.05-11.56-14.99-15.25
2037-12.48 -8.53-12.08-10.07 -9.75 -9.51 -8.78 -8.12 -8.91-11.47-14.98-15.24
2038-12.41 -8.37-12.01 -9.94 -9.62 -9.38 -8.63 -7.95 -8.76-11.38-14.97-15.23
2039-12.35 -8.21-11.93 -9.82 -9.51 -9.28  -8.5 -7.81 -8.63 -11.3-14.96-15.22
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 145 SUICA                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025   0.1   0.2   0.1  0.16  0.19  0.19   0.2  0.24  0.26  0.14  0.09  0.09
2026   0.1  0.21   0.1  0.16   0.2   0.2   0.2  0.25  0.27  0.15  0.09  0.09
2027   0.1  0.22  0.11  0.17   0.2   0.2  0.21  0.26  0.28  0.15   0.1   0.1
2028   0.1  0.22  0.11  0.17  0.21  0.21  0.21  0.27  0.29  0.15   0.1   0.1
2029  0.11  0.23  0.11  0.17  0.21  0.22  0.22  0.27  0.29  0.16   0.1   0.1
2030  0.11  0.23  0.12  0.18  0.22  0.22  0.22  0.28   0.3  0.16   0.1   0.1
2031  0.11  0.24  0.12  0.18  0.22  0.23  0.23  0.29  0.31  0.17  0.11  0.11
2032  0.12  0.24  0.12  0.19  0.23  0.23  0.23  0.29  0.32  0.17  0.11  0.11
2033  0.12  0.25  0.12  0.19  0.23  0.24  0.24   0.3  0.32  0.17  0.11  0.11
2034  0.12  0.26  0.13   0.2  0.24  0.25  0.25  0.31  0.33  0.18  0.11  0.11
2035  0.12  0.26  0.13   0.2  0.24  0.25  0.25  0.31  0.34  0.18  0.12  0.12
2036  0.13  0.26  0.13  0.21  0.25  0.26  0.26  0.32  0.35  0.19  0.12  0.12
2037  0.13  0.28  0.14  0.21  0.26  0.26  0.26  0.33  0.35  0.19  0.12  0.12
2038  0.13  0.28  0.14  0.22  0.26  0.27  0.27  0.34  0.36   0.2  0.12  0.12
2039  0.13  0.29  0.14  0.22  0.27  0.27  0.27  0.34  0.37   0.2  0.13  0.13
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 148 IRAPE                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.34  0.86  0.53  0.97  1.26  1.35  1.37  1.38  1.24  0.75  0.15  0.14
2026  0.35  0.88  0.54  0.99   1.3  1.38   1.4  1.42  1.27  0.77  0.15  0.14
2027  0.36  0.91  0.55  1.02  1.33  1.41  1.43  1.46   1.3  0.78  0.15  0.14
2028  0.36   0.9  0.56  1.04  1.37  1.46  1.48   1.5  1.34   0.8  0.15  0.14
2029  0.37  0.95  0.57  1.07   1.4  1.49  1.51  1.53  1.37  0.82  0.16  0.14
2030  0.38  0.97  0.59  1.09  1.44  1.53  1.55  1.57   1.4  0.84  0.16  0.14
2031  0.38     1   0.6  1.12  1.47  1.56  1.58  1.61  1.44  0.86  0.16  0.14
2032  0.39  0.99  0.61  1.15  1.51   1.6  1.63  1.65  1.47  0.88  0.16  0.14
2033   0.4  1.04  0.62  1.17  1.54  1.64  1.66  1.68   1.5   0.9  0.16  0.14
2034  0.41  1.06  0.64   1.2  1.58  1.68   1.7  1.72  1.54  0.92  0.16  0.14
2035  0.41  1.09  0.65  1.22  1.61  1.71  1.73  1.76  1.57  0.93  0.16  0.14
2036  0.41  1.07  0.66  1.25  1.64  1.75  1.78   1.8  1.61  0.95  0.16  0.14
2037  0.43  1.13  0.67  1.27  1.68  1.79  1.81  1.84  1.64  0.97  0.16  0.15
2038  0.43  1.15  0.68   1.3  1.71  1.83  1.85  1.87  1.67  0.99  0.16  0.15
2039  0.44  1.18   0.7  1.33  1.75  1.85  1.88  1.91  1.71  1.01  0.17  0.15
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 155 RETIRO BAIXO          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 10.19 11.35  10.9 12.76 13.22 13.23 12.91 12.71 12.05 11.23 10.27 10.16
2026 10.29  11.5 11.03 12.96 13.43 13.44 13.11 12.89  12.2 11.36 10.36 10.25
2027 10.39 11.64 11.15 13.14 13.63 13.63 13.29 13.06 12.35 11.48 10.45 10.33
2028 10.48 11.73 11.27 13.33 13.84 13.85 13.49 13.25  12.5 11.61 10.55 10.42
2029 10.58 11.92 11.39 13.52 14.04 14.05 13.68 13.42 12.65 11.73 10.64  10.5
2030 10.67 12.06  11.5 13.71 14.24 14.25 13.86 13.59 12.79 11.85 10.72 10.59
2031 10.76  12.2 11.62 13.89 14.44 14.45 14.05 13.76 12.94 11.97 10.81 10.67
2032 10.85 12.28 11.74 14.07 14.65 14.66 14.24 13.94 13.09 12.08 10.89 10.74
2033 10.93 12.47 11.85 14.25 14.84 14.86 14.42 14.11 13.23  12.2 10.97 10.82
2034 11.01  12.6 11.95 14.43 15.04 15.06  14.6 14.27 13.36  12.3 11.04 10.89
2035 11.09 12.73 12.06  14.6 15.22 15.24 14.78 14.42 13.49  12.4 11.11 10.95
2036 11.16 12.78 12.16 14.77 15.41 15.44 14.95 14.59 13.62 12.51 11.18 11.01
2037 11.23 12.96 12.25 14.93 15.59 15.62 15.12 14.74 13.74  12.6 11.24 11.07
2038  11.3 13.08 12.34 15.09 15.77  15.8 15.28 14.89 13.87  12.7  11.3 11.13
2039 11.36 13.19 12.43 15.25 15.94 15.97 15.44 15.03 13.98 12.78 11.36 11.18
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 156 TRES MARIAS           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  5.05  6.86  6.47  9.31 10.87 11.85 11.88 11.76   9.9  7.78  5.08   4.5
2026  5.13  7.01   6.6  9.57 11.18 12.18 12.21  12.1 10.16  7.96  5.14  4.55
2027   5.2  7.15  6.73  9.82 11.49 12.48 12.52 12.42 10.42  8.13  5.21  4.59
2028  5.27   7.2  6.86 10.08 11.81 12.86 12.88 12.76 10.68  8.31  5.28  4.63
2029  5.34  7.44     7 10.33 12.12 13.19 13.22  13.1 10.95  8.49  5.34  4.67
2030  5.42  7.58  7.12 10.59 12.43 13.53 13.54 13.34 11.16  8.67  5.41  4.71
2031  5.49  7.73  7.26 10.85 12.75 13.83 13.87 13.76 11.48  8.84  5.47  4.75
2032  5.55  7.77  7.39 11.11 13.08 14.22 14.25 14.12 11.75  9.03  5.54  4.79
2033  5.63  8.02  7.52 11.37  13.4 14.57 14.59 14.46 12.01  9.21   5.6  4.83
2034   5.7  8.17  7.65 11.63 13.72 14.92 14.94  14.8 12.28  9.38  5.66  4.87
2035  5.77  8.31  7.78 11.89 14.03 15.22 15.25 15.13 12.54  9.55  5.72  4.91
2036  5.82  8.33  7.91 12.15 14.36 15.61 15.62 15.48 12.81  9.74  5.78  4.94
2037   5.9  8.59  8.04  12.4 14.68 15.95 15.97 15.82 13.07  9.91  5.84  4.97
2038  5.97  8.74  8.16 12.66    15 16.29 16.31 16.16 13.33 10.09   5.9  5.01
2039  6.03  8.88  8.29 12.91  15.3 16.58 16.61 16.47 13.59 10.25  5.95  5.04
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 162 QUEIMADO              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.37  3.55  1.52  6.92 14.84 13.14 11.09  10.1  7.99  3.59  1.16  1.13
2026  1.39  3.67  1.54  7.16 15.37  13.6 11.46  10.4   8.2  3.67  1.16  1.14
2027  1.41  3.78  1.56  7.41  15.9 13.98 11.82 10.69  8.42  3.76  1.16  1.14
2028  1.42  3.81  1.59  7.65 16.43 14.51  12.2 10.99  8.64  3.84  1.16  1.14
2029  1.44  4.01  1.61   7.9 16.96 14.97 12.56 11.29  8.85  3.93  1.17  1.14
2030  1.46  4.12  1.63  8.14 17.48 15.42 12.93 11.59  9.06  4.01  1.17  1.14
2031  1.47  4.22  1.65  8.37 17.98 15.77 13.27 11.87  9.27  4.09  1.17  1.14
2032  1.48  4.23  1.67  8.59 18.48 16.28 13.62 12.16  9.48  4.17  1.17  1.15
2033   1.5  4.42  1.69  8.82 18.98 16.71 13.96 12.44  9.69  4.25  1.17  1.15
2034  1.52  4.53  1.71  9.04 19.47 17.14 14.31 12.73   9.9  4.33  1.18  1.15
2035  1.53  4.63  1.73  9.27 19.97 17.48 14.64 13.01  10.1  4.41  1.18  1.15
2036  1.54  4.62  1.75  9.49 20.47    18    15  13.3 10.32  4.49  1.18  1.15
2037  1.56  4.83  1.77  9.72 20.97 18.43 15.34 13.59 10.53  4.57  1.18  1.15
2038  1.58  4.93  1.79  9.94 21.47 18.85 15.68 13.87 10.74  4.66  1.19  1.16
2039  1.59  5.03  1.81 10.17 21.96 19.19 16.02 14.15 10.94  4.74  1.19  1.16
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 185 BARRA BRAUNA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.64  0.89  0.84  1.51  1.56  1.57  1.76  1.95  1.69   1.2  0.66  0.62
2026  0.64   0.9  0.86  1.54  1.59   1.6   1.8     2  1.72  1.22  0.67  0.62
2027  0.65  0.92  0.87  1.57  1.62  1.63  1.83  2.04  1.75  1.24  0.67  0.63
2028  0.65  0.92  0.88   1.6  1.65  1.66  1.88  2.08  1.79  1.26  0.68  0.63
2029  0.66  0.94  0.89  1.63  1.69   1.7  1.91  2.13  1.83  1.28  0.68  0.63
2030  0.66  0.95   0.9  1.66  1.72  1.73  1.95  2.17  1.86   1.3  0.69  0.64
2031  0.67  0.96  0.91  1.69  1.75  1.76  1.99  2.21   1.9  1.32  0.69  0.64
2032  0.67  0.96  0.92  1.72  1.78  1.79  2.03  2.26  1.94  1.34   0.7  0.65
2033  0.68  0.99  0.93  1.76  1.82  1.83  2.07   2.3  1.97  1.37  0.71  0.65
2034  0.68     1  0.94  1.79  1.85  1.86  2.11  2.35  2.01  1.39  0.71  0.65
2035  0.69  1.01  0.95  1.82  1.88  1.89  2.14  2.39  2.04   1.4  0.72  0.66
2036  0.69  1.01  0.96  1.85  1.91  1.93  2.18  2.43  2.08  1.43  0.72  0.66
2037   0.7  1.04  0.98  1.88  1.95  1.96  2.22  2.48  2.12  1.45  0.73  0.67
2038   0.7  1.05  0.99  1.91  1.98  1.99  2.26  2.52  2.15  1.47  0.73  0.67
2039   0.7  1.06     1  1.94  2.01  2.02  2.29  2.56  2.18  1.49  0.74  0.67
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 192 GUILMAN-AMOR          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.26   2.5  2.41  2.91  3.04  2.95  2.89  2.98  2.92  2.67  2.31  2.31
2026  2.31  2.55  2.46  2.97  3.11  3.02  2.96  3.05  2.99  2.72  2.35  2.35
2027  2.35   2.6   2.5  3.03  3.17  3.08  3.01  3.11  3.04  2.77  2.39  2.39
2028   2.4  2.64  2.55   3.1  3.24  3.15  3.08  3.18  3.11  2.83  2.44  2.44
2029  2.45  2.71   2.6  3.16  3.31  3.21  3.15  3.25  3.18  2.89  2.49  2.49
2030  2.49  2.76  2.65  3.23  3.38  3.28  3.21  3.31  3.24  2.95  2.54  2.54
2031  2.54  2.82  2.71   3.3  3.45  3.35  3.28  3.38  3.31  3.01  2.58  2.58
2032  2.59  2.86  2.76  3.36  3.52  3.42  3.34  3.45  3.37  3.06  2.63  2.63
2033  2.63  2.92  2.81  3.43  3.59  3.48  3.41  3.52  3.44  3.12  2.67  2.68
2034  2.68  2.97  2.86  3.49  3.66  3.55  3.47  3.58   3.5  3.18  2.72  2.72
2035  2.72  3.03  2.91  3.56  3.73  3.61  3.53  3.65  3.56  3.23  2.77  2.77
2036  2.77  3.07  2.96  3.62   3.8  3.68   3.6  3.72  3.63  3.29  2.81  2.81
2037  2.81  3.13     3  3.68  3.86  3.74  3.65  3.77  3.69  3.34  2.85  2.85
2038  2.85  3.18  3.05  3.74  3.93   3.8  3.72  3.84  3.75   3.4  2.89   2.9
2039   2.9  3.23   3.1  3.81     4  3.87  3.78   3.9  3.81  3.45  2.94  2.94
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 193 SA CARVALHO           Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 -0.79 -0.78 -0.78 -0.76 -0.75 -0.74 -0.73 -0.72 -0.73 -0.76 -0.79 -0.79
2026 -0.79 -0.78 -0.78 -0.76 -0.75 -0.74 -0.73 -0.72 -0.73 -0.76 -0.79 -0.79
2027 -0.79 -0.78 -0.78 -0.76 -0.75 -0.74 -0.73 -0.72 -0.73 -0.76 -0.79 -0.79
2028 -0.79 -0.78 -0.78 -0.76 -0.75 -0.74 -0.73 -0.71 -0.72 -0.76 -0.79 -0.79
2029 -0.79 -0.78 -0.78 -0.75 -0.75 -0.74 -0.73 -0.71 -0.72 -0.76 -0.79 -0.79
2030 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.72 -0.71 -0.72 -0.75 -0.79 -0.79
2031 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.72 -0.71 -0.72 -0.75 -0.79 -0.79
2032 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.72  -0.7 -0.72 -0.75 -0.79 -0.79
2033 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.72  -0.7 -0.71 -0.75 -0.79 -0.79
2034 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.72  -0.7 -0.71 -0.75 -0.79 -0.79
2035 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.71  -0.7 -0.71 -0.75 -0.79 -0.79
2036 -0.79 -0.78 -0.78 -0.75 -0.74 -0.73 -0.71 -0.69 -0.71 -0.75 -0.79 -0.79
2037 -0.79 -0.77 -0.78 -0.75 -0.73 -0.72 -0.71 -0.69 -0.71 -0.75 -0.79 -0.79
2038 -0.79 -0.77 -0.78 -0.74 -0.73 -0.72 -0.71 -0.69  -0.7 -0.75 -0.79 -0.79
2039 -0.79 -0.77 -0.78 -0.74 -0.73 -0.72 -0.71 -0.69  -0.7 -0.75 -0.79 -0.79
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 195 JAURU                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.04  1.04  1.04  1.05  1.05  1.06  1.06  1.07  1.06  1.05  1.05  1.05
2026  1.05  1.05  1.05  1.05  1.05  1.06  1.07  1.07  1.06  1.05  1.05  1.05
2027  1.05  1.05  1.05  1.05  1.05  1.06  1.07  1.07  1.06  1.05  1.05  1.05
2028  1.05  1.05  1.05  1.05  1.06  1.07  1.07  1.07  1.06  1.05  1.05  1.05
2029  1.05  1.05  1.05  1.05  1.06  1.07  1.07  1.07  1.06  1.05  1.05  1.05
2030  1.05  1.05  1.05  1.05  1.06  1.07  1.07  1.07  1.06  1.05  1.05  1.05
2031  1.05  1.05  1.05  1.05  1.06  1.07  1.07  1.08  1.07  1.05  1.05  1.05
2032  1.05  1.05  1.05  1.05  1.06  1.07  1.08  1.08  1.07  1.06  1.05  1.05
2033  1.05  1.05  1.05  1.05  1.06  1.07  1.08  1.08  1.07  1.06  1.05  1.05
2034  1.05  1.05  1.05  1.05  1.06  1.07  1.08  1.08  1.07  1.06  1.05  1.05
2035  1.05  1.05  1.05  1.05  1.06  1.08  1.08  1.08  1.07  1.06  1.05  1.05
2036  1.05  1.05  1.05  1.05  1.06  1.08  1.08  1.09  1.07  1.06  1.05  1.05
2037  1.05  1.05  1.05  1.06  1.06  1.08  1.08  1.09  1.07  1.06  1.05  1.05
2038  1.05  1.05  1.05  1.06  1.07  1.08  1.09  1.09  1.07  1.06  1.05  1.05
2039  1.05  1.05  1.05  1.06  1.07  1.08  1.09  1.09  1.08  1.06  1.05  1.05
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 196 GUAPORE               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02
2026  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.02  3.03  3.03  3.03
2027  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2028  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2029  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2030  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2031  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2032  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2033  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2034  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2035  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2036  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2037  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03  3.03
2038  3.03  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04
2039  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04  3.04
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 217 ROSAL                 Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.22  2.29  2.23  2.29  2.35  2.37  2.38   2.4  2.37   2.3  2.22  2.22
2026  2.22  2.29  2.23  2.29  2.35  2.38  2.38  2.41  2.38   2.3  2.22  2.22
2027  2.22  2.29  2.23   2.3  2.36  2.38  2.39  2.42  2.38   2.3  2.22  2.22
2028  2.22  2.29  2.23   2.3  2.36  2.39  2.39  2.42  2.39  2.31  2.22  2.22
2029  2.22   2.3  2.23   2.3  2.37   2.4   2.4  2.43  2.39  2.31  2.22  2.22
2030  2.22   2.3  2.23  2.31  2.37   2.4   2.4  2.43   2.4  2.31  2.22  2.22
2031  2.22  2.31  2.24  2.31  2.37   2.4  2.41  2.44   2.4  2.31  2.22  2.22
2032  2.23   2.3  2.24  2.31  2.38  2.41  2.41  2.45  2.41  2.32  2.22  2.22
2033  2.23  2.31  2.24  2.31  2.38  2.42  2.42  2.45  2.42  2.32  2.22  2.22
2034  2.23  2.31  2.24  2.32  2.39  2.42  2.42  2.46  2.42  2.32  2.22  2.22
2035  2.23  2.32  2.24  2.32  2.39  2.43  2.43  2.46  2.43  2.33  2.22  2.22
2036  2.23  2.32  2.24  2.32   2.4  2.43  2.44  2.47  2.43  2.33  2.22  2.22
2037  2.23  2.32  2.24  2.32   2.4  2.44  2.44  2.48  2.44  2.33  2.23  2.22
2038  2.23  2.32  2.24  2.33  2.41  2.44  2.45  2.48  2.44  2.34  2.23  2.22
2039  2.23  2.33  2.24  2.33  2.41  2.45  2.45  2.49  2.45  2.34  2.23  2.22
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM: 250 MIRADOR               Penal: 0          0
