****   8.3288 100 ITAIPU       :>: H:  66                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
A~no Blk ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2025   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2025   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2025   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2026   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2026   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2026   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2026   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2027   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2027   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2027   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2027   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2028   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2028   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2028   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2028   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2029   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2029   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2029   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2029   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2030   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2030   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2030   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2030   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2031   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2031   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2031   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2031   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2032   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2032   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2032   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2032   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2033   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2033   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2033   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2033   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2034   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2034   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2034   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2034   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2035   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2035   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2035   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2035   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2036   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2036   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2036   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2036   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2037   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2037   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2037   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2037   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2038   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2038   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2038   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2038   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2039   1    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2039   2    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2039   3    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
2039   4    6702    7596    6737    5274    5182    5880    6074    6548    6549    6932    6681    6503
