**** Planta:  227 SINOP       
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2026  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2027  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2028  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2029  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2030  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2031  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2032  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2033  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2034  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2035  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2036  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2037  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2038  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
2039  3071.2  3071.2  3071.2  3071.2  3071.2  3071.2 2488.97 2488.97 2488.97 2488.97  3071.2  3071.2
