$version=2
&pa, 1
&se, 1
&su, 1
&ne, 1
&no, 1
&it, 1
&ar, 1
&ma, 1
&bm, 1
&tp, 1
&ta, 1
&iv, 1
&im, 1
&xi, 1
!T_Cod  ,T_Nam       ,System,EA,
!       ,            ,      ,Mwmed,
