$version=3
!Num Name........ .Bus. Tipo #Uni .PotIns ..FatOpe ProbFal SFal Stat. ....O&M CurtCos TechTyp
1750 UFVAM062083      0    0    1    0.36        1       0    0   304       0      10       2
2185 PCTAM028348      0    0    1       9        1       0    0   434       0      10       3
3419 PCHRR000076      0    1    1      10        1       0    0   404       0      10       4
3448 PCHAP026792      0    1    1     3.4        1       0    0   417       0      10       4
4873 MMGDAM10300      0    0    1       0        1       0    0   560       0      11       2
4874 MMGDAM10304      0    0    1       0        1       0    0   560       0      11       2
4875 MMGDAM10306      0    0    1       0        1       0    0   560       0      11       2
4876 MMGDAM10308      0    0    1       0        1       0    0   560       0      11       2
4877 MMGDAM10310      0    0    1       0        1       0    0   560       0      11       2
4878 MMGDAM10312      0    0    1       0        1       0    0   560       0      11       2
4879 MMGDAM10313      0    0    1       0        1       0    0   560       0      11       2
4880 MMGDAM10314      0    0    1       0        1       0    0   560       0      11       2
4881 MMGDAM10335      0    0    1       0        1       0    0   560       0      11       2
4882 MMGDAM10350      0    0    1       0        1       0    0   560       0      11       2
4883 MMGDAM10351      0    0    1       0        1       0    0   560       0      11       2
4884 MMGDAM10360      0    0    1       0        1       0    0   560       0      11       2
4885 MMGDAM10370      0    0    1       0        1       0    0   560       0      11       2
4886 MMGDAM10380      0    0    1       0        1       0    0   560       0      11       2
4887 MMGDAM10395      0    0    1       0        1       0    0   560       0      11       2
4888 MMGDAM10420      0    0    1       0        1       0    0   560       0      11       2
4889 MMGDAM10430      0    0    1       0        1       0    0   560       0      11       2
4890 MMGDAM10437      0    0    1       0        1       0    0   560       0      11       2
4891 MMGDAM10440      0    0    1       0        1       0    0   560       0      11       2
4892 MMGDAM10450      0    0    1       0        1       0    0   560       0      11       2
4893 MMGDAM10460      0    0    1       0        1       0    0   560       0      11       2
4894 MMGDAM10461      0    0    1       0        1       0    0   560       0      11       2
4895 MMGDAM10480      0    0    1       0        1       0    0   560       0      11       2
4896 MMGDAM10485      0    0    1       0        1       0    0   560       0      11       2
4897 MMGDAM10490      0    0    1       0        1       0    0   560       0      11       2
4898 MMGDAM10492      0    0    1       0        1       0    0   560       0      11       2
4899 MMGDAM10515      0    0    1       0        1       0    0   560       0      11       2
4900 MMGDAM10520      0    0    1       0        1       0    0   560       0      11       2
4901 MMGDAM10530      0    0    1       0        1       0    0   560       0      11       2
4902 MMGDAM10540      0    0    1       0        1       0    0   560       0      11       2
4903 MMGDAM10545      0    0    1       0        1       0    0   560       0      11       2
4904 MMGDAM10550      0    0    1       0        1       0    0   560       0      11       2
4905 MMGDAM10555      0    0    1       0        1       0    0   560       0      11       2
4906 MMGDAM10567      0    0    1       0        1       0    0   560       0      11       2
4907 MMGDAM10576      0    0    1       0        1       0    0   560       0      11       2
4908 MMGDAM10577      0    0    1       0        1       0    0   560       0      11       2
4909 MMGDAM10578      0    0    1       0        1       0    0   560       0      11       2
4910 MMGDAM10700      0    0    1       0        1       0    0   560       0      11       2
4911 MMGDAM10701      0    0    1       0        1       0    0   560       0      11       2
4912 MMGDAM10722      0    0    1       0        1       0    0   560       0      11       2
4913 MMGDAM10723      0    0    1       0        1       0    0   560       0      11       2
4914 MMGDAM10724      0    0    1       0        1       0    0   560       0      11       2
4915 MMGDAM10725      0    0    1       0        1       0    0   560       0      11       2
4916 MMGDAM10726      0    0    1       0        1       0    0   560       0      11       2
4917 MMGDAM10727      0    0    1       0        1       0    0   560       0      11       2
4918 MMGDAM10728      0    0    1       0        1       0    0   560       0      11       2
4919 MMGDAM10729      0    0    1       0        1       0    0   560       0      11       2
4920 MMGDAM10730      0    0    1       0        1       0    0   560       0      11       2
4921 MMGDAM10731      0    0    1       0        1       0    0   560       0      11       2
4922 MMGDAM10733      0    0    1       0        1       0    0   560       0      11       2
4923 MMGDAM10735      0    0    1       0        1       0    0   560       0      11       2
4924 MMGDAM10736      0    0    1       0        1       0    0   560       0      11       2
4925 MMGDAM10737      0    0    1       0        1       0    0   560       0      11       2
4926 MMGDAM10801      0    0    1       0        1       0    0   560       0      11       2
4927 MMGDAM10802      0    0    1       0        1       0    0   560       0      11       2
4928 MMGDAM10803      0    0    1       0        1       0    0   560       0      11       2
4929 MMGDAM10804      0    0    1       0        1       0    0   560       0      11       2
4930 MMGDAM10805      0    0    1       0        1       0    0   560       0      11       2
4931 MMGDAM10807      0    0    1       0        1       0    0   560       0      11       2
4932 MMGDAM10808      0    0    1       0        1       0    0   560       0      11       2
4933 MMGDAP10026      0    0    1       0        1       0    0   561       0      11       2
4934 MMGDAP10049      0    0    1       0        1       0    0   561       0      11       2
4935 MMGDAP10060      0    0    1       0        1       0    0   561       0      11       2
4936 MMGDAP10061      0    0    1       0        1       0    0   561       0      11       2
4937 MMGDAP10062      0    0    1       0        1       0    0   561       0      11       2
4938 MMGDAP10066      0    0    1       0        1       0    0   561       0      11       2
4939 MMGDAP10067      0    0    1       0        1       0    0   561       0      11       2
4940 MMGDAP10068      0    0    1       0        1       0    0   561       0      11       2
4941 MMGDAP10072      0    0    1       0        1       0    0   561       0      11       2
4942 MMGDAP10073      0    0    1       0        1       0    0   561       0      11       2
4943 MMGDAP10074      0    0    1       0        1       0    0   561       0      11       2
4944 MMGDAP10088      0    0    1       0        1       0    0   561       0      11       2
4945 MMGDAP10146      0    0    1       0        1       0    0   561       0      11       2
6182 MMGDRR52227      0    0    1       0        1       0    0   581       0      11       2
6183 MMGDRR52228      0    0    1       0        1       0    0   581       0      11       2
6184 MMGDRR52229      0    0    1       0        1       0    0   581       0      11       2
6185 MMGDRR52230      0    0    1       0        1       0    0   581       0      11       2
6186 MMGDRR52231      0    0    1       0        1       0    0   581       0      11       2
6187 MMGDRR52232      0    0    1       0        1       0    0   581       0      11       2
6188 MMGDRR52240      0    0    1       0        1       0    0   581       0      11       2
6189 MMGDRR52244      0    0    1       0        1       0    0   581       0      11       2
6190 MMGDRR52248      0    0    1       0        1       0    0   581       0      11       2
6191 MMGDRR52252      0    0    1       0        1       0    0   581       0      11       2
6192 MMGDRR52256      0    0    1       0        1       0    0   581       0      11       2
6193 MMGDRR52260      0    0    1       0        1       0    0   581       0      11       2
6194 MMGDRR52264      0    0    1       0        1       0    0   581       0      11       2
6195 MMGDRR52276      0    0    1       0        1       0    0   581       0      11       2
6196 MMGDRR52305      0    0    1       0        1       0    0   581       0      11       2
6197 MMGDRR52310      0    0    1       0        1       0    0   581       0      11       2
