$version=1
!code,Date,block,UnitsInService
360,2030/01/01,1,1
360,2030/01/01,2,1
360,2030/01/01,3,1
360,2030/01/01,4,1
360,2031/01/01,1,0
360,2031/01/01,2,0
360,2031/01/01,3,0
360,2031/01/01,4,0
361,1900/01/01,1,0
361,1900/01/01,2,0
361,1900/01/01,3,0
361,1900/01/01,4,0
362,1900/01/01,1,0
362,1900/01/01,2,0
362,1900/01/01,3,0
362,1900/01/01,4,0
363,1900/01/01,1,1
363,1900/01/01,2,1
363,1900/01/01,3,1
363,1900/01/01,4,1
364,1900/01/01,1,0
364,1900/01/01,2,0
364,1900/01/01,3,0
364,1900/01/01,4,0
365,1900/01/01,1,0
365,1900/01/01,2,0
365,1900/01/01,3,0
365,1900/01/01,4,0
366,1900/01/01,1,3
366,1900/01/01,2,3
366,1900/01/01,3,3
366,1900/01/01,4,3
368,1900/01/01,1,2
368,1900/01/01,2,2
368,1900/01/01,3,2
368,1900/01/01,4,2
369,1900/01/01,1,1
369,1900/01/01,2,1
369,1900/01/01,3,1
369,1900/01/01,4,1
370,1900/01/01,1,0
370,1900/01/01,2,0
370,1900/01/01,3,0
370,1900/01/01,4,0
371,1900/01/01,1,0
371,1900/01/01,2,0
371,1900/01/01,3,0
371,1900/01/01,4,0
372,1900/01/01,1,1
372,1900/01/01,2,1
372,1900/01/01,3,1
372,1900/01/01,4,1
373,1900/01/01,1,4
373,1900/01/01,2,4
373,1900/01/01,3,4
373,1900/01/01,4,4
374,1900/01/01,1,2
374,1900/01/01,2,2
374,1900/01/01,3,2
374,1900/01/01,4,2
374,2034/01/01,1,0
374,2034/01/01,2,0
374,2034/01/01,3,0
374,2034/01/01,4,0
374,2035/01/01,1,2
374,2035/01/01,2,2
374,2035/01/01,3,2
374,2035/01/01,4,2
375,1900/01/01,1,0
375,1900/01/01,2,0
375,1900/01/01,3,0
375,1900/01/01,4,0
375,2038/01/01,1,1
375,2038/01/01,2,1
375,2038/01/01,3,1
375,2038/01/01,4,1
376,1900/01/01,1,0
376,1900/01/01,2,0
376,1900/01/01,3,0
376,1900/01/01,4,0
377,1900/01/01,1,0
377,1900/01/01,2,0
377,1900/01/01,3,0
377,1900/01/01,4,0
378,1900/01/01,1,2
378,1900/01/01,2,2
378,1900/01/01,3,2
378,1900/01/01,4,2
379,1900/01/01,1,2
379,1900/01/01,2,2
379,1900/01/01,3,2
379,1900/01/01,4,2
379,2039/01/01,1,3
379,2039/01/01,2,3
379,2039/01/01,3,3
379,2039/01/01,4,3
5,1900/01/01,1,1
5,1900/01/01,2,1
5,1900/01/01,3,1
5,1900/01/01,4,1
380,1900/01/01,1,1
380,1900/01/01,2,1
380,1900/01/01,3,1
380,1900/01/01,4,1
381,1900/01/01,1,1
381,1900/01/01,2,1
381,1900/01/01,3,1
381,1900/01/01,4,1
382,1900/01/01,1,1
382,1900/01/01,2,1
382,1900/01/01,3,1
382,1900/01/01,4,1
6,1900/01/01,1,1
6,1900/01/01,2,1
6,1900/01/01,3,1
6,1900/01/01,4,1
383,1900/01/01,1,1
383,1900/01/01,2,1
383,1900/01/01,3,1
383,1900/01/01,4,1
384,1900/01/01,1,1
384,1900/01/01,2,1
384,1900/01/01,3,1
384,1900/01/01,4,1
385,1900/01/01,1,0
385,1900/01/01,2,0
385,1900/01/01,3,0
385,1900/01/01,4,0
386,1900/01/01,1,0
386,1900/01/01,2,0
386,1900/01/01,3,0
386,1900/01/01,4,0
386,2032/01/01,1,1
386,2032/01/01,2,1
386,2032/01/01,3,1
386,2032/01/01,4,1
387,1900/01/01,1,1
387,1900/01/01,2,1
387,1900/01/01,3,1
387,1900/01/01,4,1
388,1900/01/01,1,1
388,1900/01/01,2,1
388,1900/01/01,3,1
388,1900/01/01,4,1
389,1900/01/01,1,1
389,1900/01/01,2,1
389,1900/01/01,3,1
389,1900/01/01,4,1
390,1900/01/01,1,2
390,1900/01/01,2,2
390,1900/01/01,3,2
390,1900/01/01,4,2
391,1900/01/01,1,0
391,1900/01/01,2,0
391,1900/01/01,3,0
391,1900/01/01,4,0
392,1900/01/01,1,2
392,1900/01/01,2,2
392,1900/01/01,3,2
392,1900/01/01,4,2
393,1900/01/01,1,1
393,1900/01/01,2,1
393,1900/01/01,3,1
393,1900/01/01,4,1
393,2037/01/01,1,2
393,2037/01/01,2,2
393,2037/01/01,3,2
393,2037/01/01,4,2
393,2039/01/01,1,1
393,2039/01/01,2,1
393,2039/01/01,3,1
393,2039/01/01,4,1
393,2040/01/01,1,2
393,2040/01/01,2,2
393,2040/01/01,3,2
393,2040/01/01,4,2
394,1900/01/01,1,0
394,1900/01/01,2,0
394,1900/01/01,3,0
394,1900/01/01,4,0
395,1900/01/01,1,2
395,1900/01/01,2,2
395,1900/01/01,3,2
395,1900/01/01,4,2
396,1900/01/01,1,1
396,1900/01/01,2,1
396,1900/01/01,3,1
396,1900/01/01,4,1
396,2032/01/01,1,0
396,2032/01/01,2,0
396,2032/01/01,3,0
396,2032/01/01,4,0
396,2033/01/01,1,1
396,2033/01/01,2,1
396,2033/01/01,3,1
396,2033/01/01,4,1
396,2040/01/01,1,2
396,2040/01/01,2,2
396,2040/01/01,3,2
396,2040/01/01,4,2
397,1900/01/01,1,0
397,1900/01/01,2,0
397,1900/01/01,3,0
397,1900/01/01,4,0
398,1900/01/01,1,2
398,1900/01/01,2,2
398,1900/01/01,3,2
398,1900/01/01,4,2
399,1900/01/01,1,0
399,1900/01/01,2,0
399,1900/01/01,3,0
399,1900/01/01,4,0
400,1900/01/01,1,2
400,1900/01/01,2,2
400,1900/01/01,3,2
400,1900/01/01,4,2
401,1900/01/01,1,0
401,1900/01/01,2,0
401,1900/01/01,3,0
401,1900/01/01,4,0
402,1900/01/01,1,2
402,1900/01/01,2,2
402,1900/01/01,3,2
402,1900/01/01,4,2
403,1900/01/01,1,1
403,1900/01/01,2,1
403,1900/01/01,3,1
403,1900/01/01,4,1
404,1900/01/01,1,0
404,1900/01/01,2,0
404,1900/01/01,3,0
404,1900/01/01,4,0
405,1900/01/01,1,3
405,1900/01/01,2,3
405,1900/01/01,3,3
405,1900/01/01,4,3
406,1900/01/01,1,1
406,1900/01/01,2,1
406,1900/01/01,3,1
406,1900/01/01,4,1
407,1900/01/01,1,0
407,1900/01/01,2,0
407,1900/01/01,3,0
407,1900/01/01,4,0
408,1900/01/01,1,2
408,1900/01/01,2,2
408,1900/01/01,3,2
408,1900/01/01,4,2
409,1900/01/01,1,0
409,1900/01/01,2,0
409,1900/01/01,3,0
409,1900/01/01,4,0
7,1900/01/01,1,1
7,1900/01/01,2,1
7,1900/01/01,3,1
7,1900/01/01,4,1
410,1900/01/01,1,1
410,1900/01/01,2,1
410,1900/01/01,3,1
410,1900/01/01,4,1
411,1900/01/01,1,2
411,1900/01/01,2,2
411,1900/01/01,3,2
411,1900/01/01,4,2
412,1900/01/01,1,0
412,1900/01/01,2,0
412,1900/01/01,3,0
412,1900/01/01,4,0
413,1900/01/01,1,1
413,1900/01/01,2,1
413,1900/01/01,3,1
413,1900/01/01,4,1
414,1900/01/01,1,1
414,1900/01/01,2,1
414,1900/01/01,3,1
414,1900/01/01,4,1
415,1900/01/01,1,1
415,1900/01/01,2,1
415,1900/01/01,3,1
415,1900/01/01,4,1
416,1900/01/01,1,0
416,1900/01/01,2,0
416,1900/01/01,3,0
416,1900/01/01,4,0
417,1900/01/01,1,1
417,1900/01/01,2,1
417,1900/01/01,3,1
417,1900/01/01,4,1
417,2031/01/01,1,0
417,2031/01/01,2,0
417,2031/01/01,3,0
417,2031/01/01,4,0
417,2032/01/01,1,1
417,2032/01/01,2,1
417,2032/01/01,3,1
417,2032/01/01,4,1
418,1900/01/01,1,2
418,1900/01/01,2,2
418,1900/01/01,3,2
418,1900/01/01,4,2
418,2031/01/01,1,0
418,2031/01/01,2,0
418,2031/01/01,3,0
418,2031/01/01,4,0
418,2032/01/01,1,2
418,2032/01/01,2,2
418,2032/01/01,3,2
418,2032/01/01,4,2
418,2039/01/01,1,0
418,2039/01/01,2,0
418,2039/01/01,3,0
418,2039/01/01,4,0
419,1900/01/01,1,0
419,1900/01/01,2,0
419,1900/01/01,3,0
419,1900/01/01,4,0
419,2031/01/01,1,2
419,2031/01/01,2,2
419,2031/01/01,3,2
419,2031/01/01,4,2
419,2032/01/01,1,0
419,2032/01/01,2,0
419,2032/01/01,3,0
419,2032/01/01,4,0
419,2039/01/01,1,1
419,2039/01/01,2,1
419,2039/01/01,3,1
419,2039/01/01,4,1
420,1900/01/01,1,1
420,1900/01/01,2,1
420,1900/01/01,3,1
420,1900/01/01,4,1
421,1900/01/01,1,0
421,1900/01/01,2,0
421,1900/01/01,3,0
421,1900/01/01,4,0
422,1900/01/01,1,0
422,1900/01/01,2,0
422,1900/01/01,3,0
422,1900/01/01,4,0
2619,1900/01/01,1,1
2619,1900/01/01,2,1
2619,1900/01/01,3,1
2619,1900/01/01,4,1
423,1900/01/01,1,3
423,1900/01/01,2,3
423,1900/01/01,3,3
423,1900/01/01,4,3
8,1900/01/01,1,1
8,1900/01/01,2,1
8,1900/01/01,3,1
8,1900/01/01,4,1
424,1900/01/01,1,1
424,1900/01/01,2,1
424,1900/01/01,3,1
424,1900/01/01,4,1
425,1900/01/01,1,1
425,1900/01/01,2,1
425,1900/01/01,3,1
425,1900/01/01,4,1
426,1900/01/01,1,1
426,1900/01/01,2,1
426,1900/01/01,3,1
426,1900/01/01,4,1
427,1900/01/01,1,2
427,1900/01/01,2,2
427,1900/01/01,3,2
427,1900/01/01,4,2
428,1900/01/01,1,0
428,1900/01/01,2,0
428,1900/01/01,3,0
428,1900/01/01,4,0
428,2038/01/01,1,1
428,2038/01/01,2,1
428,2038/01/01,3,1
428,2038/01/01,4,1
429,1900/01/01,1,0
429,1900/01/01,2,0
429,1900/01/01,3,0
429,1900/01/01,4,0
430,1900/01/01,1,3
430,1900/01/01,2,3
430,1900/01/01,3,3
430,1900/01/01,4,3
430,2030/01/01,1,2
430,2030/01/01,2,2
430,2030/01/01,3,2
430,2030/01/01,4,2
431,1900/01/01,1,1
431,1900/01/01,2,1
431,1900/01/01,3,1
431,1900/01/01,4,1
431,2031/01/01,1,0
431,2031/01/01,2,0
431,2031/01/01,3,0
431,2031/01/01,4,0
431,2032/01/01,1,1
431,2032/01/01,2,1
431,2032/01/01,3,1
431,2032/01/01,4,1
431,2033/01/01,1,0
431,2033/01/01,2,0
431,2033/01/01,3,0
431,2033/01/01,4,0
432,1900/01/01,1,0
432,1900/01/01,2,0
432,1900/01/01,3,0
432,1900/01/01,4,0
432,2031/01/01,1,1
432,2031/01/01,2,1
432,2031/01/01,3,1
432,2031/01/01,4,1
432,2032/01/01,1,0
432,2032/01/01,2,0
432,2032/01/01,3,0
432,2032/01/01,4,0
432,2033/01/01,1,1
432,2033/01/01,2,1
432,2033/01/01,3,1
432,2033/01/01,4,1
433,1900/01/01,1,1
433,1900/01/01,2,1
433,1900/01/01,3,1
433,1900/01/01,4,1
433,2033/01/01,1,2
433,2033/01/01,2,2
433,2033/01/01,3,2
433,2033/01/01,4,2
2666,1900/01/01,1,1
2666,1900/01/01,2,1
2666,1900/01/01,3,1
2666,1900/01/01,4,1
434,1900/01/01,1,3
434,1900/01/01,2,3
434,1900/01/01,3,3
434,1900/01/01,4,3
435,1900/01/01,1,0
435,1900/01/01,2,0
435,1900/01/01,3,0
435,1900/01/01,4,0
436,1900/01/01,1,1
436,1900/01/01,2,1
436,1900/01/01,3,1
436,1900/01/01,4,1
437,1900/01/01,1,1
437,1900/01/01,2,1
437,1900/01/01,3,1
437,1900/01/01,4,1
438,1900/01/01,1,0
438,1900/01/01,2,0
438,1900/01/01,3,0
438,1900/01/01,4,0
439,1900/01/01,1,2
439,1900/01/01,2,2
439,1900/01/01,3,2
439,1900/01/01,4,2
9,1900/01/01,1,1
9,1900/01/01,2,1
9,1900/01/01,3,1
9,1900/01/01,4,1
440,1900/01/01,1,1
440,1900/01/01,2,1
440,1900/01/01,3,1
440,1900/01/01,4,1
441,1900/01/01,1,0
441,1900/01/01,2,0
441,1900/01/01,3,0
441,1900/01/01,4,0
442,1900/01/01,1,1
442,1900/01/01,2,1
442,1900/01/01,3,1
442,1900/01/01,4,1
442,2031/01/01,1,0
442,2031/01/01,2,0
442,2031/01/01,3,0
442,2031/01/01,4,0
442,2033/01/01,1,1
442,2033/01/01,2,1
442,2033/01/01,3,1
442,2033/01/01,4,1
443,1900/01/01,1,0
443,1900/01/01,2,0
443,1900/01/01,3,0
443,1900/01/01,4,0
444,1900/01/01,1,0
444,1900/01/01,2,0
444,1900/01/01,3,0
444,1900/01/01,4,0
444,2031/01/01,1,1
444,2031/01/01,2,1
444,2031/01/01,3,1
444,2031/01/01,4,1
444,2033/01/01,1,0
444,2033/01/01,2,0
444,2033/01/01,3,0
444,2033/01/01,4,0
445,1900/01/01,1,1
445,1900/01/01,2,1
445,1900/01/01,3,1
445,1900/01/01,4,1
445,2031/01/01,1,0
445,2031/01/01,2,0
445,2031/01/01,3,0
445,2031/01/01,4,0
446,1900/01/01,1,1
446,1900/01/01,2,1
446,1900/01/01,3,1
446,1900/01/01,4,1
446,2030/01/01,1,0
446,2030/01/01,2,0
446,2030/01/01,3,0
446,2030/01/01,4,0
446,2033/01/01,1,1
446,2033/01/01,2,1
446,2033/01/01,3,1
446,2033/01/01,4,1
447,1900/01/01,1,1
447,1900/01/01,2,1
447,1900/01/01,3,1
447,1900/01/01,4,1
448,1900/01/01,1,2
448,1900/01/01,2,2
448,1900/01/01,3,2
448,1900/01/01,4,2
449,1900/01/01,1,1
449,1900/01/01,2,1
449,1900/01/01,3,1
449,1900/01/01,4,1
450,1900/01/01,1,0
450,1900/01/01,2,0
450,1900/01/01,3,0
450,1900/01/01,4,0
450,2039/01/01,1,1
450,2039/01/01,2,1
450,2039/01/01,3,1
450,2039/01/01,4,1
451,1900/01/01,1,1
451,1900/01/01,2,1
451,1900/01/01,3,1
451,1900/01/01,4,1
452,1900/01/01,1,1
452,1900/01/01,2,1
452,1900/01/01,3,1
452,1900/01/01,4,1
452,2040/01/01,1,2
452,2040/01/01,2,2
452,2040/01/01,3,2
452,2040/01/01,4,2
453,1900/01/01,1,1
453,1900/01/01,2,1
453,1900/01/01,3,1
453,1900/01/01,4,1
454,1900/01/01,1,3
454,1900/01/01,2,3
454,1900/01/01,3,3
454,1900/01/01,4,3
454,2030/01/01,1,2
454,2030/01/01,2,2
454,2030/01/01,3,2
454,2030/01/01,4,2
455,1900/01/01,1,1
455,1900/01/01,2,1
455,1900/01/01,3,1
455,1900/01/01,4,1
455,2030/01/01,1,0
455,2030/01/01,2,0
455,2030/01/01,3,0
455,2030/01/01,4,0
455,2034/01/01,1,1
455,2034/01/01,2,1
455,2034/01/01,3,1
455,2034/01/01,4,1
456,1900/01/01,1,1
456,1900/01/01,2,1
456,1900/01/01,3,1
456,1900/01/01,4,1
457,1900/01/01,1,0
457,1900/01/01,2,0
457,1900/01/01,3,0
457,1900/01/01,4,0
457,2030/01/01,1,1
457,2030/01/01,2,1
457,2030/01/01,3,1
457,2030/01/01,4,1
457,2032/01/01,1,0
457,2032/01/01,2,0
457,2032/01/01,3,0
457,2032/01/01,4,0
457,2033/01/01,1,1
457,2033/01/01,2,1
457,2033/01/01,3,1
457,2033/01/01,4,1
2620,1900/01/01,1,0
2620,1900/01/01,2,0
2620,1900/01/01,3,0
2620,1900/01/01,4,0
2621,1900/01/01,1,1
2621,1900/01/01,2,1
2621,1900/01/01,3,1
2621,1900/01/01,4,1
2621,2039/01/01,1,2
2621,2039/01/01,2,2
2621,2039/01/01,3,2
2621,2039/01/01,4,2
458,1900/01/01,1,0
458,1900/01/01,2,0
458,1900/01/01,3,0
458,1900/01/01,4,0
459,1900/01/01,1,2
459,1900/01/01,2,2
459,1900/01/01,3,2
459,1900/01/01,4,2
460,1900/01/01,1,1
460,1900/01/01,2,1
460,1900/01/01,3,1
460,1900/01/01,4,1
461,1900/01/01,1,2
461,1900/01/01,2,2
461,1900/01/01,3,2
461,1900/01/01,4,2
462,1900/01/01,1,0
462,1900/01/01,2,0
462,1900/01/01,3,0
462,1900/01/01,4,0
463,1900/01/01,1,1
463,1900/01/01,2,1
463,1900/01/01,3,1
463,1900/01/01,4,1
464,1900/01/01,1,1
464,1900/01/01,2,1
464,1900/01/01,3,1
464,1900/01/01,4,1
10,1900/01/01,1,1
10,1900/01/01,2,1
10,1900/01/01,3,1
10,1900/01/01,4,1
465,1900/01/01,1,1
465,1900/01/01,2,1
465,1900/01/01,3,1
465,1900/01/01,4,1
465,2033/01/01,1,2
465,2033/01/01,2,2
465,2033/01/01,3,2
465,2033/01/01,4,2
2615,1900/01/01,1,1
2615,1900/01/01,2,1
2615,1900/01/01,3,1
2615,1900/01/01,4,1
2622,1900/01/01,1,2
2622,1900/01/01,2,2
2622,1900/01/01,3,2
2622,1900/01/01,4,2
2623,1900/01/01,1,1
2623,1900/01/01,2,1
2623,1900/01/01,3,1
2623,1900/01/01,4,1
2624,1900/01/01,1,0
2624,1900/01/01,2,0
2624,1900/01/01,3,0
2624,1900/01/01,4,0
466,1900/01/01,1,1
466,1900/01/01,2,1
466,1900/01/01,3,1
466,1900/01/01,4,1
467,1900/01/01,1,3
467,1900/01/01,2,3
467,1900/01/01,3,3
467,1900/01/01,4,3
468,1900/01/01,1,0
468,1900/01/01,2,0
468,1900/01/01,3,0
468,1900/01/01,4,0
469,1900/01/01,1,1
469,1900/01/01,2,1
469,1900/01/01,3,1
469,1900/01/01,4,1
470,1900/01/01,1,2
470,1900/01/01,2,2
470,1900/01/01,3,2
470,1900/01/01,4,2
470,2031/01/01,1,1
470,2031/01/01,2,1
470,2031/01/01,3,1
470,2031/01/01,4,1
471,1900/01/01,1,4
471,1900/01/01,2,4
471,1900/01/01,3,4
471,1900/01/01,4,4
472,1900/01/01,1,4
472,1900/01/01,2,4
472,1900/01/01,3,4
472,1900/01/01,4,4
473,1900/01/01,1,0
473,1900/01/01,2,0
473,1900/01/01,3,0
473,1900/01/01,4,0
474,1900/01/01,1,3
474,1900/01/01,2,3
474,1900/01/01,3,3
474,1900/01/01,4,3
475,1900/01/01,1,4
475,1900/01/01,2,4
475,1900/01/01,3,4
475,1900/01/01,4,4
476,1900/01/01,1,2
476,1900/01/01,2,2
476,1900/01/01,3,2
476,1900/01/01,4,2
477,1900/01/01,1,1
477,1900/01/01,2,1
477,1900/01/01,3,1
477,1900/01/01,4,1
478,1900/01/01,1,4
478,1900/01/01,2,4
478,1900/01/01,3,4
478,1900/01/01,4,4
479,1900/01/01,1,1
479,1900/01/01,2,1
479,1900/01/01,3,1
479,1900/01/01,4,1
480,1900/01/01,1,2
480,1900/01/01,2,2
480,1900/01/01,3,2
480,1900/01/01,4,2
480,2032/01/01,1,3
480,2032/01/01,2,3
480,2032/01/01,3,3
480,2032/01/01,4,3
480,2036/01/01,1,4
480,2036/01/01,2,4
480,2036/01/01,3,4
480,2036/01/01,4,4
480,2038/01/01,1,5
480,2038/01/01,2,5
480,2038/01/01,3,5
480,2038/01/01,4,5
480,2040/01/01,1,7
480,2040/01/01,2,7
480,2040/01/01,3,7
480,2040/01/01,4,7
481,1900/01/01,1,1
481,1900/01/01,2,1
481,1900/01/01,3,1
481,1900/01/01,4,1
481,2030/01/01,1,2
481,2030/01/01,2,2
481,2030/01/01,3,2
481,2030/01/01,4,2
481,2040/01/01,1,4
481,2040/01/01,2,4
481,2040/01/01,3,4
481,2040/01/01,4,4
483,1900/01/01,1,0
483,1900/01/01,2,0
483,1900/01/01,3,0
483,1900/01/01,4,0
482,1900/01/01,1,0
482,1900/01/01,2,0
482,1900/01/01,3,0
482,1900/01/01,4,0
482,2032/01/01,1,1
482,2032/01/01,2,1
482,2032/01/01,3,1
482,2032/01/01,4,1
482,2037/01/01,1,2
482,2037/01/01,2,2
482,2037/01/01,3,2
482,2037/01/01,4,2
484,1900/01/01,1,1
484,1900/01/01,2,1
484,1900/01/01,3,1
484,1900/01/01,4,1
484,2040/01/01,1,2
484,2040/01/01,2,2
484,2040/01/01,3,2
484,2040/01/01,4,2
485,1900/01/01,1,2
485,1900/01/01,2,2
485,1900/01/01,3,2
485,1900/01/01,4,2
485,2031/01/01,1,1
485,2031/01/01,2,1
485,2031/01/01,3,1
485,2031/01/01,4,1
485,2040/01/01,1,2
485,2040/01/01,2,2
485,2040/01/01,3,2
485,2040/01/01,4,2
486,1900/01/01,1,3
486,1900/01/01,2,3
486,1900/01/01,3,3
486,1900/01/01,4,3
487,1900/01/01,1,2
487,1900/01/01,2,2
487,1900/01/01,3,2
487,1900/01/01,4,2
488,1900/01/01,1,0
488,1900/01/01,2,0
488,1900/01/01,3,0
488,1900/01/01,4,0
489,1900/01/01,1,2
489,1900/01/01,2,2
489,1900/01/01,3,2
489,1900/01/01,4,2
492,1900/01/01,1,0
492,1900/01/01,2,0
492,1900/01/01,3,0
492,1900/01/01,4,0
491,1900/01/01,1,0
491,1900/01/01,2,0
491,1900/01/01,3,0
491,1900/01/01,4,0
493,1900/01/01,1,1
493,1900/01/01,2,1
493,1900/01/01,3,1
493,1900/01/01,4,1
495,1900/01/01,1,1
495,1900/01/01,2,1
495,1900/01/01,3,1
495,1900/01/01,4,1
497,1900/01/01,1,1
497,1900/01/01,2,1
497,1900/01/01,3,1
497,1900/01/01,4,1
498,1900/01/01,1,6
498,1900/01/01,2,6
498,1900/01/01,3,6
498,1900/01/01,4,6
499,1900/01/01,1,0
499,1900/01/01,2,0
499,1900/01/01,3,0
499,1900/01/01,4,0
500,1900/01/01,1,2
500,1900/01/01,2,2
500,1900/01/01,3,2
500,1900/01/01,4,2
11,1900/01/01,1,1
11,1900/01/01,2,1
11,1900/01/01,3,1
11,1900/01/01,4,1
501,1900/01/01,1,2
501,1900/01/01,2,2
501,1900/01/01,3,2
501,1900/01/01,4,2
501,2030/01/01,1,3
501,2030/01/01,2,3
501,2030/01/01,3,3
501,2030/01/01,4,3
501,2034/01/01,1,4
501,2034/01/01,2,4
501,2034/01/01,3,4
501,2034/01/01,4,4
502,1900/01/01,1,0
502,1900/01/01,2,0
502,1900/01/01,3,0
502,1900/01/01,4,0
502,2036/01/01,1,1
502,2036/01/01,2,1
502,2036/01/01,3,1
502,2036/01/01,4,1
502,2039/01/01,1,2
502,2039/01/01,2,2
502,2039/01/01,3,2
502,2039/01/01,4,2
503,1900/01/01,1,1
503,1900/01/01,2,1
503,1900/01/01,3,1
503,1900/01/01,4,1
503,2030/01/01,1,2
503,2030/01/01,2,2
503,2030/01/01,3,2
503,2030/01/01,4,2
503,2031/01/01,1,1
503,2031/01/01,2,1
503,2031/01/01,3,1
503,2031/01/01,4,1
503,2033/01/01,1,2
503,2033/01/01,2,2
503,2033/01/01,3,2
503,2033/01/01,4,2
503,2034/01/01,1,1
503,2034/01/01,2,1
503,2034/01/01,3,1
503,2034/01/01,4,1
503,2036/01/01,1,2
503,2036/01/01,2,2
503,2036/01/01,3,2
503,2036/01/01,4,2
504,1900/01/01,1,0
504,1900/01/01,2,0
504,1900/01/01,3,0
504,1900/01/01,4,0
505,1900/01/01,1,2
505,1900/01/01,2,2
505,1900/01/01,3,2
505,1900/01/01,4,2
506,1900/01/01,1,1
506,1900/01/01,2,1
506,1900/01/01,3,1
506,1900/01/01,4,1
12,1900/01/01,1,1
12,1900/01/01,2,1
12,1900/01/01,3,1
12,1900/01/01,4,1
507,1900/01/01,1,1
507,1900/01/01,2,1
507,1900/01/01,3,1
507,1900/01/01,4,1
508,1900/01/01,1,1
508,1900/01/01,2,1
508,1900/01/01,3,1
508,1900/01/01,4,1
510,1900/01/01,1,0
510,1900/01/01,2,0
510,1900/01/01,3,0
510,1900/01/01,4,0
509,1900/01/01,1,0
509,1900/01/01,2,0
509,1900/01/01,3,0
509,1900/01/01,4,0
511,1900/01/01,1,1
511,1900/01/01,2,1
511,1900/01/01,3,1
511,1900/01/01,4,1
13,1900/01/01,1,1
13,1900/01/01,2,1
13,1900/01/01,3,1
13,1900/01/01,4,1
14,1900/01/01,1,1
14,1900/01/01,2,1
14,1900/01/01,3,1
14,1900/01/01,4,1
15,1900/01/01,1,1
15,1900/01/01,2,1
15,1900/01/01,3,1
15,1900/01/01,4,1
512,1900/01/01,1,0
512,1900/01/01,2,0
512,1900/01/01,3,0
512,1900/01/01,4,0
513,1900/01/01,1,1
513,1900/01/01,2,1
513,1900/01/01,3,1
513,1900/01/01,4,1
514,1900/01/01,1,0
514,1900/01/01,2,0
514,1900/01/01,3,0
514,1900/01/01,4,0
16,1900/01/01,1,1
16,1900/01/01,2,1
16,1900/01/01,3,1
16,1900/01/01,4,1
515,1900/01/01,1,1
515,1900/01/01,2,1
515,1900/01/01,3,1
515,1900/01/01,4,1
516,1900/01/01,1,3
516,1900/01/01,2,3
516,1900/01/01,3,3
516,1900/01/01,4,3
517,1900/01/01,1,0
517,1900/01/01,2,0
517,1900/01/01,3,0
517,1900/01/01,4,0
518,1900/01/01,1,4
518,1900/01/01,2,4
518,1900/01/01,3,4
518,1900/01/01,4,4
519,1900/01/01,1,1
519,1900/01/01,2,1
519,1900/01/01,3,1
519,1900/01/01,4,1
520,1900/01/01,1,2
520,1900/01/01,2,2
520,1900/01/01,3,2
520,1900/01/01,4,2
17,1900/01/01,1,1
17,1900/01/01,2,1
17,1900/01/01,3,1
17,1900/01/01,4,1
521,1900/01/01,1,0
521,1900/01/01,2,0
521,1900/01/01,3,0
521,1900/01/01,4,0
18,1900/01/01,1,1
18,1900/01/01,2,1
18,1900/01/01,3,1
18,1900/01/01,4,1
522,1900/01/01,1,1
522,1900/01/01,2,1
522,1900/01/01,3,1
522,1900/01/01,4,1
523,1900/01/01,1,1
523,1900/01/01,2,1
523,1900/01/01,3,1
523,1900/01/01,4,1
523,2040/01/01,1,0
523,2040/01/01,2,0
523,2040/01/01,3,0
523,2040/01/01,4,0
524,1900/01/01,1,1
524,1900/01/01,2,1
524,1900/01/01,3,1
524,1900/01/01,4,1
525,1900/01/01,1,0
525,1900/01/01,2,0
525,1900/01/01,3,0
525,1900/01/01,4,0
526,1900/01/01,1,1
526,1900/01/01,2,1
526,1900/01/01,3,1
526,1900/01/01,4,1
526,2034/01/01,1,0
526,2034/01/01,2,0
526,2034/01/01,3,0
526,2034/01/01,4,0
490,1900/01/01,1,1
490,1900/01/01,2,1
490,1900/01/01,3,1
490,1900/01/01,4,1
527,1900/01/01,1,1
527,1900/01/01,2,1
527,1900/01/01,3,1
527,1900/01/01,4,1
528,1900/01/01,1,1
528,1900/01/01,2,1
528,1900/01/01,3,1
528,1900/01/01,4,1
529,1900/01/01,1,0
529,1900/01/01,2,0
529,1900/01/01,3,0
529,1900/01/01,4,0
530,1900/01/01,1,1
530,1900/01/01,2,1
530,1900/01/01,3,1
530,1900/01/01,4,1
531,1900/01/01,1,1
531,1900/01/01,2,1
531,1900/01/01,3,1
531,1900/01/01,4,1
531,2036/01/01,1,0
531,2036/01/01,2,0
531,2036/01/01,3,0
531,2036/01/01,4,0
532,1900/01/01,1,1
532,1900/01/01,2,1
532,1900/01/01,3,1
532,1900/01/01,4,1
532,2033/01/01,1,0
532,2033/01/01,2,0
532,2033/01/01,3,0
532,2033/01/01,4,0
539,1900/01/01,1,1
539,1900/01/01,2,1
539,1900/01/01,3,1
539,1900/01/01,4,1
539,2032/01/01,1,0
539,2032/01/01,2,0
539,2032/01/01,3,0
539,2032/01/01,4,0
533,1900/01/01,1,0
533,1900/01/01,2,0
533,1900/01/01,3,0
533,1900/01/01,4,0
534,1900/01/01,1,1
534,1900/01/01,2,1
534,1900/01/01,3,1
534,1900/01/01,4,1
534,2034/01/01,1,0
534,2034/01/01,2,0
534,2034/01/01,3,0
534,2034/01/01,4,0
