$version=1
!Code,Name,System,Area,Zone,ControlType,BaseVoltage,FlagLoadShedding,FlagMonitored
1,PAF1-1UHE013,3,998,,1,13.8,0,0
4,PAF2A1UHE013,3,998,,1,13.8,0,0
5,PAF2A2UHE013,3,998,,1,13.8,0,0
6,PAF2A3UHE013,3,998,,1,13.8,0,0
7,PAF2B1UHE013,3,998,,1,13.8,0,0
8,PAF2B2UHE013,3,998,,1,13.8,0,0
9,PAF2B3UHE013,3,998,,1,13.8,0,0
10,PAF3-1UHE013,3,998,,1,13.8,0,0
11,PAF3-2UHE013,3,998,,1,13.8,0,0
14,PAF4-1UHE013,3,998,,1,13.8,0,0
21,SOBRA1UHE013,3,998,,1,13.8,0,0
22,SOBRM2SIN013,3,998,,1,13.8,0,0
28,ASALE1UHE013,3,998,,1,13.8,0,0
29,ASALE2UHE013,3,998,,1,13.8,0,0
33,LGONZ1UHE013,3,998,,1,13.8,0,0
34,LGONZ2UHE013,3,998,,1,13.8,0,0
35,LGONZA-PE000,3,998,,0,999,0,0
44,BESPE1UHE013,3,998,,1,13.8,0,0
46,BESPE3UHE013,3,998,,1,13.8,0,0
47,BESPM4SIN013,3,998,,1,13.8,0,0
48,PCAVA1UHE013,3,998,,1,13.8,0,0
50,TUC1-5UHE013,4,998,,1,13.8,0,0
52,TUC1-3UHE013,4,998,,1,13.8,0,0
54,TUC1-4UHE013,4,998,,1,13.8,0,0
63,FUNIL1UHE013,3,998,,1,13.8,0,0
68,RGONCAUHE013,3,998,,1,13.8,0,0
69,URUCUIUHE013,3,998,,1,13.8,0,0
70,TUC2-4UHE013,4,998,,1,13.8,0,0
71,TUC2-7UHE013,4,998,,1,13.8,0,0
72,TUC1-ASIN013,4,998,,1,13.8,0,0
73,TUC1-BSIN013,4,998,,1,13.8,0,0
74,E.PCEMUTE013,3,102,,1,13.8,0,0
77,SQUEBRUHE013,3,998,,1,13.8,0,0
80,ESTREIUHE013,4,998,,1,13.8,0,0
86,CASTELUHE013,3,998,,1,13.8,0,0
87,ESTRE-UHE013,10,998,,1,13.8,0,0
88,CACHEAUHE013,3,998,,1,13.8,0,0
89,XINGO1UHE013,3,998,,1,13.8,0,0
95,ITAPE1UHE013,3,998,,1,13.8,0,0
96,SUAPE1UTE013,3,998,,1,13.8,0,0
97,SUAPE2UTE013,3,998,,1,13.8,0,0
98,SUAPE3UTE013,3,998,,1,13.8,0,0
99,SUAPE4UTE013,3,998,,1,13.8,0,0
100,SUAPE5UTE013,3,998,,1,13.8,0,0
101,SUAPE6UTE013,3,998,,1,13.8,0,0
102,MARAC1UTE013,3,102,,1,13.8,0,0
103,S.BONF-BA138,3,108,,0,138,0,0
104,PERNA3UTE013,3,998,,1,13.8,0,0
108,MURICYUTE013,3,998,,1,13.8,0,0
109,CAMAPAUTE007,3,998,,1,6.9,0,0
110,PROSPE-BA230,3,998,,0,230,0,0
111,PRO2E4UTE013,3,998,,1,13.8,0,0
112,PROSP1UTE013,3,998,,1,13.8,0,0
115,P.FRAN-MA138,4,109,,0,138,0,0
120,B.NOME-PE138,3,105,,0,138,0,0
121,MLG-RE-CE013,3,102,,0,13.8,0,0
122,BNOME2-PE138,3,105,,0,138,0,0
125,FORTAB-CE013,3,102,,0,13.8,0,0
127,PIRIPI-PI138,3,101,,0,138,0,0
128,GLOB1-UTE013,3,998,,1,13.8,0,0
129,GLOB2-UTE013,3,998,,1,13.8,0,0
130,TERMPBUTE013,3,998,,1,13.8,0,0
131,MIRAND-MA138,4,109,,0,138,0,0
137,TERMNEUTE013,3,998,,1,13.8,0,0
138,EPASA--PB230,3,998,,0,230,0,0
139,CABO--UTE013,3,998,,1,13.8,0,0
140,BAHIA1UTE013,3,108,,1,13.8,0,0
141,SUAPE--PE230,3,998,,0,230,0,0
142,MARAC1-CE069,3,102,,0,69,0,0
145,S.CRUZ-RN138,3,103,,0,138,0,0
147,SUAPE1-PE000,3,998,,0,999,0,0
148,SUAPE2-PE000,3,998,,0,999,0,0
149,SUAPE3-PE000,3,998,,0,999,0,0
150,CAMAC1-BA069,3,108,,0,69,0,0
151,AÇU2---RN138,3,103,,0,138,0,0
152,S.MATO-RN138,3,103,,0,138,0,0
160,TERPEGUTE013,3,998,,1,13.8,0,0
161,TERPEVUTE013,3,998,,1,13.8,0,0
162,T.FREI-BA138,3,108,,0,138,0,0
166,C.M.1-CAP500,4,998,,0,500,0,0
167,LAJEADUHE013,1,998,,1,13.8,0,0
169,EUNAPO-BA138,3,108,,0,138,0,0
170,CFURTAUTE013,3,998,,1,13.8,0,0
172,VERACEUTE013,3,998,,1,13.8,0,0
174,CMDCS--BA000,3,998,,0,999,0,0
176,FUNIL--BA115,3,108,,0,115,0,0
180,B.PULPUTE013,3,108,,1,13.8,0,0
181,B.PULP-BA069,3,108,,0,69,0,0
182,COPEC--BA069,3,108,,0,69,0,0
183,IRECE--BA138,3,108,,0,138,0,0
186,BARREI-BA138,3,108,,0,138,0,0
188,IBICOA-BA138,3,108,,0,138,0,0
190,PIMENT-PA230,4,998,,0,230,0,0
191,COLITACAP500,4,998,,0,500,0,0
192,ST.MAR-PA138,4,110,,0,138,0,0
193,PIMEN1UHE013,4,998,,1,13.8,0,0
194,PIMEN2UHE013,4,998,,1,13.8,0,0
195,PIMEN3UHE013,4,998,,1,13.8,0,0
196,CGRD--UTE013,3,998,,1,13.8,0,0
197,MARAB3CAP500,4,998,,0,500,0,0
198,VCOND2-PA000,4,998,,0,999,0,0
199,MARABASIN013,4,998,,1,13.8,0,0
200,PAF3-A-BA230,3,998,,0,230,0,0
202,JUAZE2-BA230,3,998,,0,230,0,0
203,S.BONF-BA230,3,998,,0,230,0,0
204,SCHIN--MA230,4,117,,0,230,0,0
205,BROTAS-BA230,3,998,,0,230,0,0
206,SOBRAD-BA230,3,998,,0,230,0,0
207,JAGUAR-BA230,3,108,,0,230,0,0
208,ZEBUII-AL230,3,998,,0,230,0,0
209,POCOE2-BA230,3,108,,0,230,0,0
210,RGONCA-PI230,3,998,,0,230,0,0
211,CASTEL-PI230,3,998,,0,230,0,0
212,FLORII-PE230,3,998,,0,230,0,0
213,ITAGIB-BA230,3,998,,0,230,0,0
214,EMBASA-BA230,3,998,,0,230,0,0
215,BALSAS-MA230,4,998,,0,230,0,0
216,TAUA2--CE230,3,998,,0,230,0,0
217,ICO----CE230,3,998,,0,230,0,0
218,CAUIPE-CE230,3,998,,0,230,0,0
219,D.GOUV-CE230,3,998,,0,230,0,0
220,BOM-NO-PE230,3,998,,0,230,0,0
221,MILAGR-CE230,3,998,,0,230,0,0
222,BANABU-CE230,3,998,,0,230,0,0
223,RUSSA2-CE230,3,998,,0,230,0,0
224,MOSSR2-RN230,3,998,,0,230,0,0
225,FORTAL-CE230,3,998,,0,230,0,0
226,SOBRAL-CE230,3,998,,0,230,0,0
227,PIRIPI-PI230,3,998,,0,230,0,0
228,TERES--PI230,3,998,,0,230,0,0
229,B.ESPE-PI230,3,998,,0,230,0,0
230,PERITO-MA230,4,998,,0,230,0,0
231,MIRAND-MA230,4,998,,0,230,0,0
232,SLUIS1-MA230,4,998,,0,230,0,0
233,COREM2-PB230,3,998,,0,230,0,0
234,PICI2--CE230,3,998,,0,230,0,0
235,CASTAN-PA230,4,998,,0,230,0,0
236,C.NETO-MA230,4,998,,0,230,0,0
237,S.J.PI-PI230,3,998,,0,230,0,0
238,P.DUTR-MA230,4,998,,0,230,0,0
239,IMPERA-MA230,4,998,,0,230,0,0
240,ANGELI-PE230,3,998,,0,230,0,0
241,RECIFE-PE230,3,998,,0,230,0,0
242,R.LAR--AL230,3,998,,0,230,0,0
243,BONGI--PE230,3,998,,0,230,0,0
245,SRITA2-PB230,3,998,,0,230,0,0
246,NATAL2-RN230,3,998,,0,230,0,0
247,GOIANI-PE230,3,998,,0,230,0,0
248,MUSSU2-PB230,3,998,,0,230,0,0
249,PIRAPA-PE230,3,998,,0,230,0,0
250,MIRUEI-PE230,3,998,,0,230,0,0
251,AÇU2---RN230,3,998,,0,230,0,0
252,RIBEIR-PE230,3,998,,0,230,0,0
253,SUAPE3-PE230,3,998,,0,230,0,0
254,JOAIRA-PE230,3,998,,0,230,0,0
255,TACAIM-PE230,3,998,,0,230,0,0
256,LCARRO-PE230,3,998,,0,230,0,0
257,BNOME2-PE230,3,998,,0,230,0,0
258,PENEDO-AL230,3,998,,0,230,0,0
259,MACEIO-AL230,3,998,,0,230,0,0
260,PAU-FE-PE230,3,998,,0,230,0,0
261,MIRUE2-PE230,3,998,,0,230,0,0
262,T.FREI-BA230,3,998,,0,230,0,0
263,ITAPEB-BA230,3,998,,0,230,0,0
264,S.A.JE-BA230,3,998,,0,230,0,0
265,ITBANI-SE230,3,998,,0,230,0,0
266,TOMBA--BA230,3,998,,0,230,0,0
267,VERACE-BA230,3,117,,0,230,0,0
268,NARAND-BA230,3,998,,0,230,0,0
269,EUNAPO-BA230,3,998,,0,230,0,0
270,C.DANT-BA230,3,998,,0,230,0,0
271,ITABAI-SE230,3,998,,0,230,0,0
272,CATU---BA230,3,998,,0,230,0,0
273,JARDIM-SE230,3,998,,0,230,0,0
274,CMACB1-BA230,3,998,,0,230,0,0
275,G.MANG-BA230,3,998,,0,230,0,0
276,FUNIL--BA230,3,998,,0,230,0,0
277,MATATU-BA230,3,998,,0,230,0,0
278,PITUAC-BA230,3,998,,0,230,0,0
279,COTEGI-BA230,3,998,,0,230,0,0
280,JACARA-BA230,3,998,,0,230,0,0
281,D.PITU-BA230,3,998,,0,230,0,0
283,IRECE--BA230,3,998,,0,230,0,0
284,CAMAC4-BA230,3,998,,0,230,0,0
285,BJLAPA-BA230,3,998,,0,230,0,0
286,BARREI-BA230,3,998,,0,230,0,0
287,E.MART-PI230,3,998,,0,230,0,0
288,IBICOA-BA230,3,998,,0,230,0,0
289,SAPEAC-BA230,3,998,,0,230,0,0
290,PARAIS-RN230,3,998,,0,230,0,0
291,UTINGA-PA230,4,998,,0,230,0,0
292,ST.MAR-PA230,4,998,,0,230,0,0
293,MIRAMA-PA230,4,998,,0,230,0,0
295,PICOS--PI230,3,998,,0,230,0,0
296,ZEBU3--AL230,3,998,,0,230,0,0
297,TUCURU-PA230,4,998,,0,230,0,0
298,V.COND-PA230,4,998,,0,230,0,0
299,MARABA-PA230,4,998,,0,230,0,0
300,PAF3-B-BA230,3,998,,0,230,0,0
301,ASALEA-AL230,3,998,,0,230,0,0
302,ASALEB-AL230,3,998,,0,230,0,0
312,ARACA--CE069,3,998,,0,69,0,0
313,IGUA-A-CE069,3,998,,0,69,0,0
314,CAUCA--CE069,3,998,,0,69,0,0
315,PFRANC-MA230,3,998,,0,230,0,0
316,CSP----CE230,3,117,,0,230,0,0
317,CRATO--CE069,3,998,,0,69,0,0
318,JUAZE--CE069,3,998,,0,69,0,0
319,IGUA-B-CE069,3,998,,0,69,0,0
325,FORTA2-CE230,3,998,,0,230,0,0
326,SOBRA3-CE230,3,998,,0,230,0,0
327,FORTAGUTE013,3,998,,1,13.8,0,0
328,TERES2-PI230,3,998,,0,230,0,0
329,BESPER-MA230,3,998,,0,230,0,0
330,FORTAVUTE013,3,998,,1,13.8,0,0
331,MIRA1A-MA000,3,998,,0,999,0,0
332,SLUIS2-MA230,4,998,,0,230,0,0
333,JSPERE-RN230,3,998,,0,230,0,0
334,UTEFOR-CE230,3,998,,0,230,0,0
335,CFURTA-BA230,3,998,,0,230,0,0
336,TERPER-PE230,3,998,,0,230,0,0
337,RALMEI-BA069,3,108,,0,69,0,0
338,UTECEA-CE230,3,998,,0,230,0,0
339,TERCEGUTE013,3,998,,1,13.8,0,0
341,SLUIS2CER013,3,998,,0,13.8,0,0
342,MESSIA-AL230,3,998,,0,230,0,0
343,IGUA-AUTE013,3,998,,1,13.8,0,0
344,CAUCA-UTE013,3,998,,1,13.8,0,0
345,ITABUN-BA230,3,998,,0,230,0,0
346,NATAL3-RN230,3,998,,0,230,0,0
347,CRATO-UTE013,3,998,,1,13.8,0,0
348,ITABUNCER013,3,998,,0,13.8,0,0
349,GARANH-PE230,3,998,,0,230,0,0
352,ARACA-UTE013,3,998,,1,13.8,0,0
353,SUAPE2-PE230,3,998,,0,230,0,0
355,MCHAP2-BA230,3,998,,0,230,0,0
357,RALMEIUTE013,3,108,,1,13.8,0,0
358,JUAZE-UTE013,3,998,,1,13.8,0,0
360,JCMR2--RN230,3,998,,0,230,0,0
361,TRANSA-PA230,4,998,,0,230,0,0
362,ALTAMI-PA230,4,998,,0,230,0,0
363,RUROPO-PA230,4,998,,0,230,0,0
364,LNOVA2-RN230,3,998,,0,230,0,0
365,IBIAP2-CE230,3,998,,0,230,0,0
366,CACHIM-PA230,4,998,,0,230,0,0
367,NOVPRO-PA230,4,998,,0,230,0,0
368,CACHI-SIN013,4,998,,1,13.8,0,0
369,IGUA-BUTE013,3,998,,1,13.8,0,0
370,NOVPRO-PA138,4,998,,0,138,0,0
371,NPROG-SIN013,4,998,,1,13.8,0,0
372,SCHINC-BA230,3,117,,0,230,0,0
374,EMBAAB-BA230,3,108,,0,230,0,0
375,PCAVAL-BA230,3,998,,0,230,0,0
376,BRUMA2-BA230,3,998,,0,230,0,0
381,POLO---BA230,3,998,,0,230,0,0
385,BJLAP2-BA230,3,998,,0,230,0,0
387,REGUA--BA230,3,998,,0,230,0,0
388,PIRAJA-BA230,3,998,,0,230,0,0
390,GUAMA--PA230,4,998,,0,230,0,0
392,STMAR1-PA000,4,998,,0,999,0,0
393,LAJEAD-TO230,4,998,,0,230,0,0
394,IGAPO2-BA230,3,998,,0,230,0,0
397,MARAB4CAP500,4,998,,0,500,0,0
398,VCOND3-PA000,4,998,,0,999,0,0
399,MARAB2CAP500,4,998,,0,500,0,0
402,M.G.--CAP500,4,998,,0,500,0,0
407,RG-CO1CAP500,3,998,,0,500,0,0
412,PAUFERUTE013,3,998,,1,13.8,0,0
413,MANAUSUTE013,3,998,,1,13.8,0,0
414,PETROLUTE013,3,105,,1,13.8,0,0
415,P.FRAN-MA000,3,998,,0,999,0,0
422,ALDEIA-PE230,3,998,,0,230,0,0
423,MILAG2CER013,3,998,,0,13.8,0,0
424,PETROL-PE069,3,105,,0,69,0,0
428,TERES2SIN013,3,998,,1,13.8,0,0
429,CASTA1-PA000,4,110,,0,999,0,0
430,CASTA2-PA000,4,110,,0,999,0,0
431,MIRA2A-MA000,3,998,,0,999,0,0
432,MIRA3A-MA000,3,998,,0,999,0,0
433,VDOACUUTE013,3,998,,1,13.8,0,0
434,GUAMA4-PA000,4,110,,0,999,0,0
436,STMAR3-PA000,4,110,,0,999,0,0
438,PDUT-1CAP500,3,998,,0,500,0,0
439,IMP-P1CAP500,3,998,,0,500,0,0
445,PARAIS-RN138,3,103,,0,138,0,0
452,S.MAT--RN013,3,103,,0,13.8,0,0
453,RG-CO2CAP500,3,998,,0,500,0,0
454,S.MAT2-RN013,3,103,,0,13.8,0,0
459,ACAPD1CAP500,3,998,,0,500,0,0
462,ALTAMI-PA013,4,998,,0,13.8,0,0
463,RUROP2-PA013,4,110,,0,13.8,0,0
472,OLINDI-BA230,3,998,,0,230,0,0
476,FNL---CER013,3,998,,0,13.8,0,0
483,IRECE-SIN013,3,998,,1,13.8,0,0
485,BJLAPASIN013,3,998,,1,13.8,0,0
490,GUAMA1-PA000,4,998,,0,999,0,0
491,UTING1-PA000,4,998,,0,999,0,0
492,STMAR2-PA000,4,998,,0,999,0,0
493,MIRAM2-PA000,4,998,,0,999,0,0
494,MIRAM1-PA000,4,998,,0,999,0,0
498,CASTANCAP230,4,998,,0,230,0,0
499,MARAB1CAP500,4,998,,0,500,0,0
500,PAF4---BA500,3,998,,0,500,0,0
502,MARABAUHE013,4,998,,1,13.8,0,0
503,SE-MAR-PA500,4,998,,0,500,0,0
504,XINGO--SE500,3,998,,0,500,0,0
505,L.GONZ-PE500,3,998,,0,500,0,0
506,SOBRAD-BA500,3,998,,0,500,0,0
511,ENPECE-CE230,3,998,,0,230,0,0
516,QUIXAD-CE500,3,998,,0,500,0,0
521,MILAGR-CE500,3,998,,0,500,0,0
523,JCMR3--RN500,3,998,,0,500,0,0
525,FORTA2-CE500,3,998,,0,500,0,0
526,SOBRA3-CE500,3,998,,0,500,0,0
528,TERES2-PI500,3,998,,0,500,0,0
529,BESPER-MA500,4,998,,0,500,0,0
531,MIRA1B-MA000,4,998,,0,999,0,0
532,SLUIS2-MA500,4,998,,0,500,0,0
536,RGONCA-PI500,3,998,,0,500,0,0
537,S.J.PI-PI500,3,998,,0,500,0,0
538,P.DUTR-MA500,4,998,,0,500,0,0
539,IMPERA-MA500,200,998,,0,500,0,0
540,ANGEL2-PE500,3,998,,0,500,0,0
541,RECIFE-PE500,3,998,,0,500,0,0
542,MESSIA-AL500,3,998,,0,500,0,0
543,SUAPE2-PE500,3,998,,0,500,0,0
544,CGRD3--PB500,3,998,,0,500,0,0
546,G.ARAN-MA500,4,998,,0,500,0,0
549,GARANH-PE500,3,998,,0,500,0,0
555,MCHAP2-BA500,3,998,,0,500,0,0
559,ACAILA-MA500,4,998,,0,500,0,0
560,RUROP--PA138,4,110,,0,138,0,0
561,TRANSA-PA034,4,110,,0,34.5,0,0
563,RUROP1-PA013,4,998,,0,13.8,0,0
564,SALOPE-MA500,4,998,,0,500,0,0
565,MIRAND-MA500,4,998,,0,500,0,0
566,PAU-FE-PE500,3,998,,0,500,0,0
570,ESTREI-MA500,4,998,,0,500,0,0
571,MIRACE-TO500,4,998,,0,500,0,0
572,S.ISABUHE013,4,998,,1,13.8,0,0
573,JARDIM-SE500,3,998,,0,500,0,0
574,CAMAC2-BA500,3,998,,0,500,0,0
581,BJLAP-CER013,3,998,,0,13.8,0,0
582,OLINDI-BA500,3,998,,0,500,0,0
584,CAMAC4-BA500,3,998,,0,500,0,0
585,BJLAP2-BA500,3,998,,0,500,0,0
586,JUAZEI-BA069,3,105,,0,69,0,0
587,R.EGUA-BA500,3,998,,0,500,0,0
588,IBICOA-BA500,3,998,,0,500,0,0
589,SAPEAC-BA500,3,998,,0,500,0,0
590,ABAIXB-SE069,3,108,,0,69,0,0
591,COLINA-TO500,4,998,,0,500,0,0
592,STMRT2-PA000,4,998,,0,999,0,0
593,LAJEAD-TO500,4,998,,0,500,0,0
594,COLIN2-TO500,4,998,,0,500,0,0
595,SQUEBR-MA500,4,998,,0,500,0,0
596,TUCR-2-PA500,4,998,,0,500,0,0
597,TUCR-1-PA500,4,998,,0,500,0,0
598,V.COND-PA500,4,998,,0,500,0,0
599,MARABA-PA500,4,998,,0,500,0,0
600,ABAIXA-BA069,3,108,,0,69,0,0
601,MOXOTO-BA069,3,108,,0,69,0,0
602,JUAZE2-BA069,3,108,,0,69,0,0
603,S.BONF-BA069,3,108,,0,69,0,0
604,M.REDU-BA069,3,108,,0,69,0,0
605,ZEBU---AL069,3,106,,0,69,0,0
606,MULUNG-BA069,3,108,,0,69,0,0
607,BALSAS-MA069,4,109,,0,69,0,0
608,ZEBU---SE069,3,107,,0,69,0,0
609,ZEBU---PE069,3,105,,0,69,0,0
611,ITAPAR-BA069,3,108,,0,69,0,0
612,M.REDZ-BA069,3,108,,0,69,0,0
613,ZEBU---BA069,3,108,,0,69,0,0
615,P.FRAN-MA069,4,109,,0,69,0,0
616,TAUA2--CE069,3,102,,0,69,0,0
617,ICO----CE069,3,102,,0,69,0,0
618,CAUIPE-CE069,3,102,,0,69,0,0
619,D.GOUV-CE069,3,102,,0,69,0,0
620,B.NOME-PE069,3,105,,0,69,0,0
621,MILAGR-CE069,3,102,,0,69,0,0
622,BANABU-CE069,3,102,,0,69,0,0
623,RUSSAS-CE069,3,102,,0,69,0,0
624,MOSSOR-RN069,3,103,,0,69,0,0
625,FORTAL-CE069,3,102,,0,69,0,0
626,SOBRAL-CE069,3,102,,0,69,0,0
627,PIRIPI-PI069,3,101,,0,69,0,0
628,TERES--PI069,3,998,,0,69,0,0
629,B.ESPE-PI069,3,998,,0,69,0,0
630,PERITO-MA069,4,109,,0,69,0,0
631,MIRAND-MA069,4,109,,0,69,0,0
632,SLU1S1-MA069,4,109,,0,69,0,0
633,COREM2-PB069,3,104,,0,69,0,0
634,PICI2--CE069,3,102,,0,69,0,0
635,ZEBUCH-SE069,3,998,,0,69,0,0
636,C.NETO-MA069,4,109,,0,69,0,0
637,S.J.PI-PI069,3,101,,0,69,0,0
638,P.DUTR-MA069,4,109,,0,69,0,0
639,IMPERA-MA069,4,109,,0,69,0,0
640,ANGELI-PE069,3,105,,0,69,0,0
641,ANGELI-AL069,3,106,,0,69,0,0
642,RIO-LA-AL069,3,106,,0,69,0,0
643,BONGIA-PE069,3,105,,0,69,0,0
644,CGRD2--PB069,3,104,,0,69,0,0
645,S.CRUZ-RN069,3,103,,0,69,0,0
646,NATAL2-RN069,3,103,,0,69,0,0
647,GOIANI-PE069,3,105,,0,69,0,0
648,MUSSU2-PB069,3,104,,0,69,0,0
649,PIRAPA-PE069,3,105,,0,69,0,0
650,MIRUEI-PE069,3,105,,0,69,0,0
651,ACU----RN069,3,103,,0,69,0,0
652,S.MATO-RN069,3,103,,0,69,0,0
653,C.NOVO-RN069,3,103,,0,69,0,0
654,JOAIRA-PE069,3,105,,0,69,0,0
655,TACAIM-PE069,3,105,,0,69,0,0
656,LCARRO-PE069,3,105,,0,69,0,0
657,RGONCA-PI069,3,101,,0,69,0,0
658,PENEDO-AL069,3,106,,0,69,0,0
659,MACEIO-AL069,3,106,,0,69,0,0
660,PAU-FE-PE069,3,105,,0,69,0,0
661,MIRUE2-PE069,3,105,,0,69,0,0
662,PENEDO-SE069,3,107,,0,69,0,0
663,BONGIB-PE069,3,998,,0,69,0,0
664,S.A.JE-BA069,3,108,,0,69,0,0
665,ITBANI-SE069,3,99,,0,69,0,0
666,TOMBA--BA069,3,108,,0,69,0,0
668,NARAND-BA069,3,108,,0,69,0,0
669,B.ESPE-MA069,4,109,,0,69,0,0
670,C.DANT-BA069,3,108,,0,69,0,0
671,ITABAI-SE069,3,107,,0,69,0,0
672,CATU---BA069,3,108,,0,69,0,0
673,JARDIM-SE069,3,107,,0,69,0,0
674,CAMAC2-BA069,3,108,,0,69,0,0
675,G.MANG-BA069,3,108,,0,69,0,0
676,BRUMAD-BA069,3,108,,0,69,0,0
677,MATATU-BA069,3,108,,0,69,0,0
678,PITUAC-BA069,3,108,,0,69,0,0
679,COTEGI-BA069,3,108,,0,69,0,0
680,JACARA-BA069,3,108,,0,69,0,0
681,POLO---BA069,3,108,,0,69,0,0
683,IRECE--BA069,3,108,,0,69,0,0
684,GOIANI-PB069,3,104,,0,69,0,0
685,BJLAPA-BA069,3,108,,0,69,0,0
686,BARREI-BA069,3,108,,0,69,0,0
687,E.MART-PI069,3,101,,0,69,0,0
688,PIRAJA-BA069,3,108,,0,69,0,0
689,ICO----RN069,3,103,,0,69,0,0
690,GUAMA--PA069,4,110,,0,69,0,0
691,UTINGA-PA069,4,110,,0,69,0,0
692,STMARI-PA069,4,110,,0,69,0,0
693,MIRAMA-PA069,4,110,,0,69,0,0
694,S.CRUZ-PB069,3,104,,0,69,0,0
695,PICOS--PI069,3,101,,0,69,0,0
696,TUCURU-PA138,4,110,,0,138,0,0
697,TUCURU-PA069,4,110,,0,69,0,0
698,V.COND-PA069,4,110,,0,69,0,0
699,MARABA-PA069,4,110,,0,69,0,0
700,UTING4-PA000,4,998,,0,999,0,0
701,L.FREI-BA069,3,108,,0,69,0,0
703,UTING5-PA000,4,998,,0,999,0,0
708,ZEBUII-AL069,3,998,,0,69,0,0
709,RLAM---BA069,3,117,,0,69,0,0
710,C.M.3-CAP500,4,998,,0,500,0,0
711,IM-CO1CAP500,3,998,,0,500,0,0
712,CO-IM-CAP500,4,998,,0,500,0,0
713,MIRACE-TO000,4,998,,0,999,0,0
714,FERROR-BA069,3,108,,0,69,0,0
715,IM-CO2CAP500,3,998,,0,500,0,0
716,TAUA2-CER013,3,998,,0,13.8,0,0
717,DIMOVC-BA069,3,108,,0,69,0,0
718,MIRAC2-TO000,4,998,,0,999,0,0
731,MIRA2B-MA000,3,998,,0,999,0,0
732,MIRAN3-MA000,3,998,,0,999,0,0
733,MIRAN1-MA013,3,998,,0,13.8,0,0
735,CO-IM2CAP500,4,998,,0,500,0,0
736,IP2TCS-MA500,4,998,,0,500,0,0
738,PDUT-2CAP500,3,998,,0,500,0,0
739,IMP-P2CAP500,3,998,,0,500,0,0
741,RCDCS--PE000,3,998,,0,999,0,0
745,SRITA2-PB069,3,104,,0,69,0,0
746,NATAL3-RN069,3,103,,0,69,0,0
752,RIBEIR-PE069,3,105,,0,69,0,0
755,MORCHP-BA069,3,108,,0,69,0,0
757,C.M.2-CAP500,4,998,,0,500,0,0
759,AC-MA1CAP500,3,998,,0,500,0,0
762,ALTAMI-PA000,4,998,,0,999,0,0
763,RUROP1-PA000,4,998,,0,999,0,0
765,IBIAPI-CE069,3,998,,0,69,0,0
770,B.ALTO-GO500,1,998,,0,500,0,0
771,GU-MI4CAP500,4,998,,0,500,0,0
774,MI-GU4CAP500,4,998,,0,500,0,0
777,PORAN2-GO500,1,998,,0,500,0,0
778,PORAN1SIN013,1,998,,1,13.8,0,0
790,GUAMA2-PA000,4,998,,0,999,0,0
791,UTING2-PA000,4,998,,0,999,0,0
792,STMRT1-PA000,4,998,,0,999,0,0
794,IGAPOR-BA069,3,108,,0,69,0,0
797,TUCR-A-PA000,4,998,,0,999,0,0
798,VCOND1-PA000,4,998,,0,999,0,0
799,MARAB1-PA000,4,998,,0,999,0,0
800,CASTAN-PA138,4,110,,0,138,0,0
801,P.ITAQUTE013,4,998,,1,13.8,0,0
803,STMR-C-PA013,4,110,,0,13.8,0,0
805,SUZANO-MA230,4,998,,0,230,0,0
806,SUZANO-MA034,3,117,,0,34.5,0,0
807,SUZANOUTE013,4,998,,1,13.8,0,0
810,ALUML1-MA034,3,998,,0,34.5,0,0
811,ALUML2-MA034,3,998,,0,34.5,0,0
812,ALUML3-MA034,3,998,,0,34.5,0,0
813,ALU-BI-MA034,3,998,,2,34.5,0,0
814,SLUIS3-MA069,4,109,,0,69,0,0
815,P.FRA2-MA000,3,998,,0,999,0,0
816,P.FRA3-MA000,3,998,,0,999,0,0
817,PFRAN3-MA013,3,998,,0,13.8,0,0
819,D.MAC2-CE069,3,998,,0,69,0,0
820,PACATB-CE069,3,102,,0,69,0,0
821,MLG-TI-CE013,3,102,,0,13.8,0,0
822,PACATB-CE500,3,998,,0,500,0,0
823,PACATB-CE230,3,998,,0,230,0,0
825,FORTAA-CE013,3,102,,0,13.8,0,0
826,D.MAC2-CE230,3,998,,0,230,0,0
827,PIRIPI-PI013,3,101,,0,13.8,0,0
829,B.ESPE-PI013,3,998,,0,13.8,0,0
831,MIRNDT-MA013,4,109,,0,13.8,0,0
832,MIRAND-MA013,4,998,,0,13.8,0,0
833,COREM2-PB013,3,104,,0,13.8,0,0
836,GILBU2-PI500,3,998,,0,500,0,0
838,PDACA1CAP500,3,998,,0,500,0,0
841,RCD-1-SIN013,3,998,,1,13.8,0,0
842,BA-GILCAP500,3,998,,0,500,0,0
846,BARRER-BA500,3,998,,0,500,0,0
851,ACU----RN013,3,103,,0,13.8,0,0
852,S.MATO-RN000,3,103,,0,999,0,0
854,GIL-BACAP500,3,998,,0,500,0,0
855,BARRE1CAP500,3,998,,0,500,0,0
857,RE-LUZCAP500,3,998,,0,500,0,0
858,S.MAT2-RN000,3,103,,0,999,0,0
859,AC-MA2CAP500,3,998,,0,500,0,0
860,REBAR1CAP500,3,998,,0,500,0,0
862,ALTAMI-PA069,4,110,,0,69,0,0
863,RUROP2-PA000,4,998,,0,999,0,0
872,CATU-A-BA013,3,108,,0,13.8,0,0
874,CMD-1-SIN013,3,998,,1,13.8,0,0
