**** Fuel:     98 OLEO (98)   
Year .....01 .....02 .....03 .....04 .....05 .....06 .....07 .....08 .....09 .....10 .....11 .....12
**** Fuel:    762 GAS (762)   
Year .....01 .....02 .....03 .....04 .....05 .....06 .....07 .....08 .....09 .....10 .....11 .....12
2025    1193    1193    1193    1193    1193    1193    1193    1193    1193    1193    1193    1193
2026 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92 1261.92
2027 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32 1267.32
2028 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61 1274.61
2029 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15 1282.15
2030 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96 1290.96
2031 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11 1298.11
2032 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58 1308.58
2033 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45 1314.45
2034 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21 1323.21
2035 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13 1334.13
2036 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65 1341.65
2037 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97 1349.97
2038 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79 1356.79
2039 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61 1363.61
**** Fuel:    763 GAS (763)   
Year .....01 .....02 .....03 .....04 .....05 .....06 .....07 .....08 .....09 .....10 .....11 .....12
2025    1056    1056    1056    1056    1056    1056    1056    1056    1056    1056    1056    1056
2026 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65 1116.65
2027  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4  1121.4
2028 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82 1127.82
2029 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46 1134.46
2030 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22 1142.22
2031 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51 1148.51
2032 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73 1157.73
2033  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9  1162.9
2034 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62 1170.62
2035 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24 1180.24
2036 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86 1186.86
2037 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18 1194.18
2038 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19 1200.19
2039  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2  1206.2
**** Fuel:    767 GAS (767)   
Year .....01 .....02 .....03 .....04 .....05 .....06 .....07 .....08 .....09 .....10 .....11 .....12
2025    1043    1043    1043    1043    1043    1043    1043    1043    1043    1043    1043    1043
2026 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37 1102.37
2027 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06 1107.06
2028  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4  1113.4
2029 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94 1119.94
2030  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6  1127.6
2031 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81 1133.81
2032 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91 1142.91
2033 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01 1148.01
2034 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62 1155.62
2035 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12 1165.12
2036 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65 1171.65
2037 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88 1178.88
2038  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8  1184.8
2039 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73 1190.73
