$version=1
!code,Date,block,MinFlow,MaxFlow,MinFlowEmergency,MaxFlowEmergency
12546,1900/01/01,4,9999,9999,9999,9999
12547,1900/01/01,1,9999,9999,9999,9999
12547,1900/01/01,2,9999,9999,9999,9999
12547,1900/01/01,3,9999,9999,9999,9999
12547,1900/01/01,4,9999,9999,9999,9999
12548,1900/01/01,1,9999,9999,9999,9999
12548,1900/01/01,2,9999,9999,9999,9999
12548,1900/01/01,3,9999,9999,9999,9999
12548,1900/01/01,4,9999,9999,9999,9999
12549,1900/01/01,1,9999,9999,9999,9999
12549,1900/01/01,2,9999,9999,9999,9999
12549,1900/01/01,3,9999,9999,9999,9999
12549,1900/01/01,4,9999,9999,9999,9999
12550,1900/01/01,1,9999,9999,9999,9999
12550,1900/01/01,2,9999,9999,9999,9999
12550,1900/01/01,3,9999,9999,9999,9999
12550,1900/01/01,4,9999,9999,9999,9999
12551,1900/01/01,1,9999,9999,9999,9999
12551,1900/01/01,2,9999,9999,9999,9999
12551,1900/01/01,3,9999,9999,9999,9999
12551,1900/01/01,4,9999,9999,9999,9999
12552,1900/01/01,1,9999,9999,9999,9999
12552,1900/01/01,2,9999,9999,9999,9999
12552,1900/01/01,3,9999,9999,9999,9999
12552,1900/01/01,4,9999,9999,9999,9999
12553,1900/01/01,1,9999,9999,9999,9999
12553,1900/01/01,2,9999,9999,9999,9999
12553,1900/01/01,3,9999,9999,9999,9999
12553,1900/01/01,4,9999,9999,9999,9999
12554,1900/01/01,1,9999,9999,9999,9999
12554,1900/01/01,2,9999,9999,9999,9999
12554,1900/01/01,3,9999,9999,9999,9999
12554,1900/01/01,4,9999,9999,9999,9999
12555,1900/01/01,1,9999,9999,9999,9999
12555,1900/01/01,2,9999,9999,9999,9999
12555,1900/01/01,3,9999,9999,9999,9999
12555,1900/01/01,4,9999,9999,9999,9999
12556,1900/01/01,1,9999,9999,9999,9999
12556,1900/01/01,2,9999,9999,9999,9999
12556,1900/01/01,3,9999,9999,9999,9999
12556,1900/01/01,4,9999,9999,9999,9999
12557,1900/01/01,1,9999,9999,9999,9999
12557,1900/01/01,2,9999,9999,9999,9999
12557,1900/01/01,3,9999,9999,9999,9999
12557,1900/01/01,4,9999,9999,9999,9999
12558,1900/01/01,1,9999,9999,9999,9999
12558,1900/01/01,2,9999,9999,9999,9999
12558,1900/01/01,3,9999,9999,9999,9999
12558,1900/01/01,4,9999,9999,9999,9999
12559,1900/01/01,1,9999,9999,9999,9999
12559,1900/01/01,2,9999,9999,9999,9999
12559,1900/01/01,3,9999,9999,9999,9999
12559,1900/01/01,4,9999,9999,9999,9999
12560,1900/01/01,1,9999,9999,9999,9999
12560,1900/01/01,2,9999,9999,9999,9999
12560,1900/01/01,3,9999,9999,9999,9999
12560,1900/01/01,4,9999,9999,9999,9999
12561,1900/01/01,1,9999,9999,9999,9999
12561,1900/01/01,2,9999,9999,9999,9999
12561,1900/01/01,3,9999,9999,9999,9999
12561,1900/01/01,4,9999,9999,9999,9999
12562,1900/01/01,1,9999,9999,9999,9999
12562,1900/01/01,2,9999,9999,9999,9999
12562,1900/01/01,3,9999,9999,9999,9999
12562,1900/01/01,4,9999,9999,9999,9999
12563,1900/01/01,1,9999,9999,9999,9999
12563,1900/01/01,2,9999,9999,9999,9999
12563,1900/01/01,3,9999,9999,9999,9999
12563,1900/01/01,4,9999,9999,9999,9999
12564,1900/01/01,1,9999,9999,9999,9999
12564,1900/01/01,2,9999,9999,9999,9999
12564,1900/01/01,3,9999,9999,9999,9999
12564,1900/01/01,4,9999,9999,9999,9999
12565,1900/01/01,1,9999,9999,9999,9999
12565,1900/01/01,2,9999,9999,9999,9999
12565,1900/01/01,3,9999,9999,9999,9999
12565,1900/01/01,4,9999,9999,9999,9999
12566,1900/01/01,1,9999,9999,9999,9999
12566,1900/01/01,2,9999,9999,9999,9999
12566,1900/01/01,3,9999,9999,9999,9999
12566,1900/01/01,4,9999,9999,9999,9999
12567,1900/01/01,1,9999,9999,9999,9999
12567,1900/01/01,2,9999,9999,9999,9999
12567,1900/01/01,3,9999,9999,9999,9999
12567,1900/01/01,4,9999,9999,9999,9999
12568,1900/01/01,1,9999,9999,9999,9999
12568,1900/01/01,2,9999,9999,9999,9999
12568,1900/01/01,3,9999,9999,9999,9999
12568,1900/01/01,4,9999,9999,9999,9999
12569,1900/01/01,1,9999,9999,9999,9999
12569,1900/01/01,2,9999,9999,9999,9999
12569,1900/01/01,3,9999,9999,9999,9999
12569,1900/01/01,4,9999,9999,9999,9999
12570,1900/01/01,1,9999,9999,9999,9999
12570,1900/01/01,2,9999,9999,9999,9999
12570,1900/01/01,3,9999,9999,9999,9999
12570,1900/01/01,4,9999,9999,9999,9999
12571,1900/01/01,1,9999,9999,9999,9999
12571,1900/01/01,2,9999,9999,9999,9999
12571,1900/01/01,3,9999,9999,9999,9999
12571,1900/01/01,4,9999,9999,9999,9999
12572,1900/01/01,1,9999,9999,9999,9999
12572,1900/01/01,2,9999,9999,9999,9999
12572,1900/01/01,3,9999,9999,9999,9999
12572,1900/01/01,4,9999,9999,9999,9999
12573,1900/01/01,1,9999,9999,9999,9999
12573,1900/01/01,2,9999,9999,9999,9999
12573,1900/01/01,3,9999,9999,9999,9999
12573,1900/01/01,4,9999,9999,9999,9999
12574,1900/01/01,1,9999,9999,9999,9999
12574,1900/01/01,2,9999,9999,9999,9999
12574,1900/01/01,3,9999,9999,9999,9999
12574,1900/01/01,4,9999,9999,9999,9999
12575,1900/01/01,1,9999,9999,9999,9999
12575,1900/01/01,2,9999,9999,9999,9999
12575,1900/01/01,3,9999,9999,9999,9999
12575,1900/01/01,4,9999,9999,9999,9999
12576,1900/01/01,1,9999,9999,9999,9999
12576,1900/01/01,2,9999,9999,9999,9999
12576,1900/01/01,3,9999,9999,9999,9999
12576,1900/01/01,4,9999,9999,9999,9999
12577,1900/01/01,1,9999,9999,9999,9999
12577,1900/01/01,2,9999,9999,9999,9999
12577,1900/01/01,3,9999,9999,9999,9999
12577,1900/01/01,4,9999,9999,9999,9999
12578,1900/01/01,1,9999,9999,9999,9999
12578,1900/01/01,2,9999,9999,9999,9999
12578,1900/01/01,3,9999,9999,9999,9999
12578,1900/01/01,4,9999,9999,9999,9999
12579,1900/01/01,1,9999,9999,9999,9999
12579,1900/01/01,2,9999,9999,9999,9999
12579,1900/01/01,3,9999,9999,9999,9999
12579,1900/01/01,4,9999,9999,9999,9999
12580,1900/01/01,1,9999,9999,9999,9999
12580,1900/01/01,2,9999,9999,9999,9999
12580,1900/01/01,3,9999,9999,9999,9999
12580,1900/01/01,4,9999,9999,9999,9999
12581,1900/01/01,1,9999,9999,9999,9999
12581,1900/01/01,2,9999,9999,9999,9999
12581,1900/01/01,3,9999,9999,9999,9999
12581,1900/01/01,4,9999,9999,9999,9999
12582,1900/01/01,1,9999,9999,9999,9999
12582,1900/01/01,2,9999,9999,9999,9999
12582,1900/01/01,3,9999,9999,9999,9999
12582,1900/01/01,4,9999,9999,9999,9999
12583,1900/01/01,1,9999,9999,9999,9999
12583,1900/01/01,2,9999,9999,9999,9999
12583,1900/01/01,3,9999,9999,9999,9999
12583,1900/01/01,4,9999,9999,9999,9999
12584,1900/01/01,1,9999,9999,9999,9999
12584,1900/01/01,2,9999,9999,9999,9999
12584,1900/01/01,3,9999,9999,9999,9999
12584,1900/01/01,4,9999,9999,9999,9999
12585,1900/01/01,1,9999,9999,9999,9999
12585,1900/01/01,2,9999,9999,9999,9999
12585,1900/01/01,3,9999,9999,9999,9999
12585,1900/01/01,4,9999,9999,9999,9999
12586,1900/01/01,1,9999,9999,9999,9999
12586,1900/01/01,2,9999,9999,9999,9999
12586,1900/01/01,3,9999,9999,9999,9999
12586,1900/01/01,4,9999,9999,9999,9999
12587,1900/01/01,1,9999,9999,9999,9999
12587,1900/01/01,2,9999,9999,9999,9999
12587,1900/01/01,3,9999,9999,9999,9999
12587,1900/01/01,4,9999,9999,9999,9999
12588,1900/01/01,1,9999,9999,9999,9999
12588,1900/01/01,2,9999,9999,9999,9999
12588,1900/01/01,3,9999,9999,9999,9999
12588,1900/01/01,4,9999,9999,9999,9999
12589,1900/01/01,1,9999,9999,9999,9999
12589,1900/01/01,2,9999,9999,9999,9999
12589,1900/01/01,3,9999,9999,9999,9999
12589,1900/01/01,4,9999,9999,9999,9999
12590,1900/01/01,1,9999,9999,9999,9999
12590,1900/01/01,2,9999,9999,9999,9999
12590,1900/01/01,3,9999,9999,9999,9999
12590,1900/01/01,4,9999,9999,9999,9999
12591,1900/01/01,1,9999,9999,9999,9999
12591,1900/01/01,2,9999,9999,9999,9999
12591,1900/01/01,3,9999,9999,9999,9999
12591,1900/01/01,4,9999,9999,9999,9999
12592,1900/01/01,1,9999,9999,9999,9999
12592,1900/01/01,2,9999,9999,9999,9999
12592,1900/01/01,3,9999,9999,9999,9999
12592,1900/01/01,4,9999,9999,9999,9999
12593,1900/01/01,1,9999,9999,9999,9999
12593,1900/01/01,2,9999,9999,9999,9999
12593,1900/01/01,3,9999,9999,9999,9999
12593,1900/01/01,4,9999,9999,9999,9999
12594,1900/01/01,1,9999,9999,9999,9999
12594,1900/01/01,2,9999,9999,9999,9999
12594,1900/01/01,3,9999,9999,9999,9999
12594,1900/01/01,4,9999,9999,9999,9999
12595,1900/01/01,1,9999,9999,9999,9999
12595,1900/01/01,2,9999,9999,9999,9999
12595,1900/01/01,3,9999,9999,9999,9999
12595,1900/01/01,4,9999,9999,9999,9999
12596,1900/01/01,1,9999,9999,9999,9999
12596,1900/01/01,2,9999,9999,9999,9999
12596,1900/01/01,3,9999,9999,9999,9999
12596,1900/01/01,4,9999,9999,9999,9999
12597,1900/01/01,1,9999,9999,9999,9999
12597,1900/01/01,2,9999,9999,9999,9999
12597,1900/01/01,3,9999,9999,9999,9999
12597,1900/01/01,4,9999,9999,9999,9999
12598,1900/01/01,1,9999,9999,9999,9999
12598,1900/01/01,2,9999,9999,9999,9999
12598,1900/01/01,3,9999,9999,9999,9999
12598,1900/01/01,4,9999,9999,9999,9999
12599,1900/01/01,1,9999,9999,9999,9999
12599,1900/01/01,2,9999,9999,9999,9999
12599,1900/01/01,3,9999,9999,9999,9999
12599,1900/01/01,4,9999,9999,9999,9999
12600,1900/01/01,1,9999,9999,9999,9999
12600,1900/01/01,2,9999,9999,9999,9999
12600,1900/01/01,3,9999,9999,9999,9999
12600,1900/01/01,4,9999,9999,9999,9999
12601,1900/01/01,1,9999,9999,9999,9999
12601,1900/01/01,2,9999,9999,9999,9999
12601,1900/01/01,3,9999,9999,9999,9999
12601,1900/01/01,4,9999,9999,9999,9999
12602,1900/01/01,1,9999,9999,9999,9999
12602,1900/01/01,2,9999,9999,9999,9999
12602,1900/01/01,3,9999,9999,9999,9999
12602,1900/01/01,4,9999,9999,9999,9999
12603,1900/01/01,1,9999,9999,9999,9999
12603,1900/01/01,2,9999,9999,9999,9999
12603,1900/01/01,3,9999,9999,9999,9999
12603,1900/01/01,4,9999,9999,9999,9999
12604,1900/01/01,1,9999,9999,9999,9999
12604,1900/01/01,2,9999,9999,9999,9999
12604,1900/01/01,3,9999,9999,9999,9999
12604,1900/01/01,4,9999,9999,9999,9999
12605,1900/01/01,1,9999,9999,9999,9999
12605,1900/01/01,2,9999,9999,9999,9999
12605,1900/01/01,3,9999,9999,9999,9999
12605,1900/01/01,4,9999,9999,9999,9999
12606,1900/01/01,1,9999,9999,9999,9999
12606,1900/01/01,2,9999,9999,9999,9999
12606,1900/01/01,3,9999,9999,9999,9999
12606,1900/01/01,4,9999,9999,9999,9999
12607,1900/01/01,1,9999,9999,9999,9999
12607,1900/01/01,2,9999,9999,9999,9999
12607,1900/01/01,3,9999,9999,9999,9999
12607,1900/01/01,4,9999,9999,9999,9999
12608,1900/01/01,1,9999,9999,9999,9999
12608,1900/01/01,2,9999,9999,9999,9999
12608,1900/01/01,3,9999,9999,9999,9999
12608,1900/01/01,4,9999,9999,9999,9999
12609,1900/01/01,1,9999,9999,9999,9999
12609,1900/01/01,2,9999,9999,9999,9999
12609,1900/01/01,3,9999,9999,9999,9999
12609,1900/01/01,4,9999,9999,9999,9999
12610,1900/01/01,1,9999,9999,9999,9999
12610,1900/01/01,2,9999,9999,9999,9999
12610,1900/01/01,3,9999,9999,9999,9999
12610,1900/01/01,4,9999,9999,9999,9999
12611,1900/01/01,1,9999,9999,9999,9999
12611,1900/01/01,2,9999,9999,9999,9999
12611,1900/01/01,3,9999,9999,9999,9999
12611,1900/01/01,4,9999,9999,9999,9999
12612,1900/01/01,1,9999,9999,9999,9999
12612,1900/01/01,2,9999,9999,9999,9999
12612,1900/01/01,3,9999,9999,9999,9999
12612,1900/01/01,4,9999,9999,9999,9999
12613,1900/01/01,1,9999,9999,9999,9999
12613,1900/01/01,2,9999,9999,9999,9999
12613,1900/01/01,3,9999,9999,9999,9999
12613,1900/01/01,4,9999,9999,9999,9999
12614,1900/01/01,1,9999,9999,9999,9999
12614,1900/01/01,2,9999,9999,9999,9999
12614,1900/01/01,3,9999,9999,9999,9999
12614,1900/01/01,4,9999,9999,9999,9999
12615,1900/01/01,1,9999,9999,9999,9999
12615,1900/01/01,2,9999,9999,9999,9999
12615,1900/01/01,3,9999,9999,9999,9999
12615,1900/01/01,4,9999,9999,9999,9999
12616,1900/01/01,1,9999,9999,9999,9999
12616,1900/01/01,2,9999,9999,9999,9999
12616,1900/01/01,3,9999,9999,9999,9999
12616,1900/01/01,4,9999,9999,9999,9999
12617,1900/01/01,1,9999,9999,9999,9999
12617,1900/01/01,2,9999,9999,9999,9999
12617,1900/01/01,3,9999,9999,9999,9999
12617,1900/01/01,4,9999,9999,9999,9999
12618,1900/01/01,1,9999,9999,9999,9999
12618,1900/01/01,2,9999,9999,9999,9999
12618,1900/01/01,3,9999,9999,9999,9999
12618,1900/01/01,4,9999,9999,9999,9999
12619,1900/01/01,1,9999,9999,9999,9999
12619,1900/01/01,2,9999,9999,9999,9999
12619,1900/01/01,3,9999,9999,9999,9999
12619,1900/01/01,4,9999,9999,9999,9999
12620,1900/01/01,1,9999,9999,9999,9999
12620,1900/01/01,2,9999,9999,9999,9999
12620,1900/01/01,3,9999,9999,9999,9999
12620,1900/01/01,4,9999,9999,9999,9999
12621,1900/01/01,1,9999,9999,9999,9999
12621,1900/01/01,2,9999,9999,9999,9999
12621,1900/01/01,3,9999,9999,9999,9999
12621,1900/01/01,4,9999,9999,9999,9999
12622,1900/01/01,1,9999,9999,9999,9999
12622,1900/01/01,2,9999,9999,9999,9999
12622,1900/01/01,3,9999,9999,9999,9999
12622,1900/01/01,4,9999,9999,9999,9999
12623,1900/01/01,1,9999,9999,9999,9999
12623,1900/01/01,2,9999,9999,9999,9999
12623,1900/01/01,3,9999,9999,9999,9999
12623,1900/01/01,4,9999,9999,9999,9999
12624,1900/01/01,1,9999,9999,9999,9999
12624,1900/01/01,2,9999,9999,9999,9999
12624,1900/01/01,3,9999,9999,9999,9999
12624,1900/01/01,4,9999,9999,9999,9999
12625,1900/01/01,1,9999,9999,9999,9999
12625,1900/01/01,2,9999,9999,9999,9999
12625,1900/01/01,3,9999,9999,9999,9999
12625,1900/01/01,4,9999,9999,9999,9999
12626,1900/01/01,1,9999,9999,9999,9999
12626,1900/01/01,2,9999,9999,9999,9999
12626,1900/01/01,3,9999,9999,9999,9999
12626,1900/01/01,4,9999,9999,9999,9999
12627,1900/01/01,1,9999,9999,9999,9999
12627,1900/01/01,2,9999,9999,9999,9999
12627,1900/01/01,3,9999,9999,9999,9999
12627,1900/01/01,4,9999,9999,9999,9999
12628,1900/01/01,1,9999,9999,9999,9999
12628,1900/01/01,2,9999,9999,9999,9999
12628,1900/01/01,3,9999,9999,9999,9999
12628,1900/01/01,4,9999,9999,9999,9999
12629,1900/01/01,1,9999,9999,9999,9999
12629,1900/01/01,2,9999,9999,9999,9999
12629,1900/01/01,3,9999,9999,9999,9999
12629,1900/01/01,4,9999,9999,9999,9999
12630,1900/01/01,1,9999,9999,9999,9999
12630,1900/01/01,2,9999,9999,9999,9999
12630,1900/01/01,3,9999,9999,9999,9999
12630,1900/01/01,4,9999,9999,9999,9999
12631,1900/01/01,1,9999,9999,9999,9999
12631,1900/01/01,2,9999,9999,9999,9999
12631,1900/01/01,3,9999,9999,9999,9999
12631,1900/01/01,4,9999,9999,9999,9999
12632,1900/01/01,1,9999,9999,9999,9999
12632,1900/01/01,2,9999,9999,9999,9999
12632,1900/01/01,3,9999,9999,9999,9999
12632,1900/01/01,4,9999,9999,9999,9999
12633,1900/01/01,1,9999,9999,9999,9999
12633,1900/01/01,2,9999,9999,9999,9999
12633,1900/01/01,3,9999,9999,9999,9999
12633,1900/01/01,4,9999,9999,9999,9999
12634,1900/01/01,1,9999,9999,9999,9999
12634,1900/01/01,2,9999,9999,9999,9999
12634,1900/01/01,3,9999,9999,9999,9999
12634,1900/01/01,4,9999,9999,9999,9999
12635,1900/01/01,1,9999,9999,9999,9999
12635,1900/01/01,2,9999,9999,9999,9999
12635,1900/01/01,3,9999,9999,9999,9999
12635,1900/01/01,4,9999,9999,9999,9999
12636,1900/01/01,1,9999,9999,9999,9999
12636,1900/01/01,2,9999,9999,9999,9999
12636,1900/01/01,3,9999,9999,9999,9999
12636,1900/01/01,4,9999,9999,9999,9999
12637,1900/01/01,1,9999,9999,9999,9999
12637,1900/01/01,2,9999,9999,9999,9999
12637,1900/01/01,3,9999,9999,9999,9999
12637,1900/01/01,4,9999,9999,9999,9999
12638,1900/01/01,1,9999,9999,9999,9999
12638,1900/01/01,2,9999,9999,9999,9999
12638,1900/01/01,3,9999,9999,9999,9999
12638,1900/01/01,4,9999,9999,9999,9999
12639,1900/01/01,1,9999,9999,9999,9999
12639,1900/01/01,2,9999,9999,9999,9999
12639,1900/01/01,3,9999,9999,9999,9999
12639,1900/01/01,4,9999,9999,9999,9999
12640,1900/01/01,1,9999,9999,9999,9999
12640,1900/01/01,2,9999,9999,9999,9999
12640,1900/01/01,3,9999,9999,9999,9999
12640,1900/01/01,4,9999,9999,9999,9999
12641,1900/01/01,1,9999,9999,9999,9999
12641,1900/01/01,2,9999,9999,9999,9999
12641,1900/01/01,3,9999,9999,9999,9999
12641,1900/01/01,4,9999,9999,9999,9999
12642,1900/01/01,1,9999,9999,9999,9999
12642,1900/01/01,2,9999,9999,9999,9999
12642,1900/01/01,3,9999,9999,9999,9999
12642,1900/01/01,4,9999,9999,9999,9999
12643,1900/01/01,1,9999,9999,9999,9999
12643,1900/01/01,2,9999,9999,9999,9999
12643,1900/01/01,3,9999,9999,9999,9999
12643,1900/01/01,4,9999,9999,9999,9999
12644,1900/01/01,1,9999,9999,9999,9999
12644,1900/01/01,2,9999,9999,9999,9999
12644,1900/01/01,3,9999,9999,9999,9999
12644,1900/01/01,4,9999,9999,9999,9999
12645,1900/01/01,1,9999,9999,9999,9999
12645,1900/01/01,2,9999,9999,9999,9999
12645,1900/01/01,3,9999,9999,9999,9999
12645,1900/01/01,4,9999,9999,9999,9999
12646,1900/01/01,1,9999,9999,9999,9999
12646,1900/01/01,2,9999,9999,9999,9999
12646,1900/01/01,3,9999,9999,9999,9999
12646,1900/01/01,4,9999,9999,9999,9999
12647,1900/01/01,1,9999,9999,9999,9999
12647,1900/01/01,2,9999,9999,9999,9999
12647,1900/01/01,3,9999,9999,9999,9999
12647,1900/01/01,4,9999,9999,9999,9999
12648,1900/01/01,1,9999,9999,9999,9999
12648,1900/01/01,2,9999,9999,9999,9999
12648,1900/01/01,3,9999,9999,9999,9999
12648,1900/01/01,4,9999,9999,9999,9999
12649,1900/01/01,1,9999,9999,9999,9999
12649,1900/01/01,2,9999,9999,9999,9999
12649,1900/01/01,3,9999,9999,9999,9999
12649,1900/01/01,4,9999,9999,9999,9999
12650,1900/01/01,1,9999,9999,9999,9999
12650,1900/01/01,2,9999,9999,9999,9999
12650,1900/01/01,3,9999,9999,9999,9999
12650,1900/01/01,4,9999,9999,9999,9999
12651,1900/01/01,1,9999,9999,9999,9999
12651,1900/01/01,2,9999,9999,9999,9999
12651,1900/01/01,3,9999,9999,9999,9999
12651,1900/01/01,4,9999,9999,9999,9999
12652,1900/01/01,1,9999,9999,9999,9999
12652,1900/01/01,2,9999,9999,9999,9999
12652,1900/01/01,3,9999,9999,9999,9999
12652,1900/01/01,4,9999,9999,9999,9999
12653,1900/01/01,1,9999,9999,9999,9999
12653,1900/01/01,2,9999,9999,9999,9999
12653,1900/01/01,3,9999,9999,9999,9999
12653,1900/01/01,4,9999,9999,9999,9999
12654,1900/01/01,1,9999,9999,9999,9999
12654,1900/01/01,2,9999,9999,9999,9999
12654,1900/01/01,3,9999,9999,9999,9999
12654,1900/01/01,4,9999,9999,9999,9999
12655,1900/01/01,1,9999,9999,9999,9999
12655,1900/01/01,2,9999,9999,9999,9999
12655,1900/01/01,3,9999,9999,9999,9999
12655,1900/01/01,4,9999,9999,9999,9999
12656,1900/01/01,1,9999,9999,9999,9999
12656,1900/01/01,2,9999,9999,9999,9999
12656,1900/01/01,3,9999,9999,9999,9999
12656,1900/01/01,4,9999,9999,9999,9999
12657,1900/01/01,1,9999,9999,9999,9999
12657,1900/01/01,2,9999,9999,9999,9999
12657,1900/01/01,3,9999,9999,9999,9999
12657,1900/01/01,4,9999,9999,9999,9999
12658,1900/01/01,1,9999,9999,9999,9999
12658,1900/01/01,2,9999,9999,9999,9999
12658,1900/01/01,3,9999,9999,9999,9999
12658,1900/01/01,4,9999,9999,9999,9999
12659,1900/01/01,1,9999,9999,9999,9999
12659,1900/01/01,2,9999,9999,9999,9999
12659,1900/01/01,3,9999,9999,9999,9999
12659,1900/01/01,4,9999,9999,9999,9999
12660,1900/01/01,1,9999,9999,9999,9999
12660,1900/01/01,2,9999,9999,9999,9999
12660,1900/01/01,3,9999,9999,9999,9999
12660,1900/01/01,4,9999,9999,9999,9999
12661,1900/01/01,1,9999,9999,9999,9999
12661,1900/01/01,2,9999,9999,9999,9999
12661,1900/01/01,3,9999,9999,9999,9999
12661,1900/01/01,4,9999,9999,9999,9999
12662,1900/01/01,1,9999,9999,9999,9999
12662,1900/01/01,2,9999,9999,9999,9999
12662,1900/01/01,3,9999,9999,9999,9999
12662,1900/01/01,4,9999,9999,9999,9999
12663,1900/01/01,1,9999,9999,9999,9999
12663,1900/01/01,2,9999,9999,9999,9999
12663,1900/01/01,3,9999,9999,9999,9999
12663,1900/01/01,4,9999,9999,9999,9999
12664,1900/01/01,1,9999,9999,9999,9999
12664,1900/01/01,2,9999,9999,9999,9999
12664,1900/01/01,3,9999,9999,9999,9999
12664,1900/01/01,4,9999,9999,9999,9999
12665,1900/01/01,1,9999,9999,9999,9999
12665,1900/01/01,2,9999,9999,9999,9999
12665,1900/01/01,3,9999,9999,9999,9999
12665,1900/01/01,4,9999,9999,9999,9999
12666,1900/01/01,1,9999,9999,9999,9999
12666,1900/01/01,2,9999,9999,9999,9999
12666,1900/01/01,3,9999,9999,9999,9999
12666,1900/01/01,4,9999,9999,9999,9999
12667,1900/01/01,1,9999,9999,9999,9999
12667,1900/01/01,2,9999,9999,9999,9999
12667,1900/01/01,3,9999,9999,9999,9999
12667,1900/01/01,4,9999,9999,9999,9999
12668,1900/01/01,1,9999,9999,9999,9999
12668,1900/01/01,2,9999,9999,9999,9999
12668,1900/01/01,3,9999,9999,9999,9999
12668,1900/01/01,4,9999,9999,9999,9999
12669,1900/01/01,1,9999,9999,9999,9999
12669,1900/01/01,2,9999,9999,9999,9999
12669,1900/01/01,3,9999,9999,9999,9999
12669,1900/01/01,4,9999,9999,9999,9999
12670,1900/01/01,1,9999,9999,9999,9999
12670,1900/01/01,2,9999,9999,9999,9999
12670,1900/01/01,3,9999,9999,9999,9999
12670,1900/01/01,4,9999,9999,9999,9999
12671,1900/01/01,1,9999,9999,9999,9999
12671,1900/01/01,2,9999,9999,9999,9999
12671,1900/01/01,3,9999,9999,9999,9999
12671,1900/01/01,4,9999,9999,9999,9999
12672,1900/01/01,1,9999,9999,9999,9999
12672,1900/01/01,2,9999,9999,9999,9999
12672,1900/01/01,3,9999,9999,9999,9999
12672,1900/01/01,4,9999,9999,9999,9999
12673,1900/01/01,1,9999,9999,9999,9999
12673,1900/01/01,2,9999,9999,9999,9999
12673,1900/01/01,3,9999,9999,9999,9999
12673,1900/01/01,4,9999,9999,9999,9999
12674,1900/01/01,1,9999,9999,9999,9999
12674,1900/01/01,2,9999,9999,9999,9999
12674,1900/01/01,3,9999,9999,9999,9999
12674,1900/01/01,4,9999,9999,9999,9999
12675,1900/01/01,1,9999,9999,9999,9999
12675,1900/01/01,2,9999,9999,9999,9999
12675,1900/01/01,3,9999,9999,9999,9999
12675,1900/01/01,4,9999,9999,9999,9999
12676,1900/01/01,1,9999,9999,9999,9999
12676,1900/01/01,2,9999,9999,9999,9999
12676,1900/01/01,3,9999,9999,9999,9999
12676,1900/01/01,4,9999,9999,9999,9999
12677,1900/01/01,1,9999,9999,9999,9999
12677,1900/01/01,2,9999,9999,9999,9999
12677,1900/01/01,3,9999,9999,9999,9999
12677,1900/01/01,4,9999,9999,9999,9999
12678,1900/01/01,1,9999,9999,9999,9999
12678,1900/01/01,2,9999,9999,9999,9999
12678,1900/01/01,3,9999,9999,9999,9999
12678,1900/01/01,4,9999,9999,9999,9999
12679,1900/01/01,1,9999,9999,9999,9999
12679,1900/01/01,2,9999,9999,9999,9999
12679,1900/01/01,3,9999,9999,9999,9999
12679,1900/01/01,4,9999,9999,9999,9999
12680,1900/01/01,1,9999,9999,9999,9999
12680,1900/01/01,2,9999,9999,9999,9999
12680,1900/01/01,3,9999,9999,9999,9999
12680,1900/01/01,4,9999,9999,9999,9999
12681,1900/01/01,1,9999,9999,9999,9999
12681,1900/01/01,2,9999,9999,9999,9999
12681,1900/01/01,3,9999,9999,9999,9999
12681,1900/01/01,4,9999,9999,9999,9999
12682,1900/01/01,1,9999,9999,9999,9999
12682,1900/01/01,2,9999,9999,9999,9999
12682,1900/01/01,3,9999,9999,9999,9999
12682,1900/01/01,4,9999,9999,9999,9999
12683,1900/01/01,1,9999,9999,9999,9999
12683,1900/01/01,2,9999,9999,9999,9999
12683,1900/01/01,3,9999,9999,9999,9999
12683,1900/01/01,4,9999,9999,9999,9999
12684,1900/01/01,1,9999,9999,9999,9999
12684,1900/01/01,2,9999,9999,9999,9999
12684,1900/01/01,3,9999,9999,9999,9999
12684,1900/01/01,4,9999,9999,9999,9999
12685,1900/01/01,1,9999,9999,9999,9999
12685,1900/01/01,2,9999,9999,9999,9999
12685,1900/01/01,3,9999,9999,9999,9999
12685,1900/01/01,4,9999,9999,9999,9999
12686,1900/01/01,1,9999,9999,9999,9999
12686,1900/01/01,2,9999,9999,9999,9999
12686,1900/01/01,3,9999,9999,9999,9999
12686,1900/01/01,4,9999,9999,9999,9999
12687,1900/01/01,1,9999,9999,9999,9999
12687,1900/01/01,2,9999,9999,9999,9999
12687,1900/01/01,3,9999,9999,9999,9999
12687,1900/01/01,4,9999,9999,9999,9999
12688,1900/01/01,1,9999,9999,9999,9999
12688,1900/01/01,2,9999,9999,9999,9999
12688,1900/01/01,3,9999,9999,9999,9999
12688,1900/01/01,4,9999,9999,9999,9999
12689,1900/01/01,1,9999,9999,9999,9999
12689,1900/01/01,2,9999,9999,9999,9999
12689,1900/01/01,3,9999,9999,9999,9999
12689,1900/01/01,4,9999,9999,9999,9999
12690,1900/01/01,1,9999,9999,9999,9999
12690,1900/01/01,2,9999,9999,9999,9999
12690,1900/01/01,3,9999,9999,9999,9999
12690,1900/01/01,4,9999,9999,9999,9999
12691,1900/01/01,1,9999,9999,9999,9999
12691,1900/01/01,2,9999,9999,9999,9999
12691,1900/01/01,3,9999,9999,9999,9999
12691,1900/01/01,4,9999,9999,9999,9999
