$version=1
!code,Date,block,Pp,Pi,Pz
659,1900/01/01,2,18.25,0,0
659,1900/01/01,3,18.25,0,0
659,1900/01/01,4,18.25,0,0
659,2030/01/01,1,18.63,0,0
659,2030/01/01,2,18.63,0,0
659,2030/01/01,3,18.63,0,0
659,2030/01/01,4,18.63,0,0
659,2031/01/01,1,19.01,0,0
659,2031/01/01,2,19.01,0,0
659,2031/01/01,3,19.01,0,0
659,2031/01/01,4,19.01,0,0
659,2032/01/01,1,19.4,0,0
659,2032/01/01,2,19.4,0,0
659,2032/01/01,3,19.4,0,0
659,2032/01/01,4,19.4,0,0
659,2033/01/01,1,19.79,0,0
659,2033/01/01,2,19.79,0,0
659,2033/01/01,3,19.79,0,0
659,2033/01/01,4,19.79,0,0
659,2034/01/01,1,20.2,0,0
659,2034/01/01,2,20.2,0,0
659,2034/01/01,3,20.2,0,0
659,2034/01/01,4,20.2,0,0
659,2035/01/01,1,20.61,0,0
659,2035/01/01,2,20.61,0,0
659,2035/01/01,3,20.61,0,0
659,2035/01/01,4,20.61,0,0
659,2036/01/01,1,21.03,0,0
659,2036/01/01,2,21.03,0,0
659,2036/01/01,3,21.03,0,0
659,2036/01/01,4,21.03,0,0
659,2037/01/01,1,21.46,0,0
659,2037/01/01,2,21.46,0,0
659,2037/01/01,3,21.46,0,0
659,2037/01/01,4,21.46,0,0
659,2038/01/01,1,21.9,0,0
659,2038/01/01,2,21.9,0,0
659,2038/01/01,3,21.9,0,0
659,2038/01/01,4,21.9,0,0
659,2039/01/01,1,22.35,0,0
659,2039/01/01,2,22.35,0,0
659,2039/01/01,3,22.35,0,0
659,2039/01/01,4,22.35,0,0
659,2040/01/01,1,22.8,0,0
659,2040/01/01,2,22.8,0,0
659,2040/01/01,3,22.8,0,0
659,2040/01/01,4,22.8,0,0
660,1900/01/01,1,24.91,0,0
660,1900/01/01,2,24.91,0,0
660,1900/01/01,3,24.91,0,0
660,1900/01/01,4,24.91,0,0
660,2030/01/01,1,25.42,0,0
660,2030/01/01,2,25.42,0,0
660,2030/01/01,3,25.42,0,0
660,2030/01/01,4,25.42,0,0
660,2031/01/01,1,25.94,0,0
660,2031/01/01,2,25.94,0,0
660,2031/01/01,3,25.94,0,0
660,2031/01/01,4,25.94,0,0
660,2032/01/01,1,26.47,0,0
660,2032/01/01,2,26.47,0,0
660,2032/01/01,3,26.47,0,0
660,2032/01/01,4,26.47,0,0
660,2033/01/01,1,27.02,0,0
660,2033/01/01,2,27.02,0,0
660,2033/01/01,3,27.02,0,0
660,2033/01/01,4,27.02,0,0
660,2034/01/01,1,27.57,0,0
660,2034/01/01,2,27.57,0,0
660,2034/01/01,3,27.57,0,0
660,2034/01/01,4,27.57,0,0
660,2035/01/01,1,28.13,0,0
660,2035/01/01,2,28.13,0,0
660,2035/01/01,3,28.13,0,0
660,2035/01/01,4,28.13,0,0
660,2036/01/01,1,28.71,0,0
660,2036/01/01,2,28.71,0,0
660,2036/01/01,3,28.71,0,0
660,2036/01/01,4,28.71,0,0
660,2037/01/01,1,29.29,0,0
660,2037/01/01,2,29.29,0,0
660,2037/01/01,3,29.29,0,0
660,2037/01/01,4,29.29,0,0
660,2038/01/01,1,29.89,0,0
660,2038/01/01,2,29.89,0,0
660,2038/01/01,3,29.89,0,0
660,2038/01/01,4,29.89,0,0
660,2039/01/01,1,30.5,0,0
660,2039/01/01,2,30.5,0,0
660,2039/01/01,3,30.5,0,0
660,2039/01/01,4,30.5,0,0
660,2040/01/01,1,31.13,0,0
660,2040/01/01,2,31.13,0,0
660,2040/01/01,3,31.13,0,0
660,2040/01/01,4,31.13,0,0
661,1900/01/01,1,20.61,0,0
661,1900/01/01,2,20.61,0,0
661,1900/01/01,3,20.61,0,0
661,1900/01/01,4,20.61,0,0
661,2030/01/01,1,21.03,0,0
661,2030/01/01,2,21.03,0,0
661,2030/01/01,3,21.03,0,0
661,2030/01/01,4,21.03,0,0
661,2031/01/01,1,21.46,0,0
661,2031/01/01,2,21.46,0,0
661,2031/01/01,3,21.46,0,0
661,2031/01/01,4,21.46,0,0
661,2032/01/01,1,21.9,0,0
661,2032/01/01,2,21.9,0,0
661,2032/01/01,3,21.9,0,0
661,2032/01/01,4,21.9,0,0
661,2033/01/01,1,22.35,0,0
661,2033/01/01,2,22.35,0,0
661,2033/01/01,3,22.35,0,0
661,2033/01/01,4,22.35,0,0
661,2034/01/01,1,22.8,0,0
661,2034/01/01,2,22.8,0,0
661,2034/01/01,3,22.8,0,0
661,2034/01/01,4,22.8,0,0
661,2035/01/01,1,23.27,0,0
661,2035/01/01,2,23.27,0,0
661,2035/01/01,3,23.27,0,0
661,2035/01/01,4,23.27,0,0
661,2036/01/01,1,23.75,0,0
661,2036/01/01,2,23.75,0,0
661,2036/01/01,3,23.75,0,0
661,2036/01/01,4,23.75,0,0
661,2037/01/01,1,24.23,0,0
661,2037/01/01,2,24.23,0,0
661,2037/01/01,3,24.23,0,0
661,2037/01/01,4,24.23,0,0
661,2038/01/01,1,24.73,0,0
661,2038/01/01,2,24.73,0,0
661,2038/01/01,3,24.73,0,0
661,2038/01/01,4,24.73,0,0
661,2039/01/01,1,25.23,0,0
661,2039/01/01,2,25.23,0,0
661,2039/01/01,3,25.23,0,0
661,2039/01/01,4,25.23,0,0
661,2040/01/01,1,25.75,0,0
661,2040/01/01,2,25.75,0,0
661,2040/01/01,3,25.75,0,0
661,2040/01/01,4,25.75,0,0
662,1900/01/01,1,18.1,0,0
662,1900/01/01,2,18.1,0,0
662,1900/01/01,3,18.1,0,0
662,1900/01/01,4,18.1,0,0
663,1900/01/01,1,42.35,0,0
663,1900/01/01,2,42.35,0,0
663,1900/01/01,3,42.35,0,0
663,1900/01/01,4,42.35,0,0
663,2030/01/01,1,43.22,0,0
663,2030/01/01,2,43.22,0,0
663,2030/01/01,3,43.22,0,0
663,2030/01/01,4,43.22,0,0
663,2031/01/01,1,44.11,0,0
663,2031/01/01,2,44.11,0,0
663,2031/01/01,3,44.11,0,0
663,2031/01/01,4,44.11,0,0
663,2032/01/01,1,45.01,0,0
663,2032/01/01,2,45.01,0,0
663,2032/01/01,3,45.01,0,0
663,2032/01/01,4,45.01,0,0
663,2033/01/01,1,45.93,0,0
663,2033/01/01,2,45.93,0,0
663,2033/01/01,3,45.93,0,0
663,2033/01/01,4,45.93,0,0
663,2034/01/01,1,46.87,0,0
663,2034/01/01,2,46.87,0,0
663,2034/01/01,3,46.87,0,0
663,2034/01/01,4,46.87,0,0
663,2035/01/01,1,47.83,0,0
663,2035/01/01,2,47.83,0,0
663,2035/01/01,3,47.83,0,0
663,2035/01/01,4,47.83,0,0
663,2036/01/01,1,48.81,0,0
663,2036/01/01,2,48.81,0,0
663,2036/01/01,3,48.81,0,0
663,2036/01/01,4,48.81,0,0
663,2037/01/01,1,49.81,0,0
663,2037/01/01,2,49.81,0,0
663,2037/01/01,3,49.81,0,0
663,2037/01/01,4,49.81,0,0
663,2038/01/01,1,50.83,0,0
663,2038/01/01,2,50.83,0,0
663,2038/01/01,3,50.83,0,0
663,2038/01/01,4,50.83,0,0
663,2039/01/01,1,51.87,0,0
663,2039/01/01,2,51.87,0,0
663,2039/01/01,3,51.87,0,0
663,2039/01/01,4,51.87,0,0
663,2040/01/01,1,52.93,0,0
663,2040/01/01,2,52.93,0,0
663,2040/01/01,3,52.93,0,0
663,2040/01/01,4,52.93,0,0
664,1900/01/01,1,20.59,0,0
664,1900/01/01,2,20.59,0,0
664,1900/01/01,3,20.59,0,0
664,1900/01/01,4,20.59,0,0
664,2030/01/01,1,20.99,0,0
664,2030/01/01,2,20.99,0,0
664,2030/01/01,3,20.99,0,0
664,2030/01/01,4,20.99,0,0
664,2031/01/01,1,21.41,0,0
664,2031/01/01,2,21.41,0,0
664,2031/01/01,3,21.41,0,0
664,2031/01/01,4,21.41,0,0
664,2032/01/01,1,21.83,0,0
664,2032/01/01,2,21.83,0,0
664,2032/01/01,3,21.83,0,0
664,2032/01/01,4,21.83,0,0
664,2033/01/01,1,22.27,0,0
664,2033/01/01,2,22.27,0,0
664,2033/01/01,3,22.27,0,0
664,2033/01/01,4,22.27,0,0
664,2034/01/01,1,22.71,0,0
664,2034/01/01,2,22.71,0,0
664,2034/01/01,3,22.71,0,0
664,2034/01/01,4,22.71,0,0
664,2035/01/01,1,23.16,0,0
664,2035/01/01,2,23.16,0,0
664,2035/01/01,3,23.16,0,0
664,2035/01/01,4,23.16,0,0
664,2036/01/01,1,23.61,0,0
664,2036/01/01,2,23.61,0,0
664,2036/01/01,3,23.61,0,0
664,2036/01/01,4,23.61,0,0
664,2037/01/01,1,24.08,0,0
664,2037/01/01,2,24.08,0,0
664,2037/01/01,3,24.08,0,0
664,2037/01/01,4,24.08,0,0
664,2038/01/01,1,24.56,0,0
664,2038/01/01,2,24.56,0,0
664,2038/01/01,3,24.56,0,0
664,2038/01/01,4,24.56,0,0
664,2039/01/01,1,25.04,0,0
664,2039/01/01,2,25.04,0,0
664,2039/01/01,3,25.04,0,0
664,2039/01/01,4,25.04,0,0
664,2040/01/01,1,25.54,0,0
664,2040/01/01,2,25.54,0,0
664,2040/01/01,3,25.54,0,0
664,2040/01/01,4,25.54,0,0
665,1900/01/01,1,17,0,0
665,1900/01/01,2,17,0,0
665,1900/01/01,3,17,0,0
665,1900/01/01,4,17,0,0
666,1900/01/01,1,49.7,0,0
666,1900/01/01,2,49.7,0,0
666,1900/01/01,3,49.7,0,0
666,1900/01/01,4,49.7,0,0
666,2030/01/01,1,50.71,0,0
666,2030/01/01,2,50.71,0,0
666,2030/01/01,3,50.71,0,0
666,2030/01/01,4,50.71,0,0
666,2031/01/01,1,51.75,0,0
666,2031/01/01,2,51.75,0,0
666,2031/01/01,3,51.75,0,0
666,2031/01/01,4,51.75,0,0
666,2032/01/01,1,52.81,0,0
666,2032/01/01,2,52.81,0,0
666,2032/01/01,3,52.81,0,0
666,2032/01/01,4,52.81,0,0
666,2033/01/01,1,53.89,0,0
666,2033/01/01,2,53.89,0,0
666,2033/01/01,3,53.89,0,0
666,2033/01/01,4,53.89,0,0
666,2034/01/01,1,54.99,0,0
666,2034/01/01,2,54.99,0,0
666,2034/01/01,3,54.99,0,0
666,2034/01/01,4,54.99,0,0
666,2035/01/01,1,56.11,0,0
666,2035/01/01,2,56.11,0,0
666,2035/01/01,3,56.11,0,0
666,2035/01/01,4,56.11,0,0
666,2036/01/01,1,57.26,0,0
666,2036/01/01,2,57.26,0,0
666,2036/01/01,3,57.26,0,0
666,2036/01/01,4,57.26,0,0
666,2037/01/01,1,58.43,0,0
666,2037/01/01,2,58.43,0,0
666,2037/01/01,3,58.43,0,0
666,2037/01/01,4,58.43,0,0
666,2038/01/01,1,59.62,0,0
666,2038/01/01,2,59.62,0,0
666,2038/01/01,3,59.62,0,0
666,2038/01/01,4,59.62,0,0
666,2039/01/01,1,60.84,0,0
666,2039/01/01,2,60.84,0,0
666,2039/01/01,3,60.84,0,0
666,2039/01/01,4,60.84,0,0
666,2040/01/01,1,62.09,0,0
666,2040/01/01,2,62.09,0,0
666,2040/01/01,3,62.09,0,0
666,2040/01/01,4,62.09,0,0
667,1900/01/01,1,35.8,0,0
667,1900/01/01,2,35.8,0,0
667,1900/01/01,3,35.8,0,0
667,1900/01/01,4,35.8,0,0
667,2030/01/01,1,36.54,0,0
667,2030/01/01,2,36.54,0,0
667,2030/01/01,3,36.54,0,0
667,2030/01/01,4,36.54,0,0
667,2031/01/01,1,37.28,0,0
667,2031/01/01,2,37.28,0,0
667,2031/01/01,3,37.28,0,0
667,2031/01/01,4,37.28,0,0
667,2032/01/01,1,38.05,0,0
667,2032/01/01,2,38.05,0,0
667,2032/01/01,3,38.05,0,0
667,2032/01/01,4,38.05,0,0
667,2033/01/01,1,38.82,0,0
667,2033/01/01,2,38.82,0,0
667,2033/01/01,3,38.82,0,0
667,2033/01/01,4,38.82,0,0
667,2034/01/01,1,39.62,0,0
667,2034/01/01,2,39.62,0,0
667,2034/01/01,3,39.62,0,0
667,2034/01/01,4,39.62,0,0
667,2035/01/01,1,40.43,0,0
667,2035/01/01,2,40.43,0,0
667,2035/01/01,3,40.43,0,0
667,2035/01/01,4,40.43,0,0
667,2036/01/01,1,41.25,0,0
667,2036/01/01,2,41.25,0,0
667,2036/01/01,3,41.25,0,0
667,2036/01/01,4,41.25,0,0
667,2037/01/01,1,42.1,0,0
667,2037/01/01,2,42.1,0,0
667,2037/01/01,3,42.1,0,0
667,2037/01/01,4,42.1,0,0
667,2038/01/01,1,42.96,0,0
667,2038/01/01,2,42.96,0,0
667,2038/01/01,3,42.96,0,0
667,2038/01/01,4,42.96,0,0
667,2039/01/01,1,43.84,0,0
667,2039/01/01,2,43.84,0,0
667,2039/01/01,3,43.84,0,0
667,2039/01/01,4,43.84,0,0
667,2040/01/01,1,44.73,0,0
667,2040/01/01,2,44.73,0,0
667,2040/01/01,3,44.73,0,0
667,2040/01/01,4,44.73,0,0
668,1900/01/01,1,34.91,0,0
668,1900/01/01,2,34.91,0,0
668,1900/01/01,3,34.91,0,0
668,1900/01/01,4,34.91,0,0
669,1900/01/01,1,20.38,0,0
669,1900/01/01,2,20.38,0,0
669,1900/01/01,3,20.38,0,0
669,1900/01/01,4,20.38,0,0
669,2030/01/01,1,20.79,0,0
669,2030/01/01,2,20.79,0,0
669,2030/01/01,3,20.79,0,0
669,2030/01/01,4,20.79,0,0
669,2031/01/01,1,21.21,0,0
669,2031/01/01,2,21.21,0,0
669,2031/01/01,3,21.21,0,0
669,2031/01/01,4,21.21,0,0
669,2032/01/01,1,21.64,0,0
669,2032/01/01,2,21.64,0,0
669,2032/01/01,3,21.64,0,0
669,2032/01/01,4,21.64,0,0
669,2033/01/01,1,22.08,0,0
669,2033/01/01,2,22.08,0,0
669,2033/01/01,3,22.08,0,0
669,2033/01/01,4,22.08,0,0
669,2034/01/01,1,22.52,0,0
669,2034/01/01,2,22.52,0,0
669,2034/01/01,3,22.52,0,0
669,2034/01/01,4,22.52,0,0
669,2035/01/01,1,22.97,0,0
669,2035/01/01,2,22.97,0,0
669,2035/01/01,3,22.97,0,0
669,2035/01/01,4,22.97,0,0
669,2036/01/01,1,23.44,0,0
669,2036/01/01,2,23.44,0,0
669,2036/01/01,3,23.44,0,0
669,2036/01/01,4,23.44,0,0
669,2037/01/01,1,23.91,0,0
669,2037/01/01,2,23.91,0,0
669,2037/01/01,3,23.91,0,0
669,2037/01/01,4,23.91,0,0
669,2038/01/01,1,24.39,0,0
669,2038/01/01,2,24.39,0,0
669,2038/01/01,3,24.39,0,0
669,2038/01/01,4,24.39,0,0
669,2039/01/01,1,24.88,0,0
669,2039/01/01,2,24.88,0,0
669,2039/01/01,3,24.88,0,0
669,2039/01/01,4,24.88,0,0
669,2040/01/01,1,25.38,0,0
669,2040/01/01,2,25.38,0,0
669,2040/01/01,3,25.38,0,0
669,2040/01/01,4,25.38,0,0
670,1900/01/01,1,37.69,0,0
670,1900/01/01,2,37.69,0,0
670,1900/01/01,3,37.69,0,0
670,1900/01/01,4,37.69,0,0
670,2030/01/01,1,38.47,0,0
670,2030/01/01,2,38.47,0,0
670,2030/01/01,3,38.47,0,0
670,2030/01/01,4,38.47,0,0
670,2031/01/01,1,39.25,0,0
670,2031/01/01,2,39.25,0,0
670,2031/01/01,3,39.25,0,0
670,2031/01/01,4,39.25,0,0
670,2032/01/01,1,40.06,0,0
670,2032/01/01,2,40.06,0,0
670,2032/01/01,3,40.06,0,0
670,2032/01/01,4,40.06,0,0
670,2033/01/01,1,40.88,0,0
670,2033/01/01,2,40.88,0,0
670,2033/01/01,3,40.88,0,0
670,2033/01/01,4,40.88,0,0
670,2034/01/01,1,41.71,0,0
670,2034/01/01,2,41.71,0,0
670,2034/01/01,3,41.71,0,0
670,2034/01/01,4,41.71,0,0
670,2035/01/01,1,42.57,0,0
670,2035/01/01,2,42.57,0,0
670,2035/01/01,3,42.57,0,0
670,2035/01/01,4,42.57,0,0
670,2036/01/01,1,43.44,0,0
670,2036/01/01,2,43.44,0,0
670,2036/01/01,3,43.44,0,0
670,2036/01/01,4,43.44,0,0
670,2037/01/01,1,44.33,0,0
670,2037/01/01,2,44.33,0,0
670,2037/01/01,3,44.33,0,0
670,2037/01/01,4,44.33,0,0
670,2038/01/01,1,45.24,0,0
670,2038/01/01,2,45.24,0,0
670,2038/01/01,3,45.24,0,0
670,2038/01/01,4,45.24,0,0
670,2039/01/01,1,46.16,0,0
670,2039/01/01,2,46.16,0,0
670,2039/01/01,3,46.16,0,0
670,2039/01/01,4,46.16,0,0
670,2040/01/01,1,47.11,0,0
670,2040/01/01,2,47.11,0,0
670,2040/01/01,3,47.11,0,0
670,2040/01/01,4,47.11,0,0
671,1900/01/01,1,10.68,0,0
671,1900/01/01,2,10.68,0,0
671,1900/01/01,3,10.68,0,0
671,1900/01/01,4,10.68,0,0
671,2030/01/01,1,10.9,0,0
671,2030/01/01,2,10.9,0,0
671,2030/01/01,3,10.9,0,0
671,2030/01/01,4,10.9,0,0
671,2031/01/01,1,11.12,0,0
671,2031/01/01,2,11.12,0,0
671,2031/01/01,3,11.12,0,0
671,2031/01/01,4,11.12,0,0
671,2032/01/01,1,11.35,0,0
671,2032/01/01,2,11.35,0,0
671,2032/01/01,3,11.35,0,0
671,2032/01/01,4,11.35,0,0
671,2033/01/01,1,11.58,0,0
671,2033/01/01,2,11.58,0,0
671,2033/01/01,3,11.58,0,0
671,2033/01/01,4,11.58,0,0
671,2034/01/01,1,11.81,0,0
671,2034/01/01,2,11.81,0,0
671,2034/01/01,3,11.81,0,0
671,2034/01/01,4,11.81,0,0
671,2035/01/01,1,12.06,0,0
671,2035/01/01,2,12.06,0,0
671,2035/01/01,3,12.06,0,0
671,2035/01/01,4,12.06,0,0
671,2036/01/01,1,12.3,0,0
671,2036/01/01,2,12.3,0,0
671,2036/01/01,3,12.3,0,0
671,2036/01/01,4,12.3,0,0
671,2037/01/01,1,12.55,0,0
671,2037/01/01,2,12.55,0,0
671,2037/01/01,3,12.55,0,0
671,2037/01/01,4,12.55,0,0
671,2038/01/01,1,12.81,0,0
671,2038/01/01,2,12.81,0,0
671,2038/01/01,3,12.81,0,0
671,2038/01/01,4,12.81,0,0
671,2039/01/01,1,13.07,0,0
671,2039/01/01,2,13.07,0,0
671,2039/01/01,3,13.07,0,0
671,2039/01/01,4,13.07,0,0
671,2040/01/01,1,13.34,0,0
671,2040/01/01,2,13.34,0,0
671,2040/01/01,3,13.34,0,0
671,2040/01/01,4,13.34,0,0
672,1900/01/01,1,24.37,0,0
672,1900/01/01,2,24.37,0,0
672,1900/01/01,3,24.37,0,0
672,1900/01/01,4,24.37,0,0
672,2030/01/01,1,24.86,0,0
672,2030/01/01,2,24.86,0,0
672,2030/01/01,3,24.86,0,0
672,2030/01/01,4,24.86,0,0
672,2031/01/01,1,25.35,0,0
672,2031/01/01,2,25.35,0,0
672,2031/01/01,3,25.35,0,0
672,2031/01/01,4,25.35,0,0
672,2032/01/01,1,25.85,0,0
672,2032/01/01,2,25.85,0,0
672,2032/01/01,3,25.85,0,0
672,2032/01/01,4,25.85,0,0
672,2033/01/01,1,26.36,0,0
672,2033/01/01,2,26.36,0,0
672,2033/01/01,3,26.36,0,0
672,2033/01/01,4,26.36,0,0
672,2034/01/01,1,26.88,0,0
672,2034/01/01,2,26.88,0,0
672,2034/01/01,3,26.88,0,0
672,2034/01/01,4,26.88,0,0
672,2035/01/01,1,27.41,0,0
672,2035/01/01,2,27.41,0,0
672,2035/01/01,3,27.41,0,0
672,2035/01/01,4,27.41,0,0
672,2036/01/01,1,27.96,0,0
672,2036/01/01,2,27.96,0,0
672,2036/01/01,3,27.96,0,0
672,2036/01/01,4,27.96,0,0
672,2037/01/01,1,28.51,0,0
672,2037/01/01,2,28.51,0,0
672,2037/01/01,3,28.51,0,0
672,2037/01/01,4,28.51,0,0
672,2038/01/01,1,29.08,0,0
672,2038/01/01,2,29.08,0,0
672,2038/01/01,3,29.08,0,0
672,2038/01/01,4,29.08,0,0
672,2039/01/01,1,29.65,0,0
672,2039/01/01,2,29.65,0,0
672,2039/01/01,3,29.65,0,0
672,2039/01/01,4,29.65,0,0
672,2040/01/01,1,30.24,0,0
672,2040/01/01,2,30.24,0,0
672,2040/01/01,3,30.24,0,0
672,2040/01/01,4,30.24,0,0
673,1900/01/01,1,44.53,0,0
673,1900/01/01,2,44.53,0,0
673,1900/01/01,3,44.53,0,0
673,1900/01/01,4,44.53,0,0
673,2030/01/01,1,45.44,0,0
673,2030/01/01,2,45.44,0,0
673,2030/01/01,3,45.44,0,0
673,2030/01/01,4,45.44,0,0
673,2031/01/01,1,46.37,0,0
673,2031/01/01,2,46.37,0,0
673,2031/01/01,3,46.37,0,0
673,2031/01/01,4,46.37,0,0
673,2032/01/01,1,47.31,0,0
673,2032/01/01,2,47.31,0,0
673,2032/01/01,3,47.31,0,0
673,2032/01/01,4,47.31,0,0
673,2033/01/01,1,48.28,0,0
673,2033/01/01,2,48.28,0,0
673,2033/01/01,3,48.28,0,0
673,2033/01/01,4,48.28,0,0
673,2034/01/01,1,49.27,0,0
673,2034/01/01,2,49.27,0,0
673,2034/01/01,3,49.27,0,0
673,2034/01/01,4,49.27,0,0
673,2035/01/01,1,50.27,0,0
673,2035/01/01,2,50.27,0,0
673,2035/01/01,3,50.27,0,0
673,2035/01/01,4,50.27,0,0
673,2036/01/01,1,51.3,0,0
673,2036/01/01,2,51.3,0,0
673,2036/01/01,3,51.3,0,0
673,2036/01/01,4,51.3,0,0
673,2037/01/01,1,52.35,0,0
673,2037/01/01,2,52.35,0,0
673,2037/01/01,3,52.35,0,0
673,2037/01/01,4,52.35,0,0
673,2038/01/01,1,53.42,0,0
673,2038/01/01,2,53.42,0,0
673,2038/01/01,3,53.42,0,0
673,2038/01/01,4,53.42,0,0
673,2039/01/01,1,54.51,0,0
673,2039/01/01,2,54.51,0,0
673,2039/01/01,3,54.51,0,0
673,2039/01/01,4,54.51,0,0
673,2040/01/01,1,55.63,0,0
673,2040/01/01,2,55.63,0,0
673,2040/01/01,3,55.63,0,0
673,2040/01/01,4,55.63,0,0
674,1900/01/01,1,67.4,0,0
674,1900/01/01,2,67.4,0,0
674,1900/01/01,3,67.4,0,0
674,1900/01/01,4,67.4,0,0
674,2030/01/01,1,68.78,0,0
674,2030/01/01,2,68.78,0,0
674,2030/01/01,3,68.78,0,0
674,2030/01/01,4,68.78,0,0
674,2031/01/01,1,70.19,0,0
674,2031/01/01,2,70.19,0,0
674,2031/01/01,3,70.19,0,0
674,2031/01/01,4,70.19,0,0
674,2032/01/01,1,71.62,0,0
674,2032/01/01,2,71.62,0,0
674,2032/01/01,3,71.62,0,0
674,2032/01/01,4,71.62,0,0
674,2033/01/01,1,73.08,0,0
674,2033/01/01,2,73.08,0,0
674,2033/01/01,3,73.08,0,0
674,2033/01/01,4,73.08,0,0
674,2034/01/01,1,74.58,0,0
674,2034/01/01,2,74.58,0,0
674,2034/01/01,3,74.58,0,0
674,2034/01/01,4,74.58,0,0
674,2035/01/01,1,76.1,0,0
674,2035/01/01,2,76.1,0,0
674,2035/01/01,3,76.1,0,0
674,2035/01/01,4,76.1,0,0
674,2036/01/01,1,77.66,0,0
674,2036/01/01,2,77.66,0,0
674,2036/01/01,3,77.66,0,0
674,2036/01/01,4,77.66,0,0
674,2037/01/01,1,79.25,0,0
674,2037/01/01,2,79.25,0,0
674,2037/01/01,3,79.25,0,0
674,2037/01/01,4,79.25,0,0
674,2038/01/01,1,80.87,0,0
674,2038/01/01,2,80.87,0,0
674,2038/01/01,3,80.87,0,0
674,2038/01/01,4,80.87,0,0
674,2039/01/01,1,82.52,0,0
674,2039/01/01,2,82.52,0,0
674,2039/01/01,3,82.52,0,0
674,2039/01/01,4,82.52,0,0
674,2040/01/01,1,84.21,0,0
674,2040/01/01,2,84.21,0,0
674,2040/01/01,3,84.21,0,0
674,2040/01/01,4,84.21,0,0
675,1900/01/01,1,14.6,0,0
675,1900/01/01,2,14.6,0,0
675,1900/01/01,3,14.6,0,0
675,1900/01/01,4,14.6,0,0
676,1900/01/01,1,3,0,0
676,1900/01/01,2,3,0,0
676,1900/01/01,3,3,0,0
676,1900/01/01,4,3,0,0
677,1900/01/01,1,54.39,0,0
677,1900/01/01,2,54.39,0,0
677,1900/01/01,3,54.39,0,0
677,1900/01/01,4,54.39,0,0
677,2030/01/01,1,55.5,0,0
677,2030/01/01,2,55.5,0,0
677,2030/01/01,3,55.5,0,0
677,2030/01/01,4,55.5,0,0
677,2031/01/01,1,56.64,0,0
677,2031/01/01,2,56.64,0,0
677,2031/01/01,3,56.64,0,0
677,2031/01/01,4,56.64,0,0
677,2032/01/01,1,57.8,0,0
677,2032/01/01,2,57.8,0,0
677,2032/01/01,3,57.8,0,0
677,2032/01/01,4,57.8,0,0
677,2033/01/01,1,58.98,0,0
677,2033/01/01,2,58.98,0,0
677,2033/01/01,3,58.98,0,0
677,2033/01/01,4,58.98,0,0
677,2034/01/01,1,60.18,0,0
677,2034/01/01,2,60.18,0,0
677,2034/01/01,3,60.18,0,0
677,2034/01/01,4,60.18,0,0
677,2035/01/01,1,61.41,0,0
677,2035/01/01,2,61.41,0,0
677,2035/01/01,3,61.41,0,0
677,2035/01/01,4,61.41,0,0
677,2036/01/01,1,62.67,0,0
677,2036/01/01,2,62.67,0,0
677,2036/01/01,3,62.67,0,0
677,2036/01/01,4,62.67,0,0
677,2037/01/01,1,63.95,0,0
677,2037/01/01,2,63.95,0,0
677,2037/01/01,3,63.95,0,0
677,2037/01/01,4,63.95,0,0
677,2038/01/01,1,65.26,0,0
677,2038/01/01,2,65.26,0,0
677,2038/01/01,3,65.26,0,0
677,2038/01/01,4,65.26,0,0
677,2039/01/01,1,66.59,0,0
677,2039/01/01,2,66.59,0,0
677,2039/01/01,3,66.59,0,0
677,2039/01/01,4,66.59,0,0
677,2040/01/01,1,67.95,0,0
677,2040/01/01,2,67.95,0,0
677,2040/01/01,3,67.95,0,0
677,2040/01/01,4,67.95,0,0
678,1900/01/01,1,49.98,0,0
678,1900/01/01,2,49.98,0,0
678,1900/01/01,3,49.98,0,0
678,1900/01/01,4,49.98,0,0
678,2030/01/01,1,51,0,0
678,2030/01/01,2,51,0,0
678,2030/01/01,3,51,0,0
678,2030/01/01,4,51,0,0
678,2031/01/01,1,52.05,0,0
678,2031/01/01,2,52.05,0,0
678,2031/01/01,3,52.05,0,0
678,2031/01/01,4,52.05,0,0
678,2032/01/01,1,53.11,0,0
678,2032/01/01,2,53.11,0,0
678,2032/01/01,3,53.11,0,0
678,2032/01/01,4,53.11,0,0
678,2033/01/01,1,54.2,0,0
678,2033/01/01,2,54.2,0,0
678,2033/01/01,3,54.2,0,0
678,2033/01/01,4,54.2,0,0
678,2034/01/01,1,55.3,0,0
678,2034/01/01,2,55.3,0,0
678,2034/01/01,3,55.3,0,0
678,2034/01/01,4,55.3,0,0
678,2035/01/01,1,56.43,0,0
678,2035/01/01,2,56.43,0,0
678,2035/01/01,3,56.43,0,0
678,2035/01/01,4,56.43,0,0
678,2036/01/01,1,57.59,0,0
678,2036/01/01,2,57.59,0,0
678,2036/01/01,3,57.59,0,0
678,2036/01/01,4,57.59,0,0
678,2037/01/01,1,58.77,0,0
678,2037/01/01,2,58.77,0,0
678,2037/01/01,3,58.77,0,0
678,2037/01/01,4,58.77,0,0
678,2038/01/01,1,59.97,0,0
678,2038/01/01,2,59.97,0,0
678,2038/01/01,3,59.97,0,0
678,2038/01/01,4,59.97,0,0
678,2039/01/01,1,61.19,0,0
678,2039/01/01,2,61.19,0,0
678,2039/01/01,3,61.19,0,0
678,2039/01/01,4,61.19,0,0
678,2040/01/01,1,62.44,0,0
