$version=1
!D/MM/YYYY  .Num ....Name.... KeyWord     Blck .....Value
01/03/2031    16 MA -> XI     CapacTF        2   1070.496     
01/03/2031    16 MA -> XI     CapacTF        3    939.519     
01/03/2031    16 MA -> XI     CapacTF        4   742.6755     
01/04/2031    16 MA -> XI     CapacTF        1   1086.428     
01/04/2031    16 MA -> XI     CapacTF        2   1086.428     
01/04/2031    16 MA -> XI     CapacTF        3   954.5528     
01/04/2031    16 MA -> XI     CapacTF        4   773.5136     
01/05/2031     2 SE -> NE     CapacTF        4   14002.51     
01/05/2031     7 SE -> IM     CapacTF        4   9421.239     
01/05/2031    16 MA -> XI     CapacTF        1   1135.512     
01/05/2031    16 MA -> XI     CapacTF        2   1135.512     
01/05/2031    16 MA -> XI     CapacTF        3   980.5824     
01/05/2031    16 MA -> XI     CapacTF        4   795.5136     
01/06/2031     2 SE -> NE     CapacTF        4   14000.21     
01/06/2031     7 SE -> IM     CapacTF        4   9418.954     
01/06/2031    16 MA -> XI     CapacTF        1   1122.858     
01/06/2031    16 MA -> XI     CapacTF        2   1122.858     
01/06/2031    16 MA -> XI     CapacTF        3    991.881     
01/06/2031    16 MA -> XI     CapacTF        4     791.01     
01/07/2031     8 SE -> XI     CapacTF        *       6000     
01/07/2031    16 MA -> XI     CapacTF        1   1215.491     
01/07/2031    16 MA -> XI     CapacTF        2   1215.491     
01/07/2031    16 MA -> XI     CapacTF        3   1082.525     
01/07/2031    16 MA -> XI     CapacTF        4   855.5748     
01/08/2031     8 SE -> XI     CapacTF        *       5000     
01/08/2031    16 MA -> XI     CapacTF        1   1294.018     
01/08/2031    16 MA -> XI     CapacTF        2   1294.018     
01/08/2031    16 MA -> XI     CapacTF        3   1156.107     
01/08/2031    16 MA -> XI     CapacTF        4   908.0048     
01/09/2031    16 MA -> XI     CapacTF        1   1333.272     
01/09/2031    16 MA -> XI     CapacTF        2   1333.272     
01/09/2031    16 MA -> XI     CapacTF        3   1181.198     
01/09/2031    16 MA -> XI     CapacTF        4    932.064     
01/10/2031    16 MA -> XI     CapacTF        1   1309.806     
01/10/2031    16 MA -> XI     CapacTF        2   1309.806     
01/10/2031    16 MA -> XI     CapacTF        3   1155.841     
01/10/2031    16 MA -> XI     CapacTF        4   948.8892     
01/11/2031     8 SE -> XI     CapacTF        *       6000     
01/11/2031    16 MA -> XI     CapacTF        1   1297.692     
01/11/2031    16 MA -> XI     CapacTF        2   1297.692     
01/11/2031    16 MA -> XI     CapacTF        3   1111.694     
01/11/2031    16 MA -> XI     CapacTF        4    889.875     
01/12/2031     8 SE -> XI     CapacTF        *       7000     
01/12/2031    16 MA -> XI     CapacTF        1   1175.529     
01/12/2031    16 MA -> XI     CapacTF        2   1175.529     
01/12/2031    16 MA -> XI     CapacTF        3   1012.565     
01/12/2031    16 MA -> XI     CapacTF        4   808.5792     
01/01/2032     7 SE -> IM     CapacTF        4   9422.245     
01/01/2032     8 SE -> XI     CapacTF        *       8000     
01/01/2032    16 MA -> XI     CapacTF        1   1085.334     
01/01/2032    16 MA -> XI     CapacTF        2   1085.334     
01/01/2032    16 MA -> XI     CapacTF        3   920.2512     
01/01/2032    16 MA -> XI     CapacTF        4   710.4768     
01/02/2032    16 MA -> XI     CapacTF        1   1092.615     
01/02/2032    16 MA -> XI     CapacTF        2   1092.615     
01/02/2032    16 MA -> XI     CapacTF        3   939.7533     
01/02/2032    16 MA -> XI     CapacTF        4   742.7682     
01/03/2032     7 SE -> IM     CapacTF        4   9418.021     
01/03/2032    16 MA -> XI     CapacTF        1   1111.008     
01/03/2032    16 MA -> XI     CapacTF        2   1111.008     
01/03/2032    16 MA -> XI     CapacTF        3   973.0122     
01/03/2032    16 MA -> XI     CapacTF        4   763.0356     
01/04/2032    16 MA -> XI     CapacTF        1   1128.039     
01/04/2032    16 MA -> XI     CapacTF        2   1128.039     
01/04/2032    16 MA -> XI     CapacTF        3    989.018     
01/04/2032    16 MA -> XI     CapacTF        4   796.1046     
01/05/2032    16 MA -> XI     CapacTF        1   1178.467     
01/05/2032    16 MA -> XI     CapacTF        2   1178.467     
01/05/2032    16 MA -> XI     CapacTF        3   1014.559     
01/05/2032    16 MA -> XI     CapacTF        4   816.5125     
01/06/2032     7 SE -> IM     CapacTF        4   9419.911     
01/06/2032    16 MA -> XI     CapacTF        1   1165.015     
01/06/2032    16 MA -> XI     CapacTF        2   1165.015     
01/06/2032    16 MA -> XI     CapacTF        3   1026.948     
01/06/2032    16 MA -> XI     CapacTF        4   812.1075     
01/07/2032     8 SE -> XI     CapacTF        *       6000     
01/07/2032    16 MA -> XI     CapacTF        1   1261.725     
01/07/2032    16 MA -> XI     CapacTF        2   1261.725     
01/07/2032    16 MA -> XI     CapacTF        3   1121.816     
01/07/2032    16 MA -> XI     CapacTF        4    879.823     
01/08/2032     2 SE -> NE     CapacTF        4   14000.11     
01/08/2032     8 SE -> XI     CapacTF        *       5000     
