$version=1
!code,Date,block,Phase
15115,1900/01/01,4,0
15116,1900/01/01,1,0
15116,1900/01/01,2,0
15116,1900/01/01,3,0
15116,1900/01/01,4,0
15117,1900/01/01,1,0
15117,1900/01/01,2,0
15117,1900/01/01,3,0
15117,1900/01/01,4,0
15118,1900/01/01,1,0
15118,1900/01/01,2,0
15118,1900/01/01,3,0
15118,1900/01/01,4,0
15119,1900/01/01,1,0
15119,1900/01/01,2,0
15119,1900/01/01,3,0
15119,1900/01/01,4,0
15120,1900/01/01,1,0
15120,1900/01/01,2,0
15120,1900/01/01,3,0
15120,1900/01/01,4,0
15121,1900/01/01,1,0
15121,1900/01/01,2,0
15121,1900/01/01,3,0
15121,1900/01/01,4,0
15122,1900/01/01,1,0
15122,1900/01/01,2,0
15122,1900/01/01,3,0
15122,1900/01/01,4,0
15123,1900/01/01,1,0
15123,1900/01/01,2,0
15123,1900/01/01,3,0
15123,1900/01/01,4,0
15124,1900/01/01,1,0
15124,1900/01/01,2,0
15124,1900/01/01,3,0
15124,1900/01/01,4,0
15125,1900/01/01,1,0
15125,1900/01/01,2,0
15125,1900/01/01,3,0
15125,1900/01/01,4,0
15126,1900/01/01,1,0
15126,1900/01/01,2,0
15126,1900/01/01,3,0
15126,1900/01/01,4,0
15127,1900/01/01,1,0
15127,1900/01/01,2,0
15127,1900/01/01,3,0
15127,1900/01/01,4,0
15128,1900/01/01,1,0
15128,1900/01/01,2,0
15128,1900/01/01,3,0
15128,1900/01/01,4,0
15129,1900/01/01,1,0
15129,1900/01/01,2,0
15129,1900/01/01,3,0
15129,1900/01/01,4,0
15130,1900/01/01,1,0
15130,1900/01/01,2,0
15130,1900/01/01,3,0
15130,1900/01/01,4,0
15131,1900/01/01,1,0
15131,1900/01/01,2,0
15131,1900/01/01,3,0
15131,1900/01/01,4,0
15132,1900/01/01,1,0
15132,1900/01/01,2,0
15132,1900/01/01,3,0
15132,1900/01/01,4,0
15133,1900/01/01,1,0
15133,1900/01/01,2,0
15133,1900/01/01,3,0
15133,1900/01/01,4,0
15134,1900/01/01,1,0
15134,1900/01/01,2,0
15134,1900/01/01,3,0
15134,1900/01/01,4,0
15135,1900/01/01,1,0
15135,1900/01/01,2,0
15135,1900/01/01,3,0
15135,1900/01/01,4,0
15136,1900/01/01,1,0
15136,1900/01/01,2,0
15136,1900/01/01,3,0
15136,1900/01/01,4,0
15137,1900/01/01,1,0
15137,1900/01/01,2,0
15137,1900/01/01,3,0
15137,1900/01/01,4,0
15138,1900/01/01,1,0
15138,1900/01/01,2,0
15138,1900/01/01,3,0
15138,1900/01/01,4,0
15139,1900/01/01,1,0
15139,1900/01/01,2,0
15139,1900/01/01,3,0
15139,1900/01/01,4,0
15140,1900/01/01,1,0
15140,1900/01/01,2,0
15140,1900/01/01,3,0
15140,1900/01/01,4,0
15141,1900/01/01,1,0
15141,1900/01/01,2,0
15141,1900/01/01,3,0
15141,1900/01/01,4,0
15142,1900/01/01,1,0
15142,1900/01/01,2,0
15142,1900/01/01,3,0
15142,1900/01/01,4,0
15143,1900/01/01,1,0
15143,1900/01/01,2,0
15143,1900/01/01,3,0
15143,1900/01/01,4,0
15144,1900/01/01,1,0
15144,1900/01/01,2,0
15144,1900/01/01,3,0
15144,1900/01/01,4,0
15145,1900/01/01,1,0
15145,1900/01/01,2,0
15145,1900/01/01,3,0
15145,1900/01/01,4,0
15146,1900/01/01,1,0
15146,1900/01/01,2,0
15146,1900/01/01,3,0
15146,1900/01/01,4,0
15147,1900/01/01,1,0
15147,1900/01/01,2,0
15147,1900/01/01,3,0
15147,1900/01/01,4,0
15148,1900/01/01,1,0
15148,1900/01/01,2,0
15148,1900/01/01,3,0
15148,1900/01/01,4,0
15149,1900/01/01,1,0
15149,1900/01/01,2,0
15149,1900/01/01,3,0
15149,1900/01/01,4,0
15150,1900/01/01,1,0
15150,1900/01/01,2,0
15150,1900/01/01,3,0
15150,1900/01/01,4,0
15151,1900/01/01,1,0
15151,1900/01/01,2,0
15151,1900/01/01,3,0
15151,1900/01/01,4,0
15152,1900/01/01,1,0
15152,1900/01/01,2,0
15152,1900/01/01,3,0
15152,1900/01/01,4,0
15153,1900/01/01,1,0
15153,1900/01/01,2,0
15153,1900/01/01,3,0
15153,1900/01/01,4,0
15154,1900/01/01,1,0
15154,1900/01/01,2,0
15154,1900/01/01,3,0
15154,1900/01/01,4,0
15155,1900/01/01,1,0
15155,1900/01/01,2,0
15155,1900/01/01,3,0
15155,1900/01/01,4,0
15156,1900/01/01,1,0
15156,1900/01/01,2,0
15156,1900/01/01,3,0
15156,1900/01/01,4,0
15157,1900/01/01,1,0
15157,1900/01/01,2,0
15157,1900/01/01,3,0
15157,1900/01/01,4,0
15158,1900/01/01,1,0
15158,1900/01/01,2,0
15158,1900/01/01,3,0
15158,1900/01/01,4,0
15159,1900/01/01,1,0
15159,1900/01/01,2,0
15159,1900/01/01,3,0
15159,1900/01/01,4,0
15160,1900/01/01,1,0
15160,1900/01/01,2,0
15160,1900/01/01,3,0
15160,1900/01/01,4,0
15161,1900/01/01,1,0
15161,1900/01/01,2,0
15161,1900/01/01,3,0
15161,1900/01/01,4,0
15162,1900/01/01,1,0
15162,1900/01/01,2,0
15162,1900/01/01,3,0
15162,1900/01/01,4,0
15163,1900/01/01,1,0
15163,1900/01/01,2,0
15163,1900/01/01,3,0
15163,1900/01/01,4,0
15164,1900/01/01,1,0
15164,1900/01/01,2,0
15164,1900/01/01,3,0
15164,1900/01/01,4,0
15165,1900/01/01,1,0
15165,1900/01/01,2,0
15165,1900/01/01,3,0
15165,1900/01/01,4,0
15166,1900/01/01,1,0
15166,1900/01/01,2,0
15166,1900/01/01,3,0
15166,1900/01/01,4,0
15167,1900/01/01,1,0
15167,1900/01/01,2,0
15167,1900/01/01,3,0
15167,1900/01/01,4,0
15168,1900/01/01,1,0
15168,1900/01/01,2,0
15168,1900/01/01,3,0
15168,1900/01/01,4,0
15169,1900/01/01,1,0
15169,1900/01/01,2,0
15169,1900/01/01,3,0
15169,1900/01/01,4,0
15170,1900/01/01,1,0
15170,1900/01/01,2,0
15170,1900/01/01,3,0
15170,1900/01/01,4,0
15171,1900/01/01,1,0
15171,1900/01/01,2,0
15171,1900/01/01,3,0
15171,1900/01/01,4,0
15172,1900/01/01,1,0
15172,1900/01/01,2,0
15172,1900/01/01,3,0
15172,1900/01/01,4,0
15173,1900/01/01,1,0
15173,1900/01/01,2,0
15173,1900/01/01,3,0
15173,1900/01/01,4,0
15174,1900/01/01,1,0
15174,1900/01/01,2,0
15174,1900/01/01,3,0
15174,1900/01/01,4,0
15175,1900/01/01,1,0
15175,1900/01/01,2,0
15175,1900/01/01,3,0
15175,1900/01/01,4,0
15176,1900/01/01,1,0
15176,1900/01/01,2,0
15176,1900/01/01,3,0
15176,1900/01/01,4,0
15177,1900/01/01,1,0
15177,1900/01/01,2,0
15177,1900/01/01,3,0
15177,1900/01/01,4,0
15178,1900/01/01,1,0
15178,1900/01/01,2,0
15178,1900/01/01,3,0
15178,1900/01/01,4,0
15179,1900/01/01,1,0
15179,1900/01/01,2,0
15179,1900/01/01,3,0
15179,1900/01/01,4,0
15180,1900/01/01,1,0
15180,1900/01/01,2,0
15180,1900/01/01,3,0
15180,1900/01/01,4,0
15181,1900/01/01,1,0
15181,1900/01/01,2,0
15181,1900/01/01,3,0
15181,1900/01/01,4,0
15182,1900/01/01,1,0
15182,1900/01/01,2,0
15182,1900/01/01,3,0
15182,1900/01/01,4,0
15183,1900/01/01,1,0
15183,1900/01/01,2,0
15183,1900/01/01,3,0
15183,1900/01/01,4,0
15184,1900/01/01,1,0
15184,1900/01/01,2,0
15184,1900/01/01,3,0
15184,1900/01/01,4,0
15185,1900/01/01,1,0
15185,1900/01/01,2,0
15185,1900/01/01,3,0
15185,1900/01/01,4,0
15186,1900/01/01,1,0
15186,1900/01/01,2,0
15186,1900/01/01,3,0
15186,1900/01/01,4,0
15187,1900/01/01,1,0
15187,1900/01/01,2,0
15187,1900/01/01,3,0
15187,1900/01/01,4,0
15188,1900/01/01,1,0
15188,1900/01/01,2,0
15188,1900/01/01,3,0
15188,1900/01/01,4,0
15189,1900/01/01,1,0
15189,1900/01/01,2,0
15189,1900/01/01,3,0
15189,1900/01/01,4,0
15190,1900/01/01,1,0
15190,1900/01/01,2,0
15190,1900/01/01,3,0
15190,1900/01/01,4,0
15191,1900/01/01,1,0
15191,1900/01/01,2,0
15191,1900/01/01,3,0
15191,1900/01/01,4,0
15192,1900/01/01,1,0
15192,1900/01/01,2,0
15192,1900/01/01,3,0
15192,1900/01/01,4,0
15193,1900/01/01,1,0
15193,1900/01/01,2,0
15193,1900/01/01,3,0
15193,1900/01/01,4,0
15194,1900/01/01,1,0
15194,1900/01/01,2,0
15194,1900/01/01,3,0
15194,1900/01/01,4,0
15195,1900/01/01,1,0
15195,1900/01/01,2,0
15195,1900/01/01,3,0
15195,1900/01/01,4,0
15196,1900/01/01,1,0
15196,1900/01/01,2,0
15196,1900/01/01,3,0
15196,1900/01/01,4,0
15197,1900/01/01,1,0
15197,1900/01/01,2,0
15197,1900/01/01,3,0
15197,1900/01/01,4,0
15198,1900/01/01,1,0
15198,1900/01/01,2,0
15198,1900/01/01,3,0
15198,1900/01/01,4,0
15199,1900/01/01,1,0
15199,1900/01/01,2,0
15199,1900/01/01,3,0
15199,1900/01/01,4,0
15200,1900/01/01,1,0
15200,1900/01/01,2,0
15200,1900/01/01,3,0
15200,1900/01/01,4,0
15201,1900/01/01,1,0
15201,1900/01/01,2,0
15201,1900/01/01,3,0
15201,1900/01/01,4,0
15202,1900/01/01,1,0
15202,1900/01/01,2,0
15202,1900/01/01,3,0
15202,1900/01/01,4,0
15203,1900/01/01,1,0
15203,1900/01/01,2,0
15203,1900/01/01,3,0
15203,1900/01/01,4,0
15204,1900/01/01,1,0
15204,1900/01/01,2,0
15204,1900/01/01,3,0
15204,1900/01/01,4,0
15205,1900/01/01,1,0
15205,1900/01/01,2,0
15205,1900/01/01,3,0
15205,1900/01/01,4,0
15206,1900/01/01,1,0
15206,1900/01/01,2,0
15206,1900/01/01,3,0
15206,1900/01/01,4,0
15207,1900/01/01,1,0
15207,1900/01/01,2,0
15207,1900/01/01,3,0
15207,1900/01/01,4,0
15208,1900/01/01,1,0
15208,1900/01/01,2,0
15208,1900/01/01,3,0
15208,1900/01/01,4,0
15209,1900/01/01,1,0
15209,1900/01/01,2,0
15209,1900/01/01,3,0
15209,1900/01/01,4,0
15210,1900/01/01,1,0
15210,1900/01/01,2,0
15210,1900/01/01,3,0
15210,1900/01/01,4,0
15211,1900/01/01,1,0
15211,1900/01/01,2,0
15211,1900/01/01,3,0
15211,1900/01/01,4,0
15212,1900/01/01,1,0
15212,1900/01/01,2,0
15212,1900/01/01,3,0
15212,1900/01/01,4,0
15213,1900/01/01,1,0
15213,1900/01/01,2,0
15213,1900/01/01,3,0
15213,1900/01/01,4,0
15214,1900/01/01,1,0
15214,1900/01/01,2,0
15214,1900/01/01,3,0
15214,1900/01/01,4,0
15215,1900/01/01,1,0
15215,1900/01/01,2,0
15215,1900/01/01,3,0
15215,1900/01/01,4,0
15216,1900/01/01,1,0
15216,1900/01/01,2,0
15216,1900/01/01,3,0
15216,1900/01/01,4,0
15217,1900/01/01,1,0
15217,1900/01/01,2,0
15217,1900/01/01,3,0
15217,1900/01/01,4,0
15218,1900/01/01,1,0
15218,1900/01/01,2,0
15218,1900/01/01,3,0
15218,1900/01/01,4,0
15219,1900/01/01,1,0
15219,1900/01/01,2,0
15219,1900/01/01,3,0
15219,1900/01/01,4,0
15220,1900/01/01,1,0
15220,1900/01/01,2,0
15220,1900/01/01,3,0
15220,1900/01/01,4,0
15221,1900/01/01,1,0
15221,1900/01/01,2,0
15221,1900/01/01,3,0
15221,1900/01/01,4,0
15222,1900/01/01,1,0
15222,1900/01/01,2,0
15222,1900/01/01,3,0
15222,1900/01/01,4,0
15223,1900/01/01,1,0
15223,1900/01/01,2,0
15223,1900/01/01,3,0
15223,1900/01/01,4,0
15224,1900/01/01,1,0
15224,1900/01/01,2,0
15224,1900/01/01,3,0
15224,1900/01/01,4,0
15225,1900/01/01,1,0
15225,1900/01/01,2,0
15225,1900/01/01,3,0
15225,1900/01/01,4,0
15226,1900/01/01,1,0
15226,1900/01/01,2,0
15226,1900/01/01,3,0
15226,1900/01/01,4,0
15227,1900/01/01,1,0
15227,1900/01/01,2,0
15227,1900/01/01,3,0
15227,1900/01/01,4,0
15228,1900/01/01,1,0
15228,1900/01/01,2,0
15228,1900/01/01,3,0
15228,1900/01/01,4,0
15229,1900/01/01,1,0
15229,1900/01/01,2,0
15229,1900/01/01,3,0
15229,1900/01/01,4,0
15230,1900/01/01,1,0
15230,1900/01/01,2,0
15230,1900/01/01,3,0
15230,1900/01/01,4,0
15231,1900/01/01,1,0
15231,1900/01/01,2,0
15231,1900/01/01,3,0
15231,1900/01/01,4,0
15232,1900/01/01,1,0
15232,1900/01/01,2,0
15232,1900/01/01,3,0
15232,1900/01/01,4,0
15233,1900/01/01,1,0
15233,1900/01/01,2,0
15233,1900/01/01,3,0
15233,1900/01/01,4,0
15234,1900/01/01,1,0
15234,1900/01/01,2,0
15234,1900/01/01,3,0
15234,1900/01/01,4,0
15235,1900/01/01,1,0
15235,1900/01/01,2,0
15235,1900/01/01,3,0
15235,1900/01/01,4,0
15236,1900/01/01,1,0
15236,1900/01/01,2,0
15236,1900/01/01,3,0
15236,1900/01/01,4,0
15237,1900/01/01,1,0
15237,1900/01/01,2,0
15237,1900/01/01,3,0
15237,1900/01/01,4,0
15238,1900/01/01,1,0
15238,1900/01/01,2,0
15238,1900/01/01,3,0
15238,1900/01/01,4,0
15239,1900/01/01,1,0
15239,1900/01/01,2,0
15239,1900/01/01,3,0
15239,1900/01/01,4,0
15240,1900/01/01,1,0
15240,1900/01/01,2,0
15240,1900/01/01,3,0
15240,1900/01/01,4,0
15241,1900/01/01,1,0
15241,1900/01/01,2,0
15241,1900/01/01,3,0
15241,1900/01/01,4,0
15242,1900/01/01,1,0
15242,1900/01/01,2,0
15242,1900/01/01,3,0
15242,1900/01/01,4,0
15243,1900/01/01,1,0
15243,1900/01/01,2,0
15243,1900/01/01,3,0
15243,1900/01/01,4,0
15244,1900/01/01,1,0
15244,1900/01/01,2,0
15244,1900/01/01,3,0
15244,1900/01/01,4,0
15245,1900/01/01,1,0
15245,1900/01/01,2,0
15245,1900/01/01,3,0
15245,1900/01/01,4,0
15246,1900/01/01,1,0
15246,1900/01/01,2,0
15246,1900/01/01,3,0
15246,1900/01/01,4,0
15247,1900/01/01,1,0
15247,1900/01/01,2,0
15247,1900/01/01,3,0
15247,1900/01/01,4,0
15248,1900/01/01,1,0
15248,1900/01/01,2,0
15248,1900/01/01,3,0
15248,1900/01/01,4,0
15249,1900/01/01,1,0
15249,1900/01/01,2,0
15249,1900/01/01,3,0
15249,1900/01/01,4,0
15250,1900/01/01,1,0
15250,1900/01/01,2,0
15250,1900/01/01,3,0
15250,1900/01/01,4,0
15251,1900/01/01,1,0
15251,1900/01/01,2,0
15251,1900/01/01,3,0
15251,1900/01/01,4,0
15252,1900/01/01,1,0
15252,1900/01/01,2,0
15252,1900/01/01,3,0
15252,1900/01/01,4,0
15253,1900/01/01,1,0
15253,1900/01/01,2,0
15253,1900/01/01,3,0
15253,1900/01/01,4,0
15254,1900/01/01,1,0
15254,1900/01/01,2,0
15254,1900/01/01,3,0
15254,1900/01/01,4,0
15255,1900/01/01,1,0
15255,1900/01/01,2,0
15255,1900/01/01,3,0
15255,1900/01/01,4,0
15256,1900/01/01,1,0
15256,1900/01/01,2,0
15256,1900/01/01,3,0
15256,1900/01/01,4,0
15257,1900/01/01,1,0
15257,1900/01/01,2,0
15257,1900/01/01,3,0
15257,1900/01/01,4,0
15258,1900/01/01,1,0
15258,1900/01/01,2,0
15258,1900/01/01,3,0
15258,1900/01/01,4,0
15259,1900/01/01,1,0
15259,1900/01/01,2,0
15259,1900/01/01,3,0
15259,1900/01/01,4,0
15260,1900/01/01,1,0
15260,1900/01/01,2,0
15260,1900/01/01,3,0
15260,1900/01/01,4,0
15261,1900/01/01,1,0
15261,1900/01/01,2,0
15261,1900/01/01,3,0
15261,1900/01/01,4,0
15262,1900/01/01,1,0
15262,1900/01/01,2,0
15262,1900/01/01,3,0
15262,1900/01/01,4,0
15263,1900/01/01,1,0
15263,1900/01/01,2,0
15263,1900/01/01,3,0
15263,1900/01/01,4,0
15264,1900/01/01,1,0
15264,1900/01/01,2,0
15264,1900/01/01,3,0
15264,1900/01/01,4,0
15265,1900/01/01,1,0
15265,1900/01/01,2,0
15265,1900/01/01,3,0
15265,1900/01/01,4,0
15266,1900/01/01,1,0
15266,1900/01/01,2,0
15266,1900/01/01,3,0
15266,1900/01/01,4,0
15267,1900/01/01,1,0
15267,1900/01/01,2,0
15267,1900/01/01,3,0
15267,1900/01/01,4,0
15268,1900/01/01,1,0
15268,1900/01/01,2,0
15268,1900/01/01,3,0
15268,1900/01/01,4,0
15269,1900/01/01,1,0
15269,1900/01/01,2,0
15269,1900/01/01,3,0
15269,1900/01/01,4,0
15270,1900/01/01,1,0
15270,1900/01/01,2,0
15270,1900/01/01,3,0
15270,1900/01/01,4,0
15271,1900/01/01,1,0
15271,1900/01/01,2,0
15271,1900/01/01,3,0
15271,1900/01/01,4,0
15272,1900/01/01,1,0
15272,1900/01/01,2,0
15272,1900/01/01,3,0
15272,1900/01/01,4,0
15273,1900/01/01,1,0
15273,1900/01/01,2,0
15273,1900/01/01,3,0
15273,1900/01/01,4,0
15274,1900/01/01,1,0
15274,1900/01/01,2,0
15274,1900/01/01,3,0
15274,1900/01/01,4,0
15275,1900/01/01,1,0
15275,1900/01/01,2,0
15275,1900/01/01,3,0
15275,1900/01/01,4,0
15276,1900/01/01,1,0
15276,1900/01/01,2,0
15276,1900/01/01,3,0
15276,1900/01/01,4,0
15277,1900/01/01,1,0
15277,1900/01/01,2,0
15277,1900/01/01,3,0
15277,1900/01/01,4,0
15278,1900/01/01,1,0
15278,1900/01/01,2,0
15278,1900/01/01,3,0
15278,1900/01/01,4,0
15279,1900/01/01,1,0
15279,1900/01/01,2,0
15279,1900/01/01,3,0
15279,1900/01/01,4,0
15280,1900/01/01,1,0
15280,1900/01/01,2,0
15280,1900/01/01,3,0
15280,1900/01/01,4,0
15281,1900/01/01,1,0
15281,1900/01/01,2,0
15281,1900/01/01,3,0
15281,1900/01/01,4,0
15282,1900/01/01,1,0
15282,1900/01/01,2,0
15282,1900/01/01,3,0
15282,1900/01/01,4,0
15283,1900/01/01,1,0
15283,1900/01/01,2,0
15283,1900/01/01,3,0
15283,1900/01/01,4,0
15284,1900/01/01,1,0
15284,1900/01/01,2,0
15284,1900/01/01,3,0
15284,1900/01/01,4,0
15285,1900/01/01,1,0
15285,1900/01/01,2,0
15285,1900/01/01,3,0
15285,1900/01/01,4,0
15286,1900/01/01,1,0
15286,1900/01/01,2,0
15286,1900/01/01,3,0
15286,1900/01/01,4,0
15287,1900/01/01,1,0
15287,1900/01/01,2,0
15287,1900/01/01,3,0
15287,1900/01/01,4,0
15288,1900/01/01,1,0
15288,1900/01/01,2,0
15288,1900/01/01,3,0
15288,1900/01/01,4,0
15289,1900/01/01,1,0
15289,1900/01/01,2,0
15289,1900/01/01,3,0
15289,1900/01/01,4,0
15290,1900/01/01,1,0
15290,1900/01/01,2,0
15290,1900/01/01,3,0
15290,1900/01/01,4,0
15291,1900/01/01,1,0
15291,1900/01/01,2,0
15291,1900/01/01,3,0
15291,1900/01/01,4,0
15292,1900/01/01,1,0
15292,1900/01/01,2,0
15292,1900/01/01,3,0
15292,1900/01/01,4,0
15293,1900/01/01,1,0
15293,1900/01/01,2,0
15293,1900/01/01,3,0
15293,1900/01/01,4,0
15294,1900/01/01,1,0
15294,1900/01/01,2,0
15294,1900/01/01,3,0
15294,1900/01/01,4,0
15295,1900/01/01,1,0
15295,1900/01/01,2,0
15295,1900/01/01,3,0
15295,1900/01/01,4,0
15296,1900/01/01,1,0
15296,1900/01/01,2,0
15296,1900/01/01,3,0
15296,1900/01/01,4,0
15297,1900/01/01,1,0
15297,1900/01/01,2,0
15297,1900/01/01,3,0
15297,1900/01/01,4,0
15298,1900/01/01,1,0
15298,1900/01/01,2,0
15298,1900/01/01,3,0
15298,1900/01/01,4,0
15299,1900/01/01,1,0
15299,1900/01/01,2,0
15299,1900/01/01,3,0
15299,1900/01/01,4,0
15300,1900/01/01,1,0
15300,1900/01/01,2,0
15300,1900/01/01,3,0
15300,1900/01/01,4,0
15301,1900/01/01,1,0
15301,1900/01/01,2,0
15301,1900/01/01,3,0
15301,1900/01/01,4,0
15302,1900/01/01,1,0
15302,1900/01/01,2,0
15302,1900/01/01,3,0
15302,1900/01/01,4,0
15303,1900/01/01,1,0
15303,1900/01/01,2,0
15303,1900/01/01,3,0
15303,1900/01/01,4,0
15304,1900/01/01,1,0
15304,1900/01/01,2,0
15304,1900/01/01,3,0
15304,1900/01/01,4,0
15305,1900/01/01,1,0
15305,1900/01/01,2,0
15305,1900/01/01,3,0
15305,1900/01/01,4,0
15306,1900/01/01,1,0
15306,1900/01/01,2,0
15306,1900/01/01,3,0
15306,1900/01/01,4,0
15307,1900/01/01,1,0
15307,1900/01/01,2,0
15307,1900/01/01,3,0
15307,1900/01/01,4,0
15308,1900/01/01,1,0
15308,1900/01/01,2,0
15308,1900/01/01,3,0
15308,1900/01/01,4,0
15309,1900/01/01,1,0
15309,1900/01/01,2,0
15309,1900/01/01,3,0
15309,1900/01/01,4,0
15310,1900/01/01,1,0
15310,1900/01/01,2,0
15310,1900/01/01,3,0
15310,1900/01/01,4,0
15311,1900/01/01,1,0
15311,1900/01/01,2,0
15311,1900/01/01,3,0
15311,1900/01/01,4,0
15312,1900/01/01,1,0
15312,1900/01/01,2,0
15312,1900/01/01,3,0
15312,1900/01/01,4,0
15313,1900/01/01,1,0
15313,1900/01/01,2,0
15313,1900/01/01,3,0
15313,1900/01/01,4,0
15314,1900/01/01,1,0
15314,1900/01/01,2,0
15314,1900/01/01,3,0
15314,1900/01/01,4,0
15315,1900/01/01,1,0
15315,1900/01/01,2,0
15315,1900/01/01,3,0
15315,1900/01/01,4,0
15316,1900/01/01,1,0
15316,1900/01/01,2,0
15316,1900/01/01,3,0
15316,1900/01/01,4,0
15317,1900/01/01,1,0
15317,1900/01/01,2,0
15317,1900/01/01,3,0
15317,1900/01/01,4,0
15318,1900/01/01,1,0
15318,1900/01/01,2,0
15318,1900/01/01,3,0
15318,1900/01/01,4,0
15319,1900/01/01,1,0
15319,1900/01/01,2,0
15319,1900/01/01,3,0
15319,1900/01/01,4,0
15320,1900/01/01,1,0
15320,1900/01/01,2,0
15320,1900/01/01,3,0
15320,1900/01/01,4,0
15321,1900/01/01,1,0
15321,1900/01/01,2,0
15321,1900/01/01,3,0
15321,1900/01/01,4,0
15322,1900/01/01,1,0
15322,1900/01/01,2,0
15322,1900/01/01,3,0
15322,1900/01/01,4,0
15323,1900/01/01,1,0
15323,1900/01/01,2,0
15323,1900/01/01,3,0
15323,1900/01/01,4,0
15324,1900/01/01,1,0
15324,1900/01/01,2,0
15324,1900/01/01,3,0
15324,1900/01/01,4,0
15325,1900/01/01,1,0
15325,1900/01/01,2,0
15325,1900/01/01,3,0
15325,1900/01/01,4,0
15326,1900/01/01,1,0
15326,1900/01/01,2,0
15326,1900/01/01,3,0
15326,1900/01/01,4,0
15327,1900/01/01,1,0
15327,1900/01/01,2,0
15327,1900/01/01,3,0
15327,1900/01/01,4,0
15328,1900/01/01,1,0
15328,1900/01/01,2,0
15328,1900/01/01,3,0
15328,1900/01/01,4,0
15329,1900/01/01,1,0
15329,1900/01/01,2,0
15329,1900/01/01,3,0
15329,1900/01/01,4,0
15330,1900/01/01,1,0
15330,1900/01/01,2,0
15330,1900/01/01,3,0
15330,1900/01/01,4,0
15331,1900/01/01,1,0
15331,1900/01/01,2,0
15331,1900/01/01,3,0
15331,1900/01/01,4,0
15332,1900/01/01,1,0
15332,1900/01/01,2,0
15332,1900/01/01,3,0
15332,1900/01/01,4,0
15333,1900/01/01,1,0
15333,1900/01/01,2,0
15333,1900/01/01,3,0
15333,1900/01/01,4,0
15334,1900/01/01,1,0
15334,1900/01/01,2,0
15334,1900/01/01,3,0
15334,1900/01/01,4,0
15335,1900/01/01,1,0
15335,1900/01/01,2,0
15335,1900/01/01,3,0
15335,1900/01/01,4,0
15336,1900/01/01,1,0
15336,1900/01/01,2,0
15336,1900/01/01,3,0
15336,1900/01/01,4,0
15337,1900/01/01,1,0
15337,1900/01/01,2,0
15337,1900/01/01,3,0
15337,1900/01/01,4,0
15338,1900/01/01,1,0
15338,1900/01/01,2,0
15338,1900/01/01,3,0
15338,1900/01/01,4,0
15339,1900/01/01,1,0
15339,1900/01/01,2,0
15339,1900/01/01,3,0
15339,1900/01/01,4,0
15340,1900/01/01,1,0
15340,1900/01/01,2,0
15340,1900/01/01,3,0
15340,1900/01/01,4,0
15341,1900/01/01,1,0
15341,1900/01/01,2,0
15341,1900/01/01,3,0
15341,1900/01/01,4,0
15342,1900/01/01,1,0
15342,1900/01/01,2,0
15342,1900/01/01,3,0
15342,1900/01/01,4,0
15343,1900/01/01,1,0
15343,1900/01/01,2,0
15343,1900/01/01,3,0
15343,1900/01/01,4,0
15344,1900/01/01,1,0
15344,1900/01/01,2,0
15344,1900/01/01,3,0
15344,1900/01/01,4,0
15345,1900/01/01,1,0
15345,1900/01/01,2,0
15345,1900/01/01,3,0
15345,1900/01/01,4,0
15346,1900/01/01,1,0
15346,1900/01/01,2,0
15346,1900/01/01,3,0
15346,1900/01/01,4,0
15347,1900/01/01,1,0
15347,1900/01/01,2,0
15347,1900/01/01,3,0
15347,1900/01/01,4,0
15348,1900/01/01,1,0
15348,1900/01/01,2,0
15348,1900/01/01,3,0
15348,1900/01/01,4,0
15349,1900/01/01,1,0
15349,1900/01/01,2,0
15349,1900/01/01,3,0
15349,1900/01/01,4,0
15350,1900/01/01,1,0
15350,1900/01/01,2,0
15350,1900/01/01,3,0
15350,1900/01/01,4,0
15351,1900/01/01,1,0
15351,1900/01/01,2,0
15351,1900/01/01,3,0
15351,1900/01/01,4,0
15352,1900/01/01,1,0
15352,1900/01/01,2,0
15352,1900/01/01,3,0
15352,1900/01/01,4,0
15353,1900/01/01,1,0
15353,1900/01/01,2,0
15353,1900/01/01,3,0
15353,1900/01/01,4,0
15354,1900/01/01,1,0
15354,1900/01/01,2,0
15354,1900/01/01,3,0
15354,1900/01/01,4,0
15355,1900/01/01,1,0
15355,1900/01/01,2,0
15355,1900/01/01,3,0
15355,1900/01/01,4,0
15356,1900/01/01,1,0
15356,1900/01/01,2,0
15356,1900/01/01,3,0
15356,1900/01/01,4,0
15357,1900/01/01,1,0
15357,1900/01/01,2,0
15357,1900/01/01,3,0
15357,1900/01/01,4,0
15358,1900/01/01,1,0
15358,1900/01/01,2,0
15358,1900/01/01,3,0
15358,1900/01/01,4,0
15359,1900/01/01,1,0
15359,1900/01/01,2,0
15359,1900/01/01,3,0
15359,1900/01/01,4,0
15360,1900/01/01,1,0
15360,1900/01/01,2,0
15360,1900/01/01,3,0
15360,1900/01/01,4,0
15361,1900/01/01,1,0
15361,1900/01/01,2,0
15361,1900/01/01,3,0
15361,1900/01/01,4,0
15362,1900/01/01,1,0
15362,1900/01/01,2,0
15362,1900/01/01,3,0
15362,1900/01/01,4,0
15363,1900/01/01,1,0
15363,1900/01/01,2,0
15363,1900/01/01,3,0
15363,1900/01/01,4,0
15364,1900/01/01,1,0
15364,1900/01/01,2,0
15364,1900/01/01,3,0
15364,1900/01/01,4,0
15365,1900/01/01,1,0
