$version=1
!code,Date,block,Phase
11784,1900/01/01,1,0
11784,1900/01/01,2,0
11784,1900/01/01,3,0
11784,1900/01/01,4,0
11785,1900/01/01,1,0
11785,1900/01/01,2,0
11785,1900/01/01,3,0
11785,1900/01/01,4,0
11786,1900/01/01,1,0
11786,1900/01/01,2,0
11786,1900/01/01,3,0
11786,1900/01/01,4,0
11787,1900/01/01,1,0
11787,1900/01/01,2,0
11787,1900/01/01,3,0
11787,1900/01/01,4,0
11788,1900/01/01,1,0
11788,1900/01/01,2,0
11788,1900/01/01,3,0
11788,1900/01/01,4,0
11789,1900/01/01,1,0
11789,1900/01/01,2,0
11789,1900/01/01,3,0
11789,1900/01/01,4,0
11790,1900/01/01,1,0
11790,1900/01/01,2,0
11790,1900/01/01,3,0
11790,1900/01/01,4,0
11791,1900/01/01,1,0
11791,1900/01/01,2,0
11791,1900/01/01,3,0
11791,1900/01/01,4,0
11792,1900/01/01,1,0
11792,1900/01/01,2,0
11792,1900/01/01,3,0
11792,1900/01/01,4,0
11793,1900/01/01,1,0
11793,1900/01/01,2,0
11793,1900/01/01,3,0
11793,1900/01/01,4,0
11794,1900/01/01,1,0
11794,1900/01/01,2,0
11794,1900/01/01,3,0
11794,1900/01/01,4,0
11795,1900/01/01,1,0
11795,1900/01/01,2,0
11795,1900/01/01,3,0
11795,1900/01/01,4,0
11796,1900/01/01,1,0
11796,1900/01/01,2,0
11796,1900/01/01,3,0
11796,1900/01/01,4,0
11797,1900/01/01,1,0
11797,1900/01/01,2,0
11797,1900/01/01,3,0
11797,1900/01/01,4,0
11798,1900/01/01,1,0
11798,1900/01/01,2,0
11798,1900/01/01,3,0
11798,1900/01/01,4,0
11799,1900/01/01,1,0
11799,1900/01/01,2,0
11799,1900/01/01,3,0
11799,1900/01/01,4,0
11800,1900/01/01,1,0
11800,1900/01/01,2,0
11800,1900/01/01,3,0
11800,1900/01/01,4,0
11801,1900/01/01,1,0
11801,1900/01/01,2,0
11801,1900/01/01,3,0
11801,1900/01/01,4,0
11802,1900/01/01,1,0
11802,1900/01/01,2,0
11802,1900/01/01,3,0
11802,1900/01/01,4,0
11803,1900/01/01,1,0
11803,1900/01/01,2,0
11803,1900/01/01,3,0
11803,1900/01/01,4,0
11804,1900/01/01,1,0
11804,1900/01/01,2,0
11804,1900/01/01,3,0
11804,1900/01/01,4,0
11805,1900/01/01,1,0
11805,1900/01/01,2,0
11805,1900/01/01,3,0
11805,1900/01/01,4,0
11806,1900/01/01,1,0
11806,1900/01/01,2,0
11806,1900/01/01,3,0
11806,1900/01/01,4,0
11807,1900/01/01,1,0
11807,1900/01/01,2,0
11807,1900/01/01,3,0
11807,1900/01/01,4,0
11808,1900/01/01,1,0
11808,1900/01/01,2,0
11808,1900/01/01,3,0
11808,1900/01/01,4,0
11809,1900/01/01,1,0
11809,1900/01/01,2,0
11809,1900/01/01,3,0
11809,1900/01/01,4,0
11810,1900/01/01,1,0
11810,1900/01/01,2,0
11810,1900/01/01,3,0
11810,1900/01/01,4,0
11811,1900/01/01,1,0
11811,1900/01/01,2,0
11811,1900/01/01,3,0
11811,1900/01/01,4,0
11812,1900/01/01,1,0
11812,1900/01/01,2,0
11812,1900/01/01,3,0
11812,1900/01/01,4,0
11813,1900/01/01,1,0
11813,1900/01/01,2,0
11813,1900/01/01,3,0
11813,1900/01/01,4,0
11814,1900/01/01,1,0
11814,1900/01/01,2,0
11814,1900/01/01,3,0
11814,1900/01/01,4,0
11815,1900/01/01,1,0
11815,1900/01/01,2,0
11815,1900/01/01,3,0
11815,1900/01/01,4,0
11816,1900/01/01,1,0
11816,1900/01/01,2,0
11816,1900/01/01,3,0
11816,1900/01/01,4,0
11817,1900/01/01,1,0
11817,1900/01/01,2,0
11817,1900/01/01,3,0
11817,1900/01/01,4,0
11818,1900/01/01,1,0
11818,1900/01/01,2,0
11818,1900/01/01,3,0
11818,1900/01/01,4,0
11819,1900/01/01,1,0
11819,1900/01/01,2,0
11819,1900/01/01,3,0
11819,1900/01/01,4,0
11820,1900/01/01,1,0
11820,1900/01/01,2,0
11820,1900/01/01,3,0
11820,1900/01/01,4,0
11821,1900/01/01,1,0
11821,1900/01/01,2,0
11821,1900/01/01,3,0
11821,1900/01/01,4,0
11822,1900/01/01,1,0
11822,1900/01/01,2,0
11822,1900/01/01,3,0
11822,1900/01/01,4,0
11823,1900/01/01,1,0
11823,1900/01/01,2,0
11823,1900/01/01,3,0
11823,1900/01/01,4,0
11824,1900/01/01,1,0
11824,1900/01/01,2,0
11824,1900/01/01,3,0
11824,1900/01/01,4,0
11825,1900/01/01,1,0
11825,1900/01/01,2,0
11825,1900/01/01,3,0
11825,1900/01/01,4,0
11826,1900/01/01,1,0
11826,1900/01/01,2,0
11826,1900/01/01,3,0
11826,1900/01/01,4,0
11827,1900/01/01,1,0
11827,1900/01/01,2,0
11827,1900/01/01,3,0
11827,1900/01/01,4,0
11828,1900/01/01,1,0
11828,1900/01/01,2,0
11828,1900/01/01,3,0
11828,1900/01/01,4,0
11829,1900/01/01,1,0
11829,1900/01/01,2,0
11829,1900/01/01,3,0
11829,1900/01/01,4,0
11830,1900/01/01,1,0
11830,1900/01/01,2,0
11830,1900/01/01,3,0
11830,1900/01/01,4,0
11831,1900/01/01,1,0
11831,1900/01/01,2,0
11831,1900/01/01,3,0
11831,1900/01/01,4,0
11832,1900/01/01,1,0
11832,1900/01/01,2,0
11832,1900/01/01,3,0
11832,1900/01/01,4,0
11833,1900/01/01,1,0
11833,1900/01/01,2,0
11833,1900/01/01,3,0
11833,1900/01/01,4,0
11834,1900/01/01,1,0
11834,1900/01/01,2,0
11834,1900/01/01,3,0
11834,1900/01/01,4,0
11835,1900/01/01,1,0
11835,1900/01/01,2,0
11835,1900/01/01,3,0
11835,1900/01/01,4,0
11836,1900/01/01,1,0
11836,1900/01/01,2,0
11836,1900/01/01,3,0
11836,1900/01/01,4,0
11837,1900/01/01,1,0
11837,1900/01/01,2,0
11837,1900/01/01,3,0
11837,1900/01/01,4,0
11838,1900/01/01,1,0
11838,1900/01/01,2,0
11838,1900/01/01,3,0
11838,1900/01/01,4,0
11839,1900/01/01,1,0
11839,1900/01/01,2,0
11839,1900/01/01,3,0
11839,1900/01/01,4,0
11840,1900/01/01,1,0
11840,1900/01/01,2,0
11840,1900/01/01,3,0
11840,1900/01/01,4,0
11841,1900/01/01,1,0
11841,1900/01/01,2,0
11841,1900/01/01,3,0
11841,1900/01/01,4,0
11842,1900/01/01,1,0
11842,1900/01/01,2,0
11842,1900/01/01,3,0
11842,1900/01/01,4,0
11843,1900/01/01,1,0
11843,1900/01/01,2,0
11843,1900/01/01,3,0
11843,1900/01/01,4,0
11844,1900/01/01,1,0
11844,1900/01/01,2,0
11844,1900/01/01,3,0
11844,1900/01/01,4,0
11845,1900/01/01,1,0
11845,1900/01/01,2,0
11845,1900/01/01,3,0
11845,1900/01/01,4,0
11846,1900/01/01,1,0
11846,1900/01/01,2,0
11846,1900/01/01,3,0
11846,1900/01/01,4,0
11847,1900/01/01,1,0
11847,1900/01/01,2,0
11847,1900/01/01,3,0
11847,1900/01/01,4,0
11848,1900/01/01,1,0
11848,1900/01/01,2,0
11848,1900/01/01,3,0
11848,1900/01/01,4,0
11849,1900/01/01,1,0
11849,1900/01/01,2,0
11849,1900/01/01,3,0
11849,1900/01/01,4,0
11850,1900/01/01,1,0
11850,1900/01/01,2,0
11850,1900/01/01,3,0
11850,1900/01/01,4,0
11851,1900/01/01,1,0
11851,1900/01/01,2,0
11851,1900/01/01,3,0
11851,1900/01/01,4,0
11852,1900/01/01,1,0
11852,1900/01/01,2,0
11852,1900/01/01,3,0
11852,1900/01/01,4,0
11853,1900/01/01,1,0
11853,1900/01/01,2,0
11853,1900/01/01,3,0
11853,1900/01/01,4,0
11854,1900/01/01,1,0
11854,1900/01/01,2,0
11854,1900/01/01,3,0
11854,1900/01/01,4,0
11855,1900/01/01,1,0
11855,1900/01/01,2,0
11855,1900/01/01,3,0
11855,1900/01/01,4,0
11856,1900/01/01,1,0
11856,1900/01/01,2,0
11856,1900/01/01,3,0
11856,1900/01/01,4,0
11857,1900/01/01,1,0
11857,1900/01/01,2,0
11857,1900/01/01,3,0
11857,1900/01/01,4,0
11858,1900/01/01,1,0
11858,1900/01/01,2,0
11858,1900/01/01,3,0
11858,1900/01/01,4,0
11859,1900/01/01,1,0
11859,1900/01/01,2,0
11859,1900/01/01,3,0
11859,1900/01/01,4,0
11860,1900/01/01,1,0
11860,1900/01/01,2,0
11860,1900/01/01,3,0
11860,1900/01/01,4,0
11861,1900/01/01,1,0
11861,1900/01/01,2,0
11861,1900/01/01,3,0
11861,1900/01/01,4,0
11862,1900/01/01,1,0
11862,1900/01/01,2,0
11862,1900/01/01,3,0
11862,1900/01/01,4,0
11863,1900/01/01,1,0
11863,1900/01/01,2,0
11863,1900/01/01,3,0
11863,1900/01/01,4,0
11864,1900/01/01,1,0
11864,1900/01/01,2,0
11864,1900/01/01,3,0
11864,1900/01/01,4,0
11865,1900/01/01,1,0
11865,1900/01/01,2,0
11865,1900/01/01,3,0
11865,1900/01/01,4,0
11866,1900/01/01,1,0
11866,1900/01/01,2,0
11866,1900/01/01,3,0
11866,1900/01/01,4,0
11867,1900/01/01,1,0
11867,1900/01/01,2,0
11867,1900/01/01,3,0
11867,1900/01/01,4,0
11868,1900/01/01,1,0
11868,1900/01/01,2,0
11868,1900/01/01,3,0
11868,1900/01/01,4,0
11869,1900/01/01,1,0
11869,1900/01/01,2,0
11869,1900/01/01,3,0
11869,1900/01/01,4,0
11870,1900/01/01,1,0
11870,1900/01/01,2,0
11870,1900/01/01,3,0
11870,1900/01/01,4,0
11871,1900/01/01,1,0
11871,1900/01/01,2,0
11871,1900/01/01,3,0
11871,1900/01/01,4,0
11872,1900/01/01,1,0
11872,1900/01/01,2,0
11872,1900/01/01,3,0
11872,1900/01/01,4,0
11873,1900/01/01,1,0
11873,1900/01/01,2,0
11873,1900/01/01,3,0
11873,1900/01/01,4,0
11874,1900/01/01,1,0
11874,1900/01/01,2,0
11874,1900/01/01,3,0
11874,1900/01/01,4,0
11875,1900/01/01,1,0
11875,1900/01/01,2,0
11875,1900/01/01,3,0
11875,1900/01/01,4,0
11876,1900/01/01,1,0
11876,1900/01/01,2,0
11876,1900/01/01,3,0
11876,1900/01/01,4,0
11877,1900/01/01,1,0
11877,1900/01/01,2,0
11877,1900/01/01,3,0
11877,1900/01/01,4,0
11878,1900/01/01,1,0
11878,1900/01/01,2,0
11878,1900/01/01,3,0
11878,1900/01/01,4,0
11879,1900/01/01,1,0
11879,1900/01/01,2,0
11879,1900/01/01,3,0
11879,1900/01/01,4,0
11880,1900/01/01,1,0
11880,1900/01/01,2,0
11880,1900/01/01,3,0
11880,1900/01/01,4,0
11881,1900/01/01,1,0
11881,1900/01/01,2,0
11881,1900/01/01,3,0
11881,1900/01/01,4,0
11882,1900/01/01,1,0
11882,1900/01/01,2,0
11882,1900/01/01,3,0
11882,1900/01/01,4,0
11883,1900/01/01,1,0
11883,1900/01/01,2,0
11883,1900/01/01,3,0
11883,1900/01/01,4,0
11884,1900/01/01,1,0
11884,1900/01/01,2,0
11884,1900/01/01,3,0
11884,1900/01/01,4,0
11885,1900/01/01,1,0
11885,1900/01/01,2,0
11885,1900/01/01,3,0
11885,1900/01/01,4,0
11886,1900/01/01,1,0
11886,1900/01/01,2,0
11886,1900/01/01,3,0
11886,1900/01/01,4,0
11887,1900/01/01,1,0
11887,1900/01/01,2,0
11887,1900/01/01,3,0
11887,1900/01/01,4,0
11888,1900/01/01,1,0
11888,1900/01/01,2,0
11888,1900/01/01,3,0
11888,1900/01/01,4,0
11889,1900/01/01,1,0
11889,1900/01/01,2,0
11889,1900/01/01,3,0
11889,1900/01/01,4,0
11890,1900/01/01,1,0
11890,1900/01/01,2,0
11890,1900/01/01,3,0
11890,1900/01/01,4,0
11891,1900/01/01,1,0
11891,1900/01/01,2,0
11891,1900/01/01,3,0
11891,1900/01/01,4,0
11892,1900/01/01,1,0
11892,1900/01/01,2,0
11892,1900/01/01,3,0
11892,1900/01/01,4,0
11893,1900/01/01,1,0
11893,1900/01/01,2,0
11893,1900/01/01,3,0
11893,1900/01/01,4,0
11894,1900/01/01,1,0
11894,1900/01/01,2,0
11894,1900/01/01,3,0
11894,1900/01/01,4,0
11895,1900/01/01,1,0
11895,1900/01/01,2,0
11895,1900/01/01,3,0
11895,1900/01/01,4,0
11896,1900/01/01,1,0
11896,1900/01/01,2,0
11896,1900/01/01,3,0
11896,1900/01/01,4,0
11897,1900/01/01,1,0
11897,1900/01/01,2,0
11897,1900/01/01,3,0
11897,1900/01/01,4,0
11898,1900/01/01,1,0
11898,1900/01/01,2,0
11898,1900/01/01,3,0
11898,1900/01/01,4,0
11899,1900/01/01,1,0
11899,1900/01/01,2,0
11899,1900/01/01,3,0
11899,1900/01/01,4,0
11900,1900/01/01,1,0
11900,1900/01/01,2,0
11900,1900/01/01,3,0
11900,1900/01/01,4,0
11901,1900/01/01,1,0
11901,1900/01/01,2,0
11901,1900/01/01,3,0
11901,1900/01/01,4,0
11902,1900/01/01,1,0
11902,1900/01/01,2,0
11902,1900/01/01,3,0
11902,1900/01/01,4,0
11903,1900/01/01,1,0
11903,1900/01/01,2,0
11903,1900/01/01,3,0
11903,1900/01/01,4,0
11904,1900/01/01,1,0
11904,1900/01/01,2,0
11904,1900/01/01,3,0
11904,1900/01/01,4,0
11905,1900/01/01,1,0
11905,1900/01/01,2,0
11905,1900/01/01,3,0
11905,1900/01/01,4,0
11906,1900/01/01,1,0
11906,1900/01/01,2,0
11906,1900/01/01,3,0
11906,1900/01/01,4,0
11907,1900/01/01,1,0
11907,1900/01/01,2,0
11907,1900/01/01,3,0
11907,1900/01/01,4,0
11908,1900/01/01,1,0
11908,1900/01/01,2,0
11908,1900/01/01,3,0
11908,1900/01/01,4,0
11909,1900/01/01,1,0
11909,1900/01/01,2,0
11909,1900/01/01,3,0
11909,1900/01/01,4,0
11910,1900/01/01,1,0
11910,1900/01/01,2,0
11910,1900/01/01,3,0
11910,1900/01/01,4,0
11911,1900/01/01,1,0
11911,1900/01/01,2,0
11911,1900/01/01,3,0
11911,1900/01/01,4,0
11912,1900/01/01,1,0
11912,1900/01/01,2,0
11912,1900/01/01,3,0
11912,1900/01/01,4,0
11913,1900/01/01,1,0
11913,1900/01/01,2,0
11913,1900/01/01,3,0
11913,1900/01/01,4,0
11914,1900/01/01,1,0
11914,1900/01/01,2,0
11914,1900/01/01,3,0
11914,1900/01/01,4,0
11915,1900/01/01,1,0
11915,1900/01/01,2,0
11915,1900/01/01,3,0
11915,1900/01/01,4,0
11916,1900/01/01,1,0
11916,1900/01/01,2,0
11916,1900/01/01,3,0
11916,1900/01/01,4,0
11917,1900/01/01,1,0
11917,1900/01/01,2,0
11917,1900/01/01,3,0
11917,1900/01/01,4,0
11918,1900/01/01,1,0
11918,1900/01/01,2,0
11918,1900/01/01,3,0
11918,1900/01/01,4,0
11919,1900/01/01,1,0
11919,1900/01/01,2,0
11919,1900/01/01,3,0
11919,1900/01/01,4,0
11920,1900/01/01,1,0
11920,1900/01/01,2,0
11920,1900/01/01,3,0
11920,1900/01/01,4,0
11921,1900/01/01,1,0
11921,1900/01/01,2,0
11921,1900/01/01,3,0
11921,1900/01/01,4,0
11922,1900/01/01,1,0
11922,1900/01/01,2,0
11922,1900/01/01,3,0
11922,1900/01/01,4,0
11923,1900/01/01,1,0
11923,1900/01/01,2,0
11923,1900/01/01,3,0
11923,1900/01/01,4,0
11924,1900/01/01,1,0
11924,1900/01/01,2,0
11924,1900/01/01,3,0
11924,1900/01/01,4,0
11925,1900/01/01,1,0
11925,1900/01/01,2,0
11925,1900/01/01,3,0
11925,1900/01/01,4,0
11926,1900/01/01,1,0
11926,1900/01/01,2,0
11926,1900/01/01,3,0
11926,1900/01/01,4,0
11927,1900/01/01,1,0
11927,1900/01/01,2,0
11927,1900/01/01,3,0
11927,1900/01/01,4,0
11928,1900/01/01,1,0
11928,1900/01/01,2,0
11928,1900/01/01,3,0
11928,1900/01/01,4,0
11929,1900/01/01,1,0
11929,1900/01/01,2,0
11929,1900/01/01,3,0
11929,1900/01/01,4,0
11930,1900/01/01,1,0
11930,1900/01/01,2,0
11930,1900/01/01,3,0
11930,1900/01/01,4,0
11931,1900/01/01,1,0
11931,1900/01/01,2,0
11931,1900/01/01,3,0
11931,1900/01/01,4,0
11932,1900/01/01,1,0
11932,1900/01/01,2,0
11932,1900/01/01,3,0
11932,1900/01/01,4,0
11933,1900/01/01,1,0
11933,1900/01/01,2,0
11933,1900/01/01,3,0
11933,1900/01/01,4,0
11934,1900/01/01,1,0
11934,1900/01/01,2,0
11934,1900/01/01,3,0
11934,1900/01/01,4,0
11935,1900/01/01,1,0
11935,1900/01/01,2,0
11935,1900/01/01,3,0
11935,1900/01/01,4,0
11936,1900/01/01,1,0
11936,1900/01/01,2,0
11936,1900/01/01,3,0
11936,1900/01/01,4,0
11937,1900/01/01,1,0
11937,1900/01/01,2,0
11937,1900/01/01,3,0
11937,1900/01/01,4,0
11938,1900/01/01,1,0
11938,1900/01/01,2,0
11938,1900/01/01,3,0
11938,1900/01/01,4,0
11939,1900/01/01,1,0
11939,1900/01/01,2,0
11939,1900/01/01,3,0
11939,1900/01/01,4,0
11940,1900/01/01,1,0
11940,1900/01/01,2,0
11940,1900/01/01,3,0
11940,1900/01/01,4,0
11941,1900/01/01,1,0
11941,1900/01/01,2,0
11941,1900/01/01,3,0
11941,1900/01/01,4,0
11942,1900/01/01,1,0
11942,1900/01/01,2,0
11942,1900/01/01,3,0
11942,1900/01/01,4,0
11943,1900/01/01,1,0
11943,1900/01/01,2,0
11943,1900/01/01,3,0
11943,1900/01/01,4,0
11944,1900/01/01,1,0
11944,1900/01/01,2,0
11944,1900/01/01,3,0
11944,1900/01/01,4,0
11945,1900/01/01,1,0
11945,1900/01/01,2,0
11945,1900/01/01,3,0
11945,1900/01/01,4,0
11946,1900/01/01,1,0
11946,1900/01/01,2,0
11946,1900/01/01,3,0
11946,1900/01/01,4,0
11947,1900/01/01,1,0
11947,1900/01/01,2,0
11947,1900/01/01,3,0
11947,1900/01/01,4,0
11948,1900/01/01,1,0
11948,1900/01/01,2,0
11948,1900/01/01,3,0
11948,1900/01/01,4,0
11949,1900/01/01,1,0
11949,1900/01/01,2,0
11949,1900/01/01,3,0
11949,1900/01/01,4,0
11950,1900/01/01,1,0
11950,1900/01/01,2,0
11950,1900/01/01,3,0
11950,1900/01/01,4,0
11951,1900/01/01,1,0
11951,1900/01/01,2,0
11951,1900/01/01,3,0
11951,1900/01/01,4,0
11952,1900/01/01,1,0
11952,1900/01/01,2,0
11952,1900/01/01,3,0
11952,1900/01/01,4,0
11953,1900/01/01,1,0
11953,1900/01/01,2,0
11953,1900/01/01,3,0
11953,1900/01/01,4,0
11954,1900/01/01,1,0
11954,1900/01/01,2,0
11954,1900/01/01,3,0
11954,1900/01/01,4,0
11955,1900/01/01,1,0
11955,1900/01/01,2,0
11955,1900/01/01,3,0
11955,1900/01/01,4,0
11956,1900/01/01,1,0
11956,1900/01/01,2,0
11956,1900/01/01,3,0
11956,1900/01/01,4,0
11957,1900/01/01,1,0
11957,1900/01/01,2,0
11957,1900/01/01,3,0
11957,1900/01/01,4,0
11958,1900/01/01,1,0
11958,1900/01/01,2,0
11958,1900/01/01,3,0
11958,1900/01/01,4,0
11959,1900/01/01,1,0
11959,1900/01/01,2,0
11959,1900/01/01,3,0
11959,1900/01/01,4,0
11960,1900/01/01,1,0
11960,1900/01/01,2,0
11960,1900/01/01,3,0
11960,1900/01/01,4,0
11961,1900/01/01,1,0
11961,1900/01/01,2,0
11961,1900/01/01,3,0
11961,1900/01/01,4,0
11962,1900/01/01,1,0
11962,1900/01/01,2,0
11962,1900/01/01,3,0
11962,1900/01/01,4,0
11963,1900/01/01,1,0
11963,1900/01/01,2,0
11963,1900/01/01,3,0
11963,1900/01/01,4,0
11964,1900/01/01,1,0
11964,1900/01/01,2,0
11964,1900/01/01,3,0
11964,1900/01/01,4,0
11965,1900/01/01,1,0
11965,1900/01/01,2,0
11965,1900/01/01,3,0
11965,1900/01/01,4,0
11966,1900/01/01,1,0
11966,1900/01/01,2,0
11966,1900/01/01,3,0
11966,1900/01/01,4,0
11967,1900/01/01,1,0
11967,1900/01/01,2,0
11967,1900/01/01,3,0
11967,1900/01/01,4,0
11968,1900/01/01,1,0
11968,1900/01/01,2,0
11968,1900/01/01,3,0
11968,1900/01/01,4,0
11969,1900/01/01,1,0
11969,1900/01/01,2,0
11969,1900/01/01,3,0
11969,1900/01/01,4,0
11970,1900/01/01,1,0
11970,1900/01/01,2,0
11970,1900/01/01,3,0
11970,1900/01/01,4,0
11971,1900/01/01,1,0
11971,1900/01/01,2,0
11971,1900/01/01,3,0
11971,1900/01/01,4,0
11972,1900/01/01,1,0
11972,1900/01/01,2,0
11972,1900/01/01,3,0
11972,1900/01/01,4,0
11973,1900/01/01,1,0
11973,1900/01/01,2,0
11973,1900/01/01,3,0
11973,1900/01/01,4,0
11974,1900/01/01,1,0
11974,1900/01/01,2,0
11974,1900/01/01,3,0
11974,1900/01/01,4,0
11975,1900/01/01,1,0
11975,1900/01/01,2,0
11975,1900/01/01,3,0
11975,1900/01/01,4,0
11976,1900/01/01,1,0
11976,1900/01/01,2,0
11976,1900/01/01,3,0
11976,1900/01/01,4,0
11977,1900/01/01,1,0
11977,1900/01/01,2,0
11977,1900/01/01,3,0
11977,1900/01/01,4,0
11978,1900/01/01,1,0
11978,1900/01/01,2,0
11978,1900/01/01,3,0
11978,1900/01/01,4,0
11979,1900/01/01,1,0
11979,1900/01/01,2,0
11979,1900/01/01,3,0
11979,1900/01/01,4,0
11980,1900/01/01,1,0
11980,1900/01/01,2,0
11980,1900/01/01,3,0
11980,1900/01/01,4,0
11981,1900/01/01,1,0
11981,1900/01/01,2,0
11981,1900/01/01,3,0
11981,1900/01/01,4,0
11982,1900/01/01,1,0
11982,1900/01/01,2,0
11982,1900/01/01,3,0
11982,1900/01/01,4,0
11983,1900/01/01,1,0
11983,1900/01/01,2,0
11983,1900/01/01,3,0
11983,1900/01/01,4,0
11984,1900/01/01,1,0
11984,1900/01/01,2,0
11984,1900/01/01,3,0
11984,1900/01/01,4,0
11985,1900/01/01,1,0
11985,1900/01/01,2,0
11985,1900/01/01,3,0
11985,1900/01/01,4,0
11986,1900/01/01,1,0
11986,1900/01/01,2,0
11986,1900/01/01,3,0
11986,1900/01/01,4,0
11987,1900/01/01,1,0
11987,1900/01/01,2,0
11987,1900/01/01,3,0
11987,1900/01/01,4,0
11988,1900/01/01,1,0
11988,1900/01/01,2,0
11988,1900/01/01,3,0
11988,1900/01/01,4,0
11989,1900/01/01,1,0
11989,1900/01/01,2,0
11989,1900/01/01,3,0
11989,1900/01/01,4,0
11990,1900/01/01,1,0
11990,1900/01/01,2,0
11990,1900/01/01,3,0
11990,1900/01/01,4,0
11991,1900/01/01,1,0
11991,1900/01/01,2,0
11991,1900/01/01,3,0
11991,1900/01/01,4,0
11992,1900/01/01,1,0
11992,1900/01/01,2,0
11992,1900/01/01,3,0
11992,1900/01/01,4,0
11993,1900/01/01,1,0
11993,1900/01/01,2,0
11993,1900/01/01,3,0
11993,1900/01/01,4,0
11994,1900/01/01,1,0
11994,1900/01/01,2,0
11994,1900/01/01,3,0
11994,1900/01/01,4,0
11995,1900/01/01,1,0
11995,1900/01/01,2,0
11995,1900/01/01,3,0
11995,1900/01/01,4,0
11996,1900/01/01,1,0
11996,1900/01/01,2,0
11996,1900/01/01,3,0
11996,1900/01/01,4,0
11997,1900/01/01,1,0
11997,1900/01/01,2,0
11997,1900/01/01,3,0
11997,1900/01/01,4,0
11998,1900/01/01,1,0
11998,1900/01/01,2,0
11998,1900/01/01,3,0
11998,1900/01/01,4,0
11999,1900/01/01,1,0
11999,1900/01/01,2,0
11999,1900/01/01,3,0
11999,1900/01/01,4,0
12000,1900/01/01,1,0
12000,1900/01/01,2,0
12000,1900/01/01,3,0
12000,1900/01/01,4,0
12001,1900/01/01,1,0
12001,1900/01/01,2,0
12001,1900/01/01,3,0
12001,1900/01/01,4,0
12002,1900/01/01,1,0
12002,1900/01/01,2,0
12002,1900/01/01,3,0
12002,1900/01/01,4,0
12003,1900/01/01,1,0
12003,1900/01/01,2,0
12003,1900/01/01,3,0
12003,1900/01/01,4,0
12004,1900/01/01,1,0
12004,1900/01/01,2,0
12004,1900/01/01,3,0
12004,1900/01/01,4,0
12005,1900/01/01,1,0
12005,1900/01/01,2,0
12005,1900/01/01,3,0
12005,1900/01/01,4,0
12006,1900/01/01,1,0
12006,1900/01/01,2,0
12006,1900/01/01,3,0
12006,1900/01/01,4,0
12007,1900/01/01,1,0
12007,1900/01/01,2,0
12007,1900/01/01,3,0
12007,1900/01/01,4,0
12008,1900/01/01,1,0
12008,1900/01/01,2,0
12008,1900/01/01,3,0
12008,1900/01/01,4,0
12009,1900/01/01,1,0
12009,1900/01/01,2,0
12009,1900/01/01,3,0
12009,1900/01/01,4,0
12010,1900/01/01,1,0
12010,1900/01/01,2,0
12010,1900/01/01,3,0
12010,1900/01/01,4,0
12011,1900/01/01,1,0
12011,1900/01/01,2,0
12011,1900/01/01,3,0
12011,1900/01/01,4,0
12012,1900/01/01,1,0
12012,1900/01/01,2,0
12012,1900/01/01,3,0
12012,1900/01/01,4,0
12013,1900/01/01,1,0
12013,1900/01/01,2,0
12013,1900/01/01,3,0
12013,1900/01/01,4,0
12014,1900/01/01,1,0
12014,1900/01/01,2,0
12014,1900/01/01,3,0
12014,1900/01/01,4,0
12015,1900/01/01,1,0
12015,1900/01/01,2,0
12015,1900/01/01,3,0
12015,1900/01/01,4,0
12016,1900/01/01,1,0
12016,1900/01/01,2,0
12016,1900/01/01,3,0
12016,1900/01/01,4,0
12017,1900/01/01,1,0
12017,1900/01/01,2,0
12017,1900/01/01,3,0
12017,1900/01/01,4,0
12018,1900/01/01,1,0
12018,1900/01/01,2,0
12018,1900/01/01,3,0
12018,1900/01/01,4,0
12019,1900/01/01,1,0
12019,1900/01/01,2,0
12019,1900/01/01,3,0
12019,1900/01/01,4,0
12020,1900/01/01,1,0
12020,1900/01/01,2,0
12020,1900/01/01,3,0
12020,1900/01/01,4,0
12021,1900/01/01,1,0
12021,1900/01/01,2,0
12021,1900/01/01,3,0
12021,1900/01/01,4,0
12022,1900/01/01,1,0
12022,1900/01/01,2,0
12022,1900/01/01,3,0
12022,1900/01/01,4,0
12023,1900/01/01,1,0
12023,1900/01/01,2,0
12023,1900/01/01,3,0
12023,1900/01/01,4,0
12024,1900/01/01,1,0
12024,1900/01/01,2,0
12024,1900/01/01,3,0
12024,1900/01/01,4,0
12025,1900/01/01,1,0
12025,1900/01/01,2,0
12025,1900/01/01,3,0
12025,1900/01/01,4,0
12026,1900/01/01,1,0
12026,1900/01/01,2,0
12026,1900/01/01,3,0
12026,1900/01/01,4,0
12027,1900/01/01,1,0
12027,1900/01/01,2,0
12027,1900/01/01,3,0
12027,1900/01/01,4,0
12028,1900/01/01,1,0
12028,1900/01/01,2,0
12028,1900/01/01,3,0
12028,1900/01/01,4,0
12029,1900/01/01,1,0
12029,1900/01/01,2,0
12029,1900/01/01,3,0
12029,1900/01/01,4,0
12030,1900/01/01,1,0
12030,1900/01/01,2,0
12030,1900/01/01,3,0
12030,1900/01/01,4,0
12031,1900/01/01,1,0
12031,1900/01/01,2,0
12031,1900/01/01,3,0
12031,1900/01/01,4,0
12032,1900/01/01,1,0
12032,1900/01/01,2,0
12032,1900/01/01,3,0
12032,1900/01/01,4,0
12033,1900/01/01,1,0
12033,1900/01/01,2,0
