**** Planta:   66 ITAIPU       Penal:    642.72342
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2026    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2027    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2028    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2029    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2030    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2031    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2032    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2033    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2034    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2035    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2036    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2037    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2038    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
2039    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000    9000
