NUM:   1 CAMARGOS              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2029  0.09  0.74   0.4  2.93  6.24  8.41   8.6  7.59  4.72  1.98  0.17  0.08
2030  0.09  0.77  0.41  3.02  6.44  8.69  8.89  7.83  4.85  2.03  0.18  0.08
2031  0.09  0.78  0.42   3.1  6.61  8.92  9.11  8.03  4.97  2.08  0.18  0.08
2032  0.09  0.78  0.43  3.19   6.8  9.18  9.38  8.26  5.11  2.14  0.18  0.08
2033  0.09  0.82  0.44  3.27  6.97  9.42  9.63  8.48  5.24  2.19  0.19  0.09
2034  0.09  0.84  0.45  3.35  7.15  9.66  9.87  8.69  5.37  2.24  0.19  0.09
2035   0.1  0.86  0.46  3.43  7.32  9.88 10.09  8.89  5.49  2.29  0.19  0.09
2036   0.1  0.85  0.47  3.52   7.5 10.14 10.37  9.12  5.63  2.34   0.2  0.09
2037   0.1  0.89  0.48   3.6  7.68 10.38 10.61  9.34  5.76  2.39   0.2  0.09
2038   0.1  0.91  0.49  3.68  7.86 10.62 10.86  9.55  5.88  2.44   0.2  0.09
2039   0.1  0.93   0.5  3.76  8.03 10.84 11.07  9.75     6  2.49  0.21  0.09
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  24 EMBORCACAO            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.95  1.68  1.46 18.45 27.45 32.87 37.42 44.26 37.65 17.73  1.04  0.96
2026  0.96  1.72  1.49 19.16 28.52 34.15 38.85 45.94 39.09 18.39  1.06  0.97
2027  0.97  1.76  1.52 19.87 29.53 35.09 39.77 47.55 40.51 19.04  1.07  0.98
2028  0.99  1.78  1.55 20.58 30.65  36.7 41.72 49.31 41.95  19.7  1.09     1
2029     1  1.85  1.58 21.29 31.72 37.97 43.15    51 43.38 20.36  1.11  1.01
2030  1.01  1.89  1.62    22 32.79  39.2 44.41 52.35  44.5 20.89  1.12  1.03
2031  1.03  1.93  1.65 22.59 33.62  39.9 45.04 53.68 45.69 21.41  1.14  1.04
2032  1.04  1.94  1.68 23.17 34.57 41.34  46.8 55.14 46.85 21.94  1.16  1.05
2033  1.06  2.01  1.72 23.76 35.46 42.41 47.99 56.52 48.01 22.47  1.17  1.07
2034  1.07  2.05  1.75 24.35 36.36 43.47 49.18  57.9 49.16    23  1.19  1.08
2035  1.08  2.09  1.78 24.93 37.18 44.13 49.74 59.18 50.31 23.53  1.21  1.09
2036   1.1   2.1  1.82 25.52 38.14 45.61 51.56 60.66 51.48 24.06  1.22  1.11
2037  1.11  2.18  1.85  26.1 39.03 46.68 52.75 62.03 52.63 24.58  1.24  1.12
2038  1.12  2.22  1.88 26.69 39.92 47.75 53.94 63.41 53.79 25.11  1.26  1.13
2039  1.14  2.26  1.92 27.28 40.74 48.36 54.45 64.68 54.93 25.64  1.27  1.15
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  25 NOVA PONTE            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.99  1.93  1.74 10.04 15.84 21.18 22.69 21.62 14.72  6.36  1.14     1
2026     1  1.99  1.79 10.48 16.53 22.09 23.65 22.54 15.35  6.61  1.16  1.02
2027  1.02  2.04  1.84 10.91  17.2  22.9 24.48 23.44 15.96  6.85  1.18  1.03
2028  1.03  2.05  1.89 11.35  17.9 23.91 25.58  24.4  16.6   7.1   1.2  1.05
2029  1.05  2.14  1.93 11.78 18.59 24.82 26.54 25.32 17.22  7.35  1.22  1.06
2030  1.06  2.19  1.98 12.22 19.28 25.72  27.5 26.25 17.84   7.6  1.24  1.08
2031  1.08  2.24  2.03 12.61 19.86 26.41 28.19 27.07 18.42  7.83  1.26  1.09
2032  1.09  2.25  2.07    13 20.48 27.32  29.2 27.94    19  8.07  1.29  1.11
2033  1.11  2.33  2.12 13.39 21.09 28.11 30.04 28.79 19.59   8.3  1.31  1.12
2034  1.12  2.38  2.16 13.78 21.69 28.91 30.89 29.64 20.17  8.53  1.33  1.14
2035  1.14  2.43  2.21 14.17 22.27 29.57 31.56 30.45 20.74  8.77  1.35  1.15
2036  1.16  2.44  2.25 14.56 22.89  30.5 32.59 31.34 21.33     9  1.37  1.17
2037  1.17  2.53   2.3 14.95 23.49 31.29 33.44 32.18 21.91  9.23  1.39  1.18
2038  1.18  2.58  2.34 15.34 24.09 32.09 34.29 33.03 22.49  9.47  1.41   1.2
2039   1.2  2.62  2.38 15.73 24.67 32.74 34.94 33.84 23.06   9.7  1.43  1.21
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  26 MIRANDA               Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  0.06  0.29  0.39  3.37  4.66   5.7  6.82   7.7  6.32  3.17  0.44  0.06
2026  0.06   0.3   0.4   3.5  4.84  5.92  7.08  7.99  6.56  3.28  0.46  0.06
2027  0.06  0.31  0.41  3.63  5.01  6.11  7.27  8.26  6.78   3.4  0.47  0.06
2028  0.06  0.31  0.42  3.77   5.2  6.37  7.61  8.58  7.03  3.52  0.48  0.06
2029  0.06  0.33  0.44   3.9  5.38  6.59  7.87  8.87  7.27  3.63   0.5  0.06
2030  0.06  0.33  0.45  4.03  5.57  6.81  8.14  9.17  7.51  3.75  0.51  0.06
2031  0.06  0.34  0.46  4.16  5.74  6.99  8.33  9.45  7.74  3.87  0.53  0.06
2032  0.06  0.34  0.48   4.3  5.94  7.27  8.68  9.77  7.99  3.99  0.54  0.06
2033  0.06  0.36  0.49  4.43  6.12  7.49  8.95 10.07  8.23  4.11  0.56  0.06
2034  0.06  0.37  0.51  4.57  6.31  7.72  9.22 10.37  8.48  4.22  0.57  0.06
2035  0.06  0.38  0.52   4.7  6.49   7.9   9.4 10.65  8.71  4.34  0.58  0.06
2036  0.06  0.38  0.53  4.84  6.68  8.18  9.76 10.98  8.96  4.46   0.6  0.06
2037  0.06   0.4  0.55  4.97  6.87   8.4 10.03 11.28  9.21  4.58  0.62  0.06
2038  0.06  0.41  0.56  5.11  7.06  8.63  10.3 11.58  9.45   4.7  0.63  0.06
2039  0.06  0.42  0.57  5.24  7.23   8.8 10.47 11.85  9.68  4.82  0.64  0.06
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  27 CAPIM BRANC1          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  8.29   8.3   8.3  8.69  8.86  8.96  9.09   9.3  9.21  8.71  8.31   8.3
2026   8.3  8.31  8.31  8.71  8.89  8.99  9.13  9.35  9.25  8.74  8.31  8.31
2027  8.31  8.31  8.31  8.74  8.92  9.02  9.15  9.39  9.29  8.76  8.32  8.31
2028  8.31  8.32  8.32  8.76  8.95  9.06  9.21  9.44  9.34  8.78  8.32  8.32
2029  8.32  8.32  8.33  8.78  8.98  9.09  9.24  9.49  9.38   8.8  8.33  8.32
2030  8.33  8.33  8.33   8.8  9.01  9.13  9.28  9.53  9.42  8.83  8.34  8.33
2031  8.33  8.33  8.34  8.83  9.04  9.15   9.3  9.57  9.46  8.85  8.34  8.33
2032  8.33  8.34  8.34  8.85  9.07  9.19  9.36  9.62   9.5  8.87  8.34  8.34
2033  8.34  8.34  8.35  8.87  9.09  9.22  9.39  9.67  9.54  8.89  8.35  8.34
2034  8.34  8.35  8.35  8.89  9.12  9.25  9.43  9.71  9.58  8.91  8.35  8.35
2035  8.35  8.35  8.35  8.91  9.15  9.28  9.45  9.75  9.62  8.93  8.35  8.35
2036  8.35  8.35  8.35  8.93  9.17  9.32   9.5   9.8  9.66  8.95  8.36  8.35
2037  8.35  8.36  8.36  8.94   9.2  9.35  9.53  9.84   9.7  8.97  8.36  8.35
2038  8.35  8.36  8.36  8.96  9.23  9.37  9.57  9.88  9.74  8.98  8.36  8.35
2039  8.35  8.36  8.36  8.98  9.25  9.39  9.58  9.92  9.78     9  8.36  8.35
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  28 CAPIM BRANC2          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 -6.93 -6.93 -6.93 -6.53 -6.36 -6.26 -6.13 -5.91    -6 -6.51 -6.93 -6.93
2026 -6.93 -6.92 -6.92 -6.51 -6.33 -6.23 -6.09 -5.87 -5.96 -6.49 -6.92 -6.93
2027 -6.93 -6.92 -6.92 -6.49 -6.31 -6.21 -6.07 -5.83 -5.92 -6.48 -6.92 -6.93
2028 -6.93 -6.92 -6.92 -6.47 -6.28 -6.17 -6.03 -5.78 -5.89 -6.46 -6.92 -6.93
2029 -6.93 -6.92 -6.92 -6.45 -6.26 -6.14 -5.99 -5.74 -5.85 -6.44 -6.92 -6.93
2030 -6.93 -6.92 -6.92 -6.44 -6.23 -6.11 -5.96  -5.7 -5.81 -6.42 -6.92 -6.92
2031 -6.92 -6.92 -6.92 -6.42 -6.21 -6.09 -5.94 -5.66 -5.77  -6.4 -6.92 -6.92
2032 -6.92 -6.92 -6.92  -6.4 -6.18 -6.06 -5.89 -5.62 -5.73 -6.39 -6.92 -6.92
2033 -6.92 -6.92 -6.92 -6.38 -6.16 -6.03 -5.86 -5.57 -5.69 -6.37 -6.92 -6.92
2034 -6.92 -6.92 -6.92 -6.37 -6.13    -6 -5.82 -5.53 -5.66 -6.35 -6.92 -6.92
2035 -6.92 -6.92 -6.92 -6.35 -6.11 -5.98 -5.81 -5.49 -5.62 -6.33 -6.92 -6.92
2036 -6.92 -6.92 -6.92 -6.33 -6.08 -5.94 -5.76 -5.45 -5.58 -6.32 -6.92 -6.92
2037 -6.92 -6.92 -6.92 -6.31 -6.06 -5.91 -5.72  -5.4 -5.54  -6.3 -6.92 -6.92
2038 -6.92 -6.91 -6.91 -6.29 -6.03 -5.88 -5.69 -5.36  -5.5 -6.28 -6.92 -6.92
2039 -6.92 -6.91 -6.91 -6.28 -6.01 -5.86 -5.68 -5.32 -5.46 -6.26 -6.91 -6.92
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  29 CORUMBA IV            Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  4.29  4.71  4.32  5.99  9.04  8.04  7.26  7.44  7.01  5.22  4.42  4.43
2026  4.45  4.88  4.48   6.2  9.34  8.32  7.51  7.69  7.25   5.4  4.58   4.6
2027  4.61  5.05  4.64  6.41  9.64  8.56  7.75  7.94  7.48  5.59  4.74  4.76
2028  4.77  5.21  4.81  6.62  9.94  8.86     8   8.2  7.73  5.77   4.9  4.92
2029  4.93   5.4  4.97  6.83 10.25  9.13  8.25  8.45  7.96  5.96  5.07  5.08
2030  5.09  5.57  5.13  7.04 10.55  9.41   8.5   8.7  8.21  6.14  5.23  5.24
2031  5.25  5.74  5.29  7.25 10.85  9.65  8.75  8.96  8.44  6.33  5.38   5.4
2032  5.41   5.9  5.45  7.46 11.16  9.96     9  9.21  8.69  6.51  5.54  5.56
2033  5.57  6.09  5.61  7.67 11.47 10.24  9.25  9.47  8.93   6.7   5.7  5.71
2034  5.73  6.26  5.77  7.89 11.78 10.52  9.51  9.72  9.17  6.88  5.86  5.87
2035  5.89  6.43  5.93   8.1 12.08 10.76  9.75  9.98  9.41  7.07  6.02  6.03
2036  6.05  6.59  6.09  8.31 12.39 11.07 10.01 10.23  9.65  7.25  6.18  6.19
2037  6.21  6.77  6.24  8.52  12.7 11.35 10.26 10.49  9.89  7.44  6.34  6.35
2038  6.36  6.95   6.4  8.73    13 11.63 10.51 10.74 10.13  7.62   6.5  6.51
2039  6.52  7.12  6.56  8.94 13.31 11.86 10.76    11 10.37  7.81  6.66  6.67
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  30 CORUMBA I             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.08  2.75  2.22  5.01  10.8 12.23 11.32  9.91  7.02  3.45  2.12  2.09
2026  2.11   2.8  2.25  5.12 11.07 12.54 11.61 10.15  7.19  3.52  2.15  2.12
2027  2.14  2.85  2.28  5.23 11.34 12.82 11.88 10.39  7.35  3.58  2.18  2.15
2028  2.17  2.87  2.31  5.35 11.61 13.16 12.17 10.64  7.52  3.65  2.21  2.17
2029  2.19  2.94  2.35  5.46 11.88 13.46 12.45 10.89  7.69  3.72  2.24   2.2
2030  2.22  2.99  2.38  5.57 12.15 13.77 12.73 11.13  7.85  3.78  2.27  2.23
2031  2.25  3.03  2.41  5.68 12.43 14.06 13.02 11.38  8.02  3.85   2.3  2.26
2032  2.28  3.06  2.44  5.79 12.71 14.41 13.32 11.64  8.19  3.92  2.32  2.28
2033   2.3  3.13  2.47   5.9 12.99 14.73 13.61 11.89  8.36  3.98  2.35  2.31
2034  2.33  3.17   2.5  6.02 13.27 15.05 13.91 12.14  8.53  4.05  2.38  2.33
2035  2.36  3.22  2.53  6.13 13.55 15.33 14.19 12.39  8.69  4.11   2.4  2.36
2036  2.38  3.24  2.56  6.24 13.83 15.69 14.49 12.65  8.87  4.18  2.43  2.39
2037  2.41  3.31  2.59  6.35 14.11 16.01 14.78  12.9  9.04  4.24  2.46  2.41
2038  2.43  3.35  2.62  6.46 14.39 16.33 15.08 13.15  9.21  4.31  2.48  2.43
2039  2.46   3.4  2.65  6.57 14.66  16.6 15.36  13.4  9.36  4.37  2.51  2.46
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  31 ITUMBIARA             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 -2.06 -1.84 -1.87  3.46  6.71  8.79 10.25  11.9     9   2.7 -1.98 -2.16
2026 -2.17 -1.94 -1.97  3.57  6.95  9.11 10.61 12.33  9.33  2.79 -2.07 -2.26
2027 -2.27 -2.04 -2.06  3.68  7.15  9.35 10.86 12.74  9.65  2.87 -2.17 -2.37
2028 -2.38 -2.14 -2.16  3.79  7.41  9.73 11.34 13.19  9.98  2.95 -2.27 -2.47
2029 -2.48 -2.23 -2.26   3.9  7.65 10.04 11.71 13.62 10.31  3.04 -2.37 -2.58
2030 -2.58 -2.33 -2.36  4.02  7.88 10.35 12.07 14.04 10.62  3.12 -2.47 -2.68
2031 -2.69 -2.43 -2.45  4.12  8.08 10.57 12.28 14.43 10.94   3.2 -2.57 -2.78
2032 -2.79 -2.53 -2.55  4.23  8.33 10.95 12.77 14.88 11.27  3.28 -2.66 -2.89
2033 -2.89 -2.62 -2.64  4.34  8.56 11.25 13.13  15.3 11.59  3.36 -2.76 -2.99
2034    -3 -2.71 -2.74  4.45  8.78 11.54 13.48 15.72 11.91  3.44 -2.86 -3.09
2035  -3.1 -2.81 -2.84  4.55  8.98 11.75 13.68  16.1 12.22  3.53 -2.95 -3.19
2036  -3.2 -2.91 -2.93  4.66  9.24 12.14 14.18 16.56 12.56  3.61 -3.05 -3.29
2037  -3.3    -3 -3.02  4.77  9.46 12.44 14.54 16.98 12.88  3.69 -3.14  -3.4
2038  -3.4 -3.09 -3.12  4.88  9.69 12.74 14.89 17.39  13.2  3.78 -3.24  -3.5
2039 -3.51 -3.18 -3.21  4.99  9.88 12.94 15.07 17.77 13.51  3.86 -3.34  -3.6
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  32 CACH DOURADA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  1.15  1.51  1.43   2.9  3.84  4.92  5.77  5.95  4.23  2.45  1.46  1.18
2026  1.18  1.56  1.47  2.99  3.96  5.07  5.95  6.13  4.35  2.52   1.5  1.21
2027  1.21   1.6  1.52  3.08  4.08  5.21  6.12  6.31  4.48   2.6  1.54  1.24
2028  1.25  1.63  1.56  3.17   4.2  5.38  6.31   6.5   4.6  2.65  1.59  1.28
2029  1.28  1.69   1.6  3.26  4.32  5.54  6.49  6.68  4.72  2.72  1.63  1.31
2030  1.31  1.74  1.65  3.35  4.44  5.69  6.67  6.84  4.76  2.79  1.67  1.35
2031  1.35  1.79  1.69  3.44  4.55  5.82  6.83  7.03  4.97  2.86  1.71  1.38
2032  1.38  1.81  1.73  3.52  4.67  5.98  7.02  7.21  5.08  2.92  1.76  1.41
2033  1.42  1.87  1.77  3.61  4.78  6.13  7.19  7.39   5.2  2.98   1.8  1.45
2034  1.45  1.92  1.82   3.7  4.89  6.27  7.36  7.56  5.32  3.05  1.84  1.48
2035  1.48  1.96  1.86  3.78     5   6.4  7.51  7.73  5.44  3.12  1.88  1.51
2036  1.52  1.99   1.9  3.87  5.11  6.57   7.7  7.91  5.55  3.18  1.92  1.55
2037  1.55  2.05  1.94  3.95  5.23  6.71  7.87  8.09  5.67  3.24  1.97  1.58
2038  1.58   2.1  1.99  4.04  5.34  6.86  8.04  8.26  5.79  3.31  2.01  1.61
2039  1.62  2.14  2.03  4.12  5.45  6.98   8.2  8.42  5.91  3.38  2.05  1.65
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  33 SAO SIMAO             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  9.12  9.81  9.91 19.93  30.6 34.45 35.77 37.96 31.98 20.59 11.21   9.3
2026  9.31 10.04 10.15 20.65 31.77 35.74 37.06 39.28 32.98 21.16 11.48  9.49
2027  9.51 10.27 10.38 21.36 32.92 36.96 38.17 40.48 33.94 21.78 11.75  9.69
2028   9.7 10.48 10.62 22.09 34.11 38.33 39.64 41.91 34.99 22.32 12.02  9.88
2029  9.89 10.73 10.85 22.81 35.28 39.62 40.93 43.23 35.99 22.89 12.29 10.07
2030 10.09 10.96 11.09 23.52 36.44  40.9 42.17 44.39  36.9 23.46 12.55 10.26
2031 10.28 11.18 11.32 24.19 37.53 42.06 43.25 45.68 37.89 24.05 12.81 10.46
2032 10.47 11.38 11.55 24.89 38.68 43.39 44.69 47.07 38.91 24.57 13.08 10.65
2033 10.67 11.63 11.78 25.58  39.8 44.63 45.94 48.34 39.88 25.13 13.35 10.85
2034 10.86 11.86 12.01 26.26 40.92 45.87 47.18  49.6 40.84 25.69 13.61 11.04
2035 11.06 12.08 12.24 26.94 42.01 47.03 48.21 50.74 41.75 26.29 13.88 11.24
2036 11.25 12.28 12.48 27.63 43.16 48.36 49.67 52.14 42.77  26.8 14.14 11.43
2037 11.44 12.53  12.7 28.31 44.28  49.6 50.91  53.4 43.74 27.36  14.4 11.62
2038 11.63 12.76 12.93    29 45.39 50.84 52.16 54.67  44.7 27.92 14.67 11.81
2039 11.83 12.98 13.16 29.67 46.48 51.98 53.17 55.79 45.59 28.51 14.93 12.01
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  34 _I. SOLTEIRA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  3.88  4.36  4.99   8.6  8.95 10.49  12.9 14.87 12.78  9.56  7.82  4.37
2026   3.9  4.39  5.04  8.75  9.12  10.7 13.18  15.2 13.05  9.73  7.94   4.4
2027  3.92  4.42  5.09   8.9  9.28 10.87 13.39 15.47 13.28  9.89  8.06  4.43
2028  3.93  4.43  5.13  9.06  9.45 11.12 13.72 15.85 13.58 10.08  8.19  4.46
2029  3.95  4.48  5.18  9.21  9.61 11.33 13.99 16.17 13.84 10.25  8.31  4.49
2030  3.97   4.5  5.23  9.37  9.78 11.53 14.27  16.5 14.11 10.42  8.44  4.52
2031  3.99  4.53  5.28  9.52  9.94 11.71 14.48 16.78 14.35 10.58  8.56  4.55
2032     4  4.55  5.33  9.69 10.12 11.97 14.83 17.17 14.66 10.78   8.7  4.58
2033  4.03   4.6  5.38  9.85 10.29 12.19 15.11 17.51 14.93 10.96  8.82  4.62
2034  4.05  4.63  5.44 10.01 10.47  12.4 15.39 17.84  15.2 11.14  8.95  4.65
2035  4.07  4.67  5.49 10.17 10.63 12.58 15.61 18.12 15.44 11.29  9.08  4.68
2036  4.09  4.68  5.54 10.34 10.81 12.84 15.96 18.51 15.75 11.49  9.21  4.72
2037   4.1  4.73  5.59  10.5 10.98 13.05 16.24 18.85 16.02 11.67  9.34  4.75
2038  4.13  4.76  5.64 10.66 11.15 13.27 16.52 19.18 16.29 11.85  9.47  4.78
2039  4.14   4.8   5.7 10.81 11.32 13.45 16.73 19.45 16.53    12  9.59  4.81
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  37 BARRA BONITA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025 22.98 23.13 23.35 26.64 25.84 25.35 27.15 28.83 27.21 25.28 25.24 23.51
2026 23.16 23.31 23.54 26.93 26.11 25.59 27.45 29.19 27.51 25.51 25.48 23.69
2027 23.33 23.48 23.72 27.21 26.36 25.84 27.74 29.53  27.8 25.74 25.71 23.87
2028 23.49 23.65 23.89  27.5 26.62 26.08 28.04 29.89 28.11 25.98 25.95 24.04
2029 23.66 23.82 24.07 27.78 26.87 26.31 28.34 30.23  28.4 26.21 26.17 24.21
2030 23.81 23.98 24.23 28.05 27.12 26.54 28.62 30.55 28.68 26.43  26.4 24.38
2031 23.97 24.14  24.4 28.32 27.36 26.77  28.9  30.9 28.95 26.65 26.61 24.54
2032 24.12 24.29 24.56 28.59 27.61    27 29.19 31.24 29.25 26.88 26.84  24.7
2033 24.27 24.45 24.72 28.86 27.85 27.22 29.47 31.58 29.53 27.09 27.05 24.86
2034 24.41 24.59 24.88 29.12 28.08 27.44 29.75 31.91 29.81 27.31 27.26 25.01
2035 24.55 24.74 25.03 29.39 28.32 27.66 30.02 32.22 30.07 27.51 27.47 25.16
2036 24.69 24.88 25.18 29.64 28.54 27.87 30.29 32.55 30.34 27.72 27.67  25.3
2037 24.81 25.01 25.32 29.89 28.76 28.07 30.55 32.87  30.6 27.92 27.87 25.44
2038 24.94 25.14 25.45 30.13 28.98 28.27 30.81 33.18 30.86 28.11 28.06 25.58
2039 25.06 25.27 25.58 30.37 29.19 28.47 31.06 33.47  31.1 28.29 28.24  25.7
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  38 A.SOUZA LIMA          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025   2.1   2.1  2.17   2.4   2.3  2.29  2.46   2.6  2.52  2.34  2.36  2.12
2026  2.11  2.11  2.19  2.43  2.32  2.31  2.49  2.62  2.55  2.37  2.39  2.14
2027  2.12  2.12   2.2  2.45  2.34  2.33  2.51  2.65  2.57  2.39  2.41  2.15
2028  2.14  2.14  2.22  2.47  2.36  2.35  2.54  2.68   2.6  2.41  2.43  2.16
2029  2.15  2.15  2.24   2.5  2.38  2.37  2.56  2.71  2.63  2.43  2.45  2.18
2030  2.16  2.16  2.25  2.52   2.4  2.39  2.59  2.74  2.65  2.45  2.47  2.19
2031  2.18  2.18  2.27  2.54  2.42  2.41  2.61  2.77  2.68  2.47  2.49  2.21
2032  2.19  2.19  2.28  2.57  2.43  2.43  2.64   2.8  2.71  2.49  2.51  2.22
2033   2.2   2.2   2.3  2.59  2.45  2.45  2.66  2.83  2.73  2.51  2.53  2.23
2034  2.21  2.22  2.31  2.61  2.47  2.47  2.68  2.86  2.76  2.53  2.56  2.25
2035  2.23  2.23  2.33  2.64  2.49  2.48  2.71  2.88  2.78  2.55  2.58  2.26
2036  2.24  2.24  2.34  2.66  2.51   2.5  2.73  2.91  2.81  2.57   2.6  2.27
2037  2.25  2.25  2.36  2.68  2.53  2.52  2.76  2.94  2.84  2.59  2.62  2.28
2038  2.26  2.27  2.37   2.7  2.55  2.54  2.78  2.97  2.86  2.61  2.64   2.3
2039  2.28  2.28  2.39  2.72  2.57  2.56   2.8     3  2.88  2.63  2.66  2.31
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  39 IBITINGA              Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.86  2.89  3.35  6.05  5.26  5.41  6.77  8.38  7.88  5.94  5.35  3.18
2026  2.87  2.91  3.37  6.16  5.34   5.5   6.9  8.55  8.03  6.04  5.44   3.2
2027  2.88  2.92   3.4  6.27  5.42  5.58  7.01  8.69  8.16  6.12  5.52  3.22
2028  2.89  2.93  3.43  6.37  5.51  5.67  7.15  8.89  8.35  6.24  5.61  3.24
2029   2.9  2.94  3.45  6.48  5.59  5.76  7.28  9.07  8.51  6.34  5.69  3.26
2030  2.92  2.96  3.48  6.58  5.67  5.85  7.41  9.24  8.67  6.44  5.77  3.28
2031  2.93  2.97  3.51  6.69  5.75  5.92  7.52  9.38  8.79  6.53  5.85  3.31
2032  2.94  2.98  3.53   6.8  5.84  6.02  7.67  9.59  8.99  6.65  5.95  3.33
2033  2.95     3  3.56  6.91  5.93  6.11   7.8  9.77  9.15  6.76  6.03  3.35
2034  2.97  3.01  3.59  7.02  6.01   6.2  7.93  9.95  9.31  6.86  6.12  3.37
2035  2.98  3.03  3.62  7.13   6.1  6.28  8.04 10.09  9.44  6.94   6.2  3.39
2036  2.99  3.04  3.65  7.24  6.18  6.38  8.19 10.31  9.64  7.07  6.29  3.42
2037     3  3.05  3.67  7.35  6.27  6.47  8.32 10.48   9.8  7.17  6.38  3.44
2038  3.02  3.07   3.7  7.46  6.35  6.56  8.45 10.66  9.96  7.28  6.47  3.46
2039  3.03  3.08  3.73  7.57  6.44  6.64  8.55 10.79 10.08  7.36  6.54  3.48
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  40 PROMISSAO             Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
2025  2.19   2.3  3.26  7.78  6.62  7.19  9.62 12.18  10.9  7.59  6.18  2.45
2026   2.2   2.3   3.3  7.95  6.76  7.35  9.85 12.49 11.17  7.76  6.31  2.46
2027   2.2  2.31  3.33  8.13   6.9  7.49 10.05 12.75 11.41   7.9  6.42  2.47
2028   2.2  2.31  3.37  8.31  7.05  7.67 10.32 13.11 11.71   8.1  6.55  2.48
2029  2.21  2.32   3.4  8.49  7.19  7.83 10.55 13.42 11.98  8.26  6.68  2.49
2030  2.21  2.33  3.44  8.66  7.33  7.99 10.79 13.74 12.26  8.44  6.81   2.5
2031  2.21  2.34  3.48  8.84  7.47  8.13 10.99    14  12.5  8.58  6.92  2.52
2032  2.22  2.34  3.52  9.03  7.62  8.31 11.27 14.38 12.82  8.79  7.06  2.53
2033  2.23  2.35  3.56  9.21  7.77  8.48 11.51  14.7  13.1  8.96  7.19  2.54
2034  2.23  2.36   3.6  9.39  7.91  8.64 11.75 15.02 13.38  9.14  7.32  2.56
2035  2.24  2.37  3.63  9.58  8.05  8.78 11.95 15.28 13.62  9.27  7.44  2.57
2036  2.24  2.37  3.67  9.76  8.21  8.97 12.23 15.66 13.94  9.49  7.58  2.58
2037  2.25  2.39  3.71  9.94  8.35  9.13 12.47 15.98 14.22  9.66  7.71   2.6
2038  2.26   2.4  3.75 10.13   8.5   9.3 12.71  16.3  14.5  9.84  7.84  2.61
2039  2.26  2.41  3.79 10.31  8.64  9.44  12.9 16.56 14.73  9.97  7.95  2.62
2040     0     0     0     0     0     0     0     0     0     0     0     0
NUM:  42 N.AVANHANDAV          Penal: 0          0
A~NO ....1 ....2 ....3 ....4 ....5 ....6 ....7 ....8 ....9 ...10 ...11 ...12
