$version=1
!Code,N,A0,A1,A2,A3,A4
276,4,1917.5,-20.654,0.0514,0,0
279,4,-1999076,97644.18,-1785.959,14.49163,-0.04399145
285,4,-78803.84,2902.461,-35.69901,0.1468502,0
287,4,637756.6,-39362.35,908.7737,-9.304538,0.03566554
