$version=1
!code,Date,block,Status
12611,1900/01/01,2,1
12611,1900/01/01,3,1
12611,1900/01/01,4,1
12612,1900/01/01,1,1
12612,1900/01/01,2,1
12612,1900/01/01,3,1
12612,1900/01/01,4,1
12613,1900/01/01,1,1
12613,1900/01/01,2,1
12613,1900/01/01,3,1
12613,1900/01/01,4,1
12614,1900/01/01,1,1
12614,1900/01/01,2,1
12614,1900/01/01,3,1
12614,1900/01/01,4,1
12615,1900/01/01,1,1
12615,1900/01/01,2,1
12615,1900/01/01,3,1
12615,1900/01/01,4,1
12616,1900/01/01,1,1
12616,1900/01/01,2,1
12616,1900/01/01,3,1
12616,1900/01/01,4,1
12617,1900/01/01,1,1
12617,1900/01/01,2,1
12617,1900/01/01,3,1
12617,1900/01/01,4,1
12618,1900/01/01,1,1
12618,1900/01/01,2,1
12618,1900/01/01,3,1
12618,1900/01/01,4,1
12619,1900/01/01,1,1
12619,1900/01/01,2,1
12619,1900/01/01,3,1
12619,1900/01/01,4,1
12620,1900/01/01,1,1
12620,1900/01/01,2,1
12620,1900/01/01,3,1
12620,1900/01/01,4,1
12621,1900/01/01,1,1
12621,1900/01/01,2,1
12621,1900/01/01,3,1
12621,1900/01/01,4,1
12622,1900/01/01,1,1
12622,1900/01/01,2,1
12622,1900/01/01,3,1
12622,1900/01/01,4,1
12623,1900/01/01,1,1
12623,1900/01/01,2,1
12623,1900/01/01,3,1
12623,1900/01/01,4,1
12624,1900/01/01,1,1
12624,1900/01/01,2,1
12624,1900/01/01,3,1
12624,1900/01/01,4,1
12625,1900/01/01,1,1
12625,1900/01/01,2,1
12625,1900/01/01,3,1
12625,1900/01/01,4,1
12626,1900/01/01,1,1
12626,1900/01/01,2,1
12626,1900/01/01,3,1
12626,1900/01/01,4,1
12627,1900/01/01,1,1
12627,1900/01/01,2,1
12627,1900/01/01,3,1
12627,1900/01/01,4,1
12628,1900/01/01,1,1
12628,1900/01/01,2,1
12628,1900/01/01,3,1
12628,1900/01/01,4,1
12629,1900/01/01,1,1
12629,1900/01/01,2,1
12629,1900/01/01,3,1
12629,1900/01/01,4,1
12630,1900/01/01,1,1
12630,1900/01/01,2,1
12630,1900/01/01,3,1
12630,1900/01/01,4,1
12631,1900/01/01,1,1
12631,1900/01/01,2,1
12631,1900/01/01,3,1
12631,1900/01/01,4,1
12632,1900/01/01,1,1
12632,1900/01/01,2,1
12632,1900/01/01,3,1
12632,1900/01/01,4,1
12633,1900/01/01,1,1
12633,1900/01/01,2,1
12633,1900/01/01,3,1
12633,1900/01/01,4,1
12634,1900/01/01,1,1
12634,1900/01/01,2,1
12634,1900/01/01,3,1
12634,1900/01/01,4,1
12635,1900/01/01,1,1
12635,1900/01/01,2,1
12635,1900/01/01,3,1
12635,1900/01/01,4,1
12636,1900/01/01,1,1
12636,1900/01/01,2,1
12636,1900/01/01,3,1
12636,1900/01/01,4,1
12637,1900/01/01,1,1
12637,1900/01/01,2,1
12637,1900/01/01,3,1
12637,1900/01/01,4,1
12638,1900/01/01,1,1
12638,1900/01/01,2,1
12638,1900/01/01,3,1
12638,1900/01/01,4,1
12639,1900/01/01,1,1
12639,1900/01/01,2,1
12639,1900/01/01,3,1
12639,1900/01/01,4,1
12640,1900/01/01,1,1
12640,1900/01/01,2,1
12640,1900/01/01,3,1
12640,1900/01/01,4,1
12641,1900/01/01,1,1
12641,1900/01/01,2,1
12641,1900/01/01,3,1
12641,1900/01/01,4,1
12642,1900/01/01,1,1
12642,1900/01/01,2,1
12642,1900/01/01,3,1
12642,1900/01/01,4,1
12643,1900/01/01,1,1
12643,1900/01/01,2,1
12643,1900/01/01,3,1
12643,1900/01/01,4,1
12644,1900/01/01,1,1
12644,1900/01/01,2,1
12644,1900/01/01,3,1
12644,1900/01/01,4,1
12645,1900/01/01,1,1
12645,1900/01/01,2,1
12645,1900/01/01,3,1
12645,1900/01/01,4,1
12646,1900/01/01,1,1
12646,1900/01/01,2,1
12646,1900/01/01,3,1
12646,1900/01/01,4,1
12647,1900/01/01,1,1
12647,1900/01/01,2,1
12647,1900/01/01,3,1
12647,1900/01/01,4,1
12648,1900/01/01,1,1
12648,1900/01/01,2,1
12648,1900/01/01,3,1
12648,1900/01/01,4,1
12649,1900/01/01,1,1
12649,1900/01/01,2,1
12649,1900/01/01,3,1
12649,1900/01/01,4,1
12650,1900/01/01,1,1
12650,1900/01/01,2,1
12650,1900/01/01,3,1
12650,1900/01/01,4,1
12651,1900/01/01,1,1
12651,1900/01/01,2,1
12651,1900/01/01,3,1
12651,1900/01/01,4,1
12652,1900/01/01,1,1
12652,1900/01/01,2,1
12652,1900/01/01,3,1
12652,1900/01/01,4,1
12653,1900/01/01,1,1
12653,1900/01/01,2,1
12653,1900/01/01,3,1
12653,1900/01/01,4,1
12654,1900/01/01,1,1
12654,1900/01/01,2,1
12654,1900/01/01,3,1
12654,1900/01/01,4,1
12655,1900/01/01,1,1
12655,1900/01/01,2,1
12655,1900/01/01,3,1
12655,1900/01/01,4,1
12656,1900/01/01,1,1
12656,1900/01/01,2,1
12656,1900/01/01,3,1
12656,1900/01/01,4,1
12657,1900/01/01,1,1
12657,1900/01/01,2,1
12657,1900/01/01,3,1
12657,1900/01/01,4,1
12658,1900/01/01,1,1
12658,1900/01/01,2,1
12658,1900/01/01,3,1
12658,1900/01/01,4,1
12659,1900/01/01,1,1
12659,1900/01/01,2,1
12659,1900/01/01,3,1
12659,1900/01/01,4,1
12660,1900/01/01,1,1
12660,1900/01/01,2,1
12660,1900/01/01,3,1
12660,1900/01/01,4,1
12661,1900/01/01,1,1
12661,1900/01/01,2,1
12661,1900/01/01,3,1
12661,1900/01/01,4,1
12662,1900/01/01,1,1
12662,1900/01/01,2,1
12662,1900/01/01,3,1
12662,1900/01/01,4,1
12663,1900/01/01,1,1
12663,1900/01/01,2,1
12663,1900/01/01,3,1
12663,1900/01/01,4,1
12664,1900/01/01,1,1
12664,1900/01/01,2,1
12664,1900/01/01,3,1
12664,1900/01/01,4,1
12665,1900/01/01,1,1
12665,1900/01/01,2,1
12665,1900/01/01,3,1
12665,1900/01/01,4,1
12666,1900/01/01,1,1
12666,1900/01/01,2,1
12666,1900/01/01,3,1
12666,1900/01/01,4,1
12667,1900/01/01,1,1
12667,1900/01/01,2,1
12667,1900/01/01,3,1
12667,1900/01/01,4,1
12668,1900/01/01,1,1
12668,1900/01/01,2,1
12668,1900/01/01,3,1
12668,1900/01/01,4,1
12669,1900/01/01,1,1
12669,1900/01/01,2,1
12669,1900/01/01,3,1
12669,1900/01/01,4,1
12670,1900/01/01,1,1
12670,1900/01/01,2,1
12670,1900/01/01,3,1
12670,1900/01/01,4,1
12671,1900/01/01,1,1
12671,1900/01/01,2,1
12671,1900/01/01,3,1
12671,1900/01/01,4,1
12672,1900/01/01,1,1
12672,1900/01/01,2,1
12672,1900/01/01,3,1
12672,1900/01/01,4,1
12673,1900/01/01,1,1
12673,1900/01/01,2,1
12673,1900/01/01,3,1
12673,1900/01/01,4,1
12674,1900/01/01,1,1
12674,1900/01/01,2,1
12674,1900/01/01,3,1
12674,1900/01/01,4,1
12675,1900/01/01,1,1
12675,1900/01/01,2,1
12675,1900/01/01,3,1
12675,1900/01/01,4,1
12676,1900/01/01,1,1
12676,1900/01/01,2,1
12676,1900/01/01,3,1
12676,1900/01/01,4,1
12677,1900/01/01,1,1
12677,1900/01/01,2,1
12677,1900/01/01,3,1
12677,1900/01/01,4,1
12678,1900/01/01,1,1
12678,1900/01/01,2,1
12678,1900/01/01,3,1
12678,1900/01/01,4,1
12679,1900/01/01,1,1
12679,1900/01/01,2,1
12679,1900/01/01,3,1
12679,1900/01/01,4,1
12680,1900/01/01,1,1
12680,1900/01/01,2,1
12680,1900/01/01,3,1
12680,1900/01/01,4,1
12681,1900/01/01,1,1
12681,1900/01/01,2,1
12681,1900/01/01,3,1
12681,1900/01/01,4,1
12682,1900/01/01,1,1
12682,1900/01/01,2,1
12682,1900/01/01,3,1
12682,1900/01/01,4,1
12683,1900/01/01,1,1
12683,1900/01/01,2,1
12683,1900/01/01,3,1
12683,1900/01/01,4,1
12684,1900/01/01,1,1
12684,1900/01/01,2,1
12684,1900/01/01,3,1
12684,1900/01/01,4,1
12685,1900/01/01,1,1
12685,1900/01/01,2,1
12685,1900/01/01,3,1
12685,1900/01/01,4,1
12686,1900/01/01,1,1
12686,1900/01/01,2,1
12686,1900/01/01,3,1
12686,1900/01/01,4,1
12687,1900/01/01,1,1
12687,1900/01/01,2,1
12687,1900/01/01,3,1
12687,1900/01/01,4,1
12688,1900/01/01,1,1
12688,1900/01/01,2,1
12688,1900/01/01,3,1
12688,1900/01/01,4,1
12689,1900/01/01,1,1
12689,1900/01/01,2,1
12689,1900/01/01,3,1
12689,1900/01/01,4,1
12690,1900/01/01,1,1
12690,1900/01/01,2,1
12690,1900/01/01,3,1
12690,1900/01/01,4,1
12691,1900/01/01,1,1
12691,1900/01/01,2,1
12691,1900/01/01,3,1
12691,1900/01/01,4,1
12692,1900/01/01,1,1
12692,1900/01/01,2,1
12692,1900/01/01,3,1
12692,1900/01/01,4,1
12693,1900/01/01,1,1
12693,1900/01/01,2,1
12693,1900/01/01,3,1
12693,1900/01/01,4,1
12694,1900/01/01,1,1
12694,1900/01/01,2,1
12694,1900/01/01,3,1
12694,1900/01/01,4,1
12695,1900/01/01,1,1
12695,1900/01/01,2,1
12695,1900/01/01,3,1
12695,1900/01/01,4,1
12696,1900/01/01,1,1
12696,1900/01/01,2,1
12696,1900/01/01,3,1
12696,1900/01/01,4,1
12697,1900/01/01,1,1
12697,1900/01/01,2,1
12697,1900/01/01,3,1
12697,1900/01/01,4,1
12698,1900/01/01,1,1
12698,1900/01/01,2,1
12698,1900/01/01,3,1
12698,1900/01/01,4,1
12699,1900/01/01,1,1
12699,1900/01/01,2,1
12699,1900/01/01,3,1
12699,1900/01/01,4,1
12700,1900/01/01,1,1
12700,1900/01/01,2,1
12700,1900/01/01,3,1
12700,1900/01/01,4,1
12701,1900/01/01,1,1
12701,1900/01/01,2,1
12701,1900/01/01,3,1
12701,1900/01/01,4,1
12702,1900/01/01,1,1
12702,1900/01/01,2,1
12702,1900/01/01,3,1
12702,1900/01/01,4,1
12703,1900/01/01,1,1
12703,1900/01/01,2,1
12703,1900/01/01,3,1
12703,1900/01/01,4,1
12704,1900/01/01,1,1
12704,1900/01/01,2,1
12704,1900/01/01,3,1
12704,1900/01/01,4,1
12705,1900/01/01,1,1
12705,1900/01/01,2,1
12705,1900/01/01,3,1
12705,1900/01/01,4,1
12706,1900/01/01,1,1
12706,1900/01/01,2,1
12706,1900/01/01,3,1
12706,1900/01/01,4,1
12707,1900/01/01,1,1
12707,1900/01/01,2,1
12707,1900/01/01,3,1
12707,1900/01/01,4,1
12708,1900/01/01,1,1
12708,1900/01/01,2,1
12708,1900/01/01,3,1
12708,1900/01/01,4,1
12709,1900/01/01,1,1
12709,1900/01/01,2,1
12709,1900/01/01,3,1
12709,1900/01/01,4,1
12710,1900/01/01,1,1
12710,1900/01/01,2,1
12710,1900/01/01,3,1
12710,1900/01/01,4,1
12711,1900/01/01,1,1
12711,1900/01/01,2,1
12711,1900/01/01,3,1
12711,1900/01/01,4,1
12712,1900/01/01,1,1
12712,1900/01/01,2,1
12712,1900/01/01,3,1
12712,1900/01/01,4,1
12713,1900/01/01,1,1
12713,1900/01/01,2,1
12713,1900/01/01,3,1
12713,1900/01/01,4,1
12714,1900/01/01,1,1
12714,1900/01/01,2,1
12714,1900/01/01,3,1
12714,1900/01/01,4,1
12715,1900/01/01,1,1
12715,1900/01/01,2,1
12715,1900/01/01,3,1
12715,1900/01/01,4,1
12716,1900/01/01,1,1
12716,1900/01/01,2,1
12716,1900/01/01,3,1
12716,1900/01/01,4,1
12717,1900/01/01,1,1
12717,1900/01/01,2,1
12717,1900/01/01,3,1
12717,1900/01/01,4,1
12718,1900/01/01,1,1
12718,1900/01/01,2,1
12718,1900/01/01,3,1
12718,1900/01/01,4,1
12719,1900/01/01,1,1
12719,1900/01/01,2,1
12719,1900/01/01,3,1
12719,1900/01/01,4,1
12720,1900/01/01,1,1
12720,1900/01/01,2,1
12720,1900/01/01,3,1
12720,1900/01/01,4,1
12721,1900/01/01,1,1
12721,1900/01/01,2,1
12721,1900/01/01,3,1
12721,1900/01/01,4,1
12722,1900/01/01,1,1
12722,1900/01/01,2,1
12722,1900/01/01,3,1
12722,1900/01/01,4,1
12723,1900/01/01,1,1
12723,1900/01/01,2,1
12723,1900/01/01,3,1
12723,1900/01/01,4,1
12724,1900/01/01,1,1
12724,1900/01/01,2,1
12724,1900/01/01,3,1
12724,1900/01/01,4,1
12725,1900/01/01,1,1
12725,1900/01/01,2,1
12725,1900/01/01,3,1
12725,1900/01/01,4,1
12726,1900/01/01,1,1
12726,1900/01/01,2,1
12726,1900/01/01,3,1
12726,1900/01/01,4,1
12727,1900/01/01,1,1
12727,1900/01/01,2,1
12727,1900/01/01,3,1
12727,1900/01/01,4,1
12728,1900/01/01,1,1
12728,1900/01/01,2,1
12728,1900/01/01,3,1
12728,1900/01/01,4,1
12729,1900/01/01,1,1
12729,1900/01/01,2,1
12729,1900/01/01,3,1
12729,1900/01/01,4,1
12730,1900/01/01,1,1
12730,1900/01/01,2,1
12730,1900/01/01,3,1
12730,1900/01/01,4,1
12731,1900/01/01,1,1
12731,1900/01/01,2,1
12731,1900/01/01,3,1
12731,1900/01/01,4,1
12732,1900/01/01,1,1
12732,1900/01/01,2,1
12732,1900/01/01,3,1
12732,1900/01/01,4,1
12733,1900/01/01,1,1
12733,1900/01/01,2,1
12733,1900/01/01,3,1
12733,1900/01/01,4,1
12734,1900/01/01,1,1
12734,1900/01/01,2,1
12734,1900/01/01,3,1
12734,1900/01/01,4,1
12735,1900/01/01,1,1
12735,1900/01/01,2,1
12735,1900/01/01,3,1
12735,1900/01/01,4,1
12736,1900/01/01,1,1
12736,1900/01/01,2,1
12736,1900/01/01,3,1
12736,1900/01/01,4,1
12737,1900/01/01,1,1
12737,1900/01/01,2,1
12737,1900/01/01,3,1
12737,1900/01/01,4,1
12738,1900/01/01,1,1
12738,1900/01/01,2,1
12738,1900/01/01,3,1
12738,1900/01/01,4,1
12739,1900/01/01,1,1
12739,1900/01/01,2,1
12739,1900/01/01,3,1
12739,1900/01/01,4,1
12740,1900/01/01,1,1
12740,1900/01/01,2,1
12740,1900/01/01,3,1
12740,1900/01/01,4,1
12741,1900/01/01,1,1
12741,1900/01/01,2,1
12741,1900/01/01,3,1
12741,1900/01/01,4,1
12742,1900/01/01,1,1
12742,1900/01/01,2,1
12742,1900/01/01,3,1
12742,1900/01/01,4,1
12743,1900/01/01,1,1
12743,1900/01/01,2,1
12743,1900/01/01,3,1
12743,1900/01/01,4,1
12744,1900/01/01,1,1
12744,1900/01/01,2,1
12744,1900/01/01,3,1
12744,1900/01/01,4,1
12745,1900/01/01,1,1
12745,1900/01/01,2,1
12745,1900/01/01,3,1
12745,1900/01/01,4,1
12746,1900/01/01,1,1
12746,1900/01/01,2,1
12746,1900/01/01,3,1
12746,1900/01/01,4,1
12747,1900/01/01,1,1
12747,1900/01/01,2,1
12747,1900/01/01,3,1
12747,1900/01/01,4,1
12748,1900/01/01,1,1
12748,1900/01/01,2,1
12748,1900/01/01,3,1
12748,1900/01/01,4,1
12749,1900/01/01,1,1
12749,1900/01/01,2,1
12749,1900/01/01,3,1
12749,1900/01/01,4,1
12750,1900/01/01,1,1
12750,1900/01/01,2,1
12750,1900/01/01,3,1
12750,1900/01/01,4,1
12751,1900/01/01,1,1
12751,1900/01/01,2,1
12751,1900/01/01,3,1
12751,1900/01/01,4,1
12752,1900/01/01,1,1
12752,1900/01/01,2,1
12752,1900/01/01,3,1
12752,1900/01/01,4,1
12753,1900/01/01,1,1
12753,1900/01/01,2,1
12753,1900/01/01,3,1
12753,1900/01/01,4,1
12754,1900/01/01,1,1
12754,1900/01/01,2,1
12754,1900/01/01,3,1
12754,1900/01/01,4,1
12755,1900/01/01,1,1
12755,1900/01/01,2,1
12755,1900/01/01,3,1
12755,1900/01/01,4,1
12756,1900/01/01,1,1
12756,1900/01/01,2,1
12756,1900/01/01,3,1
12756,1900/01/01,4,1
12757,1900/01/01,1,1
12757,1900/01/01,2,1
12757,1900/01/01,3,1
12757,1900/01/01,4,1
12758,1900/01/01,1,1
12758,1900/01/01,2,1
12758,1900/01/01,3,1
12758,1900/01/01,4,1
12759,1900/01/01,1,1
12759,1900/01/01,2,1
12759,1900/01/01,3,1
12759,1900/01/01,4,1
12760,1900/01/01,1,1
12760,1900/01/01,2,1
12760,1900/01/01,3,1
12760,1900/01/01,4,1
12761,1900/01/01,1,1
12761,1900/01/01,2,1
12761,1900/01/01,3,1
12761,1900/01/01,4,1
12762,1900/01/01,1,1
12762,1900/01/01,2,1
12762,1900/01/01,3,1
12762,1900/01/01,4,1
12763,1900/01/01,1,1
12763,1900/01/01,2,1
12763,1900/01/01,3,1
12763,1900/01/01,4,1
12764,1900/01/01,1,1
12764,1900/01/01,2,1
12764,1900/01/01,3,1
12764,1900/01/01,4,1
12765,1900/01/01,1,1
12765,1900/01/01,2,1
12765,1900/01/01,3,1
12765,1900/01/01,4,1
12766,1900/01/01,1,1
12766,1900/01/01,2,1
12766,1900/01/01,3,1
12766,1900/01/01,4,1
12767,1900/01/01,1,1
12767,1900/01/01,2,1
12767,1900/01/01,3,1
12767,1900/01/01,4,1
12768,1900/01/01,1,1
12768,1900/01/01,2,1
12768,1900/01/01,3,1
12768,1900/01/01,4,1
12769,1900/01/01,1,1
12769,1900/01/01,2,1
12769,1900/01/01,3,1
12769,1900/01/01,4,1
12770,1900/01/01,1,1
12770,1900/01/01,2,1
12770,1900/01/01,3,1
12770,1900/01/01,4,1
12771,1900/01/01,1,1
12771,1900/01/01,2,1
12771,1900/01/01,3,1
12771,1900/01/01,4,1
12772,1900/01/01,1,1
12772,1900/01/01,2,1
12772,1900/01/01,3,1
12772,1900/01/01,4,1
12773,1900/01/01,1,1
12773,1900/01/01,2,1
12773,1900/01/01,3,1
12773,1900/01/01,4,1
12774,1900/01/01,1,1
12774,1900/01/01,2,1
12774,1900/01/01,3,1
12774,1900/01/01,4,1
12775,1900/01/01,1,1
12775,1900/01/01,2,1
12775,1900/01/01,3,1
12775,1900/01/01,4,1
12776,1900/01/01,1,1
12776,1900/01/01,2,1
12776,1900/01/01,3,1
12776,1900/01/01,4,1
12777,1900/01/01,1,1
12777,1900/01/01,2,1
12777,1900/01/01,3,1
12777,1900/01/01,4,1
12778,1900/01/01,1,1
12778,1900/01/01,2,1
12778,1900/01/01,3,1
12778,1900/01/01,4,1
12779,1900/01/01,1,1
12779,1900/01/01,2,1
12779,1900/01/01,3,1
12779,1900/01/01,4,1
12780,1900/01/01,1,1
12780,1900/01/01,2,1
12780,1900/01/01,3,1
12780,1900/01/01,4,1
12781,1900/01/01,1,1
12781,1900/01/01,2,1
12781,1900/01/01,3,1
12781,1900/01/01,4,1
12782,1900/01/01,1,1
12782,1900/01/01,2,1
12782,1900/01/01,3,1
12782,1900/01/01,4,1
12783,1900/01/01,1,1
12783,1900/01/01,2,1
12783,1900/01/01,3,1
12783,1900/01/01,4,1
12784,1900/01/01,1,1
12784,1900/01/01,2,1
12784,1900/01/01,3,1
12784,1900/01/01,4,1
12785,1900/01/01,1,1
12785,1900/01/01,2,1
12785,1900/01/01,3,1
12785,1900/01/01,4,1
12786,1900/01/01,1,1
12786,1900/01/01,2,1
12786,1900/01/01,3,1
12786,1900/01/01,4,1
12787,1900/01/01,1,1
12787,1900/01/01,2,1
12787,1900/01/01,3,1
12787,1900/01/01,4,1
12788,1900/01/01,1,1
12788,1900/01/01,2,1
12788,1900/01/01,3,1
12788,1900/01/01,4,1
12789,1900/01/01,1,1
12789,1900/01/01,2,1
12789,1900/01/01,3,1
12789,1900/01/01,4,1
12790,1900/01/01,1,1
12790,1900/01/01,2,1
12790,1900/01/01,3,1
12790,1900/01/01,4,1
12791,1900/01/01,1,1
12791,1900/01/01,2,1
12791,1900/01/01,3,1
12791,1900/01/01,4,1
12792,1900/01/01,1,1
12792,1900/01/01,2,1
12792,1900/01/01,3,1
12792,1900/01/01,4,1
12793,1900/01/01,1,1
12793,1900/01/01,2,1
12793,1900/01/01,3,1
12793,1900/01/01,4,1
12794,1900/01/01,1,1
12794,1900/01/01,2,1
12794,1900/01/01,3,1
12794,1900/01/01,4,1
12795,1900/01/01,1,1
12795,1900/01/01,2,1
12795,1900/01/01,3,1
12795,1900/01/01,4,1
12796,1900/01/01,1,1
12796,1900/01/01,2,1
12796,1900/01/01,3,1
12796,1900/01/01,4,1
12797,1900/01/01,1,1
12797,1900/01/01,2,1
12797,1900/01/01,3,1
12797,1900/01/01,4,1
12798,1900/01/01,1,1
12798,1900/01/01,2,1
12798,1900/01/01,3,1
12798,1900/01/01,4,1
12799,1900/01/01,1,1
12799,1900/01/01,2,1
12799,1900/01/01,3,1
12799,1900/01/01,4,1
12800,1900/01/01,1,1
12800,1900/01/01,2,1
12800,1900/01/01,3,1
12800,1900/01/01,4,1
12801,1900/01/01,1,1
12801,1900/01/01,2,1
12801,1900/01/01,3,1
12801,1900/01/01,4,1
12802,1900/01/01,1,1
12802,1900/01/01,2,1
12802,1900/01/01,3,1
12802,1900/01/01,4,1
12803,1900/01/01,1,1
12803,1900/01/01,2,1
12803,1900/01/01,3,1
12803,1900/01/01,4,1
12804,1900/01/01,1,1
12804,1900/01/01,2,1
12804,1900/01/01,3,1
12804,1900/01/01,4,1
12805,1900/01/01,1,1
12805,1900/01/01,2,1
12805,1900/01/01,3,1
12805,1900/01/01,4,1
12806,1900/01/01,1,1
12806,1900/01/01,2,1
12806,1900/01/01,3,1
12806,1900/01/01,4,1
12807,1900/01/01,1,1
12807,1900/01/01,2,1
12807,1900/01/01,3,1
12807,1900/01/01,4,1
12808,1900/01/01,1,1
12808,1900/01/01,2,1
12808,1900/01/01,3,1
12808,1900/01/01,4,1
12809,1900/01/01,1,1
12809,1900/01/01,2,1
12809,1900/01/01,3,1
12809,1900/01/01,4,1
12810,1900/01/01,1,1
12810,1900/01/01,2,1
12810,1900/01/01,3,1
12810,1900/01/01,4,1
12811,1900/01/01,1,1
12811,1900/01/01,2,1
12811,1900/01/01,3,1
12811,1900/01/01,4,1
12812,1900/01/01,1,1
12812,1900/01/01,2,1
12812,1900/01/01,3,1
12812,1900/01/01,4,1
12813,1900/01/01,1,1
12813,1900/01/01,2,1
12813,1900/01/01,3,1
12813,1900/01/01,4,1
12814,1900/01/01,1,1
12814,1900/01/01,2,1
12814,1900/01/01,3,1
12814,1900/01/01,4,1
12815,1900/01/01,1,1
12815,1900/01/01,2,1
12815,1900/01/01,3,1
12815,1900/01/01,4,1
12816,1900/01/01,1,1
12816,1900/01/01,2,1
12816,1900/01/01,3,1
12816,1900/01/01,4,1
12817,1900/01/01,1,1
12817,1900/01/01,2,1
12817,1900/01/01,3,1
12817,1900/01/01,4,1
12818,1900/01/01,1,1
12818,1900/01/01,2,1
12818,1900/01/01,3,1
12818,1900/01/01,4,1
12819,1900/01/01,1,1
12819,1900/01/01,2,1
12819,1900/01/01,3,1
12819,1900/01/01,4,1
12820,1900/01/01,1,1
12820,1900/01/01,2,1
12820,1900/01/01,3,1
12820,1900/01/01,4,1
12821,1900/01/01,1,1
12821,1900/01/01,2,1
12821,1900/01/01,3,1
12821,1900/01/01,4,1
12822,1900/01/01,1,1
12822,1900/01/01,2,1
12822,1900/01/01,3,1
12822,1900/01/01,4,1
12823,1900/01/01,1,1
12823,1900/01/01,2,1
12823,1900/01/01,3,1
12823,1900/01/01,4,1
12824,1900/01/01,1,1
12824,1900/01/01,2,1
12824,1900/01/01,3,1
12824,1900/01/01,4,1
12825,1900/01/01,1,1
12825,1900/01/01,2,1
12825,1900/01/01,3,1
12825,1900/01/01,4,1
12826,1900/01/01,1,1
12826,1900/01/01,2,1
12826,1900/01/01,3,1
12826,1900/01/01,4,1
12827,1900/01/01,1,1
12827,1900/01/01,2,1
12827,1900/01/01,3,1
12827,1900/01/01,4,1
12828,1900/01/01,1,1
12828,1900/01/01,2,1
12828,1900/01/01,3,1
12828,1900/01/01,4,1
12829,1900/01/01,1,1
12829,1900/01/01,2,1
12829,1900/01/01,3,1
12829,1900/01/01,4,1
12830,1900/01/01,1,1
12830,1900/01/01,2,1
12830,1900/01/01,3,1
12830,1900/01/01,4,1
12831,1900/01/01,1,1
12831,1900/01/01,2,1
12831,1900/01/01,3,1
12831,1900/01/01,4,1
12832,1900/01/01,1,1
12832,1900/01/01,2,1
12832,1900/01/01,3,1
12832,1900/01/01,4,1
12833,1900/01/01,1,1
12833,1900/01/01,2,1
12833,1900/01/01,3,1
12833,1900/01/01,4,1
12834,1900/01/01,1,1
12834,1900/01/01,2,1
12834,1900/01/01,3,1
12834,1900/01/01,4,1
12835,1900/01/01,1,1
12835,1900/01/01,2,1
12835,1900/01/01,3,1
12835,1900/01/01,4,1
12836,1900/01/01,1,1
12836,1900/01/01,2,1
12836,1900/01/01,3,1
12836,1900/01/01,4,1
12837,1900/01/01,1,1
12837,1900/01/01,2,1
12837,1900/01/01,3,1
12837,1900/01/01,4,1
12838,1900/01/01,1,1
12838,1900/01/01,2,1
12838,1900/01/01,3,1
12838,1900/01/01,4,1
12839,1900/01/01,1,1
12839,1900/01/01,2,1
12839,1900/01/01,3,1
12839,1900/01/01,4,1
12840,1900/01/01,1,1
12840,1900/01/01,2,1
12840,1900/01/01,3,1
12840,1900/01/01,4,1
12841,1900/01/01,1,1
12841,1900/01/01,2,1
12841,1900/01/01,3,1
12841,1900/01/01,4,1
12842,1900/01/01,1,1
12842,1900/01/01,2,1
12842,1900/01/01,3,1
12842,1900/01/01,4,1
12843,1900/01/01,1,1
12843,1900/01/01,2,1
12843,1900/01/01,3,1
12843,1900/01/01,4,1
12844,1900/01/01,1,1
12844,1900/01/01,2,1
12844,1900/01/01,3,1
12844,1900/01/01,4,1
12845,1900/01/01,1,1
12845,1900/01/01,2,1
12845,1900/01/01,3,1
12845,1900/01/01,4,1
12846,1900/01/01,1,1
12846,1900/01/01,2,1
12846,1900/01/01,3,1
12846,1900/01/01,4,1
12847,1900/01/01,1,1
12847,1900/01/01,2,1
12847,1900/01/01,3,1
12847,1900/01/01,4,1
12848,1900/01/01,1,1
12848,1900/01/01,2,1
12848,1900/01/01,3,1
12848,1900/01/01,4,1
12849,1900/01/01,1,1
12849,1900/01/01,2,1
12849,1900/01/01,3,1
12849,1900/01/01,4,1
12850,1900/01/01,1,1
12850,1900/01/01,2,1
12850,1900/01/01,3,1
12850,1900/01/01,4,1
12851,1900/01/01,1,1
12851,1900/01/01,2,1
12851,1900/01/01,3,1
12851,1900/01/01,4,1
12852,1900/01/01,1,1
12852,1900/01/01,2,1
12852,1900/01/01,3,1
12852,1900/01/01,4,1
12853,1900/01/01,1,1
12853,1900/01/01,2,1
12853,1900/01/01,3,1
12853,1900/01/01,4,1
12854,1900/01/01,1,1
12854,1900/01/01,2,1
12854,1900/01/01,3,1
12854,1900/01/01,4,1
12855,1900/01/01,1,1
12855,1900/01/01,2,1
12855,1900/01/01,3,1
12855,1900/01/01,4,1
12856,1900/01/01,1,1
12856,1900/01/01,2,1
12856,1900/01/01,3,1
12856,1900/01/01,4,1
12857,1900/01/01,1,1
12857,1900/01/01,2,1
12857,1900/01/01,3,1
12857,1900/01/01,4,1
12858,1900/01/01,1,1
12858,1900/01/01,2,1
12858,1900/01/01,3,1
12858,1900/01/01,4,1
12859,1900/01/01,1,1
12859,1900/01/01,2,1
12859,1900/01/01,3,1
12859,1900/01/01,4,1
12860,1900/01/01,1,1
12860,1900/01/01,2,1
12860,1900/01/01,3,1
