**** Planta:    1 CAMARGOS     Penal:    3102.9723
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2028    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2029    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2030    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2031    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2032    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2033    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2034    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2035    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2036    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2037    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2038    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
2039    2132    2167    2029    1978    2018    1971    2196    2371    2156    1935    2038    2082
**** Planta:   37 BARRA BONITA Penal:    456.40807
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      91      91      91      91      91      91      91      91      91      91      91      91
2026      91      91      91      91      91      91      91      91      91      91      91      91
2027      91      91      91      91      91      91      91      91      91      91      91      91
2028      91      91      91      91      91      91      91      91      91      91      91      91
2029      91      91      91      91      91      91      91      91      91      91      91      91
2030      91      91      91      91      91      91      91      91      91      91      91      91
2031      91      91      91      91      91      91      91      91      91      91      91      91
2032      91      91      91      91      91      91      91      91      91      91      91      91
2033      91      91      91      91      91      91      91      91      91      91      91      91
2034      91      91      91      91      91      91      91      91      91      91      91      91
2035      91      91      91      91      91      91      91      91      91      91      91      91
2036      91      91      91      91      91      91      91      91      91      91      91      91
2037      91      91      91      91      91      91      91      91      91      91      91      91
2038      91      91      91      91      91      91      91      91      91      91      91      91
2039      91      91      91      91      91      91      91      91      91      91      91      91
2040      91      91      91      91      91      91      91      91      91      91      91      91
**** Planta:   38 A.SOUZA LIMA Penal:    823.87152
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     259     193     178     103     106     186     103     168     179     339     150     220
2026     259     193     178     103     106     186     103     168     179     339     150     220
2027     259     193     178     103     106     186     103     168     179     339     150     220
2028     259     193     178     103     106     186     103     168     179     339     150     220
2029     259     193     178     103     106     186     103     168     179     339     150     220
2030     259     193     178     103     106     186     103     168     179     339     150     220
2031     259     193     178     103     106     186     103     168     179     339     150     220
2032     259     193     178     103     106     186     103     168     179     339     150     220
2033     259     193     178     103     106     186     103     168     179     339     150     220
2034     259     193     178     103     106     186     103     168     179     339     150     220
2035     259     193     178     103     106     186     103     168     179     339     150     220
2036     259     193     178     103     106     186     103     168     179     339     150     220
2037     259     193     178     103     106     186     103     168     179     339     150     220
2038     259     193     178     103     106     186     103     168     179     339     150     220
2039     259     193     178     103     106     186     103     168     179     339     150     220
**** Planta:   39 IBITINGA     Penal:    893.82248
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     403     213     249     169     165     171     148     142     205     496     167     313
2026     403     213     249     169     165     171     148     142     205     496     167     313
2027     403     213     249     169     165     171     148     142     205     496     167     313
2028     403     213     249     169     165     171     148     142     205     496     167     313
2029     403     213     249     169     165     171     148     142     205     496     167     313
2030     403     213     249     169     165     171     148     142     205     496     167     313
2031     403     213     249     169     165     171     148     142     205     496     167     313
2032     403     213     249     169     165     171     148     142     205     496     167     313
2033     403     213     249     169     165     171     148     142     205     496     167     313
2034     403     213     249     169     165     171     148     142     205     496     167     313
2035     403     213     249     169     165     171     148     142     205     496     167     313
2036     403     213     249     169     165     171     148     142     205     496     167     313
2037     403     213     249     169     165     171     148     142     205     496     167     313
2038     403     213     249     169     165     171     148     142     205     496     167     313
2039     403     213     249     169     165     171     148     142     205     496     167     313
**** Planta:   40 PROMISSAO    Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     177     171     169     164     167     175     167     173     178     265     177     243
2026     177     171     169     164     167     175     167     173     178     265     177     243
2027     177     171     169     164     167     175     167     173     178     265     177     243
2028     177     171     169     164     167     175     167     173     178     265     177     243
2029     177     171     169     164     167     175     167     173     178     265     177     243
2030     177     171     169     164     167     175     167     173     178     265     177     243
2031     177     171     169     164     167     175     167     173     178     265     177     243
2032     177     171     169     164     167     175     167     173     178     265     177     243
2033     177     171     169     164     167     175     167     173     178     265     177     243
2034     177     171     169     164     167     175     167     173     178     265     177     243
2035     177     171     169     164     167     175     167     173     178     265     177     243
2036     177     171     169     164     167     175     167     173     178     265     177     243
2037     177     171     169     164     167     175     167     173     178     265     177     243
2038     177     171     169     164     167     175     167     173     178     265     177     243
2039     177     171     169     164     167     175     167     173     178     265     177     243
**** Planta:   42 N.AVANHANDAV Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     193     193     168     190     138     199     200     202     201     302     206     271
2026     193     193     168     190     138     199     200     202     201     302     206     271
2027     193     193     168     190     138     199     200     202     201     302     206     271
2028     193     193     168     190     138     199     200     202     201     302     206     271
2029     193     193     168     190     138     199     200     202     201     302     206     271
2030     193     193     168     190     138     199     200     202     201     302     206     271
2031     193     193     168     190     138     199     200     202     201     302     206     271
2032     193     193     168     190     138     199     200     202     201     302     206     271
2033     193     193     168     190     138     199     200     202     201     302     206     271
2034     193     193     168     190     138     199     200     202     201     302     206     271
2035     193     193     168     190     138     199     200     202     201     302     206     271
2036     193     193     168     190     138     199     200     202     201     302     206     271
2037     193     193     168     190     138     199     200     202     201     302     206     271
2038     193     193     168     190     138     199     200     202     201     302     206     271
2039     193     193     168     190     138     199     200     202     201     302     206     271
**** Planta:   43 _TRES IRMAOS Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     180     180     180     180     180     180     180     180     180     180     180     180
2026     180     180     180     180     180     180     180     180     180     180     180     180
2027     180     180     180     180     180     180     180     180     180     180     180     180
2028     180     180     180     180     180     180     180     180     180     180     180     180
2029     180     180     180     180     180     180     180     180     180     180     180     180
2030     180     180     180     180     180     180     180     180     180     180     180     180
2031     180     180     180     180     180     180     180     180     180     180     180     180
2032     180     180     180     180     180     180     180     180     180     180     180     180
2033     180     180     180     180     180     180     180     180     180     180     180     180
2034     180     180     180     180     180     180     180     180     180     180     180     180
2035     180     180     180     180     180     180     180     180     180     180     180     180
2036     180     180     180     180     180     180     180     180     180     180     180     180
2037     180     180     180     180     180     180     180     180     180     180     180     180
2038     180     180     180     180     180     180     180     180     180     180     180     180
2039     180     180     180     180     180     180     180     180     180     180     180     180
**** Planta:   45 JUPIA        Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2026    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2027    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2028    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2029    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2030    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2031    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2032    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2033    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2034    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2035    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2036    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2037    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2038    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
2039    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300    3300
**** Planta:   46 P. PRIMAVERA Penal:    321.06571
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2026    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2027    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2028    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2029    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2030    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2031    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2032    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2033    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2034    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2035    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2036    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2037    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2038    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
2039    4898    4764    4600    4600    4600    4734    4600    4843    4600    4825    4924    4767
**** Planta:   47 A.A. LAYDNER Penal:    2958.9136
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     147     147     147     147     147     147     147     147     147     147     147     147
2026     147     147     147     147     147     147     147     147     147     147     147     147
2027     147     147     147     147     147     147     147     147     147     147     147     147
2028     147     147     147     147     147     147     147     147     147     147     147     147
2029     147     147     147     147     147     147     147     147     147     147     147     147
2030     147     147     147     147     147     147     147     147     147     147     147     147
2031     147     147     147     147     147     147     147     147     147     147     147     147
2032     147     147     147     147     147     147     147     147     147     147     147     147
2033     147     147     147     147     147     147     147     147     147     147     147     147
2034     147     147     147     147     147     147     147     147     147     147     147     147
2035     147     147     147     147     147     147     147     147     147     147     147     147
2036     147     147     147     147     147     147     147     147     147     147     147     147
2037     147     147     147     147     147     147     147     147     147     147     147     147
2038     147     147     147     147     147     147     147     147     147     147     147     147
2039     147     147     147     147     147     147     147     147     147     147     147     147
**** Planta:   48 PIRAJU       Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      90      90      90      90      90     128      98     117     109      90      90      90
2026      90      90      90      90      90     128      98     117     109      90      90      90
2027      90      90      90      90      90     128      98     117     109      90      90      90
2028      90      90      90      90      90     128      98     117     109      90      90      90
2029      90      90      90      90      90     128      98     117     109      90      90      90
2030      90      90      90      90      90     128      98     117     109      90      90      90
2031      90      90      90      90      90     128      98     117     109      90      90      90
2032      90      90      90      90      90     128      98     117     109      90      90      90
2033      90      90      90      90      90     128      98     117     109      90      90      90
2034      90      90      90      90      90     128      98     117     109      90      90      90
2035      90      90      90      90      90     128      98     117     109      90      90      90
2036      90      90      90      90      90     128      98     117     109      90      90      90
2037      90      90      90      90      90     128      98     117     109      90      90      90
2038      90      90      90      90      90     128      98     117     109      90      90      90
2039      90      90      90      90      90     128      98     117     109      90      90      90
**** Planta:   49 CHAVANTES    Penal:    559.67386
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     114      98      98      98      98     140     141     143     105     110     104      99
2026     114      98      98      98      98     140     141     143     105     110     104      99
2027     114      98      98      98      98     140     141     143     105     110     104      99
2028     114      98      98      98      98     140     141     143     105     110     104      99
2029     114      98      98      98      98     140     141     143     105     110     104      99
2030     114      98      98      98      98     140     141     143     105     110     104      99
2031     114      98      98      98      98     140     141     143     105     110     104      99
2032     114      98      98      98      98     140     141     143     105     110     104      99
2033     114      98      98      98      98     140     141     143     105     110     104      99
2034     114      98      98      98      98     140     141     143     105     110     104      99
2035     114      98      98      98      98     140     141     143     105     110     104      99
2036     114      98      98      98      98     140     141     143     105     110     104      99
2037     114      98      98      98      98     140     141     143     105     110     104      99
2038     114      98      98      98      98     140     141     143     105     110     104      99
2039     114      98      98      98      98     140     141     143     105     110     104      99
**** Planta:   50 L. N. GARCEZ Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     171     152     140     138     134     207     190     181     136     156     144     160
2026     171     152     140     138     134     207     190     181     136     156     144     160
2027     171     152     140     138     134     207     190     181     136     156     144     160
2028     171     152     140     138     134     207     190     181     136     156     144     160
2029     171     152     140     138     134     207     190     181     136     156     144     160
2030     171     152     140     138     134     207     190     181     136     156     144     160
2031     171     152     140     138     134     207     190     181     136     156     144     160
2032     171     152     140     138     134     207     190     181     136     156     144     160
2033     171     152     140     138     134     207     190     181     136     156     144     160
2034     171     152     140     138     134     207     190     181     136     156     144     160
2035     171     152     140     138     134     207     190     181     136     156     144     160
2036     171     152     140     138     134     207     190     181     136     156     144     160
2037     171     152     140     138     134     207     190     181     136     156     144     160
2038     171     152     140     138     134     207     190     181     136     156     144     160
2039     171     152     140     138     134     207     190     181     136     156     144     160
**** Planta:   51 CANOAS II    Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     223     157     149     142     141     187     194     179     133     152     147     170
2026     223     157     149     142     141     187     194     179     133     152     147     170
2027     223     157     149     142     141     187     194     179     133     152     147     170
2028     223     157     149     142     141     187     194     179     133     152     147     170
2029     223     157     149     142     141     187     194     179     133     152     147     170
2030     223     157     149     142     141     187     194     179     133     152     147     170
2031     223     157     149     142     141     187     194     179     133     152     147     170
2032     223     157     149     142     141     187     194     179     133     152     147     170
2033     223     157     149     142     141     187     194     179     133     152     147     170
2034     223     157     149     142     141     187     194     179     133     152     147     170
2035     223     157     149     142     141     187     194     179     133     152     147     170
2036     223     157     149     142     141     187     194     179     133     152     147     170
2037     223     157     149     142     141     187     194     179     133     152     147     170
2038     223     157     149     142     141     187     194     179     133     152     147     170
2039     223     157     149     142     141     187     194     179     133     152     147     170
**** Planta:   52 CANOAS I     Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     142     150     160     154     140     199     200     146     139     162     145     211
2026     142     150     160     154     140     199     200     146     139     162     145     211
2027     142     150     160     154     140     199     200     146     139     162     145     211
2028     142     150     160     154     140     199     200     146     139     162     145     211
2029     142     150     160     154     140     199     200     146     139     162     145     211
2030     142     150     160     154     140     199     200     146     139     162     145     211
2031     142     150     160     154     140     199     200     146     139     162     145     211
2032     142     150     160     154     140     199     200     146     139     162     145     211
2033     142     150     160     154     140     199     200     146     139     162     145     211
2034     142     150     160     154     140     199     200     146     139     162     145     211
2035     142     150     160     154     140     199     200     146     139     162     145     211
2036     142     150     160     154     140     199     200     146     139     162     145     211
2037     142     150     160     154     140     199     200     146     139     162     145     211
2038     142     150     160     154     140     199     200     146     139     162     145     211
2039     142     150     160     154     140     199     200     146     139     162     145     211
**** Planta:   53 PARANAPANEMA Penal:    572.31147
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      90      90      90      90      90     128      98     117     109      90      90      90
2026      90      90      90      90      90     128      98     117     109      90      90      90
2027      90      90      90      90      90     128      98     117     109      90      90      90
2028      90      90      90      90      90     128      98     117     109      90      90      90
2029      90      90      90      90      90     128      98     117     109      90      90      90
2030      90      90      90      90      90     128      98     117     109      90      90      90
2031      90      90      90      90      90     128      98     117     109      90      90      90
2032      90      90      90      90      90     128      98     117     109      90      90      90
2033      90      90      90      90      90     128      98     117     109      90      90      90
2034      90      90      90      90      90     128      98     117     109      90      90      90
2035      90      90      90      90      90     128      98     117     109      90      90      90
2036      90      90      90      90      90     128      98     117     109      90      90      90
2037      90      90      90      90      90     128      98     117     109      90      90      90
2038      90      90      90      90      90     128      98     117     109      90      90      90
2039      90      90      90      90      90     128      98     117     109      90      90      90
**** Planta:   61 CAPIVARA     Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     316     288     291     286     292     276     322     276     290     295     281     284
2026     316     288     291     286     292     276     322     276     290     295     281     284
2027     316     288     291     286     292     276     322     276     290     295     281     284
2028     316     288     291     286     292     276     322     276     290     295     281     284
2029     316     288     291     286     292     276     322     276     290     295     281     284
2030     316     288     291     286     292     276     322     276     290     295     281     284
2031     316     288     291     286     292     276     322     276     290     295     281     284
2032     316     288     291     286     292     276     322     276     290     295     281     284
2033     316     288     291     286     292     276     322     276     290     295     281     284
2034     316     288     291     286     292     276     322     276     290     295     281     284
2035     316     288     291     286     292     276     322     276     290     295     281     284
2036     316     288     291     286     292     276     322     276     290     295     281     284
2037     316     288     291     286     292     276     322     276     290     295     281     284
2038     316     288     291     286     292     276     322     276     290     295     281     284
2039     316     288     291     286     292     276     322     276     290     295     281     284
**** Planta:   62 TAQUARUCU    Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     373     366     365     368     394     426     329     414     361     379     371     373
2026     373     366     365     368     394     426     329     414     361     379     371     373
2027     373     366     365     368     394     426     329     414     361     379     371     373
2028     373     366     365     368     394     426     329     414     361     379     371     373
2029     373     366     365     368     394     426     329     414     361     379     371     373
2030     373     366     365     368     394     426     329     414     361     379     371     373
2031     373     366     365     368     394     426     329     414     361     379     371     373
2032     373     366     365     368     394     426     329     414     361     379     371     373
2033     373     366     365     368     394     426     329     414     361     379     371     373
2034     373     366     365     368     394     426     329     414     361     379     371     373
2035     373     366     365     368     394     426     329     414     361     379     371     373
2036     373     366     365     368     394     426     329     414     361     379     371     373
2037     373     366     365     368     394     426     329     414     361     379     371     373
2038     373     366     365     368     394     426     329     414     361     379     371     373
2039     373     366     365     368     394     426     329     414     361     379     371     373
**** Planta:   63 ROSANA       Penal:    331.44003
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     589     469     445     432     487     498     326     429     446     604     415     498
2026     589     469     445     432     487     498     326     429     446     604     415     498
2027     589     469     445     432     487     498     326     429     446     604     415     498
2028     589     469     445     432     487     498     326     429     446     604     415     498
2029     589     469     445     432     487     498     326     429     446     604     415     498
2030     589     469     445     432     487     498     326     429     446     604     415     498
2031     589     469     445     432     487     498     326     429     446     604     415     498
2032     589     469     445     432     487     498     326     429     446     604     415     498
2033     589     469     445     432     487     498     326     429     446     604     415     498
2034     589     469     445     432     487     498     326     429     446     604     415     498
2035     589     469     445     432     487     498     326     429     446     604     415     498
2036     589     469     445     432     487     498     326     429     446     604     415     498
2037     589     469     445     432     487     498     326     429     446     604     415     498
2038     589     469     445     432     487     498     326     429     446     604     415     498
2039     589     469     445     432     487     498     326     429     446     604     415     498
**** Planta:  153 SAO DOMINGOS Penal:    3941.4179
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     130     108     104      73      92     112     118     105     122     118     118     125
2026     130     108     104      73      92     112     118     105     122     118     118     125
2027     130     108     104      73      92     112     118     105     122     118     118     125
2028     130     108     104      73      92     112     118     105     122     118     118     125
2029     130     108     104      73      92     112     118     105     122     118     118     125
2030     130     108     104      73      92     112     118     105     122     118     118     125
2031     130     108     104      73      92     112     118     105     122     118     118     125
2032     130     108     104      73      92     112     118     105     122     118     118     125
2033     130     108     104      73      92     112     118     105     122     118     118     125
2034     130     108     104      73      92     112     118     105     122     118     118     125
2035     130     108     104      73      92     112     118     105     122     118     118     125
2036     130     108     104      73      92     112     118     105     122     118     118     125
2037     130     108     104      73      92     112     118     105     122     118     118     125
2038     130     108     104      73      92     112     118     105     122     118     118     125
2039     130     108     104      73      92     112     118     105     122     118     118     125
**** Planta:  203 CORUMBA III  Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025       0       0      17       0       0       0      23       0       0       0       0       0
2026       0       0      17       0       0       0      23       0       0       0       0       0
2027       0       0      17       0       0       0      23       0       0       0       0       0
2028       0       0      17       0       0       0      23       0       0       0       0       0
2029       0       0      17       0       0       0      23       0       0       0       0       0
2030       0       0      17       0       0       0      23       0       0       0       0       0
2031       0       0      17       0       0       0      23       0       0       0       0       0
2032       0       0      17       0       0       0      23       0       0       0       0       0
2033       0       0      17       0       0       0      23       0       0       0       0       0
2034       0       0      17       0       0       0      23       0       0       0       0       0
2035       0       0      17       0       0       0      23       0       0       0       0       0
2036       0       0      17       0       0       0      23       0       0       0       0       0
2037       0       0      17       0       0       0      23       0       0       0       0       0
2038       0       0      17       0       0       0      23       0       0       0       0       0
2039       0       0      17       0       0       0      23       0       0       0       0       0
**** Planta:  241 SLT VERDINHO Penal:    4548.3715
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     217     163     165     122     109     118     102      96     109     119     215     168
2026     217     163     165     122     109     118     102      96     109     119     215     168
2027     217     163     165     122     109     118     102      96     109     119     215     168
2028     217     163     165     122     109     118     102      96     109     119     215     168
2029     217     163     165     122     109     118     102      96     109     119     215     168
2030     217     163     165     122     109     118     102      96     109     119     215     168
2031     217     163     165     122     109     118     102      96     109     119     215     168
2032     217     163     165     122     109     118     102      96     109     119     215     168
2033     217     163     165     122     109     118     102      96     109     119     215     168
2034     217     163     165     122     109     118     102      96     109     119     215     168
2035     217     163     165     122     109     118     102      96     109     119     215     168
2036     217     163     165     122     109     118     102      96     109     119     215     168
2037     217     163     165     122     109     118     102      96     109     119     215     168
2038     217     163     165     122     109     118     102      96     109     119     215     168
2039     217     163     165     122     109     118     102      96     109     119     215     168
**** Planta:  249 OURINHOS     Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      97      93       9      90      90     132     124     133     103     100      89      95
2026      97      93       9      90      90     132     124     133     103     100      89      95
2027      97      93       9      90      90     132     124     133     103     100      89      95
2028      97      93       9      90      90     132     124     133     103     100      89      95
2029      97      93       9      90      90     132     124     133     103     100      89      95
2030      97      93       9      90      90     132     124     133     103     100      89      95
2031      97      93       9      90      90     132     124     133     103     100      89      95
2032      97      93       9      90      90     132     124     133     103     100      89      95
2033      97      93       9      90      90     132     124     133     103     100      89      95
2034      97      93       9      90      90     132     124     133     103     100      89      95
2035      97      93       9      90      90     132     124     133     103     100      89      95
2036      97      93       9      90      90     132     124     133     103     100      89      95
2037      97      93       9      90      90     132     124     133     103     100      89      95
2038      97      93       9      90      90     132     124     133     103     100      89      95
2039      97      93       9      90      90     132     124     133     103     100      89      95
**** Planta:  260 ESTRELA      Penal:     2133.636
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      58      58      58      58      58      58      58      58      58      58      58      58
2026      58      58      58      58      58      58      58      58      58      58      58      58
2027      58      58      58      58      58      58      58      58      58      58      58      58
2028      58      58      58      58      58      58      58      58      58      58      58      58
2029      58      58      58      58      58      58      58      58      58      58      58      58
2030      58      58      58      58      58      58      58      58      58      58      58      58
2031      58      58      58      58      58      58      58      58      58      58      58      58
2032      58      58      58      58      58      58      58      58      58      58      58      58
2033      58      58      58      58      58      58      58      58      58      58      58      58
2034      58      58      58      58      58      58      58      58      58      58      58      58
2035      58      58      58      58      58      58      58      58      58      58      58      58
2036      58      58      58      58      58      58      58      58      58      58      58      58
2037      58      58      58      58      58      58      58      58      58      58      58      58
2038      58      58      58      58      58      58      58      58      58      58      58      58
2039      58      58      58      58      58      58      58      58      58      58      58      58
2040      58      58      58      58      58      58      58      58      58      58      58      58
**** Planta:  262 SALTO        Penal:     6269.892
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     198     140     158     107     106     122      92      87      92     132     208     150
2026     198     140     158     107     106     122      92      87      92     132     208     150
2027     198     140     158     107     106     122      92      87      92     132     208     150
2028     198     140     158     107     106     122      92      87      92     132     208     150
2029     198     140     158     107     106     122      92      87      92     132     208     150
2030     198     140     158     107     106     122      92      87      92     132     208     150
2031     198     140     158     107     106     122      92      87      92     132     208     150
2032     198     140     158     107     106     122      92      87      92     132     208     150
2033     198     140     158     107     106     122      92      87      92     132     208     150
2034     198     140     158     107     106     122      92      87      92     132     208     150
2035     198     140     158     107     106     122      92      87      92     132     208     150
2036     198     140     158     107     106     122      92      87      92     132     208     150
2037     198     140     158     107     106     122      92      87      92     132     208     150
2038     198     140     158     107     106     122      92      87      92     132     208     150
2039     198     140     158     107     106     122      92      87      92     132     208     150
**** Planta:  290 ESPORA       Penal:    3776.0696
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      69      70      67      50      49      67      57      73      59      77      63      69
2026      69      70      67      50      49      67      57      73      59      77      63      69
2027      69      70      67      50      49      67      57      73      59      77      63      69
2028      69      70      67      50      49      67      57      73      59      77      63      69
2029      69      70      67      50      49      67      57      73      59      77      63      69
2030      69      70      67      50      49      67      57      73      59      77      63      69
2031      69      70      67      50      49      67      57      73      59      77      63      69
2032      69      70      67      50      49      67      57      73      59      77      63      69
2033      69      70      67      50      49      67      57      73      59      77      63      69
2034      69      70      67      50      49      67      57      73      59      77      63      69
2035      69      70      67      50      49      67      57      73      59      77      63      69
2036      69      70      67      50      49      67      57      73      59      77      63      69
2037      69      70      67      50      49      67      57      73      59      77      63      69
2038      69      70      67      50      49      67      57      73      59      77      63      69
2039      69      70      67      50      49      67      57      73      59      77      63      69
**** Planta:  311 CACU         Penal:    7166.6535
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     223     142     191     133     107     125      83      72      86     119     228     187
2026     223     142     191     133     107     125      83      72      86     119     228     187
2027     223     142     191     133     107     125      83      72      86     119     228     187
2028     223     142     191     133     107     125      83      72      86     119     228     187
2029     223     142     191     133     107     125      83      72      86     119     228     187
2030     223     142     191     133     107     125      83      72      86     119     228     187
2031     223     142     191     133     107     125      83      72      86     119     228     187
2032     223     142     191     133     107     125      83      72      86     119     228     187
2033     223     142     191     133     107     125      83      72      86     119     228     187
2034     223     142     191     133     107     125      83      72      86     119     228     187
2035     223     142     191     133     107     125      83      72      86     119     228     187
2036     223     142     191     133     107     125      83      72      86     119     228     187
2037     223     142     191     133     107     125      83      72      86     119     228     187
2038     223     142     191     133     107     125      83      72      86     119     228     187
2039     223     142     191     133     107     125      83      72      86     119     228     187
**** Planta:  312 B. COQUEIROS Penal:    5783.7263
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     214     121     137      90      96     116      83      62      85     103     228     177
2026     214     121     137      90      96     116      83      62      85     103     228     177
2027     214     121     137      90      96     116      83      62      85     103     228     177
2028     214     121     137      90      96     116      83      62      85     103     228     177
2029     214     121     137      90      96     116      83      62      85     103     228     177
2030     214     121     137      90      96     116      83      62      85     103     228     177
2031     214     121     137      90      96     116      83      62      85     103     228     177
2032     214     121     137      90      96     116      83      62      85     103     228     177
2033     214     121     137      90      96     116      83      62      85     103     228     177
2034     214     121     137      90      96     116      83      62      85     103     228     177
2035     214     121     137      90      96     116      83      62      85     103     228     177
2036     214     121     137      90      96     116      83      62      85     103     228     177
2037     214     121     137      90      96     116      83      62      85     103     228     177
2038     214     121     137      90      96     116      83      62      85     103     228     177
2039     214     121     137      90      96     116      83      62      85     103     228     177
