$version=2
!Year,Month,Day,Code,Name,Bus,Existing,Emin,Emax,Pmax,ChargeEffic,DischargeEffic,O&MCost,MinReactivePower,MaxReactivePower,ReactivePowerFactor,GenDev,MaxDev
2037,1,1,404,Bat-4-80265,80265,0,0,494.77173762118196,123.69293440529549,0.9,1,0,0,0,0,0,0
2037,1,1,1004,Bat-4-38911,38911,0,0,2720.35579081724,680.08894770431,0.9,1,0,0,0,0,0,0
2037,1,1,304,Bat-4-38912,38912,0,0,788.8693875044299,197.21734687610748,0.9,1,0,0,0,0,0,0
2037,1,1,204,Bat-4-2617,2617,0,0,575.0079899096908,143.7519974774227,0.9,1,0,0,0,0,0,0
2037,1,1,104,Bat-4-39813,39813,0,0,398.782324501656,99.695581125414,0.9,1,0,0,0,0,0,0
2037,1,1,804,Bat-4-80275,80275,0,0,301.1105563656826,75.27763909142065,0.9,1,0,0,0,0,0,0
2037,1,1,1904,Bat-4-4298,4298,0,0,620.3013163343388,155.0753290835847,0.9,1,0,0,0,0,0,0
2037,1,1,604,Bat-4-60065,60065,0,0,345.62767747415876,86.40691936853969,0.9,1,0,0,0,0,0,0
2037,1,1,1504,Bat-4-3875,3875,0,0,482.0840686407796,120.5210171601949,0.9,1,0,0,0,0,0,0
2037,1,1,1204,Bat-4-38929,38929,0,0,1049.1018318600509,262.2754579650127,0.9,1,0,0,0,0,0,0
2037,1,1,1804,Bat-4-3895,3895,0,0,346.0387485100641,86.50968712751603,0.9,1,0,0,0,0,0,0
2038,1,1,804,Bat-4-80275,80275,0,0,416.6949178936086,104.17372947340215,0.9,1,0,0,0,0,0,0
2038,1,1,904,Bat-4-4293,4293,0,0,768.4055715929085,192.10139289822712,0.9,1,0,0,0,0,0,0
2038,1,1,1204,Bat-4-38929,38929,0,0,1451.8102817958215,362.9525704489554,0.9,1,0,0,0,0,0,0
2038,1,1,1004,Bat-4-38911,38911,0,0,3764.5921371130767,941.1480342782692,0.9,1,0,0,0,0,0,0
2038,1,1,1704,Bat-4-4285,4285,0,0,1194.2891916428248,298.5722979107062,0.9,1,0,0,0,0,0,0
2038,1,1,1104,Bat-4-38900,38900,0,0,827.5209270107173,206.88023175267932,0.9,1,0,0,0,0,0,0
2038,1,1,604,Bat-4-60065,60065,0,0,478.3003904783301,119.57509761958252,0.9,1,0,0,0,0,0,0
2038,1,1,1304,Bat-4-1512,1512,0,0,541.6281324202336,135.4070331050584,0.9,1,0,0,0,0,0,0
2038,1,1,1404,Bat-4-1525,1525,0,0,1793.018249148167,448.2545622870417,0.9,1,0,0,0,0,0,0
2038,1,1,1804,Bat-4-3895,3895,0,0,478.869255328578,119.7173138321445,0.9,1,0,0,0,0,0,0
2038,1,1,104,Bat-4-39813,39813,0,0,551.8589914989054,137.96474787472636,0.9,1,0,0,0,0,0,0
2038,1,1,1504,Bat-4-3875,3875,0,0,667.1369606720996,166.7842401680249,0.9,1,0,0,0,0,0,0
2038,1,1,204,Bat-4-2617,2617,0,0,795.7306779128749,198.9326694782187,0.9,1,0,0,0,0,0,0
2038,1,1,304,Bat-4-38912,38912,0,0,1091.6849565902617,272.9212391475654,0.9,1,0,0,0,0,0,0
2038,1,1,1904,Bat-4-4298,4298,0,0,858.4103101497675,214.60257753744187,0.9,1,0,0,0,0,0,0
2038,1,1,404,Bat-4-80265,80265,0,0,684.6949209371306,171.17373023428266,0.9,1,0,0,0,0,0,0
2038,1,1,504,Bat-4-60341,60341,0,0,634.5650612266352,158.6412653066588,0.9,1,0,0,0,0,0,0
2038,1,1,1604,Bat-4-4300,4300,0,0,696.849644800207,174.21241120005175,0.9,1,0,0,0,0,0,0
2038,1,1,704,Bat-4-80276,80276,0,0,425.5879757840778,106.39699394601945,0.9,1,0,0,0,0,0,0
2038,1,1,2004,Bat-4-4303,4303,0,0,990.8110460037424,247.7027615009356,0.9,1,0,0,0,0,0,0
2039,1,1,204,Bat-4-2617,2617,0,0,914.0889395739184,228.5222348934796,0.9,1,0,0,0,0,0,0
2039,1,1,1704,Bat-4-4285,4285,0,0,1371.9296880657798,342.98242201644496,0.9,1,0,0,0,0,0,0
2039,1,1,104,Bat-4-39813,39813,0,0,633.943386041978,158.4858465104945,0.9,1,0,0,0,0,0,0
2039,1,1,1004,Bat-4-38911,38911,0,0,4324.543630224069,1081.1359075560172,0.9,1,0,0,0,0,0,0
2039,1,1,904,Bat-4-4293,4293,0,0,882.6994529636039,220.67486324090098,0.9,1,0,0,0,0,0,0
2039,1,1,804,Bat-4-80275,80275,0,0,478.67479059908044,119.66869764977011,0.9,1,0,0,0,0,0,0
2039,1,1,1504,Bat-4-3875,3875,0,0,766.3679858753621,191.59199646884053,0.9,1,0,0,0,0,0,0
2039,1,1,1804,Bat-4-3895,3895,0,0,550.0970390458907,137.52425976147268,0.9,1,0,0,0,0,0,0
2039,1,1,704,Bat-4-80276,80276,0,0,488.89061623243435,122.22265405810859,0.9,1,0,0,0,0,0,0
2039,1,1,1204,Bat-4-38929,38929,0,0,1667.7548796158862,416.93871990397156,0.9,1,0,0,0,0,0,0
2039,1,1,1304,Bat-4-1512,1512,0,0,622.1907725186657,155.5476931296664,0.9,1,0,0,0,0,0,0
2039,1,1,604,Bat-4-60065,60065,0,0,549.4435603223006,137.36089008057516,0.9,1,0,0,0,0,0,0
2039,1,1,304,Bat-4-38912,38912,0,0,1254.0639339629079,313.51598349072697,0.9,1,0,0,0,0,0,0
2039,1,1,1904,Bat-4-4298,4298,0,0,986.0916411846983,246.5229102961746,0.9,1,0,0,0,0,0,0
2039,1,1,1604,Bat-4-4300,4300,0,0,800.5001824595063,200.12504561487657,0.9,1,0,0,0,0,0,0
2039,1,1,504,Bat-4-60341,60341,0,0,728.9512896860105,182.2378224215026,0.9,1,0,0,0,0,0,0
2039,1,1,404,Bat-4-80265,80265,0,0,786.537545407539,196.63438635188476,0.9,1,0,0,0,0,0,0
2039,1,1,1104,Bat-4-38900,38900,0,0,950.607721484975,237.65193037124374,0.9,1,0,0,0,0,0,0
2039,1,1,1404,Bat-4-1525,1525,0,0,2059.7146691634584,514.9286672908646,0.9,1,0,0,0,0,0,0
2039,1,1,2004,Bat-4-4303,4303,0,0,1138.1858755718984,284.5464688929746,0.9,1,0,0,0,0,0,0
