**** Planta:  117 GUARAPIRANGA Penal:         9200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2037      21      21      21      21      21      21      21      21      21      21      21      21
2038      21      21      21      21      21      21      21      21      21      21      21      21
2039      21      21      21      21      21      21      21      21      21      21      21      21
2040      21      21      21      21      21      21      21      21      21      21      21      21
**** Planta:  192 GUILMAN-AMOR Penal:    264.16381
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      30      24      41      24      20      25      20      20      20      20      26      27
2026      30      24      41      24      20      25      20      20      20      20      26      27
2027      30      24      41      24      20      25      20      20      20      20      26      27
2028      30      24      41      24      20      25      20      20      20      20      26      27
2029      30      24      41      24      20      25      20      20      20      20      26      27
2030      30      24      41      24      20      25      20      20      20      20      26      27
2031      30      24      41      24      20      25      20      20      20      20      26      27
2032      30      24      41      24      20      25      20      20      20      20      26      27
2033      30      24      41      24      20      25      20      20      20      20      26      27
2034      30      24      41      24      20      25      20      20      20      20      26      27
2035      30      24      41      24      20      25      20      20      20      20      26      27
2036      30      24      41      24      20      25      20      20      20      20      26      27
2037      30      24      41      24      20      25      20      20      20      20      26      27
2038      30      24      41      24      20      25      20      20      20      20      26      27
2039      30      24      41      24      20      25      20      20      20      20      26      27
**** Planta:  193 SA CARVALHO  Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      18      13      23      16      11      15      11      11       7       7      14      14
2026      18      13      23      16      11      15      11      11       7       7      14      14
2027      18      13      23      16      11      15      11      11       7       7      14      14
2028      18      13      23      16      11      15      11      11       7       7      14      14
2029      18      13      23      16      11      15      11      11       7       7      14      14
2030      18      13      23      16      11      15      11      11       7       7      14      14
2031      18      13      23      16      11      15      11      11       7       7      14      14
2032      18      13      23      16      11      15      11      11       7       7      14      14
2033      18      13      23      16      11      15      11      11       7       7      14      14
2034      18      13      23      16      11      15      11      11       7       7      14      14
2035      18      13      23      16      11      15      11      11       7       7      14      14
2036      18      13      23      16      11      15      11      11       7       7      14      14
2037      18      13      23      16      11      15      11      11       7       7      14      14
2038      18      13      23      16      11      15      11      11       7       7      14      14
2039      18      13      23      16      11      15      11      11       7       7      14      14
**** Planta:  195 JAURU        Penal:    680.90207
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      82      74      85      75      60      72      65      66      68      68      76      79
2026      82      74      85      75      60      72      65      66      68      68      76      79
2027      82      74      85      75      60      72      65      66      68      68      76      79
2028      82      74      85      75      60      72      65      66      68      68      76      79
2029      82      74      85      75      60      72      65      66      68      68      76      79
2030      82      74      85      75      60      72      65      66      68      68      76      79
2031      82      74      85      75      60      72      65      66      68      68      76      79
2032      82      74      85      75      60      72      65      66      68      68      76      79
2033      82      74      85      75      60      72      65      66      68      68      76      79
2034      82      74      85      75      60      72      65      66      68      68      76      79
2035      82      74      85      75      60      72      65      66      68      68      76      79
2036      82      74      85      75      60      72      65      66      68      68      76      79
2037      82      74      85      75      60      72      65      66      68      68      76      79
2038      82      74      85      75      60      72      65      66      68      68      76      79
2039      82      74      85      75      60      72      65      66      68      68      76      79
**** Planta:  196 GUAPORE      Penal:    2196.6402
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      39      35      39      39      30      30      28      28      27      30      32      35
2026      39      35      39      39      30      30      28      28      27      30      32      35
2027      39      35      39      39      30      30      28      28      27      30      32      35
2028      39      35      39      39      30      30      28      28      27      30      32      35
2029      39      35      39      39      30      30      28      28      27      30      32      35
2030      39      35      39      39      30      30      28      28      27      30      32      35
2031      39      35      39      39      30      30      28      28      27      30      32      35
2032      39      35      39      39      30      30      28      28      27      30      32      35
2033      39      35      39      39      30      30      28      28      27      30      32      35
2034      39      35      39      39      30      30      28      28      27      30      32      35
2035      39      35      39      39      30      30      28      28      27      30      32      35
2036      39      35      39      39      30      30      28      28      27      30      32      35
2037      39      35      39      39      30      30      28      28      27      30      32      35
2038      39      35      39      39      30      30      28      28      27      30      32      35
2039      39      35      39      39      30      30      28      28      27      30      32      35
**** Planta:  217 ROSAL        Penal:    572.99872
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      23       9      23      23      19      16       6       1       2       3      27      18
2026      23       9      23      23      19      16       6       1       2       3      27      18
2027      23       9      23      23      19      16       6       1       2       3      27      18
2028      23       9      23      23      19      16       6       1       2       3      27      18
2029      23       9      23      23      19      16       6       1       2       3      27      18
2030      23       9      23      23      19      16       6       1       2       3      27      18
2031      23       9      23      23      19      16       6       1       2       3      27      18
2032      23       9      23      23      19      16       6       1       2       3      27      18
2033      23       9      23      23      19      16       6       1       2       3      27      18
2034      23       9      23      23      19      16       6       1       2       3      27      18
2035      23       9      23      23      19      16       6       1       2       3      27      18
2036      23       9      23      23      19      16       6       1       2       3      27      18
2037      23       9      23      23      19      16       6       1       2       3      27      18
2038      23       9      23      23      19      16       6       1       2       3      27      18
2039      23       9      23      23      19      16       6       1       2       3      27      18
**** Planta:  251 SERRA MESA   Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     328     342     100     100     100     300     303     300     302     318     313     315
2026     328     342     100     100     100     300     303     300     302     318     313     315
2027     328     342     100     100     100     300     303     300     302     318     313     315
2028     328     342     100     100     100     300     303     300     302     318     313     315
2029     328     342     100     100     100     300     303     300     302     318     313     315
2030     328     342     100     100     100     300     303     300     302     318     313     315
2031     328     342     100     100     100     300     303     300     302     318     313     315
2032     328     342     100     100     100     300     303     300     302     318     313     315
2033     328     342     100     100     100     300     303     300     302     318     313     315
2034     328     342     100     100     100     300     303     300     302     318     313     315
2035     328     342     100     100     100     300     303     300     302     318     313     315
2036     328     342     100     100     100     300     303     300     302     318     313     315
2037     328     342     100     100     100     300     303     300     302     318     313     315
2038     328     342     100     100     100     300     303     300     302     318     313     315
2039     328     342     100     100     100     300     303     300     302     318     313     315
**** Planta:  252 CANA BRAVA   Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     324     318      96      90      90      90     223     305     310     307     311     311
2026     324     318      96      90      90      90     223     305     310     307     311     311
2027     324     318      96      90      90      90     223     305     310     307     311     311
2028     324     318      96      90      90      90     223     305     310     307     311     311
2029     324     318      96      90      90      90     223     305     310     307     311     311
2030     324     318      96      90      90      90     223     305     310     307     311     311
2031     324     318      96      90      90      90     223     305     310     307     311     311
2032     324     318      96      90      90      90     223     305     310     307     311     311
2033     324     318      96      90      90      90     223     305     310     307     311     311
2034     324     318      96      90      90      90     223     305     310     307     311     311
2035     324     318      96      90      90      90     223     305     310     307     311     311
2036     324     318      96      90      90      90     223     305     310     307     311     311
2037     324     318      96      90      90      90     223     305     310     307     311     311
2038     324     318      96      90      90      90     223     305     310     307     311     311
2039     324     318      96      90      90      90     223     305     310     307     311     311
**** Planta:  253 SAO SALVADOR Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     379     288     254     201     199     197     296     324     304     308     324     290
2026     379     288     254     201     199     197     296     324     304     308     324     290
2027     379     288     254     201     199     197     296     324     304     308     324     290
2028     379     288     254     201     199     197     296     324     304     308     324     290
2029     379     288     254     201     199     197     296     324     304     308     324     290
2030     379     288     254     201     199     197     296     324     304     308     324     290
2031     379     288     254     201     199     197     296     324     304     308     324     290
2032     379     288     254     201     199     197     296     324     304     308     324     290
2033     379     288     254     201     199     197     296     324     304     308     324     290
2034     379     288     254     201     199     197     296     324     304     308     324     290
2035     379     288     254     201     199     197     296     324     304     308     324     290
2036     379     288     254     201     199     197     296     324     304     308     324     290
2037     379     288     254     201     199     197     296     324     304     308     324     290
2038     379     288     254     201     199     197     296     324     304     308     324     290
2039     379     288     254     201     199     197     296     324     304     308     324     290
**** Planta:  257 PEIXE ANGICA Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     419     408     691     610     401     400     478     484     484     504     564     360
2026     419     408     691     610     401     400     478     484     484     504     564     360
2027     419     408     691     610     401     400     478     484     484     504     564     360
2028     419     408     691     610     401     400     478     484     484     504     564     360
2029     419     408     691     610     401     400     478     484     484     504     564     360
2030     419     408     691     610     401     400     478     484     484     504     564     360
2031     419     408     691     610     401     400     478     484     484     504     564     360
2032     419     408     691     610     401     400     478     484     484     504     564     360
2033     419     408     691     610     401     400     478     484     484     504     564     360
2034     419     408     691     610     401     400     478     484     484     504     564     360
2035     419     408     691     610     401     400     478     484     484     504     564     360
2036     419     408     691     610     401     400     478     484     484     504     564     360
2037     419     408     691     610     401     400     478     484     484     504     564     360
2038     419     408     691     610     401     400     478     484     484     504     564     360
2039     419     408     691     610     401     400     478     484     484     504     564     360
**** Planta:  261 LAJEADO      Penal:          200
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     483     889    1249     761     605     609     431     313     255     285     631     597
2026     483     889    1249     761     605     609     431     313     255     285     631     597
2027     483     889    1249     761     605     609     431     313     255     285     631     597
2028     483     889    1249     761     605     609     431     313     255     285     631     597
2029     483     889    1249     761     605     609     431     313     255     285     631     597
2030     483     889    1249     761     605     609     431     313     255     285     631     597
2031     483     889    1249     761     605     609     431     313     255     285     631     597
2032     483     889    1249     761     605     609     431     313     255     285     631     597
2033     483     889    1249     761     605     609     431     313     255     285     631     597
2034     483     889    1249     761     605     609     431     313     255     285     631     597
2035     483     889    1249     761     605     609     431     313     255     285     631     597
2036     483     889    1249     761     605     609     431     313     255     285     631     597
2037     483     889    1249     761     605     609     431     313     255     285     631     597
2038     483     889    1249     761     605     609     431     313     255     285     631     597
2039     483     889    1249     761     605     609     431     313     255     285     631     597
**** Planta:  278 MANSO        Penal:    381.19097
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     127     124     121     122     126     117     119     119     121     131     133     123
2026     127     124     121     122     126     117     119     119     121     131     133     123
2027     127     124     121     122     126     117     119     119     121     131     133     123
2028     127     124     121     122     126     117     119     119     121     131     133     123
2029     127     124     121     122     126     117     119     119     121     131     133     123
2030     127     124     121     122     126     117     119     119     121     131     133     123
2031     127     124     121     122     126     117     119     119     121     131     133     123
2032     127     124     121     122     126     117     119     119     121     131     133     123
2033     127     124     121     122     126     117     119     119     121     131     133     123
2034     127     124     121     122     126     117     119     119     121     131     133     123
2035     127     124     121     122     126     117     119     119     121     131     133     123
2036     127     124     121     122     126     117     119     119     121     131     133     123
2037     127     124     121     122     126     117     119     119     121     131     133     123
2038     127     124     121     122     126     117     119     119     121     131     133     123
2039     127     124     121     122     126     117     119     119     121     131     133     123
**** Planta:  281 PONTE PEDRA  Penal:    1244.3257
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      67      77      68      50      46      57      56      56      45      47      70      75
2026      67      77      68      50      46      57      56      56      45      47      70      75
2027      67      77      68      50      46      57      56      56      45      47      70      75
2028      67      77      68      50      46      57      56      56      45      47      70      75
2029      67      77      68      50      46      57      56      56      45      47      70      75
2030      67      77      68      50      46      57      56      56      45      47      70      75
2031      67      77      68      50      46      57      56      56      45      47      70      75
2032      67      77      68      50      46      57      56      56      45      47      70      75
2033      67      77      68      50      46      57      56      56      45      47      70      75
2034      67      77      68      50      46      57      56      56      45      47      70      75
2035      67      77      68      50      46      57      56      56      45      47      70      75
2036      67      77      68      50      46      57      56      56      45      47      70      75
2037      67      77      68      50      46      57      56      56      45      47      70      75
2038      67      77      68      50      46      57      56      56      45      47      70      75
2039      67      77      68      50      46      57      56      56      45      47      70      75
**** Planta:  283 STA CLARA MG Penal:    326.05272
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      15       1      19      27       1      33       0       6       1       1       1      39
2026      15       1      19      27       1      33       0       6       1       1       1      39
2027      15       1      19      27       1      33       0       6       1       1       1      39
2028      15       1      19      27       1      33       0       6       1       1       1      39
2029      15       1      19      27       1      33       0       6       1       1       1      39
2030      15       1      19      27       1      33       0       6       1       1       1      39
2031      15       1      19      27       1      33       0       6       1       1       1      39
2032      15       1      19      27       1      33       0       6       1       1       1      39
2033      15       1      19      27       1      33       0       6       1       1       1      39
2034      15       1      19      27       1      33       0       6       1       1       1      39
2035      15       1      19      27       1      33       0       6       1       1       1      39
2036      15       1      19      27       1      33       0       6       1       1       1      39
2037      15       1      19      27       1      33       0       6       1       1       1      39
2038      15       1      19      27       1      33       0       6       1       1       1      39
2039      15       1      19      27       1      33       0       6       1       1       1      39
**** Planta:  304 ITIQUIRA 1   Penal:    1827.9378
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      57      75      72      50      44      58      17      21      42      48      61      29
2026      57      75      72      50      44      58      17      21      42      48      61      29
2027      57      75      72      50      44      58      17      21      42      48      61      29
2028      57      75      72      50      44      58      17      21      42      48      61      29
2029      57      75      72      50      44      58      17      21      42      48      61      29
2030      57      75      72      50      44      58      17      21      42      48      61      29
2031      57      75      72      50      44      58      17      21      42      48      61      29
2032      57      75      72      50      44      58      17      21      42      48      61      29
2033      57      75      72      50      44      58      17      21      42      48      61      29
2034      57      75      72      50      44      58      17      21      42      48      61      29
2035      57      75      72      50      44      58      17      21      42      48      61      29
2036      57      75      72      50      44      58      17      21      42      48      61      29
2037      57      75      72      50      44      58      17      21      42      48      61      29
2038      57      75      72      50      44      58      17      21      42      48      61      29
2039      57      75      72      50      44      58      17      21      42      48      61      29
**** Planta:  305 ITIQUIRA 2   Penal:     1012.802
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      58      89      51      48      45      62      40      40      43      49      63      40
2026      58      89      51      48      45      62      40      40      43      49      63      40
2027      58      89      51      48      45      62      40      40      43      49      63      40
2028      58      89      51      48      45      62      40      40      43      49      63      40
2029      58      89      51      48      45      62      40      40      43      49      63      40
2030      58      89      51      48      45      62      40      40      43      49      63      40
2031      58      89      51      48      45      62      40      40      43      49      63      40
2032      58      89      51      48      45      62      40      40      43      49      63      40
2033      58      89      51      48      45      62      40      40      43      49      63      40
2034      58      89      51      48      45      62      40      40      43      49      63      40
2035      58      89      51      48      45      62      40      40      43      49      63      40
2036      58      89      51      48      45      62      40      40      43      49      63      40
2037      58      89      51      48      45      62      40      40      43      49      63      40
2038      58      89      51      48      45      62      40      40      43      49      63      40
2039      58      89      51      48      45      62      40      40      43      49      63      40
**** Planta:  310 DARDANELOS   Penal:    1443.2315
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025     240     296     291     260     198     247      67      51       8       5      76     290
2026     240     296     291     260     198     247      67      51       8       5      76     290
2027     240     296     291     260     198     247      67      51       8       5      76     290
2028     240     296     291     260     198     247      67      51       8       5      76     290
2029     240     296     291     260     198     247      67      51       8       5      76     290
2030     240     296     291     260     198     247      67      51       8       5      76     290
2031     240     296     291     260     198     247      67      51       8       5      76     290
2032     240     296     291     260     198     247      67      51       8       5      76     290
2033     240     296     291     260     198     247      67      51       8       5      76     290
2034     240     296     291     260     198     247      67      51       8       5      76     290
2035     240     296     291     260     198     247      67      51       8       5      76     290
2036     240     296     291     260     198     247      67      51       8       5      76     290
2037     240     296     291     260     198     247      67      51       8       5      76     290
2038     240     296     291     260     198     247      67      51       8       5      76     290
2039     240     296     291     260     198     247      67      51       8       5      76     290
**** Planta: 1133 VERTSANTA    Penal:    396.55017
A~no ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12
2025      71      71      71      71      71      71      71      71      71      71      71      71
2026      71      71      71      71      71      71      71      71      71      71      71      71
2027      71      71      71      71      71      71      71      71      71      71      71      71
2028      71      71      71      71      71      71      71      71      71      71      71      71
2029      71      71      71      71      71      71      71      71      71      71      71      71
2030      71      71      71      71      71      71      71      71      71      71      71      71
2031      71      71      71      71      71      71      71      71      71      71      71      71
2032      71      71      71      71      71      71      71      71      71      71      71      71
2033      71      71      71      71      71      71      71      71      71      71      71      71
2034      71      71      71      71      71      71      71      71      71      71      71      71
2035      71      71      71      71      71      71      71      71      71      71      71      71
2036      71      71      71      71      71      71      71      71      71      71      71      71
2037      71      71      71      71      71      71      71      71      71      71      71      71
2038      71      71      71      71      71      71      71      71      71      71      71      71
2039      71      71      71      71      71      71      71      71      71      71      71      71
